Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","15,182","(+/-1,257)","3,923",(+/-882),"2,199","(+/-1,039)","2,169",(+/-732),"2,470",(+/-937),"5,181","(+/-1,247)","23,543","(+/-1,425)","9,960","(+/-1,207)"
Workers,Industry,Construction,"24,916","(+/-1,807)","26,250","(+/-2,427)","17,861","(+/-2,342)","15,839","(+/-2,138)","18,075","(+/-2,784)","33,710","(+/-2,732)","26,718","(+/-1,607)","33,797","(+/-2,378)"
Workers,Industry,Manufacturing,"53,385","(+/-3,557)","53,173","(+/-4,067)","55,593","(+/-4,018)","49,471","(+/-3,881)","43,445","(+/-4,647)","62,965","(+/-3,751)","55,822","(+/-2,513)","37,583","(+/-2,571)"
Workers,Industry,"Wholesale trade","8,215","(+/-1,242)","9,723","(+/-1,594)","11,393","(+/-1,962)","8,546","(+/-1,545)","9,691","(+/-1,750)","12,006","(+/-2,224)","10,718","(+/-1,299)","6,293","(+/-1,021)"
Workers,Industry,"Retail trade","41,305","(+/-2,798)","42,992","(+/-3,284)","38,168","(+/-3,066)","34,670","(+/-2,860)","39,356","(+/-3,362)","42,681","(+/-3,668)","37,560","(+/-2,195)","40,986","(+/-2,980)"
Workers,Industry,"Transportation and warehousing, and utilities","14,115","(+/-1,523)","19,728","(+/-2,649)","15,743","(+/-2,021)","18,085","(+/-2,543)","18,697","(+/-2,887)","21,078","(+/-2,324)","19,390","(+/-1,264)","19,799","(+/-2,004)"
Workers,Industry,Information,"3,848",(+/-790),"7,257","(+/-1,396)","6,852","(+/-1,267)","5,458","(+/-1,154)","9,670","(+/-1,857)","3,190",(+/-932),"4,116",(+/-684),"3,453",(+/-684)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","13,863","(+/-1,481)","36,200","(+/-3,435)","37,464","(+/-3,365)","26,282","(+/-2,541)","34,580","(+/-3,567)","26,514","(+/-2,852)","17,415","(+/-1,402)","17,156","(+/-1,842)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","22,214","(+/-1,882)","47,310","(+/-3,710)","54,599","(+/-3,737)","48,093","(+/-3,576)","60,050","(+/-5,112)","40,935","(+/-3,011)","23,019","(+/-1,708)","25,118","(+/-2,196)"
Workers,Industry,"Educational services, and health care and social assistance","119,699","(+/-4,100)","92,044","(+/-4,760)","86,886","(+/-4,535)","103,026","(+/-5,426)","106,976","(+/-5,699)","95,014","(+/-3,918)","88,431","(+/-3,192)","96,204","(+/-3,509)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","23,039","(+/-2,279)","29,855","(+/-3,709)","25,199","(+/-3,054)","31,016","(+/-3,292)","34,162","(+/-3,971)","27,799","(+/-3,303)","20,630","(+/-1,676)","31,010","(+/-2,796)"
Workers,Industry,"Other services, except public administration","14,536","(+/-1,864)","17,717","(+/-2,629)","13,738","(+/-2,115)","13,547","(+/-2,147)","20,807","(+/-2,685)","19,253","(+/-2,093)","16,085","(+/-1,301)","17,659","(+/-2,045)"
Workers,Industry,"Public administration","14,007","(+/-1,870)","14,648","(+/-2,090)","10,152","(+/-1,904)","16,022","(+/-1,950)","13,351","(+/-2,018)","11,941","(+/-1,525)","15,044","(+/-1,401)","19,999","(+/-1,964)"
Workers,"Class of Worker","Civilian employed population 16 years and over","368,324","(+/-4,773)","400,820","(+/-5,907)","375,847","(+/-7,245)","372,224","(+/-5,042)","411,330","(+/-7,039)","402,267","(+/-5,431)","358,491","(+/-3,922)","359,017","(+/-5,045)"
Workers,"Class of Worker","Private wage and salary workers","299,371","(+/-4,616)","333,204","(+/-7,188)","317,312","(+/-7,752)","300,403","(+/-5,739)","336,555","(+/-7,869)","336,512","(+/-5,217)","275,523","(+/-3,873)","276,480","(+/-4,958)"
Workers,"Class of Worker","Government workers","45,942","(+/-2,637)","49,442","(+/-3,989)","40,167","(+/-4,059)","54,924","(+/-3,994)","54,403","(+/-4,263)","45,332","(+/-3,471)","52,516","(+/-2,388)","61,091","(+/-3,410)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","22,232","(+/-1,968)","17,976","(+/-2,289)","17,970","(+/-2,276)","16,803","(+/-2,250)","19,921","(+/-2,414)","20,011","(+/-2,183)","29,733","(+/-1,860)","20,655","(+/-1,757)"
Workers,"Class of Worker","Unpaid family workers",779,(+/-383),198,(+/-188),398,(+/-466),94,(+/-109),451,(+/-355),412,(+/-317),719,(+/-227),791,(+/-532)
Housing,"Housing Occupancy","Total housing units","313,485","(+/-1,028)","288,941","(+/-1,877)","299,143","(+/-5,358)","302,920","(+/-1,864)","341,538","(+/-5,241)","286,405","(+/-2,649)","352,307","(+/-1,882)","390,193","(+/-1,790)"
Housing,"Housing Occupancy","Occupied housing units","286,875","(+/-3,314)","279,973","(+/-2,640)","286,983","(+/-5,569)","290,555","(+/-2,916)","317,534","(+/-5,202)","272,069","(+/-3,104)","302,017","(+/-2,660)","308,426","(+/-3,612)"
Housing,"Housing Occupancy","Vacant housing units","26,610","(+/-3,172)","8,968","(+/-1,976)","12,160","(+/-2,431)","12,365","(+/-2,574)","24,004","(+/-3,670)","14,336","(+/-2,311)","50,290","(+/-2,372)","81,767","(+/-3,106)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.6,(+/-0.3),0.4,(+/-0.3),0.3,(+/-0.3),0.6,(+/-0.4),1.1,(+/-0.6),0.8,(+/-0.4),0.5,(+/-0.1),0.6,(+/-0.3)
Housing,"Housing Occupancy","Rental vacancy rate",8.3,(+/-2.1),3.7,(+/-1.6),6.2,(+/-2.2),4.4,(+/-1.3),6.6,(+/-1.5),4.7,(+/-1.9),5.0,(+/-1.3),4.0,(+/-1.3)
Housing,"Housing Tenure","Occupied housing units","286,875","(+/-3,314)","279,973","(+/-2,640)","286,983","(+/-5,569)","290,555","(+/-2,916)","317,534","(+/-5,202)","272,069","(+/-3,104)","302,017","(+/-2,660)","308,426","(+/-3,612)"
Housing,"Housing Tenure",Owner-occupied,"214,503","(+/-4,165)","213,706","(+/-3,895)","210,212","(+/-4,648)","187,254","(+/-4,267)","166,960","(+/-4,724)","219,455","(+/-4,202)","233,102","(+/-3,456)","242,503","(+/-3,324)"
Housing,"Housing Tenure",Renter-occupied,"72,372","(+/-3,378)","66,267","(+/-4,058)","76,771","(+/-4,381)","103,301","(+/-3,974)","150,574","(+/-5,475)","52,614","(+/-3,409)","68,915","(+/-2,802)","65,923","(+/-3,148)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.55,(+/-0.03),2.72,(+/-0.03),2.58,(+/-0.05),2.55,(+/-0.05),2.42,(+/-0.05),2.82,(+/-0.04),2.44,(+/-0.03),2.39,(+/-0.02)
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.96,(+/-0.07),2.11,(+/-0.07),1.97,(+/-0.10),1.95,(+/-0.07),1.81,(+/-0.06),2.18,(+/-0.11),1.87,(+/-0.05),1.93,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units","286,875","(+/-3,314)","279,973","(+/-2,640)","286,983","(+/-5,569)","290,555","(+/-2,916)","317,534","(+/-5,202)","272,069","(+/-3,104)","302,017","(+/-2,660)","308,426","(+/-3,612)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","64,900","(+/-3,064)","67,487","(+/-4,210)","67,181","(+/-3,880)","82,851","(+/-4,003)","113,854","(+/-5,073)","57,215","(+/-3,373)","62,498","(+/-2,186)","64,223","(+/-3,514)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","49,896","(+/-2,587)","50,772","(+/-4,031)","51,814","(+/-3,452)","52,243","(+/-3,856)","58,064","(+/-4,670)","53,342","(+/-3,784)","52,342","(+/-2,571)","53,664","(+/-2,439)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","63,460","(+/-2,933)","62,334","(+/-3,796)","65,858","(+/-3,764)","61,695","(+/-3,947)","67,190","(+/-4,213)","64,804","(+/-3,642)","67,963","(+/-2,126)","70,443","(+/-2,996)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","43,534","(+/-2,218)","48,450","(+/-2,873)","38,567","(+/-3,361)","39,602","(+/-2,927)","33,632","(+/-3,132)","47,748","(+/-3,435)","48,618","(+/-2,090)","49,719","(+/-2,279)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","32,114","(+/-2,170)","29,547","(+/-2,096)","34,673","(+/-2,867)","28,352","(+/-2,339)","23,377","(+/-1,976)","27,511","(+/-2,346)","32,860","(+/-1,442)","34,212","(+/-2,162)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","32,971","(+/-1,652)","21,383","(+/-1,761)","28,890","(+/-2,224)","25,812","(+/-1,897)","21,417","(+/-1,959)","21,449","(+/-1,816)","37,736","(+/-1,505)","36,165","(+/-1,895)"
Housing,Value,"Owner-occupied units","214,503","(+/-4,165)","213,706","(+/-3,895)","210,212","(+/-4,648)","187,254","(+/-4,267)","166,960","(+/-4,724)","219,455","(+/-4,202)","233,102","(+/-3,456)","242,503","(+/-3,324)"
Housing,Value,"Less than $50,000","11,043","(+/-1,342)","7,144","(+/-1,575)","3,067",(+/-787),"7,190","(+/-1,510)","4,915","(+/-1,451)","9,210","(+/-1,620)","15,580","(+/-1,191)","12,771","(+/-1,169)"
Housing,Value,"$50,000 to $99,999","14,395","(+/-1,487)","2,963",(+/-927),"1,588",(+/-477),"2,427",(+/-846),"1,851",(+/-825),"3,254",(+/-937),"20,110","(+/-1,289)","15,371","(+/-1,421)"
Housing,Value,"$100,000 to $149,999","18,866","(+/-1,583)","2,988",(+/-782),"3,665",(+/-981),"4,249",(+/-945),"4,814","(+/-1,255)","4,050",(+/-995),"24,843","(+/-1,738)","21,329","(+/-1,785)"
Housing,Value,"$150,000 to $199,999","27,122","(+/-2,063)","5,797","(+/-1,132)","7,638","(+/-1,376)","9,337","(+/-1,585)","9,711","(+/-1,754)","7,863","(+/-1,338)","32,403","(+/-1,856)","26,695","(+/-1,943)"
Housing,Value,"$200,000 to $299,999","58,022","(+/-2,749)","42,938","(+/-2,851)","34,054","(+/-2,933)","48,795","(+/-2,995)","39,339","(+/-2,871)","45,688","(+/-3,168)","60,559","(+/-2,361)","59,574","(+/-2,168)"
Housing,Value,"$300,000 to $499,999","58,557","(+/-2,714)","97,185","(+/-4,064)","88,425","(+/-3,977)","77,645","(+/-3,627)","75,540","(+/-3,870)","99,777","(+/-3,624)","52,710","(+/-2,314)","69,760","(+/-2,454)"
Housing,Value,"$500,000 to $999,999","22,936","(+/-1,537)","50,944","(+/-2,767)","58,410","(+/-2,867)","33,459","(+/-2,257)","24,739","(+/-2,620)","45,507","(+/-2,742)","23,281","(+/-1,225)","32,124","(+/-1,829)"
Housing,Value,"$1,000,000 or more","3,562",(+/-625),"3,747",(+/-878),"13,365","(+/-1,663)","4,152",(+/-949),"6,051","(+/-1,090)","4,106","(+/-1,021)","3,616",(+/-690),"4,879",(+/-815)
Housing,Value,"Median (dollars)","261,200","(+/-4,652)","384,200","(+/-5,178)","410,700","(+/-8,597)","343,600","(+/-5,450)","343,600","(+/-4,871)","365,500","(+/-4,365)","235,600","(+/-3,129)","275,300","(+/-4,111)"
Housing,"Mortgage Status","Owner-occupied units","214,503","(+/-4,165)","213,706","(+/-3,895)","210,212","(+/-4,648)","187,254","(+/-4,267)","166,960","(+/-4,724)","219,455","(+/-4,202)","233,102","(+/-3,456)","242,503","(+/-3,324)"
Housing,"Mortgage Status","Housing units with a mortgage","124,928","(+/-3,747)","146,568","(+/-3,860)","139,811","(+/-4,319)","126,453","(+/-4,000)","119,916","(+/-4,636)","150,393","(+/-4,694)","127,438","(+/-3,007)","141,769","(+/-3,357)"
Housing,"Mortgage Status","Housing units without a mortgage","89,575","(+/-3,138)","67,138","(+/-3,517)","70,401","(+/-3,771)","60,801","(+/-3,050)","47,044","(+/-3,056)","69,062","(+/-3,682)","105,664","(+/-2,787)","100,734","(+/-2,832)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","124,928","(+/-3,747)","146,568","(+/-3,860)","139,811","(+/-4,319)","126,453","(+/-4,000)","119,916","(+/-4,636)","150,393","(+/-4,694)","127,438","(+/-3,007)","141,769","(+/-3,357)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",867,(+/-372),398,(+/-231),451,(+/-257),"1,013",(+/-444),630,(+/-525),492,(+/-376),"1,017",(+/-270),"1,297",(+/-390)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","14,875","(+/-1,408)","4,485",(+/-896),"4,407","(+/-1,347)","4,263","(+/-1,041)","4,673",(+/-866),"5,617","(+/-1,126)","18,156","(+/-1,452)","19,176","(+/-1,774)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","37,151","(+/-2,502)","22,746","(+/-2,280)","18,978","(+/-2,239)","24,061","(+/-2,483)","19,805","(+/-2,199)","26,650","(+/-2,158)","42,654","(+/-2,105)","39,961","(+/-2,179)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","34,390","(+/-2,477)","41,395","(+/-3,241)","32,270","(+/-2,358)","37,951","(+/-2,556)","33,843","(+/-2,605)","41,850","(+/-3,459)","33,737","(+/-2,009)","38,813","(+/-2,124)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","18,419","(+/-1,671)","31,535","(+/-3,049)","29,389","(+/-2,627)","24,501","(+/-2,187)","31,236","(+/-2,793)","33,610","(+/-2,442)","16,051","(+/-1,192)","20,123","(+/-1,748)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","9,342","(+/-1,427)","21,948","(+/-2,625)","19,310","(+/-2,201)","16,420","(+/-1,723)","11,140","(+/-1,597)","20,865","(+/-2,183)","7,932",(+/-771),"11,135","(+/-1,185)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","9,884","(+/-1,163)","24,061","(+/-2,109)","35,006","(+/-2,345)","18,244","(+/-1,754)","18,589","(+/-1,849)","21,309","(+/-2,301)","7,891",(+/-950),"11,264","(+/-1,340)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,623",(+/-24),"2,068",(+/-48),"2,235",(+/-43),"1,949",(+/-33),"2,016",(+/-40),"2,009",(+/-37),"1,524",(+/-21),"1,622",(+/-24)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","89,575","(+/-3,138)","67,138","(+/-3,517)","70,401","(+/-3,771)","60,801","(+/-3,050)","47,044","(+/-3,056)","69,062","(+/-3,682)","105,664","(+/-2,787)","100,734","(+/-2,832)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","2,821",(+/-750),"1,504",(+/-590),501,(+/-307),611,(+/-388),753,(+/-481),"1,521",(+/-633),"4,748",(+/-621),"5,994",(+/-898)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","10,959","(+/-1,055)","3,685",(+/-904),"2,129",(+/-726),"2,731",(+/-865),"1,946",(+/-573),"5,415","(+/-1,180)","14,299","(+/-1,150)","15,375","(+/-1,379)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","26,754","(+/-1,843)","14,243","(+/-1,813)","10,848","(+/-1,636)","10,324","(+/-1,625)","7,477","(+/-1,156)","15,470","(+/-1,912)","33,891","(+/-1,629)","29,021","(+/-1,927)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","24,106","(+/-1,804)","20,017","(+/-1,930)","18,719","(+/-2,011)","17,096","(+/-1,550)","13,552","(+/-1,901)","22,370","(+/-2,063)","26,464","(+/-1,451)","24,851","(+/-1,773)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","12,993","(+/-1,482)","16,295","(+/-1,971)","14,124","(+/-1,528)","13,740","(+/-1,843)","9,748","(+/-1,341)","13,642","(+/-1,501)","13,028","(+/-1,145)","12,554","(+/-1,105)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","11,942","(+/-1,045)","11,394","(+/-1,459)","24,080","(+/-2,051)","16,299","(+/-2,019)","13,568","(+/-1,928)","10,644","(+/-1,549)","13,234",(+/-953),"12,939","(+/-1,367)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",630,(+/-10),740,(+/-18),841,(+/-23),795,(+/-22),797,(+/-24),698,(+/-18),599,(+/-10),600,(+/-13)
Housing,"Gross Rent","Occupied units paying rent","66,770","(+/-3,278)","64,816","(+/-3,971)","74,478","(+/-4,322)","100,662","(+/-4,039)","148,313","(+/-5,405)","50,499","(+/-3,480)","62,284","(+/-2,730)","61,192","(+/-3,186)"
Housing,"Gross Rent","Less than $500","8,618","(+/-1,401)","4,086","(+/-1,302)","2,420",(+/-828),"7,084","(+/-1,295)","10,865","(+/-2,122)","2,810",(+/-789),"8,169","(+/-1,128)","7,648","(+/-1,039)"
Housing,"Gross Rent","$500 to $999","25,158","(+/-2,234)","7,088","(+/-1,231)","8,214","(+/-1,797)","12,792","(+/-1,912)","24,632","(+/-3,030)","14,100","(+/-2,338)","29,889","(+/-1,916)","23,005","(+/-2,018)"
Housing,"Gross Rent","$1,000 to $1,499","19,041","(+/-2,139)","20,091","(+/-2,898)","22,676","(+/-2,773)","37,870","(+/-3,168)","54,743","(+/-4,730)","16,334","(+/-2,558)","17,724","(+/-1,772)","18,176","(+/-1,896)"
Housing,"Gross Rent","$1,500 to $1,999","9,045","(+/-1,350)","21,396","(+/-2,838)","25,502","(+/-2,758)","26,786","(+/-2,884)","33,918","(+/-3,614)","9,635","(+/-2,001)","3,795",(+/-826),"7,647","(+/-1,482)"
Housing,"Gross Rent","$2,000 to $2,499","2,644",(+/-983),"8,728","(+/-2,052)","7,441","(+/-1,455)","10,589","(+/-1,953)","12,789","(+/-2,042)","5,250","(+/-1,338)","1,835",(+/-693),"3,207",(+/-882)
Housing,"Gross Rent","$2,500 to $2,999",940,(+/-771),"1,081",(+/-506),"3,968","(+/-1,211)","2,973",(+/-977),"4,957","(+/-1,263)","1,285",(+/-707),298,(+/-194),781,(+/-398)
Housing,"Gross Rent","$3,000 or more","1,324",(+/-658),"2,346",(+/-937),"4,257","(+/-1,083)","2,568",(+/-798),"6,409","(+/-1,659)","1,085",(+/-380),574,(+/-331),728,(+/-348)
Housing,"Gross Rent","Median (dollars)",992,(+/-36),"1,527",(+/-63),"1,577",(+/-50),"1,400",(+/-39),"1,351",(+/-37),"1,229",(+/-56),883,(+/-27),999,(+/-34)
Housing,"Gross Rent","No rent paid","5,602",(+/-985),"1,451",(+/-718),"2,293",(+/-848),"2,639",(+/-868),"2,261",(+/-647),"2,115",(+/-759),"6,631",(+/-869),"4,731",(+/-789)
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","286,875","(+/-3,314)","279,973","(+/-2,640)","286,983","(+/-5,569)","290,555","(+/-2,916)","317,534","(+/-5,202)","272,069","(+/-3,104)","302,017","(+/-2,660)","308,426","(+/-3,612)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","12,009","(+/-1,642)","7,428","(+/-1,260)","7,760","(+/-1,540)","11,282","(+/-1,772)","15,789","(+/-2,423)","6,838","(+/-1,290)","13,786","(+/-1,563)","13,958","(+/-1,482)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","10,272","(+/-1,481)","5,622","(+/-1,486)","7,821","(+/-1,601)","6,522","(+/-1,199)","10,777","(+/-2,114)","6,322","(+/-1,405)","10,644","(+/-1,248)","10,551","(+/-1,558)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","20,068","(+/-2,366)","9,772","(+/-1,967)","10,764","(+/-1,803)","16,160","(+/-2,543)","19,700","(+/-2,937)","10,785","(+/-1,756)","21,222","(+/-1,671)","20,372","(+/-1,594)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","18,884","(+/-1,973)","11,220","(+/-1,959)","10,665","(+/-1,533)","18,504","(+/-2,497)","20,008","(+/-2,945)","12,857","(+/-1,640)","21,628","(+/-1,411)","21,954","(+/-1,773)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","30,644","(+/-2,558)","23,173","(+/-2,621)","25,596","(+/-2,931)","26,418","(+/-2,625)","29,562","(+/-2,854)","21,580","(+/-2,269)","35,407","(+/-2,105)","34,829","(+/-2,183)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","53,800","(+/-3,347)","39,198","(+/-3,114)","37,728","(+/-2,766)","47,887","(+/-3,511)","47,313","(+/-3,451)","41,741","(+/-3,295)","56,571","(+/-2,752)","55,187","(+/-2,930)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","39,490","(+/-2,472)","41,038","(+/-3,230)","39,959","(+/-3,317)","40,250","(+/-3,270)","41,860","(+/-3,996)","34,917","(+/-2,923)","44,852","(+/-2,391)","46,407","(+/-2,980)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","53,490","(+/-3,497)","59,905","(+/-3,967)","53,107","(+/-3,955)","54,821","(+/-3,849)","60,176","(+/-4,059)","59,640","(+/-3,386)","56,031","(+/-2,337)","57,209","(+/-3,095)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","24,928","(+/-2,008)","38,815","(+/-3,084)","35,068","(+/-2,226)","30,229","(+/-2,612)","28,240","(+/-2,915)","37,040","(+/-2,605)","24,522","(+/-1,329)","25,272","(+/-1,931)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","23,290","(+/-1,757)","43,802","(+/-3,004)","58,515","(+/-2,946)","38,482","(+/-2,519)","44,109","(+/-3,169)","40,349","(+/-2,719)","17,354","(+/-1,238)","22,687","(+/-1,736)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","73,883","(+/-2,173)","101,390","(+/-2,369)","101,791","(+/-2,093)","85,172","(+/-2,610)","83,394","(+/-2,839)","100,756","(+/-2,584)","70,873","(+/-1,298)","73,546","(+/-1,694)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","98,454","(+/-2,455)","126,198","(+/-3,417)","146,120","(+/-4,555)","116,807","(+/-3,615)","115,128","(+/-3,708)","123,735","(+/-2,766)","89,048","(+/-1,501)","94,167","(+/-2,534)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","702,131","(+/-1,740)","729,294","(+/-3,584)","695,892","(+/-7,361)","692,749","(+/-4,415)","694,793","(+/-7,115)","740,744","(+/-6,003)","705,622","(+/-3,766)","716,798","(+/-3,866)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","669,987","(+/-3,055)","699,660","(+/-5,771)","671,249","(+/-7,999)","664,824","(+/-7,315)","665,363","(+/-8,192)","715,783","(+/-6,920)","668,448","(+/-4,805)","684,923","(+/-4,842)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","530,343","(+/-6,744)","586,803","(+/-10,294)","547,699","(+/-11,222)","498,233","(+/-10,796)","501,400","(+/-12,055)","577,816","(+/-10,797)","505,012","(+/-6,981)","512,722","(+/-6,421)"
Socioeconomic,"Health Insurance Coverage","With public coverage","250,368","(+/-6,951)","208,074","(+/-9,573)","219,623","(+/-9,331)","256,112","(+/-10,512)","231,069","(+/-11,574)","228,969","(+/-9,725)","290,778","(+/-5,874)","307,105","(+/-5,880)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","32,144","(+/-2,741)","29,634","(+/-5,612)","24,643","(+/-3,681)","27,925","(+/-4,904)","29,430","(+/-4,539)","24,961","(+/-3,509)","37,174","(+/-3,008)","31,875","(+/-3,002)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","167,680","(+/-2,322)","185,923","(+/-2,427)","169,764","(+/-6,656)","168,866","(+/-2,938)","147,445","(+/-6,537)","201,877","(+/-3,933)","171,455","(+/-2,349)","156,809","(+/-2,346)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","6,700","(+/-1,356)","6,195","(+/-2,727)","5,762","(+/-1,940)","5,521","(+/-2,636)","3,821","(+/-1,739)","4,335","(+/-1,635)","8,379","(+/-1,376)","5,363",(+/-927)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.0,(+/-0.8),2.9,(+/-0.6),4.7,(+/-0.9),6.6,(+/-1.2),7.1,(+/-1.5),4.4,(+/-0.9),6.9,(+/-0.9),6.1,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.7,(+/-1.6),4.4,(+/-1.2),7.2,(+/-1.7),11.2,(+/-2.1),11.6,(+/-2.3),5.3,(+/-1.5),10.6,(+/-1.7),9.9,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.6,(+/-3.3),4.7,(+/-3.3),7.0,(+/-3.6),10.1,(+/-4.9),8.7,(+/-6.0),3.3,(+/-2.3),8.9,(+/-3.3),8.1,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.7,(+/-0.5),1.5,(+/-0.4),2.8,(+/-0.8),2.8,(+/-0.8),2.3,(+/-0.7),2.8,(+/-0.7),4.2,(+/-0.7),3.2,(+/-0.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.7,(+/-1.1),1.7,(+/-0.8),2.9,(+/-1.3),3.8,(+/-1.5),3.8,(+/-1.3),2.3,(+/-1.0),5.2,(+/-1.4),2.9,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.3,(+/-1.3),1.4,(+/-2.3),1.4,(+/-2.4),2.9,(+/-2.6),2.6,(+/-3.1),1.9,(+/-1.9),0.8,(+/-0.6),1.8,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",19.7,(+/-4.8),10.8,(+/-3.6),16.2,(+/-4.3),22.7,(+/-4.8),25.9,(+/-6.1),14.7,(+/-4.3),22.3,(+/-3.5),20.1,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",27.9,(+/-7.1),16.1,(+/-5.9),25.2,(+/-6.6),30.5,(+/-6.5),34.9,(+/-7.8),18.2,(+/-6.2),26.7,(+/-4.1),27.3,(+/-4.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",34.1,(+/-15.7),22.3,(+/-15.9),29.1,(+/-17.7),29.6,(+/-17.5),38.6,(+/-26.9),17.8,(+/-16.6),35.6,(+/-13.0),30.0,(+/-12.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.1,(+/-1.0),5.7,(+/-0.8),7.3,(+/-1.1),10.1,(+/-1.2),12.4,(+/-1.2),7.1,(+/-0.9),10.7,(+/-0.8),10.9,(+/-0.7)
