Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","64,887","(+/-3,328)","71,194","(+/-2,991)","62,903","(+/-3,425)","67,296","(+/-3,525)","65,804","(+/-3,869)","65,725","(+/-3,832)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","50,086","(+/-3,490)","48,249","(+/-3,188)","44,002","(+/-3,100)","51,249","(+/-3,126)","50,559","(+/-3,756)","46,431","(+/-3,631)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","30,595","(+/-2,676)","29,954","(+/-2,421)","26,691","(+/-2,157)","29,284","(+/-2,489)","35,024","(+/-2,818)","26,605","(+/-2,540)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","32,936","(+/-2,389)","28,777","(+/-1,772)","26,834","(+/-2,536)","27,997","(+/-2,081)","42,935","(+/-2,509)","22,546","(+/-2,091)"
Housing,Value,"Owner-occupied units","216,204","(+/-4,841)","217,827","(+/-4,499)","198,182","(+/-3,988)","223,484","(+/-4,679)","219,310","(+/-4,718)","199,514","(+/-4,469)"
Housing,Value,"Less than $50,000","25,582","(+/-2,216)","14,401","(+/-1,900)","9,323","(+/-1,386)","13,784","(+/-1,517)","45,485","(+/-3,493)","10,948","(+/-2,101)"
Housing,Value,"$50,000 to $99,999","31,703","(+/-2,759)","21,661","(+/-2,013)","12,577","(+/-2,101)","16,182","(+/-1,850)","48,002","(+/-3,227)","12,626","(+/-1,837)"
Housing,Value,"$100,000 to $149,999","34,360","(+/-3,004)","24,145","(+/-2,091)","17,985","(+/-2,053)","20,618","(+/-2,385)","34,314","(+/-2,961)","19,185","(+/-1,939)"
Housing,Value,"$150,000 to $199,999","34,214","(+/-3,119)","34,602","(+/-2,732)","34,748","(+/-3,157)","29,220","(+/-2,537)","29,711","(+/-2,433)","22,833","(+/-2,411)"
Housing,Value,"$200,000 to $299,999","45,546","(+/-2,994)","54,498","(+/-3,490)","53,551","(+/-3,407)","58,281","(+/-4,122)","39,048","(+/-3,226)","51,248","(+/-3,405)"
Housing,Value,"$300,000 to $499,999","31,122","(+/-2,781)","47,882","(+/-3,141)","49,228","(+/-2,986)","58,425","(+/-3,517)","17,031","(+/-2,192)","57,370","(+/-3,368)"
Housing,Value,"$500,000 to $999,999","12,437","(+/-1,509)","18,378","(+/-2,154)","17,084","(+/-2,001)","23,601","(+/-2,155)","4,950","(+/-1,127)","20,309","(+/-2,100)"
Housing,Value,"$1,000,000 or more","1,240",(+/-521),"2,260",(+/-750),"3,686","(+/-1,068)","3,373",(+/-739),769,(+/-452),"4,995","(+/-1,060)"
Housing,Value,"Median (dollars)","170,700","(+/-4,149)","223,200","(+/-5,105)","241,500","(+/-4,963)","253,000","(+/-6,645)","119,000","(+/-4,073)","263,600","(+/-6,459)"
Housing,"Mortgage Status","Owner-occupied units","216,204","(+/-4,841)","217,827","(+/-4,499)","198,182","(+/-3,988)","223,484","(+/-4,679)","219,310","(+/-4,718)","199,514","(+/-4,469)"
Housing,"Mortgage Status","Housing units with a mortgage","109,392","(+/-5,087)","127,365","(+/-5,124)","124,648","(+/-4,003)","142,077","(+/-5,177)","87,208","(+/-4,220)","124,640","(+/-4,636)"
Housing,"Mortgage Status","Housing units without a mortgage","106,812","(+/-4,100)","90,462","(+/-3,764)","73,534","(+/-3,550)","81,407","(+/-3,934)","132,102","(+/-4,635)","74,874","(+/-3,617)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","109,392","(+/-5,087)","127,365","(+/-5,124)","124,648","(+/-4,003)","142,077","(+/-5,177)","87,208","(+/-4,220)","124,640","(+/-4,636)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","2,872",(+/-850),"1,691",(+/-600),892,(+/-411),"1,628",(+/-584),"2,204",(+/-775),"1,371",(+/-582)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","34,625","(+/-3,153)","29,457","(+/-3,034)","19,277","(+/-2,591)","21,517","(+/-2,367)","32,250","(+/-3,117)","21,185","(+/-2,018)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","37,328","(+/-3,028)","44,258","(+/-3,436)","41,739","(+/-3,194)","46,159","(+/-3,126)","30,940","(+/-3,400)","42,004","(+/-3,589)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","20,201","(+/-2,025)","26,673","(+/-2,828)","29,166","(+/-2,617)","34,588","(+/-3,137)","13,698","(+/-1,947)","29,369","(+/-2,418)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","7,929","(+/-1,356)","12,253","(+/-2,164)","16,406","(+/-2,018)","17,429","(+/-2,619)","4,902","(+/-1,168)","15,679","(+/-1,491)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","3,491",(+/-994),"6,255","(+/-1,435)","6,940","(+/-1,357)","9,156","(+/-1,759)","1,671",(+/-666),"7,073","(+/-1,457)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","2,946",(+/-761),"6,778","(+/-1,550)","10,228","(+/-1,266)","11,600","(+/-1,681)","1,543",(+/-676),"7,959","(+/-1,312)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,212",(+/-30),"1,369",(+/-31),"1,505",(+/-38),"1,522",(+/-39),"1,131",(+/-31),"1,474",(+/-33)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","106,812","(+/-4,100)","90,462","(+/-3,764)","73,534","(+/-3,550)","81,407","(+/-3,934)","132,102","(+/-4,635)","74,874","(+/-3,617)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","15,632","(+/-1,673)","11,302","(+/-1,405)","3,358","(+/-1,080)","7,729","(+/-1,408)","27,926","(+/-2,204)","6,803","(+/-1,137)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","32,173","(+/-2,642)","26,097","(+/-2,317)","10,878","(+/-1,633)","15,682","(+/-1,996)","47,141","(+/-3,171)","17,473","(+/-1,966)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","36,492","(+/-2,716)","28,542","(+/-2,408)","25,146","(+/-2,061)","27,941","(+/-2,415)","37,409","(+/-2,935)","24,721","(+/-2,377)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","13,286","(+/-1,647)","13,762","(+/-2,002)","17,813","(+/-2,428)","16,429","(+/-1,792)","12,736","(+/-1,611)","14,210","(+/-1,722)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","4,759","(+/-1,398)","6,172","(+/-1,365)","7,061","(+/-1,386)","6,623","(+/-1,229)","3,710",(+/-867),"4,674",(+/-976)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","4,470","(+/-1,030)","4,587","(+/-1,330)","9,278","(+/-1,580)","7,003","(+/-1,145)","3,180",(+/-813),"6,993","(+/-1,289)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",427,(+/-12),447,(+/-15),581,(+/-15),515,(+/-16),368,(+/-9),493,(+/-13)
Housing,"Gross Rent","Occupied units paying rent","81,406","(+/-4,197)","85,774","(+/-3,717)","114,318","(+/-4,216)","69,162","(+/-4,231)","70,325","(+/-3,835)","110,097","(+/-4,103)"
Housing,"Gross Rent","Less than $500","13,359","(+/-1,896)","9,104","(+/-1,588)","10,383","(+/-1,613)","6,258","(+/-1,425)","15,427","(+/-2,147)","6,755","(+/-1,398)"
Housing,"Gross Rent","$500 to $999","46,009","(+/-3,132)","44,742","(+/-3,422)","35,417","(+/-3,900)","24,376","(+/-2,495)","42,117","(+/-3,274)","47,815","(+/-3,379)"
Housing,"Gross Rent","$1,000 to $1,499","17,211","(+/-2,079)","22,710","(+/-2,891)","44,369","(+/-3,288)","23,861","(+/-2,836)","11,346","(+/-2,310)","35,296","(+/-2,989)"
Housing,"Gross Rent","$1,500 to $1,999","3,630",(+/-915),"5,540","(+/-1,466)","18,467","(+/-2,357)","10,659","(+/-1,912)",999,(+/-621),"14,342","(+/-2,518)"
Housing,"Gross Rent","$2,000 to $2,499",850,(+/-484),"2,265","(+/-1,193)","4,323","(+/-1,204)","1,823",(+/-594),258,(+/-206),"3,885","(+/-1,412)"
Housing,"Gross Rent","$2,500 to $2,999",33,(+/-46),407,(+/-644),455,(+/-298),"1,350",(+/-764),60,(+/-104),"1,350",(+/-837)
Housing,"Gross Rent","$3,000 or more",314,(+/-248),"1,006",(+/-567),904,(+/-432),835,(+/-604),118,(+/-138),654,(+/-371)
Housing,"Gross Rent","Median (dollars)",810,(+/-21),889,(+/-24),"1,122",(+/-32),"1,072",(+/-35),727,(+/-21),"1,006",(+/-37)
Housing,"Gross Rent","No rent paid","10,636","(+/-1,475)","5,749","(+/-1,461)","4,677","(+/-1,463)","5,302","(+/-1,150)","15,257","(+/-2,344)","6,379","(+/-1,361)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","308,246","(+/-3,784)","309,350","(+/-3,782)","317,177","(+/-3,683)","297,948","(+/-3,592)","304,892","(+/-3,920)","315,990","(+/-3,605)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","21,427","(+/-2,408)","17,499","(+/-2,162)","21,047","(+/-2,583)","14,583","(+/-1,967)","31,033","(+/-3,185)","19,593","(+/-2,253)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","15,922","(+/-2,075)","14,566","(+/-2,059)","15,302","(+/-2,254)","10,478","(+/-1,603)","27,017","(+/-2,466)","12,706","(+/-2,134)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","33,990","(+/-3,760)","27,629","(+/-3,004)","24,203","(+/-3,343)","18,491","(+/-2,318)","37,039","(+/-3,201)","23,074","(+/-2,307)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","26,088","(+/-2,721)","24,303","(+/-2,411)","27,013","(+/-3,127)","18,345","(+/-2,109)","31,613","(+/-2,977)","26,736","(+/-3,106)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","44,702","(+/-3,071)","41,239","(+/-4,045)","39,597","(+/-3,890)","30,718","(+/-2,659)","38,492","(+/-3,073)","41,905","(+/-3,356)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","55,941","(+/-3,386)","55,080","(+/-3,980)","56,415","(+/-4,137)","50,223","(+/-3,792)","48,877","(+/-3,462)","51,175","(+/-3,264)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","35,607","(+/-3,238)","42,156","(+/-3,810)","37,124","(+/-3,533)","44,237","(+/-3,219)","33,248","(+/-3,399)","40,378","(+/-3,027)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","44,638","(+/-3,126)","49,830","(+/-3,570)","49,971","(+/-4,057)","57,214","(+/-3,504)","37,179","(+/-3,071)","48,920","(+/-3,286)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","15,482","(+/-1,876)","17,985","(+/-2,608)","21,879","(+/-2,569)","24,941","(+/-2,252)","12,257","(+/-2,039)","26,229","(+/-2,450)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","14,449","(+/-1,986)","19,063","(+/-2,225)","24,626","(+/-1,997)","28,718","(+/-2,483)","8,137","(+/-1,652)","25,274","(+/-2,480)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","54,615","(+/-2,239)","63,080","(+/-2,304)","62,206","(+/-2,231)","77,227","(+/-1,929)","44,175","(+/-2,367)","66,269","(+/-2,002)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","76,261","(+/-3,256)","83,360","(+/-3,165)","87,956","(+/-2,389)","100,445","(+/-2,684)","62,981","(+/-2,404)","90,041","(+/-2,175)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","727,718","(+/-4,378)","763,692","(+/-7,953)","725,452","(+/-6,832)","758,266","(+/-4,655)","717,227","(+/-3,634)","749,893","(+/-4,212)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","683,866","(+/-5,932)","718,762","(+/-8,993)","685,770","(+/-7,938)","727,325","(+/-5,904)","681,263","(+/-5,055)","704,021","(+/-5,862)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","449,940","(+/-9,564)","486,126","(+/-11,718)","469,412","(+/-11,635)","527,313","(+/-11,214)","351,744","(+/-8,870)","503,703","(+/-9,896)"
Socioeconomic,"Health Insurance Coverage","With public coverage","345,672","(+/-9,841)","341,452","(+/-10,532)","312,325","(+/-10,814)","287,069","(+/-11,210)","425,925","(+/-10,132)","293,774","(+/-10,125)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","43,852","(+/-4,489)","44,930","(+/-4,936)","39,682","(+/-5,403)","30,941","(+/-3,186)","35,964","(+/-3,955)","45,872","(+/-4,529)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","174,163","(+/-3,511)","186,326","(+/-4,322)","169,981","(+/-3,333)","188,178","(+/-2,868)","169,802","(+/-3,570)","175,128","(+/-3,358)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","7,111","(+/-1,756)","8,681","(+/-2,343)","6,831","(+/-2,715)","4,319","(+/-1,172)","5,052","(+/-1,783)","4,625","(+/-1,495)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.5,(+/-1.2),11.0,(+/-1.2),13.0,(+/-1.6),8.4,(+/-1.3),20.2,(+/-1.6),10.2,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.6,(+/-2.0),18.2,(+/-2.5),20.2,(+/-3.1),11.3,(+/-2.1),28.7,(+/-3.1),16.3,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.6,(+/-3.9),21.5,(+/-5.4),25.2,(+/-8.1),12.0,(+/-6.2),27.4,(+/-7.7),16.4,(+/-5.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",7.7,(+/-1.0),5.2,(+/-1.0),6.7,(+/-1.3),4.8,(+/-1.0),12.8,(+/-1.5),4.1,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.8,(+/-1.8),7.2,(+/-1.9),8.5,(+/-3.2),4.7,(+/-1.4),16.7,(+/-3.0),4.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",10.4,(+/-4.0),4.1,(+/-3.0),7.4,(+/-6.8),0.6,(+/-0.7),7.3,(+/-4.8),2.0,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",33.3,(+/-4.4),32.9,(+/-4.5),30.1,(+/-4.8),22.8,(+/-5.6),42.2,(+/-4.5),33.2,(+/-5.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",42.2,(+/-5.6),43.6,(+/-5.7),39.2,(+/-7.2),28.8,(+/-7.7),52.2,(+/-6.7),45.0,(+/-6.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",43.5,(+/-14.1),61.1,(+/-12.6),52.6,(+/-15.8),53.2,(+/-22.7),59.7,(+/-16.0),61.5,(+/-14.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.3,(+/-1.0),14.7,(+/-1.0),16.5,(+/-1.5),11.3,(+/-1.2),25.5,(+/-1.5),14.4,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.2,(+/-2.2),19.3,(+/-2.4),23.9,(+/-3.7),12.9,(+/-2.2),33.5,(+/-3.1),17.6,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.9,(+/-2.2),18.9,(+/-2.5),23.2,(+/-3.6),12.6,(+/-2.2),33.0,(+/-3.2),17.4,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.8,(+/-3.7),22.1,(+/-3.9),27.4,(+/-6.0),11.1,(+/-3.4),38.0,(+/-4.8),21.8,(+/-3.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.6,(+/-2.5),17.8,(+/-2.8),21.6,(+/-3.6),13.1,(+/-2.4),31.3,(+/-3.6),15.8,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.2,(+/-0.9),13.3,(+/-0.8),14.4,(+/-1.2),10.8,(+/-1.1),23.2,(+/-1.3),13.5,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.4,(+/-1.4),11.3,(+/-1.5),12.2,(+/-1.5),12.7,(+/-1.5),18.2,(+/-2.0),9.9,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.1,(+/-1.2),11.5,(+/-1.2),14.1,(+/-1.8),8.5,(+/-1.3),21.9,(+/-1.7),10.4,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.7,(+/-2.2),28.6,(+/-2.0),23.9,(+/-2.1),24.5,(+/-2.0),40.8,(+/-2.1),27.4,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school","163,260","(+/-3,682)","177,710","(+/-5,939)","159,203","(+/-4,581)","178,924","(+/-4,313)","161,377","(+/-4,587)","185,644","(+/-4,700)"
Education,"School Enrollment","Nursery school, preschool","9,796","(+/-1,569)","9,324","(+/-1,601)","6,809","(+/-1,541)","10,646","(+/-1,774)","9,326","(+/-1,752)","10,858","(+/-1,933)"
Education,"School Enrollment",Kindergarten,"8,943","(+/-1,305)","9,740","(+/-1,422)","6,608","(+/-1,526)","10,577","(+/-1,813)","11,340","(+/-1,843)","9,199","(+/-1,407)"
Education,"School Enrollment","Elementary school (grades 1-8)","71,237","(+/-2,696)","80,917","(+/-3,465)","68,331","(+/-2,862)","79,319","(+/-3,033)","72,587","(+/-3,208)","67,993","(+/-2,897)"
Education,"School Enrollment","High school (grades 9-12)","37,436","(+/-2,232)","39,382","(+/-2,472)","39,235","(+/-2,324)","44,230","(+/-2,164)","32,571","(+/-2,064)","39,781","(+/-2,305)"
Education,"School Enrollment","College or graduate school","35,848","(+/-2,964)","38,347","(+/-3,714)","38,220","(+/-3,187)","34,152","(+/-2,825)","35,553","(+/-3,266)","57,813","(+/-3,352)"
Education,"Educational Attainment","Population 25 years and over","516,851","(+/-3,872)","527,681","(+/-5,657)","510,479","(+/-4,144)","526,790","(+/-3,875)","517,989","(+/-3,386)","507,485","(+/-3,222)"
Education,"Educational Attainment","Less than 9th grade","22,700","(+/-2,142)","19,948","(+/-2,656)","14,240","(+/-2,367)","15,028","(+/-2,116)","39,540","(+/-3,816)","16,267","(+/-2,373)"
Education,"Educational Attainment","9th to 12th grade, no diploma","35,878","(+/-3,821)","31,428","(+/-3,046)","29,424","(+/-3,153)","28,257","(+/-2,515)","46,984","(+/-3,157)","25,314","(+/-2,777)"
Education,"Educational Attainment","High school graduate (includes equivalency)","196,897","(+/-6,134)","186,519","(+/-6,368)","137,125","(+/-7,299)","168,013","(+/-6,309)","202,387","(+/-6,805)","135,436","(+/-6,210)"
Education,"Educational Attainment","Some college, no degree","99,659","(+/-4,434)","110,207","(+/-6,617)","104,583","(+/-5,714)","101,394","(+/-5,369)","98,575","(+/-4,617)","91,722","(+/-4,566)"
Education,"Educational Attainment","Associate's degree","53,295","(+/-4,040)","57,490","(+/-4,561)","41,405","(+/-4,128)","47,337","(+/-3,609)","42,152","(+/-3,687)","42,806","(+/-3,774)"
Education,"Educational Attainment","Bachelor's degree","65,572","(+/-4,522)","72,772","(+/-5,299)","107,742","(+/-5,418)","102,139","(+/-5,079)","44,271","(+/-3,351)","114,360","(+/-5,079)"
Education,"Educational Attainment","Graduate or professional degree","42,850","(+/-2,995)","49,317","(+/-3,558)","75,960","(+/-4,447)","64,622","(+/-4,079)","44,080","(+/-3,652)","81,580","(+/-4,745)"
Education,"Educational Attainment","Percent high school graduate or higher",88.7,(+/-0.8),90.3,(+/-0.8),91.4,(+/-0.8),91.8,(+/-0.6),83.3,(+/-1.0),91.8,(+/-0.6)
Education,"Educational Attainment","Percent bachelor's degree or higher",21.0,(+/-1.0),23.1,(+/-1.1),36.0,(+/-1.3),31.7,(+/-1.2),17.1,(+/-0.9),38.6,(+/-1.2)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","231,978",G,"233,533",G,"448,142",G,"253,896",G,"176,772",G,"284,951",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",143,G,98,H,10,J,175,G,125,H,854,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","2,000",H,691,G,142,H,242,J,"3,965",G,280,H
Business,"Paid employees for pay period including March 12",Utilities,"1,025",G,"1,069",G,"1,920",J,"1,442",H,"1,211",H,"1,410",H
Business,"Paid employees for pay period including March 12",Construction,"11,265",G,"12,593",G,"17,899",G,"13,289",G,"5,674",G,"17,879",G
Business,"Paid employees for pay period including March 12",Manufacturing,"51,635",G,"49,331",G,"52,938",G,"40,004",G,"20,268",G,"40,521",G
Business,"Paid employees for pay period including March 12","Wholesale trade","8,824",G,"8,165",G,"22,225",G,"15,590",G,"5,430",G,"10,169",H
Business,"Paid employees for pay period including March 12","Retail trade","35,135",H,"35,065",H,"42,746",G,"31,459",G,"32,389",G,"38,636",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","14,749",G,"12,513",G,"55,532",J,"25,081",H,"6,963",H,"12,862",G
Business,"Paid employees for pay period including March 12",Information,"2,929",G,"2,555",G,"8,671",H,"2,777",H,"4,126",H,"3,859",H
Business,"Paid employees for pay period including March 12","Finance and insurance","7,445",G,"7,343",G,"24,114",H,"12,769",G,"5,337",G,"7,135",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,207",G,"2,324",G,"6,214",G,"2,884",G,"1,752",G,"3,286",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","6,651",G,"7,302",G,"24,075",G,"9,092",G,"6,234",G,"18,427",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,089",G,"5,165",G,"25,673",G,"5,150",H,"1,530",G,"4,922",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","10,060",G,"12,576",G,"28,413",G,"18,156",G,"8,499",H,"17,617",G
Business,"Paid employees for pay period including March 12","Educational services","4,442",H,"1,942",G,"9,115",G,"4,216",H,"3,483",G,"5,905",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","36,200",G,"36,854",G,"65,578",G,"30,838",G,"42,971",G,"50,724",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","2,158",H,"2,300",G,"5,832",G,"3,821",H,892,G,"4,191",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","24,967",G,"26,679",G,"38,782",G,"27,324",G,"20,837",G,"33,952",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","9,037",G,"8,957",G,"18,241",G,"9,579",G,"5,059",G,"12,303",G
Business,"Paid employees for pay period including March 12","Industries not classified",17,J,11,G,22,G,8,G,27,J,19,J
Business,"Annual payroll ($1,000)","Total for all sectors","10,578,564",G,"11,023,853",G,"26,610,929",G,"13,545,689",G,"7,657,710",G,"14,738,634",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","5,918",G,"3,670",H,496,G,"6,368",G,"3,573",G,"39,550",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","179,497",H,"53,941",G,"9,931",H,"18,078",H,"329,444",G,"21,508",G
Business,"Annual payroll ($1,000)",Utilities,"93,553",G,"99,578",G,"222,695",J,"151,650",H,"104,599",H,"143,655",H
Business,"Annual payroll ($1,000)",Construction,"654,919",G,"780,594",G,"1,192,076",G,"889,948",G,"296,942",G,"1,210,227",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,875,777",G,"3,098,101",G,"3,527,176",G,"2,703,842",H,"1,015,919",G,"2,625,867",G
Business,"Annual payroll ($1,000)","Wholesale trade","525,847",G,"495,509",G,"1,505,760",G,"1,283,486",H,"270,806",G,"712,733",G
Business,"Annual payroll ($1,000)","Retail trade","1,124,241",G,"1,178,028",H,"1,599,520",G,"1,031,185",G,"978,028",G,"1,293,100",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","806,179",G,"616,653",G,"3,186,609",J,"1,366,704",H,"357,167",H,"583,583",G
Business,"Annual payroll ($1,000)",Information,"147,517",G,"133,933",H,"622,247",H,"146,738",H,"192,376",H,"223,530",H
Business,"Annual payroll ($1,000)","Finance and insurance","482,874",G,"460,154",G,"2,404,003",H,"1,035,023",G,"284,273",G,"555,853",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","85,014",G,"98,288",G,"375,392",G,"168,528",G,"77,393",G,"166,511",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","392,823",G,"395,781",G,"1,861,150",G,"726,563",G,"355,381",H,"1,315,952",G
