Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,463",G,"11,275",G
Business,"Paid employees for pay period including March 12","Industries not classified",37,J,22,J
Business,"Annual payroll ($1,000)","Total for all sectors","12,450,830",G,"13,288,981",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","17,146",G,"9,418",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","956,894",H,"786,004",G
Business,"Annual payroll ($1,000)",Utilities,"239,495",H,"358,837",H
Business,"Annual payroll ($1,000)",Construction,"851,057",G,"687,840",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,243,915",G,"1,785,934",G
Business,"Annual payroll ($1,000)","Wholesale trade","560,067",G,"401,607",G
Business,"Annual payroll ($1,000)","Retail trade","1,215,165",G,"1,341,384",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","392,759",G,"471,201",H
Business,"Annual payroll ($1,000)",Information,"221,560",H,"191,883",G
Business,"Annual payroll ($1,000)","Finance and insurance","578,459",G,"470,249",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","131,098",G,"123,379",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","653,752",G,"760,653",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","138,237",G,"222,322",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","551,282",G,"471,123",G
Business,"Annual payroll ($1,000)","Educational services","51,825",H,"218,946",H
Business,"Annual payroll ($1,000)","Health care and social assistance","3,625,126",G,"3,918,484",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","64,062",G,"68,222",G
Business,"Annual payroll ($1,000)","Accommodation and food services","605,910",G,"656,303",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","350,949",G,"344,836",G
Business,"Annual payroll ($1,000)","Industries not classified","2,072",G,356,H
Business,"Total Establishments","Total for all sectors","17,547",X,"17,561",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",144,X,73,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",225,X,223,X
Business,"Total Establishments",Utilities,141,X,102,X
Business,"Total Establishments",Construction,"1,507",X,"1,588",X
Business,"Total Establishments",Manufacturing,537,X,538,X
Business,"Total Establishments","Wholesale trade",714,X,533,X
Business,"Total Establishments","Retail trade","2,931",X,"2,784",X
Business,"Total Establishments","Transportation and warehousing",586,X,546,X
Business,"Total Establishments",Information,330,X,287,X
Business,"Total Establishments","Finance and insurance",993,X,942,X
Business,"Total Establishments","Real estate and rental and leasing",665,X,707,X
Business,"Total Establishments","Professional, scientific, and technical services","1,259",X,"1,293",X
Business,"Total Establishments","Management of companies and enterprises",94,X,92,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",716,X,767,X
Business,"Total Establishments","Educational services",119,X,152,X
Business,"Total Establishments","Health care and social assistance","2,547",X,"2,340",X
Business,"Total Establishments","Arts, entertainment, and recreation",329,X,421,X
Business,"Total Establishments","Accommodation and food services","1,668",X,"1,990",X
Business,"Total Establishments","Other services (except public administration)","2,031",X,"2,169",X
Business,"Total Establishments","Industries not classified",11,X,14,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
