Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","29,855","(+/-2,834)","25,829","(+/-3,459)","20,462","(+/-2,303)","35,368","(+/-2,818)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","32,344","(+/-3,235)","28,787","(+/-3,591)","22,743","(+/-2,638)","31,370","(+/-2,815)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","43,599","(+/-3,435)","38,467","(+/-2,859)","35,486","(+/-3,677)","39,974","(+/-3,428)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","54,833","(+/-3,711)","58,363","(+/-4,370)","54,157","(+/-3,694)","57,536","(+/-3,465)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","40,539","(+/-3,233)","39,015","(+/-3,249)","39,946","(+/-3,524)","34,882","(+/-3,169)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","38,590","(+/-2,698)","51,277","(+/-4,490)","55,910","(+/-4,032)","34,201","(+/-3,184)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","12,794","(+/-1,572)","21,005","(+/-2,620)","22,525","(+/-2,755)","13,312","(+/-1,628)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","10,378","(+/-1,542)","24,908","(+/-2,649)","30,384","(+/-2,499)","11,834","(+/-1,677)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","52,119","(+/-1,825)","64,738","(+/-2,687)","72,890","(+/-2,235)","49,018","(+/-1,824)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","67,631","(+/-1,843)","89,344","(+/-3,009)","99,670","(+/-3,254)","67,292","(+/-2,050)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","730,448","(+/-4,269)","763,632","(+/-6,299)","790,972","(+/-3,476)","727,963","(+/-7,241)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","669,444","(+/-5,358)","706,369","(+/-8,706)","705,286","(+/-7,850)","663,129","(+/-7,557)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","403,089","(+/-10,944)","488,512","(+/-12,448)","522,922","(+/-10,689)","400,380","(+/-10,524)"
Socioeconomic,"Health Insurance Coverage","With public coverage","361,771","(+/-9,860)","313,790","(+/-10,980)","263,765","(+/-9,697)","355,308","(+/-10,604)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","61,004","(+/-5,077)","57,263","(+/-6,688)","85,686","(+/-7,918)","64,834","(+/-5,167)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","182,285","(+/-2,184)","185,116","(+/-2,887)","203,648","(+/-1,977)","172,178","(+/-3,586)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","9,533","(+/-2,100)","9,747","(+/-2,792)","20,580","(+/-3,881)","10,014","(+/-2,262)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.1,(+/-1.4),10.2,(+/-1.4),7.1,(+/-1.1),14.8,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.2,(+/-2.6),17.1,(+/-2.8),10.8,(+/-2.1),23.0,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",24.8,(+/-6.3),13.3,(+/-5.8),17.6,(+/-5.9),20.1,(+/-6.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.1,(+/-0.9),4.1,(+/-1.1),4.4,(+/-0.9),8.3,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.4,(+/-2.0),5.5,(+/-2.1),5.7,(+/-1.8),11.0,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.8,(+/-4.3),3.4,(+/-2.8),5.1,(+/-4.5),11.7,(+/-7.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",34.3,(+/-4.9),30.9,(+/-5.4),19.2,(+/-4.6),31.3,(+/-4.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",42.3,(+/-6.1),41.1,(+/-7.1),27.3,(+/-6.9),42.2,(+/-5.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",58.3,(+/-12.3),35.1,(+/-15.8),52.0,(+/-17.2),27.9,(+/-12.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",18.1,(+/-1.3),13.8,(+/-1.4),10.9,(+/-1.2),20.3,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",24.3,(+/-2.9),21.2,(+/-3.8),12.0,(+/-2.5),27.3,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",24.1,(+/-2.9),20.8,(+/-3.8),11.7,(+/-2.6),27.0,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",30.1,(+/-4.5),21.1,(+/-4.7),13.8,(+/-4.0),27.9,(+/-5.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.2,(+/-3.2),20.7,(+/-4.4),11.0,(+/-2.8),26.6,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.2,(+/-1.0),11.6,(+/-0.9),10.5,(+/-0.9),18.2,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.7,(+/-1.4),8.9,(+/-1.4),9.9,(+/-1.6),15.1,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.8,(+/-1.5),11.5,(+/-1.7),7.3,(+/-1.3),16.2,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",32.2,(+/-2.0),23.5,(+/-2.2),26.7,(+/-2.5),35.3,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school","168,060","(+/-4,651)","170,445","(+/-6,305)","198,479","(+/-4,622)","161,733","(+/-4,792)"
Education,"School Enrollment","Nursery school, preschool","10,445","(+/-1,551)","12,118","(+/-1,857)","9,821","(+/-1,761)","9,609","(+/-1,718)"
Education,"School Enrollment",Kindergarten,"8,731","(+/-1,610)","7,740","(+/-1,627)","10,688","(+/-1,502)","9,672","(+/-1,640)"
Education,"School Enrollment","Elementary school (grades 1-8)","78,377","(+/-2,983)","73,547","(+/-4,209)","83,088","(+/-2,572)","71,605","(+/-3,052)"
Education,"School Enrollment","High school (grades 9-12)","43,077","(+/-3,041)","36,678","(+/-2,610)","44,361","(+/-2,352)","36,970","(+/-3,019)"
Education,"School Enrollment","College or graduate school","27,430","(+/-2,444)","40,362","(+/-3,298)","50,521","(+/-4,054)","33,877","(+/-2,906)"
Education,"Educational Attainment","Population 25 years and over","518,960","(+/-3,945)","523,995","(+/-4,743)","520,696","(+/-2,945)","514,603","(+/-5,515)"
Education,"Educational Attainment","Less than 9th grade","21,899","(+/-2,352)","12,855","(+/-2,364)","23,903","(+/-2,717)","21,608","(+/-2,548)"
Education,"Educational Attainment","9th to 12th grade, no diploma","43,381","(+/-3,239)","28,031","(+/-3,143)","35,063","(+/-3,171)","36,658","(+/-2,968)"
Education,"Educational Attainment","High school graduate (includes equivalency)","197,095","(+/-5,464)","157,729","(+/-7,712)","152,414","(+/-6,478)","202,992","(+/-5,710)"
Education,"Educational Attainment","Some college, no degree","110,157","(+/-5,211)","109,956","(+/-6,386)","95,593","(+/-5,737)","107,564","(+/-5,000)"
Education,"Educational Attainment","Associate's degree","49,069","(+/-3,675)","43,211","(+/-4,004)","42,815","(+/-3,484)","42,241","(+/-3,447)"
Education,"Educational Attainment","Bachelor's degree","64,342","(+/-3,914)","104,430","(+/-5,801)","106,783","(+/-5,527)","70,281","(+/-4,714)"
Education,"Educational Attainment","Graduate or professional degree","33,017","(+/-3,625)","67,783","(+/-4,210)","64,125","(+/-4,838)","33,259","(+/-2,898)"
Education,"Educational Attainment","Percent high school graduate or higher",87.4,(+/-0.7),92.2,(+/-0.8),88.7,(+/-0.8),88.7,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",18.8,(+/-1.0),32.9,(+/-1.4),32.8,(+/-1.3),20.1,(+/-0.9)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","211,504",G,"310,085",G,"313,067",G,"207,679",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting","1,032",G,295,J,230,J,"3,223",G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",337,G,470,G,376,G,"1,696",G
Business,"Paid employees for pay period including March 12",Utilities,"1,285",H,"2,578",H,"1,216",G,"3,183",H
Business,"Paid employees for pay period including March 12",Construction,"9,009",G,"16,469",G,"16,706",G,"11,306",G
Business,"Paid employees for pay period including March 12",Manufacturing,"46,087",G,"20,950",G,"46,876",G,"47,326",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,737",G,"14,827",G,"16,127",G,"5,286",G
Business,"Paid employees for pay period including March 12","Retail trade","32,946",G,"40,859",G,"39,412",G,"29,909",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","13,220",H,"14,752",G,"24,971",G,"9,392",G
Business,"Paid employees for pay period including March 12",Information,"2,081",G,"8,769",G,"5,435",G,"1,562",G
Business,"Paid employees for pay period including March 12","Finance and insurance","6,069",G,"19,346",G,"8,282",G,"5,963",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,385",G,"4,495",G,"4,373",G,"2,222",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","3,965",G,"13,467",G,"15,498",G,"4,844",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","2,618",H,"5,232",G,"26,356",J,"1,394",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","7,566",H,"17,368",G,"13,987",G,"9,686",H
Business,"Paid employees for pay period including March 12","Educational services","2,155",G,"8,007",G,"3,879",G,"2,190",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","40,301",G,"71,624",G,"41,316",G,"36,193",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,706",G,"3,113",G,"3,245",G,"2,821",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","21,191",G,"32,505",G,"33,743",G,"22,011",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","6,794",G,"14,914",G,"11,028",G,"7,451",G
Business,"Paid employees for pay period including March 12","Industries not classified",20,J,45,J,11,J,21,J
Business,"Annual payroll ($1,000)","Total for all sectors","9,680,381",G,"16,677,463",G,"18,835,150",G,"9,328,675",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","79,545",G,"12,369",H,"10,500",J,"146,079",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","18,663",G,"33,554",G,"39,003",G,"127,161",G
Business,"Annual payroll ($1,000)",Utilities,"105,271",H,"261,716",G,"115,513",G,"325,090",H
Business,"Annual payroll ($1,000)",Construction,"518,377",G,"1,015,692",G,"967,373",G,"606,912",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,668,464",G,"1,195,827",G,"2,474,791",G,"2,751,360",G
Business,"Annual payroll ($1,000)","Wholesale trade","658,400",G,"1,023,208",G,"1,089,149",G,"308,060",G
Business,"Annual payroll ($1,000)","Retail trade","1,029,816",G,"1,408,727",G,"1,530,008",G,"893,180",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","615,920",G,"797,958",G,"1,557,903",G,"480,652",G
Business,"Annual payroll ($1,000)",Information,"109,894",G,"752,775",G,"434,309",G,"73,632",G
Business,"Annual payroll ($1,000)","Finance and insurance","405,660",G,"1,746,089",G,"656,632",G,"344,286",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","85,204",G,"284,275",G,"216,311",G,"86,966",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","200,359",G,"965,079",G,"1,142,557",G,"227,964",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","199,564",H,"390,607",G,"4,286,006",J,"190,160",J
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","238,266",G,"594,780",G,"665,749",G,"348,831",H
Business,"Annual payroll ($1,000)","Educational services","62,126",G,"257,941",G,"116,122",G,"58,724",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,054,123",H,"4,624,776",G,"2,340,722",G,"1,641,426",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","46,434",G,"74,356",G,"90,467",G,"77,922",H
Business,"Annual payroll ($1,000)","Accommodation and food services","388,836",G,"685,173",G,"717,049",G,"435,491",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","195,096",G,"551,707",G,"384,598",G,"204,207",G
Business,"Annual payroll ($1,000)","Industries not classified",363,H,854,G,388,G,572,G
Business,"Total Establishments","Total for all sectors","14,837",X,"19,925",X,"18,980",X,"15,381",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",193,X,34,X,26,X,383,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",25,X,46,X,46,X,144,X
Business,"Total Establishments",Utilities,98,X,63,X,51,X,121,X
Business,"Total Establishments",Construction,"1,176",X,"1,740",X,"1,850",X,"1,337",X
Business,"Total Establishments",Manufacturing,623,X,550,X,651,X,704,X
Business,"Total Establishments","Wholesale trade",757,X,909,X,953,X,571,X
Business,"Total Establishments","Retail trade","2,632",X,"2,870",X,"2,539",X,"2,650",X
Business,"Total Establishments","Transportation and warehousing",770,X,586,X,567,X,661,X
Business,"Total Establishments",Information,249,X,337,X,322,X,213,X
Business,"Total Establishments","Finance and insurance",921,X,"1,507",X,"1,065",X,957,X
Business,"Total Establishments","Real estate and rental and leasing",660,X,"1,060",X,"1,132",X,661,X
Business,"Total Establishments","Professional, scientific, and technical services",917,X,"2,187",X,"2,044",X,938,X
Business,"Total Establishments","Management of companies and enterprises",65,X,131,X,687,X,56,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",482,X,925,X,990,X,621,X
Business,"Total Establishments","Educational services",101,X,250,X,208,X,114,X
Business,"Total Establishments","Health care and social assistance","2,021",X,"2,624",X,"2,165",X,"1,928",X
Business,"Total Establishments","Arts, entertainment, and recreation",203,X,231,X,250,X,174,X
Business,"Total Establishments","Accommodation and food services","1,436",X,"1,805",X,"1,808",X,"1,407",X
Business,"Total Establishments","Other services (except public administration)","1,490",X,"2,052",X,"1,614",X,"1,723",X
Business,"Total Establishments","Industries not classified",18,X,18,X,12,X,18,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
