Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
People,"Veteran Status","Civilian population 18 years and over","592,180","(+/-3,731)","608,491","(+/-8,850)","554,838","(+/-5,344)","618,045","(+/-1,269)","604,820","(+/-6,349)","595,921","(+/-6,564)","629,825","(+/-2,778)","599,132","(+/-3,936)","551,996","(+/-5,637)","611,469","(+/-3,809)","630,000","(+/-3,060)","595,727","(+/-9,989)","605,295","(+/-9,862)","609,451","(+/-10,507)"
People,"Veteran Status","Civilian veterans","42,286","(+/-3,209)","31,352","(+/-3,171)","74,863","(+/-4,166)","32,212","(+/-2,977)","36,734","(+/-2,926)","39,609","(+/-3,303)","55,880","(+/-3,271)","39,154","(+/-3,218)","65,275","(+/-4,135)","40,045","(+/-3,628)","47,607","(+/-3,996)","34,337","(+/-3,571)","44,782","(+/-3,858)","31,304","(+/-3,606)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","737,720","(+/-3,765)","781,688","(+/-12,953)","713,418","(+/-6,026)","758,635","(+/-1,194)","742,065","(+/-9,510)","758,205","(+/-10,133)","779,891","(+/-4,110)","767,132","(+/-5,400)","724,860","(+/-8,389)","763,793","(+/-5,671)","754,618","(+/-3,623)","768,549","(+/-14,691)","786,956","(+/-15,060)","785,678","(+/-15,505)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","126,061","(+/-6,060)","65,593","(+/-5,864)","124,501","(+/-6,153)","83,886","(+/-6,624)","110,255","(+/-5,769)","100,567","(+/-5,501)","127,029","(+/-5,831)","105,185","(+/-6,190)","118,191","(+/-6,395)","113,710","(+/-6,718)","121,036","(+/-6,275)","77,681","(+/-5,637)","96,451","(+/-7,392)","72,624","(+/-4,256)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","159,130","(+/-2,366)","175,541","(+/-7,303)","166,383","(+/-2,652)","150,178",(+/-927),"144,744","(+/-5,184)","167,987","(+/-5,154)","158,792","(+/-2,933)","176,088","(+/-3,130)","179,928","(+/-4,653)","161,883","(+/-2,768)","132,920","(+/-1,721)","175,557","(+/-7,851)","190,149","(+/-8,431)","180,894","(+/-7,774)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","9,247","(+/-1,954)","6,418","(+/-2,087)","9,600","(+/-1,810)","4,739","(+/-1,814)","6,160","(+/-1,500)","7,696","(+/-2,016)","9,928","(+/-1,689)","9,260","(+/-1,706)","12,454","(+/-2,387)","6,905","(+/-1,899)","6,094","(+/-1,622)","4,604","(+/-1,249)","8,726","(+/-2,034)","3,249",(+/-889)
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","431,596","(+/-3,253)","509,056","(+/-9,169)","401,496","(+/-5,014)","485,083","(+/-2,004)","446,680","(+/-5,951)","459,805","(+/-6,266)","453,381","(+/-2,902)","459,869","(+/-3,727)","414,645","(+/-5,825)","455,945","(+/-3,948)","433,807","(+/-3,017)","493,777","(+/-9,973)","478,956","(+/-10,604)","503,475","(+/-10,665)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","62,823","(+/-4,938)","31,667","(+/-4,265)","61,205","(+/-4,158)","42,161","(+/-4,622)","52,841","(+/-4,199)","51,499","(+/-3,792)","64,742","(+/-4,165)","53,725","(+/-4,466)","60,125","(+/-4,196)","54,622","(+/-4,623)","56,853","(+/-5,145)","42,214","(+/-4,790)","52,054","(+/-5,083)","40,463","(+/-3,347)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","146,994","(+/-2,113)","97,091","(+/-4,126)","145,539","(+/-2,171)","123,374","(+/-1,747)","150,641","(+/-2,407)","130,413","(+/-2,431)","167,718","(+/-2,025)","131,175","(+/-2,486)","130,287","(+/-2,494)","145,965","(+/-2,077)","187,891","(+/-2,124)","99,215","(+/-3,555)","117,851","(+/-4,771)","101,309","(+/-3,460)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","53,991","(+/-2,890)","27,508","(+/-2,951)","53,696","(+/-3,584)","36,986","(+/-2,761)","51,254","(+/-3,197)","41,372","(+/-3,090)","52,359","(+/-3,406)","42,200","(+/-3,247)","45,612","(+/-2,948)","52,183","(+/-3,448)","58,089","(+/-3,048)","30,863","(+/-2,724)","35,671","(+/-3,269)","28,912","(+/-2,737)"
People,"Residence 1 Year Ago","Population 1 year and over","746,936","(+/-4,457)","776,083","(+/-12,468)","759,992","(+/-5,931)","761,789","(+/-1,851)","743,088","(+/-9,887)","756,654","(+/-9,832)","785,262","(+/-3,973)","769,276","(+/-5,467)","759,894","(+/-8,640)","766,924","(+/-5,678)","757,702","(+/-4,186)","765,308","(+/-14,760)","791,102","(+/-15,211)","779,297","(+/-15,508)"
People,"Residence 1 Year Ago","Same house","653,833","(+/-7,546)","657,521","(+/-14,364)","653,546","(+/-9,879)","639,550","(+/-9,573)","653,083","(+/-11,619)","648,620","(+/-13,109)","688,117","(+/-7,450)","691,669","(+/-9,901)","659,073","(+/-11,574)","692,696","(+/-7,532)","678,431","(+/-7,664)","671,600","(+/-14,784)","694,374","(+/-16,493)","653,814","(+/-15,385)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","93,103","(+/-7,062)","118,562","(+/-10,463)","106,446","(+/-8,085)","122,239","(+/-9,661)","90,005","(+/-8,658)","108,034","(+/-9,740)","97,145","(+/-6,004)","77,607","(+/-9,122)","100,821","(+/-8,634)","74,228","(+/-5,791)","79,271","(+/-6,884)","93,708","(+/-8,603)","96,728","(+/-9,180)","125,483","(+/-11,436)"
People,"Residence 1 Year Ago","Different house in the U.S.","91,040","(+/-7,178)","111,631","(+/-10,140)","103,701","(+/-8,086)","113,942","(+/-9,589)","87,687","(+/-8,489)","100,882","(+/-9,747)","94,356","(+/-6,240)","74,327","(+/-8,802)","95,781","(+/-8,243)","72,519","(+/-5,750)","76,711","(+/-6,895)","87,198","(+/-8,606)","92,578","(+/-9,190)","116,087","(+/-11,712)"
People,"Residence 1 Year Ago","Same county","34,955","(+/-4,980)","54,841","(+/-7,240)","41,993","(+/-6,270)","43,847","(+/-7,017)","41,427","(+/-6,427)","59,618","(+/-8,311)","40,162","(+/-4,522)","27,846","(+/-5,819)","36,218","(+/-4,955)","32,925","(+/-4,645)","29,980","(+/-4,842)","38,391","(+/-6,370)","44,079","(+/-6,622)","58,210","(+/-7,844)"
People,"Residence 1 Year Ago","Different county","56,085","(+/-6,304)","56,790","(+/-7,376)","61,708","(+/-5,822)","70,095","(+/-7,110)","46,260","(+/-5,841)","41,264","(+/-5,449)","54,194","(+/-4,781)","46,481","(+/-6,159)","59,563","(+/-6,121)","39,594","(+/-4,711)","46,731","(+/-4,649)","48,807","(+/-5,675)","48,499","(+/-6,909)","57,877","(+/-9,165)"
People,"Residence 1 Year Ago","Same state","40,533","(+/-5,383)","25,916","(+/-5,440)","28,300","(+/-3,901)","39,225","(+/-5,806)","28,442","(+/-4,267)","26,141","(+/-4,933)","26,381","(+/-3,465)","31,570","(+/-5,005)","25,909","(+/-4,144)","19,242","(+/-2,856)","28,484","(+/-3,793)","28,485","(+/-4,649)","24,485","(+/-3,699)","21,580","(+/-4,220)"
People,"Residence 1 Year Ago","Different state","15,552","(+/-3,955)","30,874","(+/-5,689)","33,408","(+/-4,753)","30,870","(+/-5,701)","17,818","(+/-3,746)","15,123","(+/-2,918)","27,813","(+/-4,226)","14,911","(+/-3,095)","33,654","(+/-4,291)","20,352","(+/-3,968)","18,247","(+/-2,934)","20,322","(+/-3,201)","24,014","(+/-6,063)","36,297","(+/-7,620)"
People,"Residence 1 Year Ago",Abroad,"2,063",(+/-945),"6,931","(+/-1,994)","2,745","(+/-1,031)","8,297","(+/-2,096)","2,318","(+/-1,075)","7,152","(+/-3,375)","2,789","(+/-1,958)","3,280","(+/-2,281)","5,040","(+/-1,437)","1,709","(+/-1,056)","2,560","(+/-1,052)","6,510","(+/-2,458)","4,150","(+/-2,158)","9,396","(+/-2,969)"
Workers,"Employment Status","Population 16 years and over","613,312","(+/-4,310)","631,475","(+/-9,543)","619,965","(+/-4,817)","637,236","(+/-1,697)","624,619","(+/-6,770)","617,186","(+/-6,839)","655,765","(+/-3,252)","623,177","(+/-4,285)","611,127","(+/-6,017)","632,810","(+/-4,902)","647,862","(+/-3,642)","619,124","(+/-10,066)","629,806","(+/-11,049)","628,966","(+/-11,176)"
Workers,"Employment Status","In labor force","355,612","(+/-7,543)","452,424","(+/-9,840)","376,382","(+/-6,244)","419,540","(+/-6,479)","373,829","(+/-7,670)","387,915","(+/-6,315)","375,837","(+/-7,158)","392,145","(+/-6,292)","373,324","(+/-6,894)","389,732","(+/-6,140)","359,259","(+/-7,866)","433,631","(+/-9,814)","417,467","(+/-10,250)","448,727","(+/-10,663)"
Workers,"Employment Status","Civilian labor force","353,102","(+/-7,475)","451,604","(+/-9,837)","329,299","(+/-6,174)","418,622","(+/-6,493)","373,248","(+/-7,704)","386,207","(+/-6,390)","370,454","(+/-7,031)","391,511","(+/-6,221)","333,376","(+/-6,576)","389,245","(+/-6,126)","358,481","(+/-7,832)","432,953","(+/-9,835)","413,678","(+/-9,973)","448,126","(+/-10,704)"
Workers,"Employment Status",Employed,"333,132","(+/-7,545)","438,748","(+/-9,820)","312,942","(+/-5,920)","404,076","(+/-6,931)","358,147","(+/-7,918)","370,539","(+/-6,440)","353,331","(+/-7,040)","375,345","(+/-6,723)","314,922","(+/-6,532)","377,633","(+/-6,175)","346,896","(+/-8,132)","417,203","(+/-9,463)","394,007","(+/-10,216)","433,225","(+/-10,954)"
Workers,"Employment Status",Unemployed,"19,970","(+/-2,847)","12,856","(+/-1,928)","16,357","(+/-2,395)","14,546","(+/-2,210)","15,101","(+/-2,313)","15,668","(+/-2,684)","17,123","(+/-2,492)","16,166","(+/-2,508)","18,454","(+/-2,271)","11,612","(+/-2,078)","11,585","(+/-2,720)","15,750","(+/-2,856)","19,671","(+/-2,708)","14,901","(+/-2,402)"
Workers,"Employment Status","Armed Forces","2,510","(+/-1,069)",820,(+/-572),"47,083","(+/-3,094)",918,(+/-718),581,(+/-471),"1,708","(+/-1,020)","5,383","(+/-1,321)",634,(+/-386),"39,948","(+/-2,530)",487,(+/-520),778,(+/-565),678,(+/-510),"3,789","(+/-1,497)",601,(+/-414)
Workers,"Employment Status","Not in labor force","257,700","(+/-7,035)","179,051","(+/-7,464)","243,583","(+/-6,440)","217,696","(+/-6,733)","250,790","(+/-7,147)","229,271","(+/-6,375)","279,928","(+/-6,307)","231,032","(+/-5,736)","237,803","(+/-6,445)","243,078","(+/-5,540)","288,603","(+/-7,121)","185,493","(+/-7,552)","212,339","(+/-6,837)","180,239","(+/-8,223)"
Workers,"Employment Status","Civilian labor force","353,102","(+/-7,475)","451,604","(+/-9,837)","329,299","(+/-6,174)","418,622","(+/-6,493)","373,248","(+/-7,704)","386,207","(+/-6,390)","370,454","(+/-7,031)","391,511","(+/-6,221)","333,376","(+/-6,576)","389,245","(+/-6,126)","358,481","(+/-7,832)","432,953","(+/-9,835)","413,678","(+/-9,973)","448,126","(+/-10,704)"
Workers,"Employment Status","Unemployment Rate",5.7,(+/-0.8),2.8,(+/-0.4),5.0,(+/-0.7),3.5,(+/-0.5),4.0,(+/-0.6),4.1,(+/-0.7),4.6,(+/-0.7),4.1,(+/-0.6),5.5,(+/-0.7),3.0,(+/-0.5),3.2,(+/-0.8),3.6,(+/-0.6),4.8,(+/-0.7),3.3,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over","329,780","(+/-7,646)","434,253","(+/-9,724)","351,010","(+/-6,240)","395,666","(+/-7,469)","352,042","(+/-7,702)","365,022","(+/-6,400)","350,776","(+/-7,381)","367,546","(+/-6,912)","350,000","(+/-6,877)","371,855","(+/-6,535)","339,904","(+/-8,378)","411,858","(+/-9,508)","391,594","(+/-10,503)","426,366","(+/-10,705)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","249,192","(+/-6,740)","274,928","(+/-9,636)","258,947","(+/-6,743)","269,464","(+/-7,873)","269,001","(+/-8,870)","273,742","(+/-7,566)","261,028","(+/-6,533)","279,546","(+/-7,177)","270,435","(+/-7,252)","292,808","(+/-6,764)","249,850","(+/-7,215)","240,097","(+/-9,848)","267,705","(+/-9,049)","277,758","(+/-9,603)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","35,902","(+/-4,298)","24,952","(+/-4,249)","34,442","(+/-3,769)","32,612","(+/-3,888)","34,079","(+/-4,025)","31,755","(+/-4,073)","28,154","(+/-2,762)","35,916","(+/-4,488)","30,450","(+/-3,335)","31,908","(+/-3,670)","31,805","(+/-3,796)","30,906","(+/-3,938)","31,462","(+/-4,037)","33,062","(+/-4,120)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",956,(+/-663),"3,124","(+/-1,097)",319,(+/-321),"7,701","(+/-2,300)","1,665","(+/-1,005)","3,045","(+/-1,100)","1,375",(+/-899),521,(+/-479),687,(+/-509),146,(+/-159),563,(+/-406),"4,122","(+/-1,139)","1,648","(+/-1,046)","7,831","(+/-1,735)"
Workers,"Commuting to Work",Walked,"4,472","(+/-1,674)","6,947","(+/-1,791)","11,818","(+/-2,427)","9,686","(+/-1,976)","5,392","(+/-1,346)","5,094","(+/-1,092)","5,140","(+/-1,263)","2,995","(+/-1,072)","11,492","(+/-1,733)","3,245","(+/-1,437)","8,458","(+/-1,821)","5,843","(+/-1,844)","2,670",(+/-848),"8,290","(+/-1,577)"
Workers,"Commuting to Work","Other means","7,463","(+/-1,817)","7,879","(+/-2,190)","5,853","(+/-1,525)","8,834","(+/-1,764)","4,780","(+/-1,579)","5,658","(+/-1,396)","5,557","(+/-1,026)","4,667","(+/-1,284)","5,293","(+/-1,329)","4,758","(+/-1,655)","4,641","(+/-1,557)","6,856","(+/-1,702)","6,537","(+/-1,657)","6,746","(+/-1,697)"
Workers,"Commuting to Work","Worked from home","31,795","(+/-3,622)","116,423","(+/-6,493)","39,631","(+/-3,459)","67,369","(+/-4,410)","37,125","(+/-3,655)","45,728","(+/-4,684)","49,522","(+/-4,748)","43,901","(+/-3,988)","31,643","(+/-3,676)","38,990","(+/-3,781)","44,587","(+/-4,030)","124,034","(+/-9,470)","81,572","(+/-6,516)","92,679","(+/-5,755)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",26.2,(+/-1.1),24.1,(+/-0.7),24.4,(+/-0.9),24.1,(+/-0.7),23.7,(+/-0.8),23.9,(+/-1.0),24.6,(+/-0.7),28.6,(+/-0.9),25.0,(+/-0.7),25.7,(+/-0.8),22.5,(+/-0.6),27.3,(+/-0.7),29.0,(+/-0.9),25.6,(+/-0.6)
Workers,Occupation,"Civilian employed population 16 years and over","333,132","(+/-7,545)","438,748","(+/-9,820)","312,942","(+/-5,920)","404,076","(+/-6,931)","358,147","(+/-7,918)","370,539","(+/-6,440)","353,331","(+/-7,040)","375,345","(+/-6,723)","314,922","(+/-6,532)","377,633","(+/-6,175)","346,896","(+/-8,132)","417,203","(+/-9,463)","394,007","(+/-10,216)","433,225","(+/-10,954)"
Workers,Occupation,"Management, business, science, and arts occupations","118,573","(+/-6,345)","265,078","(+/-8,905)","115,241","(+/-4,771)","213,596","(+/-6,946)","143,730","(+/-6,033)","139,638","(+/-6,422)","141,764","(+/-6,460)","143,545","(+/-6,540)","121,501","(+/-5,721)","137,255","(+/-6,412)","139,287","(+/-6,387)","184,218","(+/-7,572)","189,351","(+/-7,463)","226,954","(+/-8,287)"
Workers,Occupation,"Service occupations","64,892","(+/-4,942)","50,233","(+/-5,171)","55,622","(+/-4,187)","58,198","(+/-4,894)","60,225","(+/-4,140)","63,583","(+/-5,178)","60,634","(+/-4,716)","54,963","(+/-4,478)","48,257","(+/-3,883)","57,958","(+/-5,552)","69,425","(+/-4,729)","55,075","(+/-4,860)","53,083","(+/-4,809)","52,444","(+/-4,573)"
Workers,Occupation,"Sales and office occupations","59,444","(+/-4,291)","76,134","(+/-5,720)","62,129","(+/-4,852)","63,997","(+/-4,582)","63,053","(+/-4,933)","75,242","(+/-5,155)","70,759","(+/-4,811)","75,581","(+/-5,317)","64,632","(+/-4,611)","71,522","(+/-4,546)","57,250","(+/-4,287)","82,852","(+/-6,120)","74,809","(+/-5,661)","86,630","(+/-5,010)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","32,499","(+/-3,008)","18,331","(+/-2,611)","37,074","(+/-3,685)","26,025","(+/-3,008)","33,494","(+/-3,175)","28,443","(+/-3,132)","35,785","(+/-3,446)","39,690","(+/-3,904)","29,195","(+/-3,353)","37,497","(+/-4,318)","41,703","(+/-3,545)","28,160","(+/-3,496)","35,658","(+/-3,868)","24,710","(+/-2,607)"
Workers,Occupation,"Production, transportation, and material moving occupations","57,724","(+/-4,764)","28,972","(+/-4,353)","42,876","(+/-3,610)","42,260","(+/-4,288)","57,645","(+/-5,204)","63,633","(+/-5,570)","44,389","(+/-3,492)","61,566","(+/-4,258)","51,337","(+/-4,652)","73,401","(+/-5,348)","39,231","(+/-3,640)","66,898","(+/-5,716)","41,106","(+/-4,338)","42,487","(+/-4,353)"
Workers,Industry,"Civilian employed population 16 years and over","333,132","(+/-7,545)","438,748","(+/-9,820)","312,942","(+/-5,920)","404,076","(+/-6,931)","358,147","(+/-7,918)","370,539","(+/-6,440)","353,331","(+/-7,040)","375,345","(+/-6,723)","314,922","(+/-6,532)","377,633","(+/-6,175)","346,896","(+/-8,132)","417,203","(+/-9,463)","394,007","(+/-10,216)","433,225","(+/-10,954)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","6,030","(+/-1,355)","2,877","(+/-2,093)","8,616","(+/-1,550)","1,322",(+/-571),"4,673","(+/-1,654)","1,935",(+/-672),"3,829","(+/-1,061)","4,300","(+/-1,221)","2,864",(+/-849),"2,857",(+/-975),"4,694","(+/-1,403)","1,241",(+/-778),"3,752","(+/-1,325)","1,515",(+/-772)
Workers,Industry,Construction,"26,342","(+/-3,026)","24,992","(+/-3,224)","23,505","(+/-3,017)","25,461","(+/-2,779)","26,277","(+/-3,317)","20,073","(+/-2,523)","32,323","(+/-3,528)","31,984","(+/-3,762)","21,247","(+/-2,981)","27,149","(+/-3,841)","32,121","(+/-3,275)","27,835","(+/-3,925)","32,987","(+/-3,482)","27,593","(+/-3,348)"
Workers,Industry,Manufacturing,"45,572","(+/-3,972)","40,526","(+/-3,909)","31,627","(+/-3,598)","41,935","(+/-3,909)","48,412","(+/-4,533)","55,424","(+/-5,177)","31,727","(+/-2,663)","51,361","(+/-3,621)","43,923","(+/-3,740)","68,334","(+/-4,277)","37,591","(+/-4,142)","35,950","(+/-3,957)","43,236","(+/-4,205)","38,455","(+/-4,087)"
Workers,Industry,"Wholesale trade","5,467","(+/-1,653)","8,529","(+/-2,362)","2,936",(+/-898),"5,735","(+/-1,457)","5,999","(+/-1,472)","10,972","(+/-2,242)","6,193","(+/-1,519)","8,176","(+/-1,744)","4,609","(+/-1,171)","8,790","(+/-1,585)","5,076","(+/-1,335)","7,841","(+/-1,653)","7,697","(+/-1,676)","9,359","(+/-1,833)"
Workers,Industry,"Retail trade","36,254","(+/-3,863)","36,506","(+/-3,626)","39,616","(+/-3,750)","38,633","(+/-3,884)","39,951","(+/-4,392)","42,525","(+/-3,636)","39,304","(+/-3,349)","46,852","(+/-3,874)","35,641","(+/-3,083)","46,542","(+/-4,394)","36,896","(+/-3,536)","48,195","(+/-4,997)","44,357","(+/-4,766)","36,670","(+/-4,022)"
Workers,Industry,"Transportation and warehousing, and utilities","16,852","(+/-2,447)","17,332","(+/-3,113)","15,984","(+/-2,639)","13,572","(+/-2,442)","18,121","(+/-2,130)","24,094","(+/-3,145)","19,474","(+/-2,292)","23,961","(+/-3,190)","17,093","(+/-2,261)","22,142","(+/-2,854)","14,369","(+/-2,233)","33,896","(+/-4,441)","16,390","(+/-2,519)","28,338","(+/-3,335)"
Workers,Industry,Information,"4,626","(+/-1,467)","9,914","(+/-1,910)","2,241",(+/-825),"5,066","(+/-1,418)","3,936","(+/-1,218)","4,285","(+/-1,235)","6,313","(+/-1,427)","6,557","(+/-1,578)","5,546","(+/-1,414)","4,352","(+/-1,201)","3,739",(+/-864),"5,687","(+/-1,456)","5,938","(+/-1,263)","10,944","(+/-1,841)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","16,393","(+/-2,660)","40,858","(+/-4,157)","19,998","(+/-2,645)","21,426","(+/-2,438)","19,936","(+/-3,315)","22,349","(+/-3,302)","19,918","(+/-2,462)","27,957","(+/-3,347)","15,401","(+/-1,866)","20,625","(+/-2,544)","15,580","(+/-1,873)","48,645","(+/-4,014)","25,651","(+/-3,315)","62,090","(+/-4,680)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","26,547","(+/-3,432)","102,142","(+/-5,908)","27,779","(+/-3,089)","59,845","(+/-4,703)","33,117","(+/-3,385)","38,435","(+/-4,744)","45,022","(+/-4,023)","35,624","(+/-3,479)","34,018","(+/-2,674)","33,748","(+/-3,603)","38,467","(+/-3,462)","59,539","(+/-4,356)","68,626","(+/-5,363)","76,308","(+/-6,184)"
Workers,Industry,"Educational services, and health care and social assistance","82,380","(+/-4,886)","88,046","(+/-6,108)","68,618","(+/-4,719)","127,064","(+/-5,907)","93,644","(+/-4,461)","84,285","(+/-5,457)","82,849","(+/-4,903)","78,244","(+/-4,967)","69,967","(+/-4,283)","80,205","(+/-4,848)","84,349","(+/-5,110)","81,218","(+/-4,748)","77,524","(+/-4,939)","76,992","(+/-5,223)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","34,312","(+/-4,474)","33,108","(+/-4,126)","29,339","(+/-3,005)","29,447","(+/-3,238)","28,970","(+/-3,261)","34,807","(+/-4,274)","35,251","(+/-3,997)","28,274","(+/-3,429)","30,298","(+/-3,611)","27,283","(+/-3,590)","45,701","(+/-4,705)","36,511","(+/-4,120)","26,057","(+/-3,130)","34,809","(+/-3,662)"
Workers,Industry,"Other services, except public administration","14,229","(+/-1,768)","16,962","(+/-2,811)","17,007","(+/-2,701)","19,759","(+/-2,794)","22,581","(+/-3,260)","19,866","(+/-2,876)","16,851","(+/-2,921)","17,693","(+/-2,165)","17,145","(+/-2,298)","21,992","(+/-3,028)","15,128","(+/-1,988)","19,361","(+/-2,879)","19,842","(+/-2,879)","20,751","(+/-3,277)"
Workers,Industry,"Public administration","18,128","(+/-2,170)","16,956","(+/-2,850)","25,676","(+/-2,937)","14,811","(+/-2,556)","12,530","(+/-2,044)","11,489","(+/-1,814)","14,277","(+/-1,995)","14,362","(+/-2,644)","17,170","(+/-2,162)","13,614","(+/-2,145)","13,185","(+/-2,585)","11,284","(+/-2,128)","21,950","(+/-2,988)","9,401","(+/-1,866)"
Workers,"Class of Worker","Civilian employed population 16 years and over","333,132","(+/-7,545)","438,748","(+/-9,820)","312,942","(+/-5,920)","404,076","(+/-6,931)","358,147","(+/-7,918)","370,539","(+/-6,440)","353,331","(+/-7,040)","375,345","(+/-6,723)","314,922","(+/-6,532)","377,633","(+/-6,175)","346,896","(+/-8,132)","417,203","(+/-9,463)","394,007","(+/-10,216)","433,225","(+/-10,954)"
Workers,"Class of Worker","Private wage and salary workers","259,876","(+/-7,999)","365,370","(+/-10,269)","232,092","(+/-7,339)","315,710","(+/-8,666)","287,690","(+/-8,664)","304,138","(+/-6,500)","278,211","(+/-7,988)","308,342","(+/-7,246)","240,502","(+/-7,065)","310,063","(+/-7,295)","266,137","(+/-7,826)","353,915","(+/-9,552)","314,254","(+/-10,859)","374,357","(+/-11,095)"
Workers,"Class of Worker","Government workers","54,644","(+/-3,802)","53,135","(+/-5,048)","62,886","(+/-3,963)","67,873","(+/-5,094)","42,517","(+/-4,500)","47,933","(+/-4,027)","49,833","(+/-3,737)","46,590","(+/-4,431)","52,987","(+/-4,387)","48,328","(+/-4,523)","48,835","(+/-4,722)","41,241","(+/-3,999)","58,451","(+/-4,671)","35,629","(+/-3,261)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","17,705","(+/-2,885)","20,102","(+/-2,483)","17,401","(+/-2,816)","19,988","(+/-2,165)","27,110","(+/-3,131)","17,188","(+/-2,599)","24,692","(+/-3,046)","20,220","(+/-2,480)","20,845","(+/-2,319)","18,581","(+/-2,372)","31,448","(+/-3,362)","21,549","(+/-3,441)","21,227","(+/-2,774)","22,201","(+/-2,819)"
Workers,"Class of Worker","Unpaid family workers",907,(+/-588),141,(+/-167),563,(+/-302),505,(+/-407),830,(+/-662),"1,280",(+/-794),595,(+/-356),193,(+/-197),588,(+/-372),661,(+/-488),476,(+/-280),498,(+/-388),75,(+/-128),"1,038",(+/-589)
Housing,"Housing Occupancy","Total housing units","363,862","(+/-2,114)","346,796","(+/-3,916)","395,477","(+/-2,273)","343,026",(+/-536),"373,606","(+/-3,660)","336,127","(+/-3,496)","401,006","(+/-1,578)","322,306","(+/-2,234)","333,180","(+/-2,774)","343,844","(+/-2,248)","414,647","(+/-1,623)","324,007","(+/-5,242)","325,131","(+/-4,551)","356,162","(+/-5,996)"
Housing,"Housing Occupancy","Occupied housing units","316,020","(+/-4,122)","322,675","(+/-5,349)","313,014","(+/-4,223)","314,882","(+/-3,802)","318,336","(+/-5,253)","310,568","(+/-4,106)","332,244","(+/-4,848)","296,245","(+/-3,813)","303,030","(+/-3,798)","311,401","(+/-3,742)","317,906","(+/-5,900)","300,149","(+/-6,025)","303,730","(+/-4,982)","332,469","(+/-5,847)"
Housing,"Housing Occupancy","Vacant housing units","47,842","(+/-3,706)","24,121","(+/-3,621)","82,463","(+/-4,396)","28,144","(+/-3,853)","55,270","(+/-4,357)","25,559","(+/-3,392)","68,762","(+/-4,735)","26,061","(+/-3,192)","30,150","(+/-2,979)","32,443","(+/-3,213)","96,741","(+/-5,898)","23,858","(+/-3,024)","21,401","(+/-2,845)","23,693","(+/-2,917)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,(+/-0.5),0.5,(+/-0.4),1.1,(+/-0.4),0.6,(+/-0.4),0.8,(+/-0.5),0.8,(+/-0.5),1.1,(+/-0.4),0.9,(+/-0.4),0.9,(+/-0.3),0.5,(+/-0.3),5.4,(+/-1.2),0.7,(+/-0.4),0.4,(+/-0.3),0.8,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",3.6,(+/-1.1),8.7,(+/-2.0),10.4,(+/-2.0),6.3,(+/-1.7),3.8,(+/-1.3),4.9,(+/-1.4),10.3,(+/-1.8),3.7,(+/-1.4),5.1,(+/-1.1),3.3,(+/-1.1),10.2,(+/-2.3),7.5,(+/-1.6),4.1,(+/-1.5),5.7,(+/-1.2)
Housing,"Housing Tenure","Occupied housing units","316,020","(+/-4,122)","322,675","(+/-5,349)","313,014","(+/-4,223)","314,882","(+/-3,802)","318,336","(+/-5,253)","310,568","(+/-4,106)","332,244","(+/-4,848)","296,245","(+/-3,813)","303,030","(+/-3,798)","311,401","(+/-3,742)","317,906","(+/-5,900)","300,149","(+/-6,025)","303,730","(+/-4,982)","332,469","(+/-5,847)"
