Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Health care and social assistance","41,065",G,"69,605",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","4,454",G,"6,721",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","33,614",G,"44,162",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,197",G,"13,022",G
Business,"Paid employees for pay period including March 12","Industries not classified",16,J,11,J
Business,"Annual payroll ($1,000)","Total for all sectors","13,356,549",G,"22,106,779",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","122,505",G,"54,450",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","173,484",H,"71,572",H
Business,"Annual payroll ($1,000)",Utilities,"101,816",H,"332,718",J
Business,"Annual payroll ($1,000)",Construction,"1,917,604",G,"1,525,370",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,786,624",G,"2,715,272",H
Business,"Annual payroll ($1,000)","Wholesale trade","851,062",G,"1,660,957",G
Business,"Annual payroll ($1,000)","Retail trade","1,540,062",G,"1,964,228",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","518,860",H,"714,826",G
Business,"Annual payroll ($1,000)",Information,"298,173",G,"1,357,216",G
Business,"Annual payroll ($1,000)","Finance and insurance","719,038",G,"1,054,135",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","236,646",G,"375,017",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","880,787",G,"2,328,746",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","217,924",H,"992,811",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","553,804",G,"1,284,108",G
Business,"Annual payroll ($1,000)","Educational services","171,186",H,"330,496",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,079,874",G,"3,827,045",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","125,048",G,"146,392",G
Business,"Annual payroll ($1,000)","Accommodation and food services","699,155",G,"893,259",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","362,021",G,"477,811",G
Business,"Annual payroll ($1,000)","Industries not classified",876,H,350,H
Business,"Total Establishments","Total for all sectors","26,654",X,"30,047",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",364,X,152,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",70,X,49,X
Business,"Total Establishments",Utilities,72,X,142,X
Business,"Total Establishments",Construction,"5,545",X,"4,232",X
Business,"Total Establishments",Manufacturing,"1,066",X,"1,036",X
Business,"Total Establishments","Wholesale trade",866,X,"1,334",X
Business,"Total Establishments","Retail trade","2,737",X,"3,591",X
Business,"Total Establishments","Transportation and warehousing",889,X,"1,233",X
Business,"Total Establishments",Information,362,X,503,X
Business,"Total Establishments","Finance and insurance","1,393",X,"1,687",X
Business,"Total Establishments","Real estate and rental and leasing","1,805",X,"1,933",X
Business,"Total Establishments","Professional, scientific, and technical services","2,398",X,"3,221",X
Business,"Total Establishments","Management of companies and enterprises",82,X,157,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,645",X,"1,540",X
Business,"Total Establishments","Educational services",300,X,353,X
Business,"Total Establishments","Health care and social assistance","2,652",X,"3,693",X
Business,"Total Establishments","Arts, entertainment, and recreation",453,X,517,X
Business,"Total Establishments","Accommodation and food services","2,047",X,"2,474",X
Business,"Total Establishments","Other services (except public administration)","1,878",X,"2,181",X
Business,"Total Establishments","Industries not classified",30,X,19,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
