Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Accommodation and food services","44,745",G,"47,422",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","15,384",G,"7,397",G
Business,"Paid employees for pay period including March 12","Industries not classified",43,H,13,J
Business,"Annual payroll ($1,000)","Total for all sectors","16,662,991",G,"9,369,035",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","1,109",G,"12,115",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,"14,079",H
Business,"Annual payroll ($1,000)",Utilities,"243,973",J,"180,726",H
Business,"Annual payroll ($1,000)",Construction,"1,623,814",G,"862,614",G
Business,"Annual payroll ($1,000)",Manufacturing,"283,864",G,"224,675",G
Business,"Annual payroll ($1,000)","Wholesale trade","680,455",G,"360,469",G
Business,"Annual payroll ($1,000)","Retail trade","1,345,636",G,"1,196,056",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","1,289,638",G,"410,058",G
Business,"Annual payroll ($1,000)",Information,"423,376",H,"123,472",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,431,087",G,"206,498",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","485,639",G,"356,583",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,431,914",G,"487,126",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","602,831",G,"55,888",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","691,394",G,"572,586",G
Business,"Annual payroll ($1,000)","Educational services","560,521",G,"182,765",H
Business,"Annual payroll ($1,000)","Health care and social assistance","3,281,383",G,"1,624,299",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","134,053",G,"245,415",G
Business,"Annual payroll ($1,000)","Accommodation and food services","1,540,988",G,"1,970,895",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","609,321",G,"282,354",G
Business,"Annual payroll ($1,000)","Industries not classified","1,783",H,362,G
Business,"Total Establishments","Total for all sectors","17,050",X,"15,475",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",18,X,22,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,N,8,X
Business,"Total Establishments",Utilities,15,X,62,X
Business,"Total Establishments",Construction,"1,286",X,"1,667",X
Business,"Total Establishments",Manufacturing,340,X,403,X
Business,"Total Establishments","Wholesale trade",848,X,532,X
Business,"Total Establishments","Retail trade","2,169",X,"2,246",X
Business,"Total Establishments","Transportation and warehousing",405,X,566,X
Business,"Total Establishments",Information,290,X,252,X
Business,"Total Establishments","Finance and insurance",934,X,556,X
Business,"Total Establishments","Real estate and rental and leasing","1,046",X,"1,032",X
Business,"Total Establishments","Professional, scientific, and technical services","1,995",X,"1,348",X
Business,"Total Establishments","Management of companies and enterprises",167,X,48,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",850,X,"1,007",X
Business,"Total Establishments","Educational services",302,X,270,X
Business,"Total Establishments","Health care and social assistance","2,073",X,"1,695",X
Business,"Total Establishments","Arts, entertainment, and recreation",204,X,348,X
Business,"Total Establishments","Accommodation and food services","2,129",X,"1,840",X
Business,"Total Establishments","Other services (except public administration)","1,962",X,"1,559",X
Business,"Total Establishments","Industries not classified",16,X,14,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
