Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","105,056","(+/-5,877)","66,995","(+/-3,911)","88,328","(+/-4,381)","88,052","(+/-4,190)","75,054","(+/-4,293)","73,223","(+/-3,756)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","63,288","(+/-4,014)","64,548","(+/-4,402)","54,300","(+/-3,891)","59,785","(+/-3,400)","63,551","(+/-4,186)","53,694","(+/-4,230)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","63,928","(+/-4,637)","69,144","(+/-4,362)","61,715","(+/-3,739)","69,817","(+/-4,195)","64,104","(+/-3,342)","71,954","(+/-4,863)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","38,740","(+/-3,015)","42,746","(+/-2,764)","42,926","(+/-3,224)","41,783","(+/-2,876)","43,903","(+/-3,103)","42,078","(+/-3,309)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","21,046","(+/-2,056)","25,029","(+/-2,203)","20,654","(+/-2,315)","25,451","(+/-2,373)","21,942","(+/-2,399)","21,405","(+/-2,474)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","18,055","(+/-1,702)","20,609","(+/-1,744)","16,391","(+/-1,934)","20,185","(+/-2,243)","18,932","(+/-2,027)","13,639","(+/-1,680)"
Housing,Value,"Owner-occupied units","172,564","(+/-4,273)","200,668","(+/-4,474)","171,640","(+/-4,710)","193,198","(+/-4,467)","201,559","(+/-5,230)","171,968","(+/-5,300)"
Housing,Value,"Less than $50,000","3,517",(+/-972),"12,152","(+/-1,936)","4,031",(+/-974),"15,105","(+/-2,046)","7,635","(+/-1,492)","7,027","(+/-1,406)"
Housing,Value,"$50,000 to $99,999","3,172",(+/-900),"7,635","(+/-1,181)","2,757",(+/-783),"4,844",(+/-937),"5,626","(+/-1,216)","3,255","(+/-1,116)"
Housing,Value,"$100,000 to $149,999","1,773",(+/-667),"7,531","(+/-1,304)","2,329","(+/-1,034)","3,103",(+/-741),"3,329","(+/-1,250)","4,135","(+/-1,176)"
Housing,Value,"$150,000 to $199,999","2,794",(+/-931),"9,676","(+/-1,703)","1,278",(+/-518),"5,700","(+/-1,233)","1,766",(+/-547),"1,611",(+/-727)
Housing,Value,"$200,000 to $299,999","8,721","(+/-1,422)","31,524","(+/-2,903)","7,629","(+/-1,672)","20,020","(+/-1,905)","10,095","(+/-1,644)","11,115","(+/-1,763)"
Housing,Value,"$300,000 to $499,999","49,817","(+/-3,508)","75,909","(+/-4,112)","60,694","(+/-4,192)","75,339","(+/-4,240)","52,030","(+/-3,022)","62,806","(+/-4,146)"
Housing,Value,"$500,000 to $999,999","86,984","(+/-4,027)","47,853","(+/-3,301)","84,679","(+/-4,282)","61,306","(+/-3,408)","96,375","(+/-3,965)","73,060","(+/-3,904)"
Housing,Value,"$1,000,000 or more","15,786","(+/-1,889)","8,388","(+/-1,423)","8,243","(+/-1,377)","7,781","(+/-1,391)","24,703","(+/-2,323)","8,959","(+/-1,630)"
Housing,Value,"Median (dollars)","569,600","(+/-11,090)","371,200","(+/-6,567)","527,700","(+/-15,000)","425,800","(+/-8,891)","577,000","(+/-10,837)","488,400","(+/-10,021)"
Housing,"Mortgage Status","Owner-occupied units","172,564","(+/-4,273)","200,668","(+/-4,474)","171,640","(+/-4,710)","193,198","(+/-4,467)","201,559","(+/-5,230)","171,968","(+/-5,300)"
Housing,"Mortgage Status","Housing units with a mortgage","116,983","(+/-4,271)","112,833","(+/-4,223)","122,112","(+/-4,322)","110,259","(+/-3,968)","130,683","(+/-4,580)","115,803","(+/-4,453)"
Housing,"Mortgage Status","Housing units without a mortgage","55,581","(+/-2,696)","87,835","(+/-4,050)","49,528","(+/-3,409)","82,939","(+/-3,607)","70,876","(+/-4,685)","56,165","(+/-3,787)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","116,983","(+/-4,271)","112,833","(+/-4,223)","122,112","(+/-4,322)","110,259","(+/-3,968)","130,683","(+/-4,580)","115,803","(+/-4,453)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",619,(+/-436),966,(+/-487),248,(+/-195),"1,153",(+/-582),904,(+/-413),392,(+/-305)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","3,448",(+/-916),"11,032","(+/-1,709)","3,039","(+/-1,065)","8,337","(+/-1,429)","5,670","(+/-1,319)","4,103","(+/-1,145)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","13,307","(+/-1,685)","28,132","(+/-2,239)","14,040","(+/-1,748)","25,202","(+/-2,506)","16,985","(+/-1,986)","18,083","(+/-2,045)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","23,381","(+/-2,388)","31,478","(+/-3,389)","24,611","(+/-2,657)","31,128","(+/-2,268)","32,241","(+/-3,114)","30,718","(+/-2,776)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","24,107","(+/-2,259)","20,393","(+/-2,114)","26,997","(+/-2,524)","19,342","(+/-2,276)","26,234","(+/-2,608)","23,519","(+/-2,673)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","18,681","(+/-1,897)","11,207","(+/-2,116)","22,399","(+/-2,637)","10,745","(+/-1,643)","18,038","(+/-1,862)","17,687","(+/-2,411)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","33,440","(+/-3,106)","9,625","(+/-1,645)","30,778","(+/-2,441)","14,352","(+/-2,119)","30,611","(+/-2,418)","21,301","(+/-2,305)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,368",(+/-52),"1,738",(+/-36),"2,354",(+/-54),"1,822",(+/-37),"2,182",(+/-48),"2,098",(+/-52)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","55,581","(+/-2,696)","87,835","(+/-4,050)","49,528","(+/-3,409)","82,939","(+/-3,607)","70,876","(+/-4,685)","56,165","(+/-3,787)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",760,(+/-418),"8,607","(+/-1,564)","1,051",(+/-614),"5,426","(+/-1,315)","3,077","(+/-1,191)","1,770",(+/-731)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","3,308",(+/-872),"18,105","(+/-2,194)","2,637",(+/-900),"10,915","(+/-1,426)","4,303","(+/-1,375)","5,863","(+/-1,286)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","10,146","(+/-1,413)","26,385","(+/-2,414)","9,624","(+/-1,832)","26,001","(+/-2,273)","16,608","(+/-2,290)","13,396","(+/-1,996)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","14,282","(+/-1,806)","19,035","(+/-2,426)","13,793","(+/-1,613)","18,951","(+/-1,980)","16,108","(+/-1,953)","13,718","(+/-1,736)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","9,398","(+/-1,548)","8,418","(+/-1,584)","10,608","(+/-2,051)","11,394","(+/-1,851)","10,719","(+/-1,531)","10,043","(+/-1,751)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","17,687","(+/-1,841)","7,285","(+/-1,139)","11,815","(+/-1,834)","10,252","(+/-1,507)","20,061","(+/-2,599)","11,375","(+/-1,780)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",790,(+/-29),529,(+/-17),767,(+/-24),594,(+/-16),741,(+/-27),707,(+/-25)
Housing,"Gross Rent","Occupied units paying rent","133,920","(+/-5,469)","82,137","(+/-3,981)","109,739","(+/-4,879)","108,049","(+/-3,912)","82,939","(+/-4,884)","100,982","(+/-5,657)"
Housing,"Gross Rent","Less than $500","4,576","(+/-1,243)","5,979","(+/-1,163)","5,341","(+/-1,380)","6,182","(+/-1,387)","2,930",(+/-765),"3,499",(+/-827)
Housing,"Gross Rent","$500 to $999","12,429","(+/-2,310)","26,963","(+/-3,085)","11,445","(+/-2,091)","24,567","(+/-3,093)","8,642","(+/-1,648)","9,396","(+/-1,662)"
Housing,"Gross Rent","$1,000 to $1,499","36,371","(+/-3,860)","27,854","(+/-2,808)","36,314","(+/-4,147)","37,562","(+/-2,887)","21,124","(+/-2,763)","35,629","(+/-3,490)"
Housing,"Gross Rent","$1,500 to $1,999","40,851","(+/-3,667)","14,647","(+/-2,465)","31,785","(+/-3,682)","26,319","(+/-2,834)","28,607","(+/-3,453)","32,865","(+/-3,648)"
Housing,"Gross Rent","$2,000 to $2,499","24,256","(+/-2,741)","2,801",(+/-953),"15,104","(+/-2,347)","8,600","(+/-1,475)","10,997","(+/-1,997)","10,699","(+/-1,865)"
Housing,"Gross Rent","$2,500 to $2,999","8,083","(+/-1,574)","2,342",(+/-949),"5,695","(+/-1,417)","1,883",(+/-726),"4,507","(+/-1,190)","4,388","(+/-1,283)"
Housing,"Gross Rent","$3,000 or more","7,354","(+/-1,677)","1,551",(+/-559),"4,055","(+/-1,043)","2,936",(+/-967),"6,132","(+/-1,688)","4,506","(+/-1,146)"
Housing,"Gross Rent","Median (dollars)","1,666",(+/-39),"1,125",(+/-38),"1,528",(+/-52),"1,293",(+/-50),"1,653",(+/-43),"1,530",(+/-47)
Housing,"Gross Rent","No rent paid","3,629","(+/-1,219)","6,266","(+/-1,510)","2,935",(+/-789),"3,826","(+/-1,062)","2,988",(+/-916),"3,043","(+/-1,182)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","310,113","(+/-5,207)","289,071","(+/-3,128)","284,314","(+/-5,077)","305,073","(+/-3,744)","287,486","(+/-4,681)","275,993","(+/-5,062)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","13,896","(+/-2,007)","16,234","(+/-2,347)","15,673","(+/-1,987)","18,529","(+/-2,448)","11,532","(+/-1,724)","11,350","(+/-2,061)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","8,375","(+/-1,732)","12,655","(+/-1,758)","9,422","(+/-2,099)","14,294","(+/-2,306)","5,385","(+/-1,440)","9,752","(+/-1,805)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","14,733","(+/-1,981)","23,283","(+/-2,598)","16,985","(+/-2,397)","24,611","(+/-2,808)","17,569","(+/-2,886)","14,927","(+/-1,990)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","17,415","(+/-2,601)","22,954","(+/-2,729)","15,046","(+/-2,217)","23,025","(+/-2,393)","14,095","(+/-2,326)","16,041","(+/-2,264)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","23,785","(+/-2,769)","36,835","(+/-3,182)","28,156","(+/-2,625)","33,954","(+/-2,488)","22,718","(+/-2,535)","27,594","(+/-3,158)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","44,585","(+/-3,710)","53,788","(+/-3,633)","41,931","(+/-3,544)","51,817","(+/-3,799)","45,159","(+/-3,609)","43,716","(+/-3,790)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","41,492","(+/-3,712)","40,935","(+/-3,224)","36,403","(+/-3,756)","43,863","(+/-3,639)","36,816","(+/-3,002)","37,373","(+/-3,809)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","60,228","(+/-3,977)","49,085","(+/-3,333)","52,623","(+/-3,328)","48,440","(+/-3,664)","60,064","(+/-3,687)","52,359","(+/-3,864)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","33,692","(+/-2,589)","17,191","(+/-2,234)","30,267","(+/-2,473)","22,293","(+/-2,368)","30,356","(+/-3,261)","30,393","(+/-3,157)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","51,912","(+/-3,173)","16,111","(+/-2,239)","37,808","(+/-2,796)","24,247","(+/-2,289)","43,792","(+/-3,207)","32,488","(+/-3,003)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","94,740","(+/-2,343)","65,168","(+/-2,158)","84,057","(+/-3,176)","67,778","(+/-2,039)","92,055","(+/-3,582)","83,695","(+/-3,379)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","126,793","(+/-3,982)","84,470","(+/-3,270)","109,584","(+/-3,105)","88,866","(+/-2,268)","125,327","(+/-4,809)","108,006","(+/-3,300)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","706,077","(+/-10,190)","692,630","(+/-4,875)","677,524","(+/-10,382)","705,784","(+/-4,242)","706,193","(+/-11,216)","704,817","(+/-10,295)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","669,996","(+/-9,836)","651,319","(+/-6,478)","641,711","(+/-11,206)","669,813","(+/-5,484)","671,144","(+/-11,309)","658,746","(+/-10,759)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","525,442","(+/-11,706)","402,068","(+/-10,284)","468,983","(+/-11,523)","442,155","(+/-10,597)","497,993","(+/-10,401)","468,505","(+/-13,036)"
Socioeconomic,"Health Insurance Coverage","With public coverage","232,503","(+/-8,454)","362,650","(+/-9,880)","243,652","(+/-10,645)","342,089","(+/-9,992)","276,255","(+/-11,044)","280,368","(+/-9,725)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","36,081","(+/-5,185)","41,311","(+/-4,669)","35,813","(+/-5,071)","35,971","(+/-4,081)","35,049","(+/-5,320)","46,071","(+/-4,541)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","138,535","(+/-5,238)","154,329","(+/-2,926)","138,617","(+/-5,688)","131,102","(+/-2,922)","150,079","(+/-6,213)","164,356","(+/-4,641)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","3,503","(+/-1,399)","5,403","(+/-1,611)","4,152","(+/-1,786)","3,645","(+/-1,423)","4,541","(+/-1,781)","5,027","(+/-1,728)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.7,(+/-1.2),10.8,(+/-1.2),7.5,(+/-1.3),8.2,(+/-1.1),6.3,(+/-1.2),7.8,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.0,(+/-2.4),18.5,(+/-2.3),10.5,(+/-2.3),13.2,(+/-2.6),10.9,(+/-2.5),12.4,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.1,(+/-3.6),20.3,(+/-6.6),6.9,(+/-3.5),18.7,(+/-6.9),6.6,(+/-4.1),8.7,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.3,(+/-0.9),5.4,(+/-1.0),3.6,(+/-0.9),4.3,(+/-1.0),4.0,(+/-0.9),4.4,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.1,(+/-1.5),6.8,(+/-2.0),4.2,(+/-1.5),5.1,(+/-1.9),6.2,(+/-2.1),6.5,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.9,(+/-1.1),9.1,(+/-4.9),3.4,(+/-2.9),4.5,(+/-4.0),1.8,(+/-2.1),5.0,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",14.7,(+/-4.8),26.9,(+/-4.0),20.8,(+/-5.1),22.3,(+/-4.7),19.8,(+/-5.0),19.3,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.9,(+/-6.9),38.0,(+/-5.3),24.3,(+/-7.7),27.9,(+/-6.5),27.2,(+/-7.0),26.5,(+/-7.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",26.1,(+/-15.7),38.5,(+/-16.2),26.8,(+/-20.6),45.6,(+/-17.9),22.2,(+/-15.8),24.3,(+/-14.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.3,(+/-1.1),15.2,(+/-1.1),11.8,(+/-1.0),15.1,(+/-1.0),9.4,(+/-1.1),11.4,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",10.2,(+/-2.9),20.0,(+/-2.5),11.0,(+/-2.5),13.3,(+/-2.7),13.1,(+/-2.9),13.4,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",9.8,(+/-2.9),19.4,(+/-2.5),10.6,(+/-2.4),12.6,(+/-2.7),12.9,(+/-2.9),13.1,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",10.0,(+/-4.7),26.6,(+/-5.4),8.7,(+/-3.3),16.3,(+/-4.8),14.3,(+/-4.2),12.0,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.7,(+/-3.2),17.2,(+/-2.5),11.2,(+/-2.6),11.5,(+/-2.9),12.5,(+/-3.1),13.5,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.3,(+/-0.9),13.8,(+/-1.0),12.0,(+/-1.0),15.5,(+/-1.0),8.5,(+/-0.8),10.8,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.5,(+/-1.7),11.4,(+/-1.5),13.7,(+/-2.0),11.3,(+/-1.3),7.4,(+/-1.6),10.2,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.9,(+/-1.3),11.3,(+/-1.2),7.6,(+/-1.3),8.2,(+/-1.2),7.0,(+/-1.3),8.4,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.4,(+/-1.8),29.7,(+/-2.3),22.2,(+/-1.7),32.5,(+/-2.2),18.9,(+/-2.1),23.0,(+/-1.9)
Education,"School Enrollment","Population 3 years and over enrolled in school","146,959","(+/-5,274)","146,953","(+/-4,806)","134,293","(+/-6,244)","160,948","(+/-4,070)","143,864","(+/-6,711)","164,948","(+/-5,354)"
Education,"School Enrollment","Nursery school, preschool","6,299","(+/-1,218)","9,353","(+/-1,865)","8,759","(+/-1,740)","8,010","(+/-1,674)","9,650","(+/-1,746)","9,697","(+/-1,772)"
Education,"School Enrollment",Kindergarten,"7,804","(+/-1,590)","8,038","(+/-1,371)","6,128","(+/-1,523)","7,898","(+/-1,556)","5,945","(+/-1,252)","7,605","(+/-1,594)"
Education,"School Enrollment","Elementary school (grades 1-8)","58,953","(+/-3,656)","66,337","(+/-2,393)","54,192","(+/-3,251)","54,299","(+/-2,651)","64,190","(+/-4,486)","70,435","(+/-3,052)"
Education,"School Enrollment","High school (grades 9-12)","32,382","(+/-2,522)","34,602","(+/-2,364)","34,765","(+/-2,949)","30,193","(+/-1,837)","35,969","(+/-2,841)","39,912","(+/-2,289)"
Education,"School Enrollment","College or graduate school","41,521","(+/-3,538)","28,623","(+/-3,837)","30,449","(+/-2,671)","60,548","(+/-3,684)","28,110","(+/-2,953)","37,299","(+/-3,687)"
Education,"Educational Attainment","Population 25 years and over","520,457","(+/-7,364)","507,537","(+/-4,053)","502,535","(+/-7,034)","507,139","(+/-3,356)","516,265","(+/-7,688)","496,742","(+/-7,173)"
Education,"Educational Attainment","Less than 9th grade","15,698","(+/-2,854)","18,036","(+/-2,548)","20,910","(+/-2,544)","9,574","(+/-1,450)","10,781","(+/-2,022)","21,720","(+/-2,997)"
Education,"Educational Attainment","9th to 12th grade, no diploma","17,215","(+/-2,566)","32,439","(+/-3,290)","25,193","(+/-3,125)","25,781","(+/-2,861)","21,011","(+/-2,764)","26,342","(+/-3,427)"
Education,"Educational Attainment","High school graduate (includes equivalency)","84,967","(+/-4,538)","153,536","(+/-6,106)","97,708","(+/-6,342)","117,171","(+/-5,826)","109,213","(+/-6,653)","110,108","(+/-5,716)"
Education,"Educational Attainment","Some college, no degree","99,600","(+/-5,864)","132,505","(+/-5,325)","98,926","(+/-5,754)","140,627","(+/-5,433)","116,302","(+/-5,874)","112,478","(+/-5,579)"
Education,"Educational Attainment","Associate's degree","42,805","(+/-2,948)","49,156","(+/-3,425)","46,832","(+/-4,282)","51,211","(+/-4,045)","49,927","(+/-3,717)","44,265","(+/-3,766)"
Education,"Educational Attainment","Bachelor's degree","151,049","(+/-5,819)","77,936","(+/-4,637)","136,146","(+/-6,453)","93,806","(+/-4,689)","135,139","(+/-5,927)","121,857","(+/-5,828)"
Education,"Educational Attainment","Graduate or professional degree","109,123","(+/-5,059)","43,929","(+/-3,597)","76,820","(+/-4,279)","68,969","(+/-4,039)","73,892","(+/-4,764)","59,972","(+/-4,099)"
Education,"Educational Attainment","Percent high school graduate or higher",93.7,(+/-0.8),90.1,(+/-0.8),90.8,(+/-0.8),93.0,(+/-0.6),93.8,(+/-0.6),90.3,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",50.0,(+/-1.1),24.0,(+/-1.0),42.4,(+/-1.4),32.1,(+/-1.1),40.5,(+/-1.3),36.6,(+/-1.3)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","402,233",G,"201,678",G,"271,834",G,"221,558",G,"251,600",G,"282,699",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting","1,156",G,"3,900",G,242,J,"3,535",G,"1,980",G,"3,356",G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",131,H,601,H,94,H,356,H,102,G,222,H
Business,"Paid employees for pay period including March 12",Utilities,"2,792",G,"1,224",H,"1,431",J,431,H,588,H,"1,633",H
Business,"Paid employees for pay period including March 12",Construction,"22,397",G,"12,234",G,"17,998",G,"13,266",G,"23,398",G,"24,875",G
Business,"Paid employees for pay period including March 12",Manufacturing,"39,744",G,"24,249",G,"25,350",G,"22,508",G,"29,044",G,"34,377",G
Business,"Paid employees for pay period including March 12","Wholesale trade","16,806",G,"6,481",G,"16,587",G,"7,501",G,"11,364",G,"16,041",G
Business,"Paid employees for pay period including March 12","Retail trade","35,629",G,"34,460",G,"35,489",G,"36,170",H,"35,057",G,"38,847",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","9,144",G,"9,796",G,"27,011",G,"5,674",G,"8,976",G,"10,519",G
Business,"Paid employees for pay period including March 12",Information,"15,209",G,"2,980",G,"2,390",G,"2,910",G,"4,848",G,"8,113",G
Business,"Paid employees for pay period including March 12","Finance and insurance","22,329",G,"5,376",G,"5,625",G,"6,927",H,"8,902",G,"10,256",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","10,885",G,"2,953",G,"5,331",G,"4,140",G,"4,573",G,"4,787",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","45,862",G,"6,783",G,"10,756",G,"10,662",G,"15,193",G,"16,015",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","34,002",H,"4,515",G,"4,508",H,"4,603",G,"3,539",G,"2,595",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","21,633",G,"8,922",H,"13,070",G,"13,169",G,"14,263",G,"19,294",G
Business,"Paid employees for pay period including March 12","Educational services","9,020",G,"2,527",G,"7,413",H,"2,727",H,"4,958",H,"7,828",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","55,953",G,"37,688",G,"50,154",G,"44,412",G,"40,983",G,"42,264",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","6,996",G,"2,788",G,"5,582",G,"4,345",G,"4,298",H,"3,180",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","37,994",G,"25,603",G,"30,058",G,"29,448",G,"26,818",G,"27,220",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","14,533",G,"8,578",G,"12,726",G,"8,767",G,"12,681",G,"11,262",G
Business,"Paid employees for pay period including March 12","Industries not classified",18,J,20,J,19,J,7,G,35,J,15,G
Business,"Annual payroll ($1,000)","Total for all sectors","34,390,923",G,"9,911,667",G,"14,949,163",G,"11,267,929",G,"14,480,100",G,"16,481,329",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","77,183",G,"223,463",G,"15,675",H,"213,033",G,"108,703",G,"162,164",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","11,527",H,"43,595",H,"6,516",H,"25,347",G,"9,389",G,"14,298",H
Business,"Annual payroll ($1,000)",Utilities,"343,852",G,"133,496",H,"206,553",J,"48,081",H,"65,365",H,"166,008",H
Business,"Annual payroll ($1,000)",Construction,"2,007,167",G,"721,886",G,"1,414,076",G,"816,036",G,"1,600,485",G,"1,867,100",G
Business,"Annual payroll ($1,000)",Manufacturing,"4,359,974",G,"1,314,434",G,"1,684,165",G,"1,382,624",G,"1,860,491",G,"2,623,921",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,755,783",G,"387,358",G,"1,177,953",G,"496,887",G,"818,828",G,"1,355,325",G
Business,"Annual payroll ($1,000)","Retail trade","1,475,457",G,"1,232,359",G,"1,398,613",G,"1,288,215",G,"1,461,129",G,"1,521,452",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","621,516",G,"544,433",G,"1,312,802",G,"278,717",G,"491,535",G,"566,490",G
Business,"Annual payroll ($1,000)",Information,"2,132,008",G,"216,823",G,"157,655",G,"165,917",G,"417,385",H,"695,703",G
