Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","11,122","(+/-1,863)","10,864","(+/-1,743)","8,609","(+/-1,493)","6,752","(+/-1,773)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","5,496","(+/-1,194)","8,091","(+/-1,701)","5,556","(+/-1,097)","5,016","(+/-1,417)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","11,120","(+/-1,848)","16,435","(+/-2,475)","12,776","(+/-1,732)","8,300","(+/-1,760)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","16,001","(+/-2,409)","19,478","(+/-2,747)","14,994","(+/-1,903)","9,837","(+/-1,602)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","26,880","(+/-2,820)","31,066","(+/-3,016)","25,188","(+/-2,315)","18,900","(+/-2,390)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","46,536","(+/-3,298)","51,468","(+/-3,704)","45,106","(+/-3,498)","37,602","(+/-3,490)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","43,976","(+/-3,123)","45,057","(+/-3,794)","37,500","(+/-3,243)","43,929","(+/-3,716)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","65,810","(+/-3,833)","63,613","(+/-3,902)","56,820","(+/-3,773)","71,198","(+/-4,496)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","33,477","(+/-2,518)","30,786","(+/-2,922)","30,367","(+/-2,637)","39,770","(+/-3,278)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","39,812","(+/-2,932)","28,163","(+/-2,555)","47,533","(+/-3,048)","36,587","(+/-3,236)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","93,572","(+/-2,883)","81,800","(+/-1,732)","94,844","(+/-3,105)","105,430","(+/-2,702)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","118,005","(+/-3,151)","104,321","(+/-2,855)","127,721","(+/-3,471)","122,018","(+/-3,130)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","847,001","(+/-8,781)","849,362","(+/-9,597)","815,241","(+/-10,359)","879,777","(+/-10,469)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","787,718","(+/-9,716)","757,638","(+/-11,985)","755,048","(+/-11,934)","820,696","(+/-11,947)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","681,732","(+/-11,940)","607,850","(+/-14,864)","639,747","(+/-13,213)","719,328","(+/-14,797)"
Socioeconomic,"Health Insurance Coverage","With public coverage","183,109","(+/-8,387)","230,507","(+/-9,783)","187,225","(+/-7,901)","164,515","(+/-10,098)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","59,283","(+/-6,831)","91,724","(+/-9,589)","60,193","(+/-6,896)","59,081","(+/-7,749)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","241,087","(+/-4,493)","231,782","(+/-6,023)","226,075","(+/-6,730)","290,457","(+/-8,056)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","12,656","(+/-3,240)","21,644","(+/-4,763)","17,473","(+/-3,803)","13,867","(+/-3,325)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.7,(+/-0.9),7.1,(+/-1.0),6.2,(+/-0.9),5.2,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.7,(+/-1.3),10.6,(+/-1.9),8.1,(+/-1.4),7.1,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.1,(+/-2.4),7.7,(+/-4.2),9.2,(+/-3.2),5.6,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.9,(+/-0.7),4.3,(+/-1.0),4.0,(+/-0.8),3.0,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.3,(+/-0.8),5.6,(+/-2.0),3.7,(+/-1.0),4.0,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.4,(+/-1.5),1.3,(+/-1.5),5.3,(+/-2.5),1.9,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",21.2,(+/-4.8),20.0,(+/-4.9),16.6,(+/-3.9),19.5,(+/-5.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",30.6,(+/-6.4),27.8,(+/-7.0),27.2,(+/-6.2),25.9,(+/-7.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",28.1,(+/-17.2),29.8,(+/-20.3),41.0,(+/-22.1),41.7,(+/-22.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.6,(+/-0.9),11.0,(+/-1.0),9.7,(+/-0.9),7.0,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",7.9,(+/-1.5),13.1,(+/-2.2),8.3,(+/-1.5),8.8,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",7.6,(+/-1.4),12.7,(+/-2.1),8.2,(+/-1.5),8.5,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",8.6,(+/-2.3),15.1,(+/-4.4),8.3,(+/-2.0),8.4,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",7.3,(+/-1.5),12.0,(+/-2.3),8.2,(+/-1.6),8.6,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.8,(+/-0.9),10.3,(+/-0.9),10.1,(+/-0.9),6.2,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.1,(+/-1.6),10.1,(+/-1.6),6.5,(+/-1.3),6.4,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.6,(+/-1.0),7.8,(+/-1.2),6.3,(+/-0.9),5.7,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.2,(+/-2.1),25.9,(+/-2.2),26.4,(+/-2.3),17.1,(+/-2.5)
Education,"School Enrollment","Population 3 years and over enrolled in school","254,411","(+/-6,236)","232,582","(+/-7,954)","261,809","(+/-7,379)","279,423","(+/-8,215)"
Education,"School Enrollment","Nursery school, preschool","13,900","(+/-2,001)","11,521","(+/-2,100)","14,051","(+/-1,906)","19,221","(+/-1,850)"
Education,"School Enrollment",Kindergarten,"12,330","(+/-2,138)","10,574","(+/-1,711)","10,990","(+/-1,731)","17,986","(+/-2,429)"
Education,"School Enrollment","Elementary school (grades 1-8)","102,950","(+/-4,059)","99,909","(+/-4,387)","91,995","(+/-4,906)","127,480","(+/-5,801)"
Education,"School Enrollment","High school (grades 9-12)","53,670","(+/-2,406)","57,196","(+/-4,521)","52,337","(+/-2,809)","63,222","(+/-3,004)"
Education,"School Enrollment","College or graduate school","71,561","(+/-3,744)","53,382","(+/-4,121)","92,436","(+/-5,254)","51,514","(+/-4,370)"
Education,"Educational Attainment","Population 25 years and over","522,867","(+/-6,858)","549,179","(+/-7,787)","488,076","(+/-7,099)","524,897","(+/-8,354)"
Education,"Educational Attainment","Less than 9th grade","11,626","(+/-2,136)","24,188","(+/-3,015)","10,593","(+/-2,352)","14,979","(+/-2,660)"
Education,"Educational Attainment","9th to 12th grade, no diploma","19,624","(+/-2,745)","29,396","(+/-3,474)","13,709","(+/-1,662)","20,104","(+/-2,376)"
Education,"Educational Attainment","High school graduate (includes equivalency)","115,193","(+/-5,733)","138,715","(+/-5,857)","89,157","(+/-4,699)","118,895","(+/-5,940)"
Education,"Educational Attainment","Some college, no degree","121,735","(+/-5,807)","124,286","(+/-6,269)","107,875","(+/-4,874)","123,077","(+/-5,403)"
Education,"Educational Attainment","Associate's degree","51,834","(+/-3,596)","50,730","(+/-3,672)","44,803","(+/-2,874)","54,124","(+/-3,814)"
Education,"Educational Attainment","Bachelor's degree","129,568","(+/-5,291)","114,048","(+/-5,643)","142,806","(+/-5,139)","127,143","(+/-5,868)"
Education,"Educational Attainment","Graduate or professional degree","73,287","(+/-4,387)","67,816","(+/-3,994)","79,133","(+/-4,565)","66,575","(+/-4,213)"
Education,"Educational Attainment","Percent high school graduate or higher",94.0,(+/-0.6),90.2,(+/-0.7),95.0,(+/-0.6),93.3,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",38.8,(+/-1.2),33.1,(+/-1.1),45.5,(+/-1.1),36.9,(+/-1.2)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","310,395",G,"435,192",G,"367,285",G,"288,846",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",382,G,37,J,87,H,71,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",982,G,"1,941",H,"3,767",G,"2,186",J
Business,"Paid employees for pay period including March 12",Utilities,464,H,"2,633",G,906,J,283,H
Business,"Paid employees for pay period including March 12",Construction,"22,057",G,"38,012",G,"24,051",G,"27,886",G
Business,"Paid employees for pay period including March 12",Manufacturing,"51,051",G,"49,829",G,"19,968",G,"25,006",G
Business,"Paid employees for pay period including March 12","Wholesale trade","9,901",G,"29,453",G,"13,276",G,"10,455",G
Business,"Paid employees for pay period including March 12","Retail trade","39,829",G,"50,940",G,"44,451",G,"39,832",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","11,190",G,"41,140",G,"7,710",G,"5,800",G
Business,"Paid employees for pay period including March 12",Information,"4,545",G,"11,310",G,"22,072",H,"21,110",G
Business,"Paid employees for pay period including March 12","Finance and insurance","15,808",G,"22,163",G,"23,580",G,"15,960",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","5,016",G,"6,397",G,"11,009",G,"4,092",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","27,706",G,"23,534",G,"28,642",G,"27,179",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","5,331",H,"7,412",G,"4,364",G,"8,423",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","17,856",G,"28,390",G,"26,908",H,"20,290",G
Business,"Paid employees for pay period including March 12","Educational services","5,176",G,"8,203",G,"31,510",J,"14,100",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","46,141",H,"36,822",G,"44,342",G,"33,066",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","6,250",H,"6,490",G,"9,768",G,"3,120",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","31,731",G,"39,559",G,"41,498",G,"22,562",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","8,969",G,"30,906",H,"9,337",G,"7,414",G
Business,"Paid employees for pay period including March 12","Industries not classified",10,J,21,G,39,J,11,J
Business,"Annual payroll ($1,000)","Total for all sectors","18,153,790",G,"25,327,722",G,"20,296,227",G,"17,942,844",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","32,107",G,"1,854",H,"3,070",G,"3,218",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","91,961",G,"124,859",H,"345,229",G,"202,041",J
Business,"Annual payroll ($1,000)",Utilities,"47,990",H,"286,391",G,"94,196",J,"30,018",G
Business,"Annual payroll ($1,000)",Construction,"1,370,177",G,"2,488,655",G,"1,592,458",G,"1,687,348",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,474,655",G,"3,520,609",G,"1,118,882",G,"1,695,463",G
Business,"Annual payroll ($1,000)","Wholesale trade","697,794",G,"2,232,731",G,"950,717",G,"731,320",G
Business,"Annual payroll ($1,000)","Retail trade","1,334,983",G,"1,938,310",G,"1,577,963",G,"1,666,735",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","647,066",G,"2,322,812",G,"434,295",H,"309,643",G
Business,"Annual payroll ($1,000)",Information,"416,966",G,"1,056,728",G,"2,484,047",H,"2,073,789",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,683,709",G,"2,076,752",H,"2,157,324",G,"1,284,607",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","306,487",G,"377,342",G,"827,551",H,"250,753",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","2,388,853",G,"1,860,414",G,"2,014,170",G,"2,320,139",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","942,117",J,"661,625",G,"422,099",G,"1,111,079",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","732,631",G,"1,152,208",G,"1,384,341",H,"1,264,536",G
Business,"Annual payroll ($1,000)","Educational services","168,429",G,"329,579",H,"1,048,430",H,"707,317",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,679,827",H,"2,032,018",G,"2,291,315",G,"1,794,664",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","124,009",H,"382,742",H,"272,851",G,"67,302",G
Business,"Annual payroll ($1,000)","Accommodation and food services","663,434",G,"919,757",G,"932,929",G,"443,090",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","349,770",G,"1,561,673",H,"342,734",G,"299,333",G
Business,"Annual payroll ($1,000)","Industries not classified",825,G,663,H,"1,626",H,449,G
Business,"Total Establishments","Total for all sectors","21,835",X,"26,164",X,"26,089",X,"18,951",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",35,X,20,X,30,X,26,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",37,X,68,X,247,X,34,X
Business,"Total Establishments",Utilities,46,X,69,X,75,X,32,X
Business,"Total Establishments",Construction,"2,966",X,"3,592",X,"2,934",X,"3,276",X
Business,"Total Establishments",Manufacturing,832,X,"1,366",X,788,X,668,X
Business,"Total Establishments","Wholesale trade",705,X,"1,424",X,826,X,637,X
Business,"Total Establishments","Retail trade","2,418",X,"2,953",X,"2,904",X,"2,031",X
Business,"Total Establishments","Transportation and warehousing",634,X,"1,090",X,630,X,544,X
Business,"Total Establishments",Information,381,X,543,X,633,X,386,X
Business,"Total Establishments","Finance and insurance","1,302",X,"1,308",X,"1,793",X,"1,124",X
Business,"Total Establishments","Real estate and rental and leasing","1,662",X,"1,728",X,"2,157",X,"1,304",X
Business,"Total Establishments","Professional, scientific, and technical services","3,151",X,"3,161",X,"4,095",X,"2,640",X
Business,"Total Establishments","Management of companies and enterprises",110,X,134,X,128,X,126,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,180",X,"1,541",X,"1,443",X,"1,148",X
Business,"Total Establishments","Educational services",294,X,350,X,485,X,295,X
Business,"Total Establishments","Health care and social assistance","2,570",X,"2,418",X,"2,862",X,"2,056",X
Business,"Total Establishments","Arts, entertainment, and recreation",362,X,420,X,520,X,231,X
Business,"Total Establishments","Accommodation and food services","1,576",X,"2,139",X,"1,874",X,"1,151",X
Business,"Total Establishments","Other services (except public administration)","1,549",X,"1,820",X,"1,634",X,"1,224",X
Business,"Total Establishments","Industries not classified",25,X,20,X,31,X,18,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
