Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Accommodation and food services","28,904",G,"22,210",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,850",G,"8,288",G
Business,"Paid employees for pay period including March 12","Industries not classified",13,G,11,J
Business,"Annual payroll ($1,000)","Total for all sectors","16,970,763",G,"11,441,546",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","58,963",H,"117,469",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","6,597",G,"5,639",G
Business,"Annual payroll ($1,000)",Utilities,"84,466",H,"167,646",H
Business,"Annual payroll ($1,000)",Construction,"1,047,344",G,"795,660",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,149,677",H,"1,360,867",G
Business,"Annual payroll ($1,000)","Wholesale trade","793,170",G,"470,176",G
Business,"Annual payroll ($1,000)","Retail trade","1,690,195",G,"1,464,723",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","406,221",G,"430,019",G
Business,"Annual payroll ($1,000)",Information,"381,630",G,"295,955",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,674,218",H,"654,500",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","277,295",G,"134,559",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,460,383",G,"568,503",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","903,746",H,"273,584",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","596,209",G,"332,589",G
Business,"Annual payroll ($1,000)","Educational services","453,181",G,"253,339",G
Business,"Annual payroll ($1,000)","Health care and social assistance","3,355,169",H,"3,071,723",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","171,130",G,"82,478",G
Business,"Annual payroll ($1,000)","Accommodation and food services","1,026,816",G,"656,774",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","433,989",G,"304,865",G
Business,"Annual payroll ($1,000)","Industries not classified",364,H,478,H
Business,"Total Establishments","Total for all sectors","23,370",X,"19,361",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",388,X,594,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",13,X,12,X
Business,"Total Establishments",Utilities,56,X,66,X
Business,"Total Establishments",Construction,"3,092",X,"2,562",X
Business,"Total Establishments",Manufacturing,903,X,786,X
Business,"Total Establishments","Wholesale trade",752,X,633,X
Business,"Total Establishments","Retail trade","3,071",X,"3,021",X
Business,"Total Establishments","Transportation and warehousing",510,X,777,X
Business,"Total Establishments",Information,426,X,340,X
Business,"Total Establishments","Finance and insurance","1,050",X,815,X
Business,"Total Establishments","Real estate and rental and leasing","1,271",X,818,X
Business,"Total Establishments","Professional, scientific, and technical services","2,387",X,"1,184",X
Business,"Total Establishments","Management of companies and enterprises",119,X,66,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,392",X,"1,034",X
Business,"Total Establishments","Educational services",306,X,236,X
Business,"Total Establishments","Health care and social assistance","2,629",X,"2,339",X
Business,"Total Establishments","Arts, entertainment, and recreation",526,X,400,X
Business,"Total Establishments","Accommodation and food services","2,472",X,"1,879",X
Business,"Total Establishments","Other services (except public administration)","1,993",X,"1,786",X
Business,"Total Establishments","Industries not classified",14,X,13,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
