Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","26,628","(+/-2,734)","35,091","(+/-2,946)","31,863","(+/-3,063)","26,516","(+/-2,755)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","27,348","(+/-2,601)","28,876","(+/-3,106)","25,519","(+/-2,617)","25,662","(+/-2,805)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","33,878","(+/-3,244)","38,449","(+/-3,764)","39,102","(+/-3,357)","40,071","(+/-3,575)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","48,779","(+/-3,553)","47,030","(+/-4,061)","48,890","(+/-3,661)","51,584","(+/-4,132)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","38,097","(+/-3,564)","33,354","(+/-3,174)","35,309","(+/-3,572)","35,925","(+/-2,907)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","45,218","(+/-3,589)","28,267","(+/-2,754)","42,446","(+/-3,692)","45,818","(+/-3,473)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","18,521","(+/-2,484)","10,196","(+/-1,670)","15,210","(+/-2,247)","17,753","(+/-2,201)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","17,115","(+/-1,591)","10,213","(+/-1,504)","18,179","(+/-2,047)","18,647","(+/-2,242)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","61,172","(+/-1,966)","44,887","(+/-1,696)","55,369","(+/-2,216)","56,749","(+/-1,765)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","80,604","(+/-2,668)","62,527","(+/-2,159)","80,169","(+/-2,734)","81,399","(+/-2,984)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","734,822","(+/-2,843)","680,072","(+/-5,617)","726,282","(+/-6,562)","733,114","(+/-3,478)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","667,115","(+/-7,063)","605,070","(+/-8,232)","658,662","(+/-9,402)","646,049","(+/-7,159)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","495,923","(+/-11,888)","353,179","(+/-11,980)","468,237","(+/-11,099)","466,325","(+/-9,171)"
Socioeconomic,"Health Insurance Coverage","With public coverage","261,836","(+/-9,429)","327,917","(+/-9,128)","276,134","(+/-10,125)","285,332","(+/-8,355)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","67,707","(+/-6,769)","75,002","(+/-6,825)","67,620","(+/-6,949)","87,065","(+/-6,544)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","186,233","(+/-2,613)","172,145","(+/-3,563)","182,070","(+/-4,361)","178,240","(+/-2,845)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","10,453","(+/-3,143)","9,562","(+/-2,610)","8,669","(+/-2,401)","14,725","(+/-3,010)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.1,(+/-1.5),20.6,(+/-1.7),12.9,(+/-1.3),11.1,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.2,(+/-2.9),29.8,(+/-2.7),19.1,(+/-2.6),15.8,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.8,(+/-6.7),31.0,(+/-8.3),14.9,(+/-6.0),13.8,(+/-5.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.5,(+/-0.9),8.1,(+/-1.5),6.4,(+/-1.1),4.8,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.2,(+/-1.7),9.7,(+/-2.9),7.7,(+/-2.6),5.5,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.0,(+/-3.9),9.5,(+/-7.3),4.4,(+/-4.8),1.8,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",35.8,(+/-5.6),41.9,(+/-3.5),29.9,(+/-4.2),29.9,(+/-4.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",49.9,(+/-7.1),51.0,(+/-4.4),38.1,(+/-6.0),32.9,(+/-5.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",46.6,(+/-24.1),59.8,(+/-13.0),33.5,(+/-15.0),37.4,(+/-14.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.3,(+/-1.4),25.0,(+/-1.5),17.4,(+/-1.2),15.9,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.6,(+/-2.8),33.5,(+/-3.4),23.2,(+/-2.6),17.9,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",18.4,(+/-2.8),33.4,(+/-3.4),22.7,(+/-2.6),17.3,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",17.9,(+/-5.1),34.8,(+/-4.9),18.8,(+/-4.5),21.4,(+/-5.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",18.6,(+/-2.9),33.0,(+/-4.0),24.0,(+/-3.0),15.8,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.0,(+/-1.3),22.4,(+/-1.3),15.6,(+/-1.1),15.3,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.6,(+/-1.8),20.6,(+/-2.2),15.2,(+/-1.8),14.7,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.1,(+/-1.5),22.2,(+/-1.8),13.8,(+/-1.3),11.7,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",31.6,(+/-3.5),35.9,(+/-2.7),33.2,(+/-2.2),32.5,(+/-2.2)
Education,"School Enrollment","Population 3 years and over enrolled in school","187,181","(+/-5,221)","175,403","(+/-5,541)","185,250","(+/-6,499)","174,009","(+/-5,401)"
Education,"School Enrollment","Nursery school, preschool","9,215","(+/-1,836)","13,996","(+/-2,464)","9,199","(+/-2,032)","9,277","(+/-1,598)"
Education,"School Enrollment",Kindergarten,"11,405","(+/-1,930)","7,786","(+/-1,993)","7,681","(+/-1,670)","8,665","(+/-1,801)"
Education,"School Enrollment","Elementary school (grades 1-8)","77,332","(+/-3,089)","73,684","(+/-3,548)","77,643","(+/-3,703)","75,555","(+/-3,027)"
Education,"School Enrollment","High school (grades 9-12)","41,988","(+/-1,940)","41,412","(+/-2,989)","41,417","(+/-2,608)","40,917","(+/-2,518)"
Education,"School Enrollment","College or graduate school","47,241","(+/-3,593)","38,525","(+/-3,486)","49,310","(+/-3,678)","39,595","(+/-3,412)"
Education,"Educational Attainment","Population 25 years and over","498,553","(+/-3,051)","472,496","(+/-5,344)","495,448","(+/-4,638)","513,650","(+/-3,587)"
Education,"Educational Attainment","Less than 9th grade","20,715","(+/-2,619)","23,448","(+/-2,443)","17,869","(+/-2,308)","19,185","(+/-2,295)"
Education,"Educational Attainment","9th to 12th grade, no diploma","41,672","(+/-3,796)","49,976","(+/-3,824)","39,144","(+/-3,568)","30,420","(+/-3,501)"
Education,"Educational Attainment","High school graduate (includes equivalency)","147,645","(+/-6,795)","147,125","(+/-6,358)","133,555","(+/-5,895)","153,982","(+/-5,643)"
Education,"Educational Attainment","Some college, no degree","110,286","(+/-6,495)","104,096","(+/-5,700)","100,605","(+/-5,313)","112,999","(+/-5,514)"
Education,"Educational Attainment","Associate's degree","50,223","(+/-3,973)","47,281","(+/-3,864)","61,626","(+/-4,685)","62,623","(+/-4,728)"
Education,"Educational Attainment","Bachelor's degree","76,666","(+/-4,959)","61,749","(+/-4,159)","84,163","(+/-4,790)","84,637","(+/-4,662)"
Education,"Educational Attainment","Graduate or professional degree","51,346","(+/-4,219)","38,821","(+/-3,571)","58,486","(+/-4,221)","49,804","(+/-4,187)"
Education,"Educational Attainment","Percent high school graduate or higher",87.5,(+/-0.9),84.5,(+/-1.0),88.5,(+/-0.9),90.3,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",25.7,(+/-1.2),21.3,(+/-1.2),28.8,(+/-1.2),26.2,(+/-1.2)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","241,545",G,"198,862",G,"256,034",G,"221,659",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",788,G,"1,070",H,"1,990",H,626,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",451,H,559,G,763,G,702,G
Business,"Paid employees for pay period including March 12",Utilities,"1,552",G,"3,311",J,"1,344",G,"2,598",G
Business,"Paid employees for pay period including March 12",Construction,"8,784",G,"7,820",G,"15,940",G,"9,769",G
Business,"Paid employees for pay period including March 12",Manufacturing,"54,165",G,"29,573",G,"30,226",H,"33,854",G
Business,"Paid employees for pay period including March 12","Wholesale trade","11,291",G,"8,864",G,"13,010",G,"6,995",G
Business,"Paid employees for pay period including March 12","Retail trade","36,423",G,"28,713",G,"36,660",G,"35,449",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","21,470",G,"10,240",G,"12,778",G,"5,877",G
Business,"Paid employees for pay period including March 12",Information,"2,184",G,"2,866",G,"3,268",G,"2,201",G
Business,"Paid employees for pay period including March 12","Finance and insurance","6,508",G,"8,096",G,"11,110",G,"7,585",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,122",G,"2,067",G,"3,893",G,"2,466",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","5,838",G,"5,490",G,"10,894",G,"7,634",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,222",H,"1,635",H,"2,985",G,"1,354",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","12,513",G,"9,623",H,"9,858",G,"9,681",G
Business,"Paid employees for pay period including March 12","Educational services","2,343",G,"5,029",G,"4,622",G,"2,287",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","33,056",G,"38,052",G,"50,080",G,"40,998",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,966",G,"1,576",G,"1,985",G,"2,729",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","29,501",G,"25,820",G,"33,980",G,"40,482",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","9,337",G,"8,441",G,"10,594",G,"8,360",G
Business,"Paid employees for pay period including March 12","Industries not classified",31,H,17,J,54,J,12,J
Business,"Annual payroll ($1,000)","Total for all sectors","10,347,134",G,"8,848,795",G,"12,217,823",G,"10,551,509",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","42,140",G,"48,398",G,"118,309",H,"30,682",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","34,311",J,"30,278",G,"63,681",G,"55,791",G
Business,"Annual payroll ($1,000)",Utilities,"113,119",G,"420,070",J,"95,885",G,"216,445",G
Business,"Annual payroll ($1,000)",Construction,"491,486",G,"450,250",G,"1,124,256",G,"553,059",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,754,905",G,"1,694,780",H,"1,570,328",H,"2,271,907",H
Business,"Annual payroll ($1,000)","Wholesale trade","630,340",G,"547,819",G,"997,757",G,"548,623",H
Business,"Annual payroll ($1,000)","Retail trade","1,076,479",G,"849,373",G,"1,135,154",G,"1,091,453",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","1,025,393",G,"532,084",G,"653,057",G,"295,255",G
Business,"Annual payroll ($1,000)",Information,"105,179",H,"158,094",G,"220,924",G,"116,581",G
Business,"Annual payroll ($1,000)","Finance and insurance","429,173",G,"570,837",G,"861,945",G,"514,546",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","91,091",G,"79,677",G,"208,421",G,"103,609",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","339,174",G,"327,330",G,"752,780",G,"519,496",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","108,439",H,"107,029",H,"312,149",G,"101,373",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","410,986",G,"309,400",G,"299,559",G,"360,701",G
Business,"Annual payroll ($1,000)","Educational services","64,275",G,"137,210",G,"143,334",G,"78,659",H
Business,"Annual payroll ($1,000)","Health care and social assistance","1,760,292",G,"1,722,813",G,"2,625,566",G,"2,431,418",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","42,582",H,"39,206",G,"39,469",G,"56,479",G
Business,"Annual payroll ($1,000)","Accommodation and food services","535,069",G,"556,100",G,"652,459",G,"954,720",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","292,258",G,"267,671",G,"341,934",G,"250,378",G
Business,"Annual payroll ($1,000)","Industries not classified",443,G,376,H,856,G,334,H
Business,"Total Establishments","Total for all sectors","14,943",X,"13,974",X,"17,038",X,"14,017",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",110,X,185,X,229,X,97,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",15,X,60,X,100,X,73,X
Business,"Total Establishments",Utilities,119,X,169,X,142,X,124,X
Business,"Total Establishments",Construction,"1,012",X,818,X,"1,254",X,"1,014",X
Business,"Total Establishments",Manufacturing,717,X,413,X,492,X,397,X
Business,"Total Establishments","Wholesale trade",611,X,634,X,711,X,517,X
Business,"Total Establishments","Retail trade","2,995",X,"2,653",X,"3,030",X,"2,650",X
Business,"Total Establishments","Transportation and warehousing",753,X,571,X,622,X,452,X
Business,"Total Establishments",Information,233,X,296,X,258,X,213,X
Business,"Total Establishments","Finance and insurance","1,113",X,"1,009",X,"1,410",X,"1,043",X
Business,"Total Establishments","Real estate and rental and leasing",558,X,591,X,776,X,607,X
Business,"Total Establishments","Professional, scientific, and technical services",935,X,985,X,"1,452",X,"1,154",X
Business,"Total Establishments","Management of companies and enterprises",54,X,65,X,99,X,63,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",581,X,520,X,707,X,618,X
Business,"Total Establishments","Educational services",125,X,136,X,179,X,118,X
Business,"Total Establishments","Health care and social assistance","1,627",X,"1,705",X,"1,903",X,"1,635",X
Business,"Total Establishments","Arts, entertainment, and recreation",180,X,170,X,178,X,179,X
Business,"Total Establishments","Accommodation and food services","1,591",X,"1,366",X,"1,638",X,"1,634",X
Business,"Total Establishments","Other services (except public administration)","1,593",X,"1,610",X,"1,830",X,"1,413",X
Business,"Total Establishments","Industries not classified",21,X,18,X,28,X,16,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
