Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Accommodation and food services","32,281",G,"27,031",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","11,698",G,"10,162",G
Business,"Paid employees for pay period including March 12","Industries not classified",16,J,14,G
Business,"Annual payroll ($1,000)","Total for all sectors","19,709,327",G,"16,028,595",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","5,683",H,"27,494",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","7,987",G,"7,259",J
Business,"Annual payroll ($1,000)",Utilities,"228,109",H,"97,940",G
Business,"Annual payroll ($1,000)",Construction,"1,318,222",G,"1,176,626",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,579,525",G,"2,399,787",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,012,827",G,"935,918",G
Business,"Annual payroll ($1,000)","Retail trade","1,831,061",G,"1,768,255",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","580,065",G,"292,142",G
Business,"Annual payroll ($1,000)",Information,"905,222",G,"637,300",G
Business,"Annual payroll ($1,000)","Finance and insurance","2,339,437",H,"645,719",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","321,269",G,"190,987",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","2,012,095",G,"1,638,283",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","703,351",G,"325,933",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","914,566",G,"629,265",G
Business,"Annual payroll ($1,000)","Educational services","364,526",G,"778,042",H
Business,"Annual payroll ($1,000)","Health care and social assistance","3,020,429",G,"3,148,463",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","175,823",G,"170,721",G
Business,"Annual payroll ($1,000)","Accommodation and food services","898,666",G,"724,980",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","489,883",G,"432,937",G
Business,"Annual payroll ($1,000)","Industries not classified",581,H,544,G
Business,"Total Establishments","Total for all sectors","20,149",X,"18,615",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",34,X,94,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",12,X,18,X
Business,"Total Establishments",Utilities,61,X,71,X
Business,"Total Establishments",Construction,"2,456",X,"2,451",X
Business,"Total Establishments",Manufacturing,820,X,935,X
Business,"Total Establishments","Wholesale trade",866,X,775,X
Business,"Total Establishments","Retail trade","2,946",X,"2,800",X
Business,"Total Establishments","Transportation and warehousing",441,X,426,X
Business,"Total Establishments",Information,354,X,330,X
Business,"Total Establishments","Finance and insurance","1,073",X,833,X
Business,"Total Establishments","Real estate and rental and leasing",794,X,716,X
Business,"Total Establishments","Professional, scientific, and technical services","1,995",X,"1,640",X
Business,"Total Establishments","Management of companies and enterprises",111,X,85,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,351",X,"1,190",X
Business,"Total Establishments","Educational services",319,X,353,X
Business,"Total Establishments","Health care and social assistance","1,945",X,"1,823",X
Business,"Total Establishments","Arts, entertainment, and recreation",460,X,390,X
Business,"Total Establishments","Accommodation and food services","2,087",X,"1,799",X
Business,"Total Establishments","Other services (except public administration)","2,011",X,"1,872",X
Business,"Total Establishments","Industries not classified",13,X,14,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
