Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","10,674","(+/-1,749)","11,378","(+/-1,833)","5,613","(+/-1,189)","10,472","(+/-1,578)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","26,590","(+/-2,904)","21,476","(+/-2,337)","13,861","(+/-2,369)","21,822","(+/-2,953)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","26,401","(+/-2,192)","26,913","(+/-2,616)","17,788","(+/-2,519)","25,917","(+/-2,681)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","34,670","(+/-2,689)","42,064","(+/-2,866)","27,338","(+/-2,661)","40,388","(+/-3,134)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","59,368","(+/-3,854)","53,808","(+/-3,636)","43,834","(+/-3,046)","55,557","(+/-3,724)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","43,661","(+/-3,109)","40,404","(+/-2,575)","38,230","(+/-2,769)","39,303","(+/-3,150)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","48,379","(+/-2,617)","49,533","(+/-3,194)","57,577","(+/-4,103)","49,197","(+/-3,259)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","17,886","(+/-1,727)","18,755","(+/-1,926)","36,186","(+/-2,781)","21,743","(+/-2,246)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","14,324","(+/-1,661)","13,884","(+/-1,737)","50,296","(+/-2,844)","18,727","(+/-1,897)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","64,211","(+/-1,424)","62,337","(+/-2,226)","95,141","(+/-3,122)","65,461","(+/-2,691)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","81,667","(+/-2,157)","79,276","(+/-1,738)","126,506","(+/-3,177)","87,059","(+/-2,611)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","704,526","(+/-2,593)","704,324","(+/-7,689)","743,600","(+/-6,609)","724,171","(+/-2,549)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","644,434","(+/-6,087)","632,023","(+/-7,930)","701,280","(+/-7,776)","658,582","(+/-6,516)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","520,977","(+/-8,848)","476,772","(+/-8,927)","604,591","(+/-8,024)","504,182","(+/-9,676)"
Socioeconomic,"Health Insurance Coverage","With public coverage","220,010","(+/-7,152)","265,769","(+/-8,374)","176,541","(+/-6,932)","248,385","(+/-7,337)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","60,092","(+/-5,478)","72,301","(+/-5,603)","42,320","(+/-3,846)","65,589","(+/-6,145)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","172,134","(+/-2,810)","179,455","(+/-4,283)","185,126","(+/-4,049)","189,439","(+/-1,650)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","10,406","(+/-2,118)","12,581","(+/-2,777)","6,907","(+/-1,981)","10,655","(+/-2,744)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.3,(+/-1.2),9.0,(+/-1.3),4.7,(+/-0.8),8.6,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.9,(+/-2.1),13.1,(+/-2.2),6.9,(+/-1.5),13.7,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.3,(+/-5.3),10.8,(+/-4.5),5.1,(+/-2.9),17.4,(+/-6.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.7,(+/-1.1),4.9,(+/-1.1),2.0,(+/-0.5),4.8,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.3,(+/-2.3),6.2,(+/-1.6),2.0,(+/-0.8),6.4,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.0,(+/-4.6),5.1,(+/-3.7),1.2,(+/-1.4),3.4,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.3,(+/-4.3),26.3,(+/-4.7),20.7,(+/-5.2),25.9,(+/-4.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",29.1,(+/-5.1),32.4,(+/-6.5),27.5,(+/-7.0),35.7,(+/-6.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",36.1,(+/-16.7),40.1,(+/-17.3),29.0,(+/-19.6),53.3,(+/-13.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.1,(+/-1.2),12.3,(+/-1.1),6.9,(+/-0.7),12.7,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",14.3,(+/-2.3),13.6,(+/-2.2),7.3,(+/-1.6),17.6,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",14.0,(+/-2.3),13.1,(+/-2.2),6.7,(+/-1.6),17.0,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",17.6,(+/-3.8),13.6,(+/-3.5),5.0,(+/-2.1),22.2,(+/-4.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.8,(+/-2.5),12.9,(+/-2.3),7.2,(+/-1.9),15.3,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.7,(+/-1.1),11.9,(+/-0.9),6.7,(+/-0.6),11.2,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.7,(+/-1.5),10.7,(+/-1.4),7.9,(+/-1.2),8.6,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.7,(+/-1.3),9.0,(+/-1.2),4.5,(+/-0.9),10.0,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.2,(+/-2.2),25.8,(+/-1.9),16.7,(+/-1.5),23.5,(+/-2.2)
Education,"School Enrollment","Population 3 years and over enrolled in school","202,758","(+/-4,842)","174,931","(+/-4,444)","185,248","(+/-5,191)","184,031","(+/-4,250)"
Education,"School Enrollment","Nursery school, preschool","10,997","(+/-1,514)","11,581","(+/-1,846)","13,322","(+/-1,794)","10,102","(+/-1,547)"
Education,"School Enrollment",Kindergarten,"8,397","(+/-1,553)","9,605","(+/-1,958)","9,068","(+/-1,865)","8,467","(+/-1,630)"
Education,"School Enrollment","Elementary school (grades 1-8)","73,853","(+/-2,959)","74,474","(+/-3,009)","79,900","(+/-2,740)","82,722","(+/-2,511)"
Education,"School Enrollment","High school (grades 9-12)","39,861","(+/-1,929)","40,064","(+/-2,150)","44,611","(+/-2,288)","41,829","(+/-1,763)"
Education,"School Enrollment","College or graduate school","69,650","(+/-3,664)","39,207","(+/-3,289)","38,347","(+/-3,490)","40,911","(+/-3,547)"
Education,"Educational Attainment","Population 25 years and over","468,955","(+/-3,506)","483,821","(+/-4,582)","511,746","(+/-3,274)","491,730","(+/-1,750)"
Education,"Educational Attainment","Less than 9th grade","20,706","(+/-2,351)","16,326","(+/-1,937)","10,988","(+/-1,723)","16,545","(+/-2,451)"
Education,"Educational Attainment","9th to 12th grade, no diploma","28,105","(+/-3,389)","27,620","(+/-2,577)","13,872","(+/-2,160)","28,568","(+/-2,703)"
Education,"Educational Attainment","High school graduate (includes equivalency)","119,353","(+/-4,324)","148,250","(+/-6,205)","90,325","(+/-4,982)","132,727","(+/-5,070)"
Education,"Educational Attainment","Some college, no degree","104,791","(+/-4,759)","110,820","(+/-4,627)","91,121","(+/-5,316)","113,232","(+/-5,377)"
Education,"Educational Attainment","Associate's degree","50,478","(+/-2,947)","44,039","(+/-3,244)","39,686","(+/-2,953)","47,987","(+/-3,744)"
Education,"Educational Attainment","Bachelor's degree","91,769","(+/-4,632)","83,929","(+/-4,615)","164,609","(+/-4,591)","98,658","(+/-5,056)"
Education,"Educational Attainment","Graduate or professional degree","53,753","(+/-3,297)","52,837","(+/-3,969)","101,145","(+/-5,103)","54,013","(+/-3,649)"
Education,"Educational Attainment","Percent high school graduate or higher",89.6,(+/-0.8),90.9,(+/-0.7),95.1,(+/-0.5),90.8,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",31.0,(+/-1.2),28.3,(+/-1.1),51.9,(+/-1.4),31.0,(+/-1.1)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","249,556",G,"232,650",G,"403,564",G,"285,220",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",501,H,218,G,28,G,108,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","2,571",G,873,G,293,G,"1,377",G
Business,"Paid employees for pay period including March 12",Utilities,"2,394",G,"3,069",H,587,G,"1,454",G
Business,"Paid employees for pay period including March 12",Construction,"12,887",G,"14,575",G,"25,463",G,"17,534",G
Business,"Paid employees for pay period including March 12",Manufacturing,"43,402",G,"41,438",G,"30,029",G,"52,409",G
Business,"Paid employees for pay period including March 12","Wholesale trade","13,175",G,"9,682",G,"27,090",G,"11,658",G
Business,"Paid employees for pay period including March 12","Retail trade","36,993",G,"29,403",G,"42,576",G,"35,035",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","8,593",G,"10,844",H,"33,872",G,"11,664",G
Business,"Paid employees for pay period including March 12",Information,"4,186",H,"3,270",G,"11,744",H,"5,169",G
Business,"Paid employees for pay period including March 12","Finance and insurance","9,823",G,"10,629",G,"32,657",G,"9,071",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,936",G,"2,723",G,"6,437",G,"3,588",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","8,814",G,"7,415",G,"39,619",G,"12,896",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","2,386",G,"2,276",H,"10,158",G,"7,625",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","8,577",G,"10,157",G,"27,439",G,"15,144",G
Business,"Paid employees for pay period including March 12","Educational services","3,277",G,"4,901",G,"6,059",G,"6,182",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","44,002",G,"45,832",G,"55,792",G,"46,464",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,355",G,"2,556",G,"5,696",G,"4,238",H
Business,"Paid employees for pay period including March 12","Accommodation and food services","29,739",G,"22,283",G,"32,662",G,"31,405",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","11,918",G,"10,487",G,"15,349",G,"12,174",G
Business,"Paid employees for pay period including March 12","Industries not classified",27,J,19,J,14,J,25,J
Business,"Annual payroll ($1,000)","Total for all sectors","11,568,801",G,"11,438,248",G,"26,153,950",G,"15,220,385",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","27,655",G,"12,033",H,773,G,"5,143",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","163,738",G,"48,949",G,"17,622",G,"99,479",G
Business,"Annual payroll ($1,000)",Utilities,"243,478",G,"325,367",H,"80,426",G,"125,747",G
Business,"Annual payroll ($1,000)",Construction,"731,321",G,"1,035,961",H,"1,854,608",G,"1,067,161",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,870,705",G,"2,481,123",G,"2,296,645",G,"3,879,345",G
Business,"Annual payroll ($1,000)","Wholesale trade","787,710",G,"629,422",G,"2,195,766",G,"903,124",G
Business,"Annual payroll ($1,000)","Retail trade","1,112,501",G,"905,125",G,"1,523,532",G,"1,172,750",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","465,242",G,"591,203",H,"1,650,194",G,"678,022",G
Business,"Annual payroll ($1,000)",Information,"241,870",H,"194,667",G,"1,444,431",H,"281,093",G
Business,"Annual payroll ($1,000)","Finance and insurance","621,564",G,"821,504",G,"3,022,791",G,"654,622",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","127,255",G,"117,706",G,"384,813",G,"168,558",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","522,760",G,"444,175",G,"3,723,807",G,"878,404",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","192,346",G,"202,732",G,"1,199,983",G,"1,063,689",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","317,926",G,"363,108",G,"1,527,167",G,"559,692",G
Business,"Annual payroll ($1,000)","Educational services","77,208",G,"126,622",G,"227,820",G,"204,513",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,101,872",G,"2,300,269",G,"3,521,707",G,"2,405,243",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","63,655",G,"59,197",G,"158,336",G,"94,013",H
Business,"Annual payroll ($1,000)","Accommodation and food services","534,184",G,"417,050",G,"752,572",G,"608,476",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","365,112",G,"360,949",G,"569,903",G,"370,787",G
Business,"Annual payroll ($1,000)","Industries not classified",699,H,"1,086",H,"1,054",H,524,G
Business,"Total Establishments","Total for all sectors","20,706",X,"15,536",X,"21,523",X,"17,554",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",108,X,36,X,13,X,30,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",393,X,108,X,46,X,243,X
Business,"Total Establishments",Utilities,136,X,71,X,15,X,47,X
Business,"Total Establishments",Construction,"2,035",X,"1,536",X,"2,075",X,"1,684",X
Business,"Total Establishments",Manufacturing,729,X,676,X,552,X,742,X
Business,"Total Establishments","Wholesale trade","1,310",X,652,X,"1,325",X,812,X
Business,"Total Establishments","Retail trade","2,934",X,"2,225",X,"2,134",X,"2,283",X
Business,"Total Establishments","Transportation and warehousing",957,X,604,X,670,X,575,X
Business,"Total Establishments",Information,408,X,259,X,448,X,256,X
Business,"Total Establishments","Finance and insurance","1,523",X,"1,126",X,"1,901",X,"1,237",X
Business,"Total Establishments","Real estate and rental and leasing",797,X,646,X,"1,328",X,831,X
Business,"Total Establishments","Professional, scientific, and technical services","1,422",X,"1,097",X,"3,029",X,"1,462",X
Business,"Total Establishments","Management of companies and enterprises",80,X,134,X,228,X,132,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",804,X,692,X,"1,349",X,901,X
Business,"Total Establishments","Educational services",176,X,139,X,287,X,167,X
Business,"Total Establishments","Health care and social assistance","2,173",X,"1,975",X,"2,522",X,"2,351",X
Business,"Total Establishments","Arts, entertainment, and recreation",315,X,205,X,331,X,236,X
Business,"Total Establishments","Accommodation and food services","1,871",X,"1,481",X,"1,522",X,"1,660",X
Business,"Total Establishments","Other services (except public administration)","2,514",X,"1,849",X,"1,735",X,"1,882",X
Business,"Total Establishments","Industries not classified",21,X,25,X,13,X,23,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
