Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","12,168","(+/-1,562)","11,239","(+/-1,640)","10,230","(+/-1,804)","10,663","(+/-1,234)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","25,380","(+/-2,383)","21,986","(+/-2,212)","21,003","(+/-2,741)","22,107","(+/-2,054)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","25,994","(+/-2,671)","27,259","(+/-2,497)","26,276","(+/-2,998)","27,529","(+/-2,415)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","37,192","(+/-2,505)","43,172","(+/-2,725)","40,162","(+/-3,845)","42,186","(+/-3,026)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","58,094","(+/-3,637)","61,496","(+/-3,481)","55,791","(+/-3,564)","62,457","(+/-3,082)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","47,697","(+/-3,285)","49,032","(+/-3,203)","46,917","(+/-3,409)","45,321","(+/-3,055)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","62,615","(+/-3,396)","57,806","(+/-3,593)","59,819","(+/-3,975)","58,050","(+/-3,214)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","26,237","(+/-2,346)","27,027","(+/-1,954)","32,519","(+/-2,558)","24,960","(+/-1,887)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","23,976","(+/-2,036)","21,577","(+/-2,041)","33,676","(+/-3,338)","21,006","(+/-1,952)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","71,659","(+/-2,019)","69,384","(+/-2,149)","77,054","(+/-2,784)","68,428","(+/-1,983)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","93,444","(+/-2,562)","89,131","(+/-2,174)","104,078","(+/-3,423)","88,922","(+/-2,153)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","785,978","(+/-1,772)","781,120","(+/-1,714)","811,468","(+/-2,634)","783,482","(+/-2,435)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","749,630","(+/-4,940)","749,693","(+/-5,297)","763,023","(+/-5,713)","740,952","(+/-4,646)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","580,888","(+/-9,952)","566,940","(+/-9,638)","577,619","(+/-10,480)","544,486","(+/-8,637)"
Socioeconomic,"Health Insurance Coverage","With public coverage","282,992","(+/-7,581)","305,354","(+/-7,921)","293,863","(+/-8,881)","312,472","(+/-7,274)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","36,348","(+/-4,765)","31,427","(+/-4,475)","48,445","(+/-5,196)","42,530","(+/-3,951)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","185,235","(+/-1,860)","184,683","(+/-2,499)","206,287","(+/-2,014)","191,077","(+/-2,162)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","5,748","(+/-2,138)","4,865","(+/-1,963)","9,285","(+/-2,254)","6,225","(+/-1,396)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.5,(+/-1.0),5.7,(+/-0.8),7.7,(+/-1.0),6.7,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.9,(+/-1.7),8.5,(+/-1.4),13.0,(+/-2.0),11.1,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.6,(+/-4.6),8.0,(+/-3.9),8.5,(+/-3.9),8.3,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.8,(+/-0.8),2.7,(+/-0.6),4.1,(+/-0.9),3.4,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.5,(+/-1.3),2.9,(+/-0.9),6.0,(+/-2.0),3.6,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.7,(+/-2.1),1.4,(+/-1.2),5.3,(+/-4.5),3.7,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",26.4,(+/-4.2),20.4,(+/-3.7),22.0,(+/-3.8),23.2,(+/-4.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",34.1,(+/-5.5),26.4,(+/-5.5),31.7,(+/-5.5),32.2,(+/-5.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",52.7,(+/-17.0),34.3,(+/-17.5),15.6,(+/-9.5),43.3,(+/-14.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.7,(+/-0.8),10.1,(+/-0.8),11.4,(+/-1.0),12.0,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.5,(+/-1.8),10.6,(+/-1.7),15.2,(+/-2.2),15.6,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",12.3,(+/-1.7),10.0,(+/-1.7),14.8,(+/-2.1),15.0,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.0,(+/-2.7),11.6,(+/-2.3),17.4,(+/-3.8),17.8,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.7,(+/-2.0),9.4,(+/-1.8),13.9,(+/-2.3),14.0,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.4,(+/-0.8),10.0,(+/-0.8),10.2,(+/-0.8),10.9,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.5,(+/-1.1),8.4,(+/-1.0),10.3,(+/-1.5),10.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.5,(+/-0.9),6.0,(+/-0.8),9.0,(+/-1.2),8.0,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.7,(+/-1.8),24.0,(+/-1.9),19.9,(+/-1.6),25.4,(+/-1.8)
Education,"School Enrollment","Population 3 years and over enrolled in school","199,243","(+/-4,424)","186,070","(+/-3,932)","195,089","(+/-3,694)","203,256","(+/-4,151)"
Education,"School Enrollment","Nursery school, preschool","10,943","(+/-1,545)","13,286","(+/-1,475)","14,786","(+/-2,156)","11,989","(+/-1,394)"
Education,"School Enrollment",Kindergarten,"8,519","(+/-1,329)","9,950","(+/-1,477)","10,668","(+/-1,953)","11,184","(+/-1,361)"
Education,"School Enrollment","Elementary school (grades 1-8)","81,359","(+/-2,337)","77,384","(+/-2,157)","89,121","(+/-2,654)","81,626","(+/-2,518)"
Education,"School Enrollment","High school (grades 9-12)","38,771","(+/-1,743)","42,599","(+/-2,279)","44,788","(+/-1,939)","42,718","(+/-1,991)"
Education,"School Enrollment","College or graduate school","59,651","(+/-3,242)","42,851","(+/-3,060)","35,726","(+/-3,539)","55,739","(+/-2,579)"
Education,"Educational Attainment","Population 25 years and over","541,088","(+/-2,349)","543,113","(+/-2,563)","553,281","(+/-2,364)","528,943","(+/-2,985)"
Education,"Educational Attainment","Less than 9th grade","9,704","(+/-1,604)","11,395","(+/-1,886)","24,862","(+/-3,188)","16,372","(+/-1,777)"
Education,"Educational Attainment","9th to 12th grade, no diploma","19,979","(+/-2,195)","18,572","(+/-1,953)","21,505","(+/-3,029)","23,099","(+/-2,277)"
Education,"Educational Attainment","High school graduate (includes equivalency)","163,907","(+/-5,413)","176,746","(+/-5,926)","142,616","(+/-5,900)","165,341","(+/-4,554)"
Education,"Educational Attainment","Some college, no degree","106,654","(+/-4,498)","102,928","(+/-5,052)","101,754","(+/-4,400)","112,529","(+/-3,999)"
Education,"Educational Attainment","Associate's degree","64,770","(+/-3,581)","72,655","(+/-3,930)","58,039","(+/-3,939)","69,498","(+/-3,350)"
Education,"Educational Attainment","Bachelor's degree","113,067","(+/-5,129)","107,947","(+/-5,337)","135,374","(+/-5,626)","96,326","(+/-3,854)"
Education,"Educational Attainment","Graduate or professional degree","63,007","(+/-3,074)","52,870","(+/-3,929)","69,131","(+/-4,676)","45,778","(+/-2,759)"
Education,"Educational Attainment","Percent high school graduate or higher",94.5,(+/-0.5),94.5,(+/-0.5),91.6,(+/-0.8),92.5,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",32.5,(+/-0.9),29.6,(+/-1.2),37.0,(+/-1.3),26.9,(+/-0.8)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","310,994",G,"343,042",G,"391,971",G,"292,200",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",406,J,571,H,250,H,"1,254",H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",560,H,777,G,319,G,460,J
Business,"Paid employees for pay period including March 12",Utilities,"2,034",H,"1,321",G,"2,109",J,"2,224",H
Business,"Paid employees for pay period including March 12",Construction,"16,198",G,"17,589",G,"20,886",G,"15,392",G
Business,"Paid employees for pay period including March 12",Manufacturing,"60,341",G,"64,422",G,"35,301",G,"61,450",G
Business,"Paid employees for pay period including March 12","Wholesale trade","12,464",G,"17,115",G,"20,058",G,"17,120",G
Business,"Paid employees for pay period including March 12","Retail trade","43,803",G,"47,579",G,"48,156",G,"41,801",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","12,079",G,"18,908",G,"19,941",G,"15,919",G
Business,"Paid employees for pay period including March 12",Information,"10,928",G,"6,049",G,"8,746",G,"5,187",G
Business,"Paid employees for pay period including March 12","Finance and insurance","10,517",G,"18,353",G,"56,895",G,"9,168",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,031",G,"2,927",G,"5,760",G,"3,495",H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","11,086",G,"16,108",G,"25,554",G,"8,329",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","4,506",H,"5,051",G,"12,295",H,"2,789",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","15,487",G,"16,157",G,"21,440",G,"9,422",G
Business,"Paid employees for pay period including March 12","Educational services","7,480",G,"10,129",G,"7,087",G,"6,248",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","54,568",G,"53,562",G,"55,747",G,"49,480",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","4,093",G,"4,909",G,"4,515",G,"3,294",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","30,505",G,"28,598",G,"32,469",G,"27,824",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,899",G,"12,861",G,"14,436",G,"11,321",G
Business,"Paid employees for pay period including March 12","Industries not classified",9,G,56,H,7,J,23,J
Business,"Annual payroll ($1,000)","Total for all sectors","15,438,991",G,"18,420,028",G,"24,246,393",G,"14,265,187",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","24,460",H,"40,520",H,"16,213",H,"84,309",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","33,794",H,"61,340",G,"18,395",G,"35,630",J
Business,"Annual payroll ($1,000)",Utilities,"175,047",H,"134,906",G,"260,251",J,"208,519",H
Business,"Annual payroll ($1,000)",Construction,"1,108,853",G,"1,306,540",G,"1,614,708",G,"1,023,576",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,992,687",G,"4,578,272",G,"2,217,589",G,"3,816,736",G
Business,"Annual payroll ($1,000)","Wholesale trade","797,992",G,"1,178,902",G,"1,421,892",G,"1,105,036",G
Business,"Annual payroll ($1,000)","Retail trade","1,347,213",G,"1,464,798",G,"1,552,685",G,"1,253,936",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","655,897",G,"995,842",G,"1,082,585",G,"869,284",G
Business,"Annual payroll ($1,000)",Information,"398,448",G,"442,906",G,"677,909",G,"333,895",G
Business,"Annual payroll ($1,000)","Finance and insurance","756,688",G,"1,502,210",G,"5,820,637",G,"627,302",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","140,720",G,"143,541",G,"370,088",G,"172,989",H
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","644,787",G,"1,250,709",G,"2,147,927",G,"494,664",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","460,920",H,"371,770",G,"1,133,762",H,"295,078",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","597,909",G,"709,061",G,"1,123,896",G,"354,972",G
Business,"Annual payroll ($1,000)","Educational services","252,622",H,"359,192",G,"217,639",G,"175,981",G
Business,"Annual payroll ($1,000)","Health care and social assistance","3,022,346",H,"2,845,011",G,"3,159,751",G,"2,437,427",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","83,046",G,"103,764",H,"98,228",G,"68,670",G
Business,"Annual payroll ($1,000)","Accommodation and food services","596,828",G,"535,923",G,"721,403",G,"550,951",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","347,808",G,"393,570",G,"589,306",G,"355,607",G
Business,"Annual payroll ($1,000)","Industries not classified",926,H,"1,251",H,"1,529",J,625,G
Business,"Total Establishments","Total for all sectors","19,489",X,"20,719",X,"21,301",X,"21,472",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",71,X,108,X,60,X,152,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",46,X,54,X,41,X,43,X
Business,"Total Establishments",Utilities,120,X,64,X,144,X,136,X
Business,"Total Establishments",Construction,"2,200",X,"2,235",X,"2,157",X,"2,423",X
Business,"Total Establishments",Manufacturing,837,X,992,X,595,X,994,X
Business,"Total Establishments","Wholesale trade",997,X,"1,228",X,"1,119",X,"1,328",X
Business,"Total Establishments","Retail trade","2,681",X,"2,902",X,"2,639",X,"2,924",X
Business,"Total Establishments","Transportation and warehousing",870,X,979,X,745,X,"1,451",X
Business,"Total Establishments",Information,338,X,389,X,425,X,404,X
Business,"Total Establishments","Finance and insurance","1,243",X,"1,441",X,"1,687",X,"1,455",X
Business,"Total Establishments","Real estate and rental and leasing",812,X,795,X,"1,151",X,773,X
Business,"Total Establishments","Professional, scientific, and technical services","1,440",X,"1,380",X,"2,187",X,"1,352",X
Business,"Total Establishments","Management of companies and enterprises",116,X,123,X,175,X,84,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",941,X,989,X,"1,125",X,934,X
Business,"Total Establishments","Educational services",189,X,219,X,236,X,175,X
Business,"Total Establishments","Health care and social assistance","2,160",X,"2,326",X,"2,309",X,"2,121",X
Business,"Total Establishments","Arts, entertainment, and recreation",366,X,378,X,368,X,375,X
Business,"Total Establishments","Accommodation and food services","1,925",X,"1,817",X,"1,856",X,"1,833",X
Business,"Total Establishments","Other services (except public administration)","2,123",X,"2,279",X,"2,268",X,"2,493",X
Business,"Total Establishments","Industries not classified",14,X,21,X,14,X,22,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
