Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","2,403","(+/-1,148)","3,775","(+/-1,051)","6,105","(+/-1,106)","10,417","(+/-1,760)","1,805",(+/-685),"13,823","(+/-1,747)","3,811",(+/-828),"10,480","(+/-1,513)"
Workers,Industry,Construction,"15,015","(+/-2,304)","21,899","(+/-2,357)","34,249","(+/-3,480)","31,318","(+/-2,747)","25,383","(+/-3,399)","26,545","(+/-2,893)","27,459","(+/-3,330)","27,890","(+/-2,517)"
Workers,Industry,Manufacturing,"34,233","(+/-3,734)","46,628","(+/-3,217)","40,158","(+/-3,601)","40,498","(+/-3,097)","36,031","(+/-3,817)","51,309","(+/-3,291)","48,278","(+/-3,746)","42,990","(+/-3,236)"
Workers,Industry,"Wholesale trade","7,120","(+/-1,647)","10,736","(+/-2,038)","7,483","(+/-1,538)","7,185","(+/-1,530)","8,933","(+/-1,631)","7,844","(+/-1,443)","9,051","(+/-1,980)","8,080","(+/-1,437)"
Workers,Industry,"Retail trade","36,635","(+/-3,598)","41,705","(+/-3,859)","44,082","(+/-3,656)","47,144","(+/-3,785)","43,498","(+/-3,905)","43,917","(+/-3,055)","50,243","(+/-4,099)","43,256","(+/-2,869)"
Workers,Industry,"Transportation and warehousing, and utilities","24,237","(+/-3,973)","14,608","(+/-2,492)","18,798","(+/-2,626)","21,329","(+/-2,711)","24,575","(+/-3,025)","26,732","(+/-2,754)","24,392","(+/-2,599)","21,961","(+/-2,270)"
Workers,Industry,Information,"8,279","(+/-2,722)","8,753","(+/-1,701)","6,133","(+/-1,450)","4,226","(+/-1,148)","7,608","(+/-1,525)","4,618","(+/-1,002)","5,968","(+/-1,531)","4,423","(+/-1,189)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","27,639","(+/-3,224)","42,463","(+/-3,438)","31,860","(+/-2,973)","20,702","(+/-2,801)","33,459","(+/-3,111)","24,480","(+/-2,402)","22,878","(+/-2,956)","20,422","(+/-2,256)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","55,785","(+/-4,917)","57,900","(+/-3,416)","36,361","(+/-3,522)","29,883","(+/-3,009)","53,221","(+/-4,219)","35,333","(+/-2,805)","36,722","(+/-3,010)","27,811","(+/-2,787)"
Workers,Industry,"Educational services, and health care and social assistance","110,401","(+/-6,008)","95,822","(+/-4,740)","92,408","(+/-4,451)","86,560","(+/-4,781)","92,310","(+/-4,463)","85,224","(+/-4,683)","87,780","(+/-5,363)","90,500","(+/-4,716)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","33,313","(+/-3,664)","31,632","(+/-3,528)","31,862","(+/-2,803)","26,707","(+/-2,967)","32,535","(+/-3,693)","25,296","(+/-2,517)","37,185","(+/-2,620)","29,571","(+/-3,492)"
Workers,Industry,"Other services, except public administration","21,364","(+/-3,170)","18,556","(+/-2,276)","21,888","(+/-2,186)","16,938","(+/-1,828)","18,096","(+/-2,600)","17,945","(+/-2,027)","18,328","(+/-2,517)","17,844","(+/-2,333)"
Workers,Industry,"Public administration","11,995","(+/-2,028)","8,701","(+/-1,393)","23,591","(+/-2,513)","17,766","(+/-2,219)","20,012","(+/-2,594)","17,825","(+/-2,101)","11,197","(+/-1,742)","17,225","(+/-1,836)"
Workers,"Class of Worker","Civilian employed population 16 years and over","388,419","(+/-8,358)","403,178","(+/-8,354)","394,978","(+/-8,846)","360,673","(+/-8,224)","397,466","(+/-6,989)","380,891","(+/-6,710)","383,292","(+/-6,422)","362,453","(+/-6,623)"
Workers,"Class of Worker","Private wage and salary workers","323,964","(+/-8,575)","348,786","(+/-8,084)","309,059","(+/-9,128)","272,748","(+/-7,753)","324,515","(+/-6,459)","304,415","(+/-6,620)","318,754","(+/-6,933)","284,708","(+/-6,292)"
Workers,"Class of Worker","Government workers","42,503","(+/-3,960)","35,391","(+/-3,266)","64,752","(+/-4,495)","59,595","(+/-4,181)","52,550","(+/-4,203)","52,378","(+/-3,952)","43,322","(+/-3,085)","53,379","(+/-3,519)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","20,988","(+/-4,151)","18,676","(+/-2,120)","20,300","(+/-2,426)","27,297","(+/-2,517)","19,831","(+/-3,317)","22,382","(+/-1,937)","20,491","(+/-2,497)","23,821","(+/-2,379)"
Workers,"Class of Worker","Unpaid family workers",964,(+/-686),325,(+/-208),867,(+/-628),"1,033",(+/-492),570,(+/-472),"1,716",(+/-762),725,(+/-352),545,(+/-350)
Housing,"Housing Occupancy","Total housing units","395,330","(+/-3,844)","323,527","(+/-4,702)","346,498","(+/-3,757)","361,855","(+/-3,497)","363,765","(+/-3,192)","344,384","(+/-2,723)","359,227","(+/-1,483)","349,854","(+/-2,045)"
Housing,"Housing Occupancy","Occupied housing units","351,004","(+/-5,059)","310,465","(+/-4,733)","311,286","(+/-4,275)","309,138","(+/-3,999)","334,885","(+/-4,146)","304,437","(+/-4,106)","327,065","(+/-3,201)","307,991","(+/-4,075)"
Housing,"Housing Occupancy","Vacant housing units","44,326","(+/-4,435)","13,062","(+/-2,280)","35,212","(+/-2,917)","52,717","(+/-4,005)","28,880","(+/-3,078)","39,947","(+/-3,475)","32,162","(+/-2,965)","41,863","(+/-3,801)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,(+/-0.5),0.6,(+/-0.3),0.6,(+/-0.3),0.6,(+/-0.3),0.5,(+/-0.3),1.0,(+/-0.4),0.5,(+/-0.3),1.0,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",5.9,(+/-1.2),3.1,(+/-1.5),6.2,(+/-1.6),6.3,(+/-1.7),3.3,(+/-0.8),5.4,(+/-1.5),3.2,(+/-1.0),4.1,(+/-1.2)
Housing,"Housing Tenure","Occupied housing units","351,004","(+/-5,059)","310,465","(+/-4,733)","311,286","(+/-4,275)","309,138","(+/-3,999)","334,885","(+/-4,146)","304,437","(+/-4,106)","327,065","(+/-3,201)","307,991","(+/-4,075)"
Housing,"Housing Tenure",Owner-occupied,"197,990","(+/-5,237)","241,695","(+/-5,082)","234,499","(+/-4,490)","222,331","(+/-4,372)","198,478","(+/-4,751)","226,265","(+/-4,303)","215,311","(+/-4,645)","221,472","(+/-4,271)"
Housing,"Housing Tenure",Renter-occupied,"153,014","(+/-5,832)","68,770","(+/-4,321)","76,787","(+/-4,140)","86,807","(+/-3,763)","136,407","(+/-4,682)","78,172","(+/-3,630)","111,754","(+/-4,651)","86,519","(+/-3,995)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.19,(+/-0.06),2.57,(+/-0.04),2.53,(+/-0.03),2.57,(+/-0.04),2.41,(+/-0.05),2.65,(+/-0.04),2.51,(+/-0.04),2.57,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.86,(+/-0.06),1.94,(+/-0.09),2.07,(+/-0.08),2.21,(+/-0.09),1.99,(+/-0.06),2.07,(+/-0.08),2.09,(+/-0.07),2.20,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units","351,004","(+/-5,059)","310,465","(+/-4,733)","311,286","(+/-4,275)","309,138","(+/-3,999)","334,885","(+/-4,146)","304,437","(+/-4,106)","327,065","(+/-3,201)","307,991","(+/-4,075)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","104,112","(+/-6,025)","62,749","(+/-3,705)","75,016","(+/-4,090)","80,742","(+/-3,539)","101,873","(+/-4,638)","68,483","(+/-3,624)","94,227","(+/-4,420)","72,094","(+/-3,804)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","66,861","(+/-5,012)","54,242","(+/-3,866)","57,544","(+/-3,554)","56,652","(+/-3,306)","66,878","(+/-4,549)","62,688","(+/-3,606)","67,080","(+/-3,443)","54,617","(+/-3,351)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","67,417","(+/-4,832)","78,526","(+/-4,338)","66,552","(+/-3,539)","67,684","(+/-3,711)","69,332","(+/-3,598)","69,259","(+/-3,378)","70,420","(+/-4,195)","67,918","(+/-3,651)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","47,193","(+/-3,540)","48,426","(+/-3,098)","51,987","(+/-3,439)","52,051","(+/-2,663)","44,111","(+/-3,334)","48,530","(+/-2,856)","48,688","(+/-3,467)","52,220","(+/-3,315)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","29,945","(+/-3,049)","38,259","(+/-2,710)","33,133","(+/-2,008)","29,857","(+/-2,701)","26,594","(+/-2,333)","27,426","(+/-1,816)","26,188","(+/-2,075)","30,571","(+/-2,491)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","35,476","(+/-2,857)","28,263","(+/-2,172)","27,054","(+/-2,150)","22,152","(+/-1,929)","26,097","(+/-1,782)","28,051","(+/-1,875)","20,462","(+/-2,231)","30,571","(+/-2,400)"
Housing,Value,"Owner-occupied units","197,990","(+/-5,237)","241,695","(+/-5,082)","234,499","(+/-4,490)","222,331","(+/-4,372)","198,478","(+/-4,751)","226,265","(+/-4,303)","215,311","(+/-4,645)","221,472","(+/-4,271)"
Housing,Value,"Less than $50,000","13,636","(+/-2,109)","7,739","(+/-1,365)","15,607","(+/-2,146)","18,294","(+/-2,069)","12,320","(+/-1,905)","19,900","(+/-2,050)","15,316","(+/-1,785)","21,146","(+/-2,185)"
Housing,Value,"$50,000 to $99,999","31,246","(+/-3,098)","6,247","(+/-1,344)","11,379","(+/-1,374)","21,823","(+/-2,228)","17,342","(+/-1,889)","23,919","(+/-1,887)","19,533","(+/-1,961)","27,022","(+/-2,275)"
Housing,Value,"$100,000 to $149,999","29,674","(+/-2,922)","11,366","(+/-1,821)","18,114","(+/-2,093)","26,685","(+/-2,449)","24,822","(+/-2,705)","27,140","(+/-2,246)","27,316","(+/-2,348)","33,556","(+/-2,845)"
Housing,Value,"$150,000 to $199,999","33,608","(+/-3,610)","23,641","(+/-2,324)","28,228","(+/-2,310)","32,173","(+/-2,393)","30,539","(+/-3,089)","29,295","(+/-2,112)","32,326","(+/-2,656)","39,228","(+/-2,953)"
Housing,Value,"$200,000 to $299,999","40,767","(+/-3,695)","53,891","(+/-3,567)","63,645","(+/-4,025)","53,763","(+/-3,166)","53,165","(+/-3,430)","48,639","(+/-2,960)","53,762","(+/-3,532)","46,923","(+/-3,089)"
Housing,Value,"$300,000 to $499,999","31,003","(+/-2,864)","83,163","(+/-4,099)","74,180","(+/-3,574)","48,634","(+/-2,834)","44,651","(+/-3,295)","52,878","(+/-3,167)","46,436","(+/-3,205)","39,497","(+/-2,461)"
Housing,Value,"$500,000 to $999,999","13,334","(+/-1,664)","46,806","(+/-2,529)","21,125","(+/-2,268)","18,602","(+/-1,834)","13,669","(+/-1,676)","21,898","(+/-2,344)","17,111","(+/-2,082)","12,689","(+/-1,873)"
Housing,Value,"$1,000,000 or more","4,722","(+/-1,440)","8,842","(+/-1,236)","2,221",(+/-641),"2,357",(+/-740),"1,970",(+/-664),"2,596",(+/-727),"3,511",(+/-825),"1,411",(+/-539)
Housing,Value,"Median (dollars)","186,100","(+/-6,050)","337,500","(+/-5,628)","268,500","(+/-6,054)","223,200","(+/-5,186)","223,600","(+/-5,807)","226,300","(+/-6,515)","220,900","(+/-5,387)","184,100","(+/-5,684)"
Housing,"Mortgage Status","Owner-occupied units","197,990","(+/-5,237)","241,695","(+/-5,082)","234,499","(+/-4,490)","222,331","(+/-4,372)","198,478","(+/-4,751)","226,265","(+/-4,303)","215,311","(+/-4,645)","221,472","(+/-4,271)"
Housing,"Mortgage Status","Housing units with a mortgage","126,312","(+/-5,809)","156,523","(+/-4,919)","144,330","(+/-3,918)","124,983","(+/-3,525)","121,130","(+/-4,682)","125,979","(+/-4,183)","125,609","(+/-4,527)","125,202","(+/-4,018)"
Housing,"Mortgage Status","Housing units without a mortgage","71,678","(+/-3,948)","85,172","(+/-4,358)","90,169","(+/-3,778)","97,348","(+/-3,686)","77,348","(+/-3,575)","100,286","(+/-3,802)","89,702","(+/-3,432)","96,270","(+/-3,638)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","126,312","(+/-5,809)","156,523","(+/-4,919)","144,330","(+/-3,918)","124,983","(+/-3,525)","121,130","(+/-4,682)","125,979","(+/-4,183)","125,609","(+/-4,527)","125,202","(+/-4,018)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,280",(+/-674),901,(+/-441),"1,491",(+/-422),"1,076",(+/-424),"1,196",(+/-652),"1,368",(+/-412),"1,919",(+/-716),"2,853",(+/-708)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","26,076","(+/-3,112)","14,543","(+/-2,148)","21,812","(+/-2,476)","27,151","(+/-2,206)","15,990","(+/-2,074)","24,638","(+/-2,217)","26,455","(+/-2,673)","36,864","(+/-2,991)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","43,460","(+/-3,885)","36,268","(+/-3,366)","48,409","(+/-3,447)","44,936","(+/-3,096)","38,106","(+/-3,392)","37,325","(+/-2,571)","50,990","(+/-3,759)","45,910","(+/-3,416)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","28,204","(+/-3,042)","37,329","(+/-3,185)","37,025","(+/-2,832)","26,314","(+/-2,345)","30,819","(+/-2,918)","29,135","(+/-2,555)","25,703","(+/-2,540)","22,200","(+/-2,268)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","11,927","(+/-2,034)","26,799","(+/-2,399)","19,460","(+/-2,106)","13,237","(+/-1,725)","17,759","(+/-2,006)","17,625","(+/-2,100)","9,681","(+/-1,602)","9,151","(+/-1,193)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","5,149","(+/-1,222)","16,759","(+/-1,963)","8,047","(+/-1,497)","6,555","(+/-1,212)","7,733","(+/-1,334)","7,960","(+/-1,526)","4,647","(+/-1,224)","3,934","(+/-1,020)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","10,216","(+/-1,633)","23,924","(+/-2,388)","8,086","(+/-1,490)","5,714",(+/-976),"9,527","(+/-1,488)","7,928","(+/-1,404)","6,214","(+/-1,140)","4,290","(+/-1,107)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,404",(+/-35),"1,841",(+/-41),"1,506",(+/-35),"1,369",(+/-28),"1,578",(+/-42),"1,495",(+/-36),"1,303",(+/-33),"1,234",(+/-29)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","71,678","(+/-3,948)","85,172","(+/-4,358)","90,169","(+/-3,778)","97,348","(+/-3,686)","77,348","(+/-3,575)","100,286","(+/-3,802)","89,702","(+/-3,432)","96,270","(+/-3,638)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","3,392",(+/-845),"2,627",(+/-839),"7,973","(+/-1,426)","11,199","(+/-1,366)","2,261",(+/-805),"6,520",(+/-869),"7,628","(+/-1,218)","14,386","(+/-1,870)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","10,450","(+/-1,821)","6,738",(+/-977),"17,153","(+/-1,933)","25,227","(+/-2,680)","11,655","(+/-1,727)","20,282","(+/-1,992)","21,648","(+/-1,947)","27,966","(+/-2,254)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","24,345","(+/-2,495)","22,301","(+/-2,302)","29,784","(+/-2,351)","32,597","(+/-2,421)","22,842","(+/-2,570)","33,941","(+/-2,561)","32,665","(+/-2,396)","33,576","(+/-2,703)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","17,876","(+/-2,338)","23,571","(+/-2,622)","21,206","(+/-1,920)","17,111","(+/-2,108)","19,534","(+/-2,209)","19,716","(+/-1,663)","16,654","(+/-2,075)","13,311","(+/-1,660)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","6,408","(+/-1,435)","13,016","(+/-1,704)","8,519","(+/-1,375)","5,703",(+/-950),"10,984","(+/-1,495)","10,890","(+/-1,489)","6,047","(+/-1,161)","3,117",(+/-816)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","9,207","(+/-1,548)","16,919","(+/-1,776)","5,534","(+/-1,173)","5,511",(+/-894),"10,072","(+/-1,418)","8,937","(+/-1,178)","5,060","(+/-1,017)","3,914","(+/-1,105)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",582,(+/-17),684,(+/-15),532,(+/-15),467,(+/-13),617,(+/-20),533,(+/-12),491,(+/-11),428,(+/-11)
Housing,"Gross Rent","Occupied units paying rent","147,921","(+/-5,958)","63,178","(+/-3,875)","71,496","(+/-4,051)","80,192","(+/-3,747)","131,223","(+/-4,554)","72,064","(+/-3,595)","106,245","(+/-4,479)","76,652","(+/-3,905)"
Housing,"Gross Rent","Less than $500","7,320","(+/-1,429)","1,072",(+/-455),"6,230",(+/-966),"8,400","(+/-1,351)","8,065","(+/-1,678)","10,334","(+/-1,477)","7,818","(+/-1,387)","13,848","(+/-1,916)"
Housing,"Gross Rent","$500 to $999","53,552","(+/-4,516)","19,506","(+/-2,458)","27,544","(+/-2,665)","35,854","(+/-3,073)","33,832","(+/-3,623)","33,379","(+/-2,752)","50,653","(+/-3,649)","45,360","(+/-2,808)"
Housing,"Gross Rent","$1,000 to $1,499","58,142","(+/-5,263)","23,122","(+/-2,303)","23,336","(+/-2,642)","25,920","(+/-2,583)","55,177","(+/-4,736)","17,689","(+/-2,008)","36,058","(+/-3,145)","13,014","(+/-1,806)"
Housing,"Gross Rent","$1,500 to $1,999","20,589","(+/-2,795)","12,215","(+/-1,975)","7,477","(+/-1,841)","7,504","(+/-1,454)","24,624","(+/-3,193)","7,128","(+/-1,358)","7,693","(+/-1,644)","3,707","(+/-1,398)"
Housing,"Gross Rent","$2,000 to $2,499","5,384","(+/-1,670)","3,531","(+/-1,220)","4,267","(+/-1,333)","1,817",(+/-719),"5,503","(+/-1,195)","2,255",(+/-848),"2,245",(+/-918),301,(+/-309)
Housing,"Gross Rent","$2,500 to $2,999",869,(+/-563),"1,456",(+/-658),781,(+/-513),177,(+/-145),"2,650","(+/-1,239)",854,(+/-400),896,(+/-784),166,(+/-137)
Housing,"Gross Rent","$3,000 or more","2,065",(+/-780),"2,276",(+/-718),"1,861",(+/-710),520,(+/-283),"1,372",(+/-625),425,(+/-268),882,(+/-392),256,(+/-198)
Housing,"Gross Rent","Median (dollars)","1,093",(+/-29),"1,205",(+/-36),"1,039",(+/-45),951,(+/-28),"1,195",(+/-25),904,(+/-29),956,(+/-23),776,(+/-26)
Housing,"Gross Rent","No rent paid","5,093","(+/-1,531)","5,592","(+/-1,527)","5,291","(+/-1,179)","6,615","(+/-1,202)","5,184","(+/-1,242)","6,108",(+/-946),"5,509",(+/-962),"9,867","(+/-1,445)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","351,004","(+/-5,059)","310,465","(+/-4,733)","311,286","(+/-4,275)","309,138","(+/-3,999)","334,885","(+/-4,146)","304,437","(+/-4,106)","327,065","(+/-3,201)","307,991","(+/-4,075)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","23,270","(+/-3,164)","8,089","(+/-1,496)","14,271","(+/-1,787)","14,855","(+/-1,879)","20,599","(+/-2,810)","13,585","(+/-1,613)","14,683","(+/-2,053)","16,878","(+/-1,863)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","17,118","(+/-2,305)","6,560","(+/-1,397)","8,258","(+/-1,315)","12,147","(+/-1,603)","11,958","(+/-1,824)","10,086","(+/-1,479)","13,007","(+/-1,963)","13,916","(+/-1,880)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","28,694","(+/-3,332)","10,288","(+/-1,583)","21,269","(+/-2,693)","23,225","(+/-2,551)","21,005","(+/-2,736)","21,797","(+/-2,080)","28,625","(+/-2,759)","29,721","(+/-2,773)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","28,047","(+/-3,990)","17,059","(+/-2,424)","19,901","(+/-2,276)","28,186","(+/-2,515)","26,209","(+/-3,748)","24,576","(+/-2,196)","32,594","(+/-2,978)","27,836","(+/-2,253)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","46,934","(+/-4,201)","30,274","(+/-2,922)","33,056","(+/-2,629)","40,088","(+/-3,361)","42,561","(+/-3,013)","34,223","(+/-2,509)","46,536","(+/-3,547)","42,245","(+/-2,988)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","63,668","(+/-4,513)","45,094","(+/-3,739)","53,979","(+/-3,731)","57,142","(+/-3,533)","64,695","(+/-5,376)","55,288","(+/-3,327)","61,212","(+/-4,180)","56,819","(+/-3,319)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","40,259","(+/-3,747)","40,692","(+/-2,722)","43,290","(+/-2,990)","45,636","(+/-3,142)","43,085","(+/-3,680)","39,647","(+/-2,376)","41,594","(+/-3,203)","41,039","(+/-3,289)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","52,964","(+/-4,621)","61,486","(+/-3,908)","62,585","(+/-3,857)","53,214","(+/-3,061)","56,487","(+/-3,826)","56,248","(+/-3,505)","52,233","(+/-3,530)","46,344","(+/-3,192)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","21,891","(+/-2,864)","33,213","(+/-3,102)","27,443","(+/-2,725)","20,036","(+/-1,972)","26,201","(+/-2,733)","24,849","(+/-2,369)","18,450","(+/-2,134)","18,103","(+/-2,181)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","28,159","(+/-3,042)","57,710","(+/-3,104)","27,234","(+/-2,488)","14,609","(+/-1,550)","22,085","(+/-2,335)","24,138","(+/-2,145)","18,131","(+/-2,414)","15,090","(+/-1,639)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","61,562","(+/-1,987)","97,483","(+/-3,464)","77,614","(+/-2,385)","64,293","(+/-1,714)","65,761","(+/-1,436)","71,515","(+/-1,496)","60,685","(+/-1,149)","60,102","(+/-1,783)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","88,143","(+/-3,113)","134,476","(+/-3,424)","97,323","(+/-2,295)","81,536","(+/-1,543)","88,664","(+/-2,869)","93,640","(+/-2,244)","84,004","(+/-3,467)","78,110","(+/-2,163)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","733,283","(+/-10,341)","757,118","(+/-12,060)","768,130","(+/-10,546)","763,709","(+/-8,559)","756,007","(+/-6,479)","767,629","(+/-6,496)","782,303","(+/-3,804)","766,357","(+/-5,643)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","683,805","(+/-11,185)","727,096","(+/-12,367)","725,265","(+/-10,029)","696,860","(+/-9,632)","682,137","(+/-9,813)","708,209","(+/-7,912)","706,655","(+/-6,993)","706,194","(+/-7,645)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","482,705","(+/-12,498)","600,441","(+/-12,228)","571,307","(+/-10,395)","505,046","(+/-10,497)","507,984","(+/-12,305)","546,875","(+/-10,316)","479,338","(+/-11,728)","473,255","(+/-11,464)"
Socioeconomic,"Health Insurance Coverage","With public coverage","275,366","(+/-12,163)","207,771","(+/-9,090)","247,768","(+/-6,198)","296,357","(+/-9,849)","254,778","(+/-10,536)","265,762","(+/-8,005)","316,513","(+/-10,001)","330,811","(+/-9,129)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","49,478","(+/-7,074)","30,022","(+/-4,073)","42,865","(+/-4,953)","66,849","(+/-6,504)","73,870","(+/-8,561)","59,420","(+/-5,158)","75,648","(+/-6,095)","60,163","(+/-5,235)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","162,525","(+/-5,830)","176,590","(+/-6,071)","170,638","(+/-5,562)","191,369","(+/-4,506)","178,298","(+/-4,521)","189,704","(+/-4,106)","187,258","(+/-2,423)","188,798","(+/-3,404)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","7,851","(+/-3,253)","4,057","(+/-1,464)","6,704","(+/-2,086)","13,734","(+/-3,101)","11,957","(+/-3,445)","13,884","(+/-2,746)","11,174","(+/-2,899)","8,152","(+/-2,161)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.2,(+/-1.8),3.8,(+/-0.7),6.2,(+/-0.9),8.3,(+/-1.1),8.6,(+/-1.4),6.4,(+/-0.7),9.9,(+/-1.2),9.0,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.6,(+/-3.6),4.9,(+/-1.3),9.1,(+/-1.8),11.6,(+/-1.8),13.7,(+/-2.7),8.7,(+/-1.3),14.4,(+/-2.2),13.8,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.5,(+/-6.7),3.3,(+/-2.1),9.0,(+/-4.2),7.6,(+/-3.0),7.6,(+/-3.1),8.0,(+/-3.3),14.2,(+/-5.3),18.2,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.1,(+/-1.6),2.4,(+/-0.6),3.7,(+/-0.9),5.3,(+/-1.0),4.9,(+/-1.1),4.0,(+/-0.7),6.1,(+/-1.1),5.1,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.3,(+/-3.8),2.5,(+/-1.2),4.1,(+/-1.7),6.5,(+/-1.7),6.4,(+/-2.0),4.1,(+/-1.2),8.3,(+/-2.1),6.8,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.1,(+/-1.7),1.6,(+/-2.0),4.1,(+/-2.7),1.0,(+/-1.1),5.5,(+/-3.4),2.1,(+/-1.7),8.4,(+/-5.3),7.9,(+/-4.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.7,(+/-4.3),11.2,(+/-3.9),17.8,(+/-4.2),22.8,(+/-4.1),20.0,(+/-4.0),18.5,(+/-3.7),24.4,(+/-4.2),25.1,(+/-3.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",30.9,(+/-6.1),15.2,(+/-5.7),22.3,(+/-5.6),27.3,(+/-5.9),27.2,(+/-6.0),25.7,(+/-5.5),28.9,(+/-5.5),33.9,(+/-6.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",24.2,(+/-14.4),9.0,(+/-13.1),48.2,(+/-24.0),29.6,(+/-17.4),13.1,(+/-9.5),35.1,(+/-16.1),34.2,(+/-14.4),44.3,(+/-14.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.4,(+/-1.7),6.0,(+/-0.8),10.3,(+/-0.9),12.6,(+/-1.1),12.3,(+/-1.3),10.2,(+/-0.6),13.7,(+/-1.1),14.3,(+/-1.1)
