Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","56,419","(+/-4,762)","50,824","(+/-4,227)","52,446","(+/-3,617)","56,067","(+/-3,815)","49,091","(+/-4,494)","55,212","(+/-4,492)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","67,871","(+/-5,302)","59,565","(+/-4,572)","66,673","(+/-4,978)","65,500","(+/-3,954)","60,079","(+/-3,609)","68,305","(+/-4,604)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","53,126","(+/-4,250)","48,719","(+/-4,028)","49,365","(+/-4,254)","51,757","(+/-3,281)","46,690","(+/-3,868)","46,548","(+/-4,256)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","27,703","(+/-2,494)","31,958","(+/-2,992)","25,023","(+/-2,665)","28,396","(+/-2,658)","27,285","(+/-2,685)","30,221","(+/-2,407)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","33,615","(+/-2,655)","37,941","(+/-2,869)","33,162","(+/-2,629)","37,396","(+/-3,028)","35,660","(+/-2,650)","24,548","(+/-2,296)"
Housing,Value,"Owner-occupied units","223,529","(+/-5,327)","179,837","(+/-5,513)","211,438","(+/-4,831)","215,415","(+/-4,825)","195,605","(+/-4,819)","222,399","(+/-5,556)"
Housing,Value,"Less than $50,000","10,381","(+/-1,700)","12,776","(+/-2,127)","25,675","(+/-2,929)","32,836","(+/-2,642)","26,226","(+/-2,822)","14,164","(+/-2,379)"
Housing,Value,"$50,000 to $99,999","14,209","(+/-1,807)","12,797","(+/-2,336)","23,485","(+/-2,489)","39,179","(+/-3,496)","32,733","(+/-2,748)","12,212","(+/-1,681)"
Housing,Value,"$100,000 to $149,999","15,016","(+/-2,103)","19,848","(+/-2,855)","25,760","(+/-2,752)","30,042","(+/-2,886)","27,763","(+/-2,709)","17,848","(+/-2,549)"
Housing,Value,"$150,000 to $199,999","27,085","(+/-2,985)","29,078","(+/-3,089)","27,357","(+/-3,035)","31,521","(+/-2,990)","28,817","(+/-3,128)","34,183","(+/-3,727)"
Housing,Value,"$200,000 to $299,999","60,012","(+/-3,500)","50,559","(+/-3,983)","55,741","(+/-4,090)","43,643","(+/-3,017)","41,558","(+/-3,239)","61,946","(+/-4,223)"
Housing,Value,"$300,000 to $499,999","63,596","(+/-4,140)","35,767","(+/-3,193)","41,790","(+/-3,817)","28,110","(+/-2,672)","29,861","(+/-2,859)","57,510","(+/-3,812)"
Housing,Value,"$500,000 to $999,999","27,364","(+/-2,449)","15,295","(+/-2,106)","9,490","(+/-1,959)","8,559","(+/-1,446)","7,095","(+/-1,422)","20,945","(+/-2,521)"
Housing,Value,"$1,000,000 or more","5,866",(+/-932),"3,717",(+/-816),"2,140",(+/-733),"1,525",(+/-562),"1,552",(+/-618),"3,591","(+/-1,202)"
Housing,Value,"Median (dollars)","274,700","(+/-5,895)","227,700","(+/-6,639)","205,500","(+/-7,425)","157,700","(+/-4,730)","168,300","(+/-5,449)","249,300","(+/-6,650)"
Housing,"Mortgage Status","Owner-occupied units","223,529","(+/-5,327)","179,837","(+/-5,513)","211,438","(+/-4,831)","215,415","(+/-4,825)","195,605","(+/-4,819)","222,399","(+/-5,556)"
Housing,"Mortgage Status","Housing units with a mortgage","128,998","(+/-6,043)","95,239","(+/-4,634)","100,753","(+/-4,261)","99,745","(+/-3,975)","89,968","(+/-4,199)","130,827","(+/-4,857)"
Housing,"Mortgage Status","Housing units without a mortgage","94,531","(+/-4,727)","84,598","(+/-4,209)","110,685","(+/-4,131)","115,670","(+/-4,340)","105,637","(+/-4,794)","91,572","(+/-4,433)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","128,998","(+/-6,043)","95,239","(+/-4,634)","100,753","(+/-4,261)","99,745","(+/-3,975)","89,968","(+/-4,199)","130,827","(+/-4,857)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",668,(+/-491),"1,175",(+/-803),510,(+/-352),"1,461",(+/-686),"1,577",(+/-580),593,(+/-383)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","10,571","(+/-1,743)","9,792","(+/-1,770)","16,284","(+/-2,327)","23,612","(+/-2,270)","22,358","(+/-2,412)","14,940","(+/-2,579)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","31,179","(+/-3,319)","25,819","(+/-3,336)","35,480","(+/-3,669)","32,822","(+/-2,740)","30,805","(+/-2,965)","40,929","(+/-3,657)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","33,078","(+/-3,017)","23,001","(+/-2,496)","27,215","(+/-3,373)","22,216","(+/-2,641)","17,899","(+/-2,242)","33,827","(+/-3,061)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","22,905","(+/-2,952)","13,920","(+/-2,308)","11,974","(+/-2,246)","10,485","(+/-1,910)","9,154","(+/-1,500)","19,232","(+/-2,508)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","12,727","(+/-2,140)","7,198","(+/-1,424)","4,490","(+/-1,300)","4,897","(+/-1,432)","3,800","(+/-1,127)","11,320","(+/-2,046)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","17,870","(+/-2,249)","14,334","(+/-2,220)","4,800","(+/-1,275)","4,252","(+/-1,308)","4,375","(+/-1,244)","9,986","(+/-1,575)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,809",(+/-49),"1,710",(+/-57),"1,474",(+/-48),"1,357",(+/-45),"1,314",(+/-43),"1,622",(+/-46)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","94,531","(+/-4,727)","84,598","(+/-4,209)","110,685","(+/-4,131)","115,670","(+/-4,340)","105,637","(+/-4,794)","91,572","(+/-4,433)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","12,154","(+/-1,503)","7,427","(+/-1,740)","22,091","(+/-2,480)","25,951","(+/-2,304)","18,937","(+/-2,270)","12,439","(+/-1,932)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","14,181","(+/-1,770)","18,254","(+/-2,231)","28,500","(+/-2,633)","36,452","(+/-2,467)","34,744","(+/-3,109)","20,517","(+/-2,411)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","22,767","(+/-2,857)","21,877","(+/-2,320)","32,974","(+/-2,660)","31,966","(+/-2,572)","30,005","(+/-2,705)","27,597","(+/-2,648)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","18,739","(+/-2,388)","14,977","(+/-1,971)","13,671","(+/-1,772)","10,319","(+/-1,615)","12,705","(+/-1,864)","17,867","(+/-2,720)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","9,691","(+/-1,689)","9,174","(+/-1,523)","4,747","(+/-1,108)","5,416","(+/-1,354)","5,171","(+/-1,147)","6,609","(+/-1,338)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","16,999","(+/-2,017)","12,889","(+/-1,770)","8,702","(+/-1,800)","5,566","(+/-1,116)","4,075",(+/-796),"6,543","(+/-1,377)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",585,(+/-19),547,(+/-26),427,(+/-13),383,(+/-10),397,(+/-12),491,(+/-19)
Housing,"Gross Rent","Occupied units paying rent","79,302","(+/-5,246)","118,105","(+/-5,256)","80,539","(+/-4,554)","88,475","(+/-4,243)","88,188","(+/-4,124)","73,946","(+/-4,855)"
Housing,"Gross Rent","Less than $500","3,155","(+/-1,067)","13,476","(+/-2,445)","7,934","(+/-1,829)","12,725","(+/-1,784)","12,536","(+/-2,051)","2,603","(+/-1,119)"
Housing,"Gross Rent","$500 to $999","19,880","(+/-3,016)","37,517","(+/-3,753)","36,222","(+/-3,439)","39,328","(+/-3,291)","46,778","(+/-3,871)","22,910","(+/-3,390)"
Housing,"Gross Rent","$1,000 to $1,499","33,918","(+/-4,147)","41,482","(+/-3,997)","27,952","(+/-3,397)","28,662","(+/-2,978)","21,834","(+/-2,760)","26,584","(+/-3,958)"
Housing,"Gross Rent","$1,500 to $1,999","12,390","(+/-2,513)","18,069","(+/-2,570)","5,265","(+/-1,624)","5,931","(+/-1,865)","5,248","(+/-1,543)","16,938","(+/-2,892)"
Housing,"Gross Rent","$2,000 to $2,499","6,333","(+/-1,681)","5,358","(+/-1,425)","2,506","(+/-1,221)","1,186",(+/-655),730,(+/-657),"2,522","(+/-1,018)"
Housing,"Gross Rent","$2,500 to $2,999","1,583",(+/-722),783,(+/-397),102,(+/-174),113,(+/-114),688,(+/-574),"1,557",(+/-861)
Housing,"Gross Rent","$3,000 or more","2,043","(+/-1,107)","1,420",(+/-644),558,(+/-552),530,(+/-319),374,(+/-318),832,(+/-653)
Housing,"Gross Rent","Median (dollars)","1,197",(+/-35),"1,080",(+/-33),962,(+/-29),892,(+/-30),858,(+/-26),"1,190",(+/-44)
Housing,"Gross Rent","No rent paid","5,624","(+/-1,520)","7,431","(+/-1,511)","10,911","(+/-2,651)","12,697","(+/-1,715)","12,970","(+/-2,102)","7,504","(+/-1,901)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","308,455","(+/-5,397)","305,373","(+/-6,381)","302,888","(+/-4,633)","316,587","(+/-3,035)","296,763","(+/-4,290)","303,849","(+/-5,364)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","14,972","(+/-2,540)","30,673","(+/-3,292)","21,388","(+/-2,646)","26,342","(+/-3,095)","26,866","(+/-2,716)","20,540","(+/-2,865)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","12,107","(+/-2,314)","25,406","(+/-2,592)","16,460","(+/-2,238)","22,319","(+/-2,325)","23,601","(+/-2,751)","12,770","(+/-2,420)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","23,003","(+/-2,758)","31,314","(+/-3,527)","30,713","(+/-3,687)","31,923","(+/-3,073)","34,976","(+/-3,246)","17,100","(+/-2,510)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","20,238","(+/-2,652)","29,068","(+/-3,205)","27,118","(+/-2,728)","31,840","(+/-3,169)","28,765","(+/-3,519)","23,893","(+/-3,303)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","34,466","(+/-3,427)","38,790","(+/-4,169)","36,912","(+/-3,192)","42,257","(+/-3,704)","37,027","(+/-3,267)","37,667","(+/-3,795)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","54,514","(+/-4,707)","43,711","(+/-3,732)","48,976","(+/-3,667)","53,275","(+/-3,668)","48,667","(+/-3,145)","44,453","(+/-3,874)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","39,987","(+/-3,308)","31,268","(+/-3,465)","36,291","(+/-3,627)","39,150","(+/-3,319)","30,706","(+/-2,909)","41,818","(+/-4,156)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","50,278","(+/-3,911)","38,008","(+/-3,511)","45,766","(+/-3,280)","39,113","(+/-3,030)","36,728","(+/-3,600)","48,679","(+/-3,713)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","25,833","(+/-2,805)","19,760","(+/-2,677)","19,960","(+/-2,588)","15,316","(+/-1,979)","14,634","(+/-1,863)","28,817","(+/-3,090)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","33,057","(+/-2,785)","17,375","(+/-2,035)","19,304","(+/-2,586)","15,052","(+/-1,931)","14,793","(+/-2,346)","28,112","(+/-2,637)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","72,467","(+/-2,386)","48,717","(+/-2,466)","59,359","(+/-2,374)","50,925","(+/-1,190)","48,546","(+/-2,020)","71,487","(+/-3,279)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","102,056","(+/-3,373)","76,972","(+/-3,021)","81,054","(+/-2,576)","72,695","(+/-2,531)","69,791","(+/-2,443)","97,118","(+/-3,714)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","760,585","(+/-11,772)","731,248","(+/-14,381)","755,310","(+/-2,558)","729,690","(+/-1,969)","721,956","(+/-6,347)","779,084","(+/-11,467)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","706,329","(+/-12,443)","676,090","(+/-14,144)","701,034","(+/-6,338)","681,642","(+/-5,848)","673,442","(+/-7,284)","729,525","(+/-12,840)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","491,337","(+/-12,102)","366,710","(+/-13,276)","428,502","(+/-11,652)","403,348","(+/-10,097)","375,450","(+/-12,949)","518,122","(+/-13,729)"
Socioeconomic,"Health Insurance Coverage","With public coverage","308,556","(+/-12,011)","386,328","(+/-13,731)","366,648","(+/-10,152)","383,300","(+/-8,879)","395,474","(+/-10,682)","305,979","(+/-14,368)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","54,256","(+/-6,478)","55,158","(+/-6,280)","54,276","(+/-6,182)","48,048","(+/-5,562)","48,514","(+/-4,179)","49,559","(+/-6,392)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","183,550","(+/-5,425)","171,496","(+/-7,207)","197,544","(+/-2,084)","188,885","(+/-1,772)","182,896","(+/-5,061)","202,389","(+/-6,840)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","9,643","(+/-2,546)","8,479","(+/-2,825)","5,865","(+/-2,103)","8,824","(+/-2,510)","6,360","(+/-1,886)","9,204","(+/-2,858)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.2,(+/-1.2),17.6,(+/-1.9),14.3,(+/-1.8),14.6,(+/-1.6),17.2,(+/-1.7),11.3,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.5,(+/-2.3),27.0,(+/-3.5),22.2,(+/-3.1),23.1,(+/-2.7),27.2,(+/-2.9),17.9,(+/-3.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.6,(+/-6.7),14.3,(+/-6.3),22.2,(+/-6.1),20.4,(+/-7.8),26.5,(+/-7.1),21.8,(+/-7.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.0,(+/-1.0),7.4,(+/-1.7),5.6,(+/-1.2),6.2,(+/-1.2),6.6,(+/-1.2),5.7,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.2,(+/-1.7),7.7,(+/-3.1),6.3,(+/-2.0),8.4,(+/-2.1),8.0,(+/-2.6),7.8,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.3,(+/-4.5),2.1,(+/-2.9),2.2,(+/-3.0),4.2,(+/-3.0),6.4,(+/-4.9),3.2,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",21.6,(+/-4.8),33.8,(+/-4.2),37.6,(+/-4.8),33.8,(+/-3.9),39.7,(+/-4.2),32.2,(+/-5.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.8,(+/-7.4),45.7,(+/-5.9),50.9,(+/-6.3),43.2,(+/-5.0),52.3,(+/-5.7),48.4,(+/-7.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",36.5,(+/-20.1),37.8,(+/-15.5),52.3,(+/-15.3),28.9,(+/-13.2),44.2,(+/-14.9),73.0,(+/-14.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",12.4,(+/-1.3),23.5,(+/-1.6),18.9,(+/-1.4),20.3,(+/-1.4),23.2,(+/-1.4),15.5,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",14.0,(+/-2.7),34.1,(+/-4.1),26.3,(+/-3.4),26.7,(+/-3.1),31.2,(+/-3.0),19.0,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.6,(+/-2.7),33.9,(+/-4.1),26.3,(+/-3.4),26.5,(+/-3.1),30.9,(+/-3.0),18.8,(+/-3.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",19.1,(+/-5.4),29.0,(+/-6.2),31.4,(+/-5.1),27.2,(+/-5.9),30.8,(+/-5.2),21.4,(+/-5.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.8,(+/-2.5),35.9,(+/-4.5),24.4,(+/-3.7),26.2,(+/-2.9),31.0,(+/-3.4),17.8,(+/-3.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.9,(+/-1.2),20.5,(+/-1.3),16.5,(+/-1.1),18.3,(+/-1.1),20.8,(+/-1.2),14.4,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.5,(+/-1.7),18.4,(+/-2.0),14.4,(+/-1.4),14.8,(+/-1.4),17.4,(+/-2.0),8.7,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.9,(+/-1.4),20.2,(+/-2.1),15.7,(+/-1.7),16.5,(+/-1.7),18.9,(+/-1.7),12.1,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.1,(+/-2.4),33.6,(+/-2.2),32.6,(+/-2.1),34.8,(+/-2.2),39.4,(+/-2.8),31.2,(+/-2.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","184,826","(+/-5,974)","176,006","(+/-9,087)","184,545","(+/-4,243)","179,582","(+/-4,697)","178,616","(+/-5,564)","212,580","(+/-7,632)"
Education,"School Enrollment","Nursery school, preschool","13,703","(+/-2,714)","13,279","(+/-2,667)","13,511","(+/-2,150)","10,395","(+/-1,704)","13,578","(+/-2,442)","14,326","(+/-2,671)"
Education,"School Enrollment",Kindergarten,"10,446","(+/-2,327)","7,347","(+/-1,638)","9,759","(+/-1,796)","12,609","(+/-1,956)","10,333","(+/-1,948)","10,618","(+/-1,673)"
Education,"School Enrollment","Elementary school (grades 1-8)","76,795","(+/-4,171)","68,974","(+/-4,935)","83,387","(+/-3,475)","79,866","(+/-2,937)","80,513","(+/-3,849)","85,027","(+/-4,343)"
Education,"School Enrollment","High school (grades 9-12)","41,699","(+/-2,913)","38,350","(+/-3,597)","44,500","(+/-2,308)","41,072","(+/-2,581)","34,926","(+/-2,937)","40,631","(+/-3,433)"
Education,"School Enrollment","College or graduate school","42,183","(+/-3,345)","48,056","(+/-4,374)","33,388","(+/-3,379)","35,640","(+/-3,211)","39,266","(+/-3,024)","61,978","(+/-4,351)"
Education,"Educational Attainment","Population 25 years and over","534,766","(+/-7,318)","518,472","(+/-8,715)","511,713","(+/-2,679)","513,428","(+/-3,356)","512,277","(+/-5,203)","512,237","(+/-7,353)"
Education,"Educational Attainment","Less than 9th grade","24,172","(+/-3,480)","26,746","(+/-3,441)","21,106","(+/-2,403)","17,520","(+/-2,117)","25,264","(+/-2,806)","17,560","(+/-2,892)"
Education,"Educational Attainment","9th to 12th grade, no diploma","31,645","(+/-3,662)","45,341","(+/-4,328)","38,988","(+/-3,549)","43,427","(+/-3,893)","51,460","(+/-4,102)","34,988","(+/-5,099)"
Education,"Educational Attainment","High school graduate (includes equivalency)","142,880","(+/-7,930)","153,697","(+/-8,033)","192,684","(+/-7,680)","192,517","(+/-6,340)","186,742","(+/-7,327)","157,781","(+/-7,653)"
Education,"Educational Attainment","Some college, no degree","111,483","(+/-5,653)","106,345","(+/-5,900)","90,864","(+/-4,740)","109,141","(+/-5,500)","109,697","(+/-5,614)","99,545","(+/-6,499)"
Education,"Educational Attainment","Associate's degree","39,341","(+/-3,073)","36,198","(+/-4,857)","43,403","(+/-4,074)","44,040","(+/-3,901)","33,162","(+/-3,501)","37,638","(+/-3,501)"
Education,"Educational Attainment","Bachelor's degree","112,047","(+/-6,758)","86,745","(+/-5,036)","87,251","(+/-5,526)","66,840","(+/-3,385)","67,917","(+/-5,210)","104,791","(+/-5,730)"
Education,"Educational Attainment","Graduate or professional degree","73,198","(+/-5,215)","63,400","(+/-3,742)","37,417","(+/-3,516)","39,943","(+/-3,115)","38,035","(+/-3,314)","59,934","(+/-4,353)"
Education,"Educational Attainment","Percent high school graduate or higher",89.6,(+/-0.9),86.1,(+/-1.0),88.3,(+/-0.8),88.1,(+/-0.9),85.0,(+/-0.9),89.7,(+/-1.1)
Education,"Educational Attainment","Percent bachelor's degree or higher",34.6,(+/-1.4),29.0,(+/-1.2),24.4,(+/-1.3),20.8,(+/-0.9),20.7,(+/-1.2),32.2,(+/-1.4)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","286,202",G,"272,853",G,"273,830",G,"217,701",G,"214,825",G,"331,327",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",139,G,108,H,162,G,"1,497",G,"1,294",G,219,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","3,734",G,"1,372",H,"11,203",G,"5,333",G,"1,123",G,"1,538",G
Business,"Paid employees for pay period including March 12",Utilities,637,H,"3,642",J,"1,164",J,"1,510",G,"3,336",J,"1,373",H
Business,"Paid employees for pay period including March 12",Construction,"21,585",G,"15,243",G,"18,447",G,"11,718",G,"13,109",G,"63,174",G
Business,"Paid employees for pay period including March 12",Manufacturing,"13,459",G,"25,712",G,"25,365",G,"19,420",G,"16,791",G,"15,933",G
Business,"Paid employees for pay period including March 12","Wholesale trade","13,572",G,"10,094",G,"13,131",G,"9,734",G,"8,552",G,"13,880",G
Business,"Paid employees for pay period including March 12","Retail trade","39,529",G,"29,638",G,"40,771",G,"34,272",G,"35,008",G,"42,633",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","16,473",G,"18,492",G,"9,948",G,"8,057",G,"5,352",G,"11,824",G
Business,"Paid employees for pay period including March 12",Information,"2,693",G,"3,240",G,"3,006",G,"2,239",G,"2,866",H,"4,109",G
Business,"Paid employees for pay period including March 12","Finance and insurance","12,456",G,"7,842",G,"7,841",G,"7,041",G,"8,774",G,"13,590",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","5,222",G,"5,290",G,"6,901",G,"3,631",G,"2,704",G,"5,038",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","16,564",G,"18,987",G,"15,386",G,"9,204",G,"8,132",G,"22,425",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","5,629",G,"5,202",H,"2,310",G,"1,405",H,"2,245",G,"6,723",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","18,765",G,"14,249",G,"14,299",G,"8,393",G,"9,235",G,"19,863",G
Business,"Paid employees for pay period including March 12","Educational services","14,023",G,"17,888",G,"3,937",G,"2,891",G,"3,391",G,"7,306",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","51,077",G,"36,108",G,"52,371",G,"52,110",G,"56,230",G,"45,681",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,244",G,"6,763",H,"2,710",G,"2,425",G,"2,360",H,"4,549",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","32,821",G,"41,397",G,"34,035",G,"26,358",G,"23,698",G,"36,461",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","12,553",G,"11,562",G,"10,780",G,"10,454",G,"10,576",G,"14,999",G
Business,"Paid employees for pay period including March 12","Industries not classified",27,H,24,G,63,G,9,J,49,H,9,J
Business,"Annual payroll ($1,000)","Total for all sectors","16,596,547",G,"16,611,640",G,"14,904,640",G,"10,604,428",G,"9,422,433",G,"19,349,914",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","3,221",G,"21,770",J,"7,562",G,"78,569",G,"68,783",G,"14,813",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","462,627",G,"176,805",H,"1,100,587",G,"511,684",G,"75,459",G,"144,708",G
Business,"Annual payroll ($1,000)",Utilities,"62,490",H,"609,569",J,"103,370",J,"133,309",G,"350,686",J,"125,034",H
Business,"Annual payroll ($1,000)",Construction,"1,360,555",G,"981,577",G,"1,130,803",G,"672,080",G,"757,793",G,"4,588,151",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,066,416",G,"2,707,496",G,"2,086,206",G,"1,210,196",G,"1,041,558",G,"1,715,377",G
Business,"Annual payroll ($1,000)","Wholesale trade","999,995",G,"694,347",G,"895,111",G,"599,055",G,"518,825",G,"1,043,794",G
Business,"Annual payroll ($1,000)","Retail trade","1,388,587",G,"985,221",G,"1,317,814",G,"1,070,615",G,"1,069,927",G,"1,439,657",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","1,262,652",G,"1,204,440",G,"741,043",G,"446,839",G,"302,354",G,"729,992",G
Business,"Annual payroll ($1,000)",Information,"190,267",G,"229,963",G,"179,751",G,"132,611",G,"180,610",H,"229,628",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,045,152",G,"811,968",G,"515,616",G,"458,557",G,"526,632",G,"1,200,949",G
