Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Commuting to Work","Other means","4,163","(+/-1,262)","6,136","(+/-1,238)","4,928","(+/-1,147)","3,660","(+/-1,107)","3,764","(+/-1,416)","4,068","(+/-1,553)","7,141","(+/-1,706)","4,150","(+/-1,106)","4,899","(+/-1,395)"
Workers,"Commuting to Work","Worked from home","30,499","(+/-3,097)","23,705","(+/-2,603)","30,714","(+/-3,554)","41,321","(+/-3,294)","61,199","(+/-4,611)","43,861","(+/-3,802)","52,103","(+/-4,466)","25,143","(+/-2,866)","36,943","(+/-3,551)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",28.7,(+/-0.8),22.2,(+/-0.7),22.0,(+/-0.7),23.5,(+/-0.6),24.3,(+/-0.7),25.7,(+/-0.8),24.5,(+/-0.9),23.1,(+/-0.8),25.0,(+/-0.8)
Workers,Occupation,"Civilian employed population 16 years and over","354,183","(+/-6,506)","361,035","(+/-6,242)","375,523","(+/-5,920)","395,262","(+/-5,567)","393,719","(+/-5,321)","381,554","(+/-7,541)","395,163","(+/-7,785)","357,343","(+/-5,498)","373,448","(+/-6,661)"
Workers,Occupation,"Management, business, science, and arts occupations","124,564","(+/-6,085)","120,915","(+/-5,158)","131,624","(+/-5,234)","159,507","(+/-6,485)","191,377","(+/-6,129)","155,940","(+/-6,256)","174,835","(+/-7,264)","119,939","(+/-5,504)","146,471","(+/-5,825)"
Workers,Occupation,"Service occupations","59,511","(+/-4,632)","51,357","(+/-4,069)","56,133","(+/-3,691)","59,429","(+/-4,712)","51,034","(+/-3,610)","56,165","(+/-4,198)","53,200","(+/-5,393)","58,165","(+/-3,599)","55,586","(+/-4,073)"
Workers,Occupation,"Sales and office occupations","68,442","(+/-4,455)","62,697","(+/-4,533)","69,747","(+/-4,167)","71,560","(+/-4,644)","75,241","(+/-4,736)","68,545","(+/-4,529)","75,428","(+/-5,102)","66,072","(+/-3,732)","69,999","(+/-5,130)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","34,423","(+/-3,255)","38,170","(+/-3,746)","33,781","(+/-2,656)","37,855","(+/-3,160)","23,614","(+/-3,195)","32,289","(+/-2,898)","26,477","(+/-3,448)","35,382","(+/-3,385)","33,732","(+/-2,800)"
Workers,Occupation,"Production, transportation, and material moving occupations","67,243","(+/-4,493)","87,896","(+/-4,958)","84,238","(+/-4,716)","66,911","(+/-4,881)","52,453","(+/-4,291)","68,615","(+/-4,247)","65,223","(+/-5,792)","77,785","(+/-4,146)","67,660","(+/-3,882)"
Workers,Industry,"Civilian employed population 16 years and over","354,183","(+/-6,506)","361,035","(+/-6,242)","375,523","(+/-5,920)","395,262","(+/-5,567)","393,719","(+/-5,321)","381,554","(+/-7,541)","395,163","(+/-7,785)","357,343","(+/-5,498)","373,448","(+/-6,661)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",901,(+/-463),"6,249","(+/-1,744)","4,000",(+/-902),"6,971","(+/-1,594)","3,170",(+/-937),"4,077","(+/-1,279)","1,262",(+/-768),"7,830","(+/-1,529)","5,761","(+/-1,487)"
Workers,Industry,Construction,"26,891","(+/-3,059)","23,216","(+/-2,654)","26,402","(+/-2,981)","26,387","(+/-2,761)","19,871","(+/-2,729)","25,268","(+/-2,784)","25,311","(+/-3,029)","24,306","(+/-2,756)","24,789","(+/-2,586)"
Workers,Industry,Manufacturing,"57,000","(+/-3,941)","96,580","(+/-5,028)","85,017","(+/-3,897)","62,099","(+/-4,258)","53,251","(+/-4,466)","60,062","(+/-4,439)","45,835","(+/-4,638)","73,019","(+/-4,382)","67,035","(+/-4,323)"
Workers,Industry,"Wholesale trade","5,727","(+/-1,206)","7,556","(+/-1,622)","7,428","(+/-1,642)","6,958","(+/-1,481)","8,366","(+/-1,818)","10,630","(+/-1,701)","8,661","(+/-1,681)","7,562","(+/-1,678)","8,170","(+/-2,088)"
Workers,Industry,"Retail trade","40,792","(+/-4,049)","33,415","(+/-3,357)","43,123","(+/-3,859)","38,740","(+/-3,739)","41,929","(+/-3,436)","39,142","(+/-3,284)","42,888","(+/-4,472)","38,404","(+/-3,307)","36,850","(+/-2,895)"
Workers,Industry,"Transportation and warehousing, and utilities","24,780","(+/-3,121)","16,754","(+/-2,009)","18,550","(+/-2,471)","26,719","(+/-3,255)","18,822","(+/-2,618)","23,978","(+/-3,077)","29,877","(+/-3,953)","21,734","(+/-2,384)","20,228","(+/-2,043)"
Workers,Industry,Information,"3,940","(+/-1,322)","4,175",(+/-936),"3,673",(+/-977),"4,078","(+/-1,085)","6,228","(+/-1,468)","3,441",(+/-952),"6,257","(+/-1,677)","4,458","(+/-1,238)","3,441",(+/-822)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","16,229","(+/-2,082)","14,867","(+/-2,091)","20,407","(+/-2,083)","20,445","(+/-2,889)","29,119","(+/-3,360)","22,728","(+/-2,575)","24,677","(+/-3,380)","16,233","(+/-2,253)","18,284","(+/-2,701)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","30,758","(+/-3,118)","24,909","(+/-2,828)","27,525","(+/-2,669)","37,050","(+/-3,893)","47,338","(+/-3,825)","36,733","(+/-3,512)","54,200","(+/-4,831)","27,990","(+/-3,092)","30,311","(+/-3,208)"
Workers,Industry,"Educational services, and health care and social assistance","82,174","(+/-4,884)","82,306","(+/-4,474)","81,761","(+/-4,470)","104,308","(+/-5,718)","99,808","(+/-5,415)","94,310","(+/-4,811)","90,983","(+/-5,596)","79,757","(+/-5,087)","91,851","(+/-4,717)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","33,700","(+/-3,305)","23,866","(+/-2,441)","25,507","(+/-3,375)","32,474","(+/-3,537)","33,077","(+/-3,396)","26,535","(+/-3,145)","30,104","(+/-4,238)","27,198","(+/-2,430)","29,364","(+/-3,398)"
Workers,Industry,"Other services, except public administration","21,163","(+/-2,475)","16,832","(+/-1,857)","21,635","(+/-2,813)","14,839","(+/-2,318)","18,767","(+/-2,496)","19,735","(+/-2,124)","17,755","(+/-3,009)","14,546","(+/-1,959)","17,832","(+/-2,264)"
Workers,Industry,"Public administration","10,128","(+/-1,845)","10,310","(+/-1,814)","10,495","(+/-1,774)","14,194","(+/-1,908)","13,973","(+/-2,224)","14,915","(+/-2,204)","17,353","(+/-2,986)","14,306","(+/-1,775)","19,532","(+/-3,252)"
Workers,"Class of Worker","Civilian employed population 16 years and over","354,183","(+/-6,506)","361,035","(+/-6,242)","375,523","(+/-5,920)","395,262","(+/-5,567)","393,719","(+/-5,321)","381,554","(+/-7,541)","395,163","(+/-7,785)","357,343","(+/-5,498)","373,448","(+/-6,661)"
Workers,"Class of Worker","Private wage and salary workers","299,603","(+/-6,753)","304,579","(+/-6,666)","315,424","(+/-6,343)","316,770","(+/-7,373)","328,454","(+/-5,771)","319,743","(+/-7,288)","330,712","(+/-8,449)","296,196","(+/-5,049)","301,513","(+/-7,492)"
Workers,"Class of Worker","Government workers","38,856","(+/-3,381)","37,306","(+/-3,403)","38,893","(+/-3,325)","59,240","(+/-4,477)","48,239","(+/-4,505)","42,808","(+/-3,545)","50,224","(+/-4,573)","41,940","(+/-3,532)","52,489","(+/-4,652)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","15,139","(+/-2,232)","18,298","(+/-2,227)","20,238","(+/-2,430)","18,549","(+/-3,435)","16,456","(+/-1,963)","18,061","(+/-2,756)","13,632","(+/-2,371)","18,814","(+/-2,315)","18,663","(+/-2,500)"
Workers,"Class of Worker","Unpaid family workers",585,(+/-315),852,(+/-679),968,(+/-565),703,(+/-623),570,(+/-456),942,(+/-601),595,(+/-458),393,(+/-214),783,(+/-490)
Housing,"Housing Occupancy","Total housing units","328,945","(+/-1,308)","321,896","(+/-2,337)","333,770","(+/-1,510)","323,449","(+/-1,321)","337,940",(+/-831),"319,545","(+/-4,033)","354,279","(+/-3,710)","342,959",(+/-831),"339,797","(+/-1,077)"
Housing,"Housing Occupancy","Occupied housing units","299,216","(+/-3,437)","289,782","(+/-4,020)","304,608","(+/-3,026)","303,287","(+/-2,604)","309,140","(+/-3,644)","297,342","(+/-4,922)","325,162","(+/-4,553)","311,500","(+/-3,673)","314,844","(+/-3,250)"
Housing,"Housing Occupancy","Vacant housing units","29,729","(+/-3,387)","32,114","(+/-3,402)","29,162","(+/-3,240)","20,162","(+/-2,573)","28,800","(+/-3,774)","22,203","(+/-3,601)","29,117","(+/-3,532)","31,459","(+/-3,687)","24,953","(+/-3,179)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.6,(+/-0.4),0.6,(+/-0.2),0.5,(+/-0.3),0.3,(+/-0.2),0.9,(+/-0.5),0.9,(+/-0.4),1.6,(+/-0.6),1.1,(+/-0.4),0.7,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",4.2,(+/-1.7),9.7,(+/-2.2),5.5,(+/-1.7),3.8,(+/-1.4),8.6,(+/-1.9),6.3,(+/-2.0),3.6,(+/-1.1),4.6,(+/-1.4),6.2,(+/-2.0)
Housing,"Housing Tenure","Occupied housing units","299,216","(+/-3,437)","289,782","(+/-4,020)","304,608","(+/-3,026)","303,287","(+/-2,604)","309,140","(+/-3,644)","297,342","(+/-4,922)","325,162","(+/-4,553)","311,500","(+/-3,673)","314,844","(+/-3,250)"
Housing,"Housing Tenure",Owner-occupied,"219,239","(+/-4,711)","212,506","(+/-4,960)","221,588","(+/-3,849)","221,369","(+/-4,057)","223,683","(+/-4,520)","209,544","(+/-5,383)","182,142","(+/-5,958)","224,396","(+/-4,001)","225,976","(+/-4,581)"
Housing,"Housing Tenure",Renter-occupied,"79,977","(+/-4,105)","77,276","(+/-4,254)","83,020","(+/-3,524)","81,918","(+/-3,748)","85,457","(+/-4,397)","87,798","(+/-4,521)","143,020","(+/-5,868)","87,104","(+/-4,077)","88,868","(+/-3,954)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.60,(+/-0.04),2.63,(+/-0.04),2.62,(+/-0.03),2.62,(+/-0.04),2.61,(+/-0.04),2.62,(+/-0.04),2.39,(+/-0.06),2.46,(+/-0.04),2.54,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.15,(+/-0.09),2.20,(+/-0.09),2.06,(+/-0.07),2.04,(+/-0.07),2.08,(+/-0.07),2.31,(+/-0.10),2.08,(+/-0.07),2.07,(+/-0.08),1.84,(+/-0.06)
Housing,"Year Householder Moved into Unit","Occupied housing units","299,216","(+/-3,437)","289,782","(+/-4,020)","304,608","(+/-3,026)","303,287","(+/-2,604)","309,140","(+/-3,644)","297,342","(+/-4,922)","325,162","(+/-4,553)","311,500","(+/-3,673)","314,844","(+/-3,250)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","64,352","(+/-4,942)","62,340","(+/-4,148)","72,556","(+/-3,845)","79,952","(+/-3,618)","82,781","(+/-5,291)","75,678","(+/-4,681)","109,420","(+/-5,146)","69,643","(+/-4,009)","78,574","(+/-3,800)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","55,240","(+/-3,878)","51,624","(+/-3,370)","58,721","(+/-3,400)","58,455","(+/-4,136)","63,083","(+/-4,047)","60,563","(+/-4,518)","64,291","(+/-5,053)","55,280","(+/-3,290)","55,820","(+/-3,773)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","63,477","(+/-3,881)","69,083","(+/-4,166)","66,802","(+/-3,677)","68,426","(+/-4,098)","70,589","(+/-4,303)","65,653","(+/-4,158)","63,399","(+/-4,005)","66,478","(+/-3,920)","69,661","(+/-4,145)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","50,786","(+/-3,470)","45,909","(+/-3,051)","46,090","(+/-3,167)","44,273","(+/-3,137)","45,072","(+/-2,706)","43,232","(+/-3,437)","41,381","(+/-3,126)","50,921","(+/-3,592)","48,590","(+/-2,868)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","31,918","(+/-2,748)","30,675","(+/-2,641)","29,578","(+/-2,148)","26,800","(+/-2,221)","27,115","(+/-2,520)","28,026","(+/-2,326)","25,668","(+/-2,994)","33,077","(+/-2,069)","31,738","(+/-2,584)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","33,443","(+/-2,601)","30,151","(+/-2,471)","30,861","(+/-2,212)","25,381","(+/-2,057)","20,500","(+/-1,749)","24,190","(+/-2,024)","21,003","(+/-2,241)","36,101","(+/-2,311)","30,461","(+/-2,284)"
Housing,Value,"Owner-occupied units","219,239","(+/-4,711)","212,506","(+/-4,960)","221,588","(+/-3,849)","221,369","(+/-4,057)","223,683","(+/-4,520)","209,544","(+/-5,383)","182,142","(+/-5,958)","224,396","(+/-4,001)","225,976","(+/-4,581)"
Housing,Value,"Less than $50,000","11,116","(+/-1,899)","14,367","(+/-1,744)","12,909","(+/-1,629)","10,906","(+/-1,677)","13,727","(+/-1,893)","10,657","(+/-1,736)","7,738","(+/-1,426)","20,123","(+/-1,901)","15,508","(+/-2,079)"
Housing,Value,"$50,000 to $99,999","13,747","(+/-1,756)","25,437","(+/-1,852)","23,025","(+/-2,206)","14,882","(+/-1,979)","25,762","(+/-2,275)","17,416","(+/-2,237)","13,066","(+/-1,980)","36,001","(+/-2,384)","13,828","(+/-1,397)"
Housing,Value,"$100,000 to $149,999","22,213","(+/-2,587)","34,324","(+/-2,828)","31,216","(+/-2,669)","23,157","(+/-2,051)","21,684","(+/-2,435)","19,562","(+/-1,901)","19,838","(+/-2,491)","33,691","(+/-2,973)","23,405","(+/-2,324)"
Housing,Value,"$150,000 to $199,999","33,150","(+/-3,163)","36,303","(+/-2,993)","37,124","(+/-2,692)","30,701","(+/-3,010)","26,275","(+/-2,541)","28,676","(+/-2,562)","30,051","(+/-3,208)","38,542","(+/-3,026)","37,859","(+/-3,076)"
Housing,Value,"$200,000 to $299,999","65,861","(+/-3,912)","54,194","(+/-3,158)","53,598","(+/-3,007)","59,863","(+/-3,624)","36,283","(+/-3,138)","65,440","(+/-3,237)","50,920","(+/-3,794)","49,290","(+/-2,927)","64,565","(+/-3,258)"
Housing,Value,"$300,000 to $499,999","53,924","(+/-3,364)","35,309","(+/-2,681)","45,427","(+/-2,928)","57,462","(+/-3,804)","60,437","(+/-3,276)","51,746","(+/-3,368)","40,181","(+/-3,019)","34,676","(+/-2,316)","52,246","(+/-3,099)"
Housing,Value,"$500,000 to $999,999","17,239","(+/-1,811)","10,684","(+/-1,591)","15,810","(+/-1,651)","21,354","(+/-2,259)","33,852","(+/-2,768)","14,048","(+/-1,789)","17,634","(+/-2,321)","10,522","(+/-1,540)","16,139","(+/-1,913)"
Housing,Value,"$1,000,000 or more","1,989",(+/-659),"1,888",(+/-649),"2,479",(+/-703),"3,044","(+/-1,003)","5,663","(+/-1,119)","1,999",(+/-560),"2,714",(+/-798),"1,551",(+/-567),"2,426",(+/-807)
Housing,Value,"Median (dollars)","242,500","(+/-4,906)","193,000","(+/-6,041)","210,500","(+/-5,909)","250,300","(+/-6,132)","263,700","(+/-9,837)","241,400","(+/-4,912)","236,000","(+/-4,945)","174,400","(+/-4,109)","231,200","(+/-4,666)"
Housing,"Mortgage Status","Owner-occupied units","219,239","(+/-4,711)","212,506","(+/-4,960)","221,588","(+/-3,849)","221,369","(+/-4,057)","223,683","(+/-4,520)","209,544","(+/-5,383)","182,142","(+/-5,958)","224,396","(+/-4,001)","225,976","(+/-4,581)"
Housing,"Mortgage Status","Housing units with a mortgage","142,958","(+/-4,626)","129,109","(+/-4,450)","138,510","(+/-3,911)","142,315","(+/-4,777)","152,541","(+/-4,954)","136,559","(+/-4,509)","122,443","(+/-5,219)","128,242","(+/-4,147)","139,429","(+/-5,168)"
Housing,"Mortgage Status","Housing units without a mortgage","76,281","(+/-3,983)","83,397","(+/-3,627)","83,078","(+/-3,012)","79,054","(+/-3,659)","71,142","(+/-3,575)","72,985","(+/-4,025)","59,699","(+/-3,901)","96,154","(+/-3,677)","86,547","(+/-3,960)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","142,958","(+/-4,626)","129,109","(+/-4,450)","138,510","(+/-3,911)","142,315","(+/-4,777)","152,541","(+/-4,954)","136,559","(+/-4,509)","122,443","(+/-5,219)","128,242","(+/-4,147)","139,429","(+/-5,168)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",314,(+/-227),"2,656",(+/-833),"1,050",(+/-436),"1,108",(+/-366),"2,081",(+/-675),"1,448",(+/-606),"1,021",(+/-631),"3,157",(+/-845),"2,080",(+/-680)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","24,316","(+/-2,292)","37,071","(+/-2,927)","41,974","(+/-3,350)","29,202","(+/-2,523)","30,220","(+/-2,917)","27,666","(+/-2,630)","24,288","(+/-3,048)","40,844","(+/-2,975)","31,100","(+/-2,604)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","49,361","(+/-3,516)","49,182","(+/-3,323)","48,015","(+/-2,587)","46,474","(+/-3,397)","40,475","(+/-3,559)","50,118","(+/-3,398)","42,037","(+/-3,138)","46,253","(+/-3,189)","48,566","(+/-3,458)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","36,153","(+/-3,195)","24,224","(+/-2,328)","24,378","(+/-2,196)","32,902","(+/-3,384)","30,613","(+/-3,210)","31,651","(+/-2,953)","25,977","(+/-2,695)","22,324","(+/-2,076)","34,441","(+/-2,739)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","16,215","(+/-1,654)","8,028","(+/-1,467)","14,738","(+/-2,172)","12,983","(+/-1,955)","21,363","(+/-2,860)","13,494","(+/-2,065)","14,224","(+/-2,098)","7,217","(+/-1,403)","12,673","(+/-1,967)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","8,933","(+/-1,652)","3,363",(+/-780),"3,460",(+/-823),"9,659","(+/-1,862)","10,997","(+/-1,608)","6,088","(+/-1,436)","5,912","(+/-1,608)","4,302","(+/-1,156)","5,201","(+/-1,140)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","7,666","(+/-1,235)","4,585","(+/-1,008)","4,895","(+/-1,179)","9,987","(+/-1,748)","16,792","(+/-1,959)","6,094","(+/-1,525)","8,984","(+/-1,770)","4,145",(+/-784),"5,368","(+/-1,327)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,473",(+/-33),"1,219",(+/-26),"1,233",(+/-28),"1,434",(+/-37),"1,551",(+/-47),"1,387",(+/-26),"1,424",(+/-34),"1,184",(+/-20),"1,356",(+/-37)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","76,281","(+/-3,983)","83,397","(+/-3,627)","83,078","(+/-3,012)","79,054","(+/-3,659)","71,142","(+/-3,575)","72,985","(+/-4,025)","59,699","(+/-3,901)","96,154","(+/-3,677)","86,547","(+/-3,960)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","2,299",(+/-747),"5,431","(+/-1,091)","5,057","(+/-1,032)","4,751",(+/-981),"4,453",(+/-947),"3,335",(+/-908),"1,626",(+/-617),"7,677","(+/-1,354)","5,652","(+/-1,123)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","13,492","(+/-1,576)","23,340","(+/-2,116)","21,277","(+/-1,913)","17,367","(+/-2,312)","16,141","(+/-1,865)","15,636","(+/-2,050)","13,906","(+/-2,266)","23,165","(+/-2,218)","21,244","(+/-1,851)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","27,775","(+/-2,403)","30,623","(+/-2,343)","31,626","(+/-2,310)","27,467","(+/-2,208)","22,573","(+/-2,239)","27,002","(+/-2,600)","19,919","(+/-2,116)","32,645","(+/-2,613)","32,019","(+/-2,549)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","18,296","(+/-2,091)","15,036","(+/-1,708)","15,561","(+/-1,671)","16,486","(+/-2,035)","13,128","(+/-1,732)","15,108","(+/-1,957)","13,220","(+/-1,574)","19,551","(+/-1,978)","17,213","(+/-2,073)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","7,892","(+/-1,309)","5,127","(+/-1,116)","4,216",(+/-790),"6,239","(+/-1,038)","6,903","(+/-1,450)","6,252","(+/-1,180)","5,639","(+/-1,312)","6,987","(+/-1,392)","5,692","(+/-1,254)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","6,527","(+/-1,142)","3,840",(+/-929),"5,341","(+/-1,075)","6,744","(+/-1,420)","7,944","(+/-1,541)","5,652","(+/-1,251)","5,389","(+/-1,191)","6,129","(+/-1,246)","4,727","(+/-1,216)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",563,(+/-12),475,(+/-12),483,(+/-13),522,(+/-17),521,(+/-20),522,(+/-16),540,(+/-20),503,(+/-13),496,(+/-12)
Housing,"Gross Rent","Occupied units paying rent","73,499","(+/-3,982)","72,516","(+/-4,296)","78,633","(+/-3,257)","79,633","(+/-3,719)","81,883","(+/-4,318)","84,369","(+/-4,512)","139,503","(+/-5,742)","80,262","(+/-3,919)","82,947","(+/-3,771)"
Housing,"Gross Rent","Less than $500","4,340","(+/-1,094)","4,285","(+/-1,032)","7,233","(+/-1,622)","4,608","(+/-1,196)","6,217","(+/-1,509)","5,278","(+/-1,282)","5,166","(+/-1,786)","11,663","(+/-1,727)","7,248","(+/-1,532)"
Housing,"Gross Rent","$500 to $999","24,358","(+/-3,012)","30,968","(+/-3,146)","43,471","(+/-3,055)","30,659","(+/-2,862)","29,126","(+/-2,565)","28,435","(+/-2,946)","38,906","(+/-4,216)","39,540","(+/-2,998)","33,945","(+/-2,656)"
Housing,"Gross Rent","$1,000 to $1,499","28,795","(+/-2,911)","28,938","(+/-3,152)","23,149","(+/-2,509)","27,374","(+/-2,873)","26,783","(+/-3,092)","32,964","(+/-3,246)","58,226","(+/-5,309)","23,784","(+/-2,969)","29,390","(+/-3,478)"
Housing,"Gross Rent","$1,500 to $1,999","11,561","(+/-2,099)","6,461","(+/-1,728)","2,906",(+/-891),"11,945","(+/-1,823)","12,236","(+/-2,247)","11,714","(+/-1,958)","28,729","(+/-4,145)","3,987","(+/-1,267)","8,861","(+/-2,412)"
Housing,"Gross Rent","$2,000 to $2,499","2,128",(+/-894),"1,237",(+/-673),645,(+/-365),"3,474","(+/-1,121)","4,503","(+/-1,388)","4,576","(+/-1,315)","5,258","(+/-1,354)",287,(+/-246),"2,000",(+/-904)
Housing,"Gross Rent","$2,500 to $2,999",723,(+/-600),65,(+/-79),697,(+/-596),881,(+/-534),"1,321",(+/-685),"1,031",(+/-781),"1,967","(+/-1,134)",621,(+/-393),834,(+/-757)
Housing,"Gross Rent","$3,000 or more","1,594",(+/-763),562,(+/-335),532,(+/-369),692,(+/-290),"1,697","(+/-1,209)",371,(+/-182),"1,251",(+/-778),380,(+/-273),669,(+/-499)
Housing,"Gross Rent","Median (dollars)","1,106",(+/-28),"1,013",(+/-31),900,(+/-26),"1,073",(+/-35),"1,090",(+/-33),"1,105",(+/-28),"1,187",(+/-30),883,(+/-25),"1,004",(+/-35)
Housing,"Gross Rent","No rent paid","6,478","(+/-1,569)","4,760","(+/-1,094)","4,387","(+/-1,045)","2,285",(+/-688),"3,574","(+/-1,154)","3,429","(+/-1,090)","3,517","(+/-1,115)","6,842","(+/-1,393)","5,921","(+/-1,148)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","299,216","(+/-3,437)","289,782","(+/-4,020)","304,608","(+/-3,026)","303,287","(+/-2,604)","309,140","(+/-3,644)","297,342","(+/-4,922)","325,162","(+/-4,553)","311,500","(+/-3,673)","314,844","(+/-3,250)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","17,486","(+/-2,212)","14,925","(+/-1,881)","14,744","(+/-1,983)","12,920","(+/-1,885)","13,742","(+/-1,945)","13,364","(+/-2,325)","21,018","(+/-3,333)","18,993","(+/-2,264)","16,872","(+/-2,266)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","10,025","(+/-2,079)","9,484","(+/-1,535)","10,293","(+/-1,738)","9,192","(+/-1,716)","10,040","(+/-2,031)","9,348","(+/-2,037)","14,750","(+/-2,621)","13,634","(+/-1,887)","10,471","(+/-1,945)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","19,170","(+/-2,621)","23,842","(+/-2,855)","23,559","(+/-2,596)","19,758","(+/-2,277)","18,951","(+/-2,368)","18,730","(+/-2,833)","21,270","(+/-3,540)","26,517","(+/-2,589)","21,603","(+/-2,300)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","25,036","(+/-3,123)","24,315","(+/-2,719)","25,434","(+/-2,935)","21,607","(+/-2,487)","19,903","(+/-2,645)","21,916","(+/-2,853)","26,075","(+/-3,460)","26,560","(+/-2,859)","25,568","(+/-2,710)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","33,200","(+/-3,202)","35,635","(+/-2,718)","40,300","(+/-2,944)","33,621","(+/-2,957)","34,394","(+/-3,247)","31,897","(+/-3,016)","35,485","(+/-3,708)","39,301","(+/-3,271)","38,369","(+/-3,395)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","56,253","(+/-3,757)","55,518","(+/-4,040)","57,831","(+/-3,347)","53,504","(+/-3,649)","52,509","(+/-3,574)","51,124","(+/-4,019)","70,363","(+/-5,430)","55,740","(+/-3,185)","61,470","(+/-3,841)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","37,946","(+/-3,493)","43,028","(+/-3,360)","43,672","(+/-3,131)","40,559","(+/-2,972)","35,603","(+/-3,262)","45,402","(+/-3,594)","41,428","(+/-3,892)","45,637","(+/-3,209)","40,995","(+/-2,732)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","51,547","(+/-3,709)","49,111","(+/-3,613)","50,251","(+/-3,175)","57,564","(+/-3,721)","50,512","(+/-3,367)","57,108","(+/-3,922)","48,899","(+/-4,058)","48,289","(+/-3,169)","58,039","(+/-3,865)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","27,001","(+/-2,105)","18,083","(+/-2,374)","19,934","(+/-1,865)","25,461","(+/-2,529)","33,464","(+/-3,055)","24,694","(+/-2,692)","21,972","(+/-2,735)","20,926","(+/-2,553)","22,042","(+/-2,548)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","21,552","(+/-2,413)","15,841","(+/-1,724)","18,590","(+/-2,222)","29,101","(+/-2,474)","40,022","(+/-3,561)","23,759","(+/-2,601)","23,902","(+/-2,414)","15,903","(+/-2,101)","19,415","(+/-2,466)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","69,975","(+/-2,375)","65,840","(+/-2,279)","65,351","(+/-1,853)","75,704","(+/-2,522)","77,551","(+/-3,075)","76,145","(+/-2,502)","65,485","(+/-2,041)","62,333","(+/-1,794)","67,082","(+/-2,132)"
