Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
People,Ancestry,Norwegian,"2,681",(+/-883),"3,580","(+/-1,915)","7,103","(+/-1,919)","2,418",(+/-991),"8,803","(+/-1,955)","4,263","(+/-1,243)","3,835","(+/-1,211)","8,598","(+/-1,936)","7,872","(+/-1,609)","11,263","(+/-2,375)","9,743","(+/-1,800)","3,182","(+/-1,002)","4,979","(+/-1,457)","13,931","(+/-2,473)","4,114","(+/-1,272)","16,624","(+/-2,712)","9,237","(+/-1,906)"
People,Ancestry,Polish,"50,031","(+/-5,963)","19,108","(+/-3,058)","53,724","(+/-4,734)","38,066","(+/-5,082)","85,063","(+/-8,965)","95,445","(+/-6,465)","29,737","(+/-5,266)","70,947","(+/-5,944)","56,057","(+/-5,900)","57,498","(+/-6,421)","62,514","(+/-5,414)","16,632","(+/-2,503)","14,677","(+/-2,957)","55,519","(+/-5,471)","13,028","(+/-2,671)","27,181","(+/-3,226)","16,721","(+/-2,306)"
People,Ancestry,Portuguese,43,(+/-73),178,(+/-205),609,(+/-449),279,(+/-212),497,(+/-297),347,(+/-282),"1,109",(+/-691),853,(+/-797),647,(+/-412),731,(+/-791),965,(+/-532),359,(+/-223),875,(+/-611),"1,679","(+/-1,181)",560,(+/-336),638,(+/-395),"1,537","(+/-1,153)"
People,Ancestry,Russian,"3,211","(+/-1,520)","2,045","(+/-1,121)","4,202","(+/-1,590)","2,023",(+/-936),"14,826","(+/-3,897)","4,007","(+/-1,367)","4,951","(+/-2,852)","3,837","(+/-1,262)","13,709","(+/-2,314)","14,003","(+/-2,378)","6,491","(+/-2,219)","1,228",(+/-658),"1,328",(+/-578),"3,996","(+/-1,904)","1,549",(+/-529),"2,753","(+/-1,181)","2,655","(+/-1,346)"
People,Ancestry,Scotch-Irish,"2,278",(+/-986),"1,432",(+/-680),"2,060",(+/-778),883,(+/-525),"3,368","(+/-1,094)","2,721","(+/-1,097)","3,062","(+/-2,357)","2,286",(+/-983),"2,809","(+/-1,038)","2,058",(+/-746),"5,046","(+/-1,429)","6,511","(+/-1,335)","6,474","(+/-1,539)","2,814","(+/-1,174)","3,693",(+/-850),"4,838","(+/-1,455)","5,484",(+/-971)
People,Ancestry,Scottish,"3,287",(+/-952),"4,981","(+/-1,118)","6,589","(+/-1,575)","2,736",(+/-917),"12,426","(+/-2,614)","7,788","(+/-2,115)","6,217","(+/-1,782)","5,064","(+/-1,716)","7,116","(+/-1,640)","8,400","(+/-1,738)","8,788","(+/-1,903)","13,724","(+/-2,018)","11,341","(+/-2,492)","10,349","(+/-2,188)","16,536","(+/-2,764)","11,207","(+/-1,715)","13,024","(+/-2,202)"
People,Ancestry,Slovak,"2,475",(+/-981),"1,319",(+/-747),919,(+/-426),"1,635",(+/-844),"1,723",(+/-825),"2,535",(+/-830),"1,052",(+/-872),"1,567",(+/-659),708,(+/-485),"2,544","(+/-1,704)","2,472","(+/-1,199)",593,(+/-349),"1,105",(+/-571),"3,928","(+/-1,235)",528,(+/-261),"1,870",(+/-738),686,(+/-345)
People,Ancestry,"Subsaharan African","16,949","(+/-4,609)","25,001","(+/-5,977)","3,060","(+/-1,828)","1,529",(+/-662),"7,134","(+/-3,291)","2,051","(+/-1,134)","15,657","(+/-3,492)","5,934","(+/-2,844)","16,507","(+/-6,228)","4,317","(+/-1,568)","4,023","(+/-1,692)","1,267",(+/-588),"6,834","(+/-2,128)","10,564","(+/-3,047)","3,756","(+/-1,753)","2,198","(+/-1,326)","11,111","(+/-4,206)"
People,Ancestry,Swedish,"8,608","(+/-2,515)","5,869","(+/-1,611)","11,039","(+/-2,663)","4,375","(+/-1,107)","14,945","(+/-2,509)","16,604","(+/-3,035)","9,268","(+/-2,965)","11,707","(+/-2,248)","14,176","(+/-2,253)","11,564","(+/-2,047)","19,592","(+/-2,717)","3,884","(+/-1,367)","6,234","(+/-1,882)","12,138","(+/-2,165)","6,469","(+/-1,233)","28,036","(+/-2,947)","25,750","(+/-2,889)"
People,Ancestry,Swiss,439,(+/-389),483,(+/-296),483,(+/-267),528,(+/-444),"2,014","(+/-1,034)","1,483","(+/-1,416)",757,(+/-376),"1,358",(+/-731),"1,833",(+/-771),"1,321",(+/-777),"1,635",(+/-645),"1,298",(+/-818),"1,401",(+/-695),"1,367",(+/-694),"2,763","(+/-2,107)","6,570","(+/-1,527)","2,036",(+/-633)
People,Ancestry,Ukrainian,"1,024",(+/-731),365,(+/-246),"10,437","(+/-3,212)","2,081","(+/-1,365)","7,584","(+/-2,147)","5,175","(+/-2,660)","4,511","(+/-1,624)","9,668","(+/-3,425)","7,036","(+/-1,754)","10,810","(+/-3,818)","3,483","(+/-1,225)",331,(+/-283),"1,333",(+/-768),"5,104","(+/-2,607)",351,(+/-306),"1,112",(+/-710),874,(+/-538)
People,Ancestry,Welsh,"1,635",(+/-901),"1,068",(+/-511),"2,311","(+/-1,063)",396,(+/-208),"2,997",(+/-996),"1,110",(+/-534),963,(+/-549),"1,434",(+/-699),"3,622","(+/-1,062)","2,155",(+/-868),"3,260","(+/-1,251)","4,160","(+/-1,351)","4,091","(+/-1,243)","1,873",(+/-657),"2,697",(+/-834),"3,267","(+/-1,035)","3,952","(+/-1,048)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)","8,520","(+/-3,330)","3,412","(+/-1,305)","2,516","(+/-1,360)",929,(+/-607),"3,443","(+/-1,409)","1,127",(+/-786),"6,267","(+/-2,974)","1,650","(+/-1,717)","4,579","(+/-1,876)","3,903","(+/-1,550)","1,415","(+/-1,304)",749,(+/-523),"1,814","(+/-1,370)",860,(+/-783),"1,514",(+/-959),"1,162",(+/-921),"1,533",(+/-990)
People,"Veteran Status","Civilian population 18 years and over","575,105","(+/-14,516)","547,679","(+/-11,379)","567,113","(+/-16,879)","547,382","(+/-14,991)","609,423","(+/-13,012)","574,418","(+/-9,471)","604,815","(+/-18,222)","570,738","(+/-11,302)","598,691","(+/-13,221)","560,575","(+/-6,288)","583,645","(+/-8,957)","585,283","(+/-4,212)","579,813","(+/-7,839)","579,696","(+/-7,436)","583,932","(+/-6,777)","583,620","(+/-7,921)","573,681","(+/-6,123)"
People,"Veteran Status","Civilian veterans","22,701","(+/-2,278)","29,965","(+/-2,637)","14,092","(+/-2,394)","14,374","(+/-2,190)","15,427","(+/-2,212)","23,684","(+/-2,593)","16,436","(+/-2,816)","18,542","(+/-2,644)","15,546","(+/-1,991)","27,263","(+/-2,583)","24,300","(+/-2,662)","49,224","(+/-2,854)","40,630","(+/-3,377)","27,642","(+/-2,774)","46,481","(+/-3,270)","38,295","(+/-2,849)","34,967","(+/-2,718)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","746,140","(+/-21,627)","709,979","(+/-16,738)","715,982","(+/-21,242)","694,268","(+/-18,911)","748,260","(+/-16,539)","720,659","(+/-11,869)","729,399","(+/-23,457)","726,567","(+/-11,183)","732,242","(+/-16,952)","727,988","(+/-7,551)","755,602","(+/-11,834)","724,705","(+/-5,170)","714,149","(+/-10,730)","746,202","(+/-8,418)","726,962","(+/-9,286)","746,859","(+/-10,547)","712,594","(+/-7,342)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","108,625","(+/-6,713)","113,108","(+/-7,441)","78,859","(+/-5,299)","70,279","(+/-4,936)","63,935","(+/-4,771)","78,611","(+/-5,903)","100,642","(+/-7,853)","75,158","(+/-4,516)","80,540","(+/-5,583)","75,877","(+/-5,049)","70,903","(+/-5,519)","125,929","(+/-5,149)","106,948","(+/-5,273)","85,823","(+/-5,055)","107,104","(+/-4,219)","90,231","(+/-4,651)","115,557","(+/-5,595)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","175,235","(+/-11,384)","172,755","(+/-9,409)","152,827","(+/-10,227)","157,084","(+/-9,398)","144,464","(+/-8,374)","151,269","(+/-9,341)","127,340","(+/-11,206)","159,286","(+/-7,847)","144,185","(+/-8,745)","174,009","(+/-4,459)","176,180","(+/-7,096)","160,177","(+/-3,182)","142,086","(+/-5,552)","175,271","(+/-5,608)","161,545","(+/-4,681)","171,172","(+/-5,323)","154,312","(+/-4,138)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","6,272","(+/-1,466)","9,824","(+/-2,363)","6,249","(+/-1,403)","5,515","(+/-1,646)","5,572","(+/-1,832)","4,974","(+/-1,659)","7,299","(+/-1,885)","5,613","(+/-1,511)","4,205","(+/-1,177)","7,405","(+/-1,734)","6,152","(+/-1,543)","10,239","(+/-1,441)","5,924","(+/-1,313)","8,784","(+/-1,820)","8,129","(+/-1,603)","6,964","(+/-1,517)","9,909","(+/-2,059)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","439,442","(+/-14,096)","404,828","(+/-10,419)","461,021","(+/-14,513)","438,986","(+/-12,829)","493,217","(+/-11,985)","422,130","(+/-9,457)","501,422","(+/-16,203)","443,900","(+/-9,344)","452,704","(+/-13,145)","430,928","(+/-5,627)","461,606","(+/-8,773)","418,173","(+/-4,230)","441,464","(+/-7,872)","462,044","(+/-7,538)","416,107","(+/-6,551)","428,547","(+/-6,412)","421,678","(+/-5,461)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","53,179","(+/-4,653)","53,798","(+/-4,719)","41,912","(+/-3,987)","34,506","(+/-3,439)","27,888","(+/-3,501)","34,124","(+/-4,057)","58,581","(+/-6,605)","33,511","(+/-3,006)","36,910","(+/-4,597)","35,689","(+/-3,767)","35,151","(+/-3,930)","61,501","(+/-3,855)","57,054","(+/-4,072)","42,545","(+/-3,754)","51,001","(+/-3,073)","40,454","(+/-3,326)","58,050","(+/-4,486)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","131,463","(+/-5,633)","132,396","(+/-6,048)","102,134","(+/-6,691)","98,198","(+/-6,057)","110,579","(+/-6,311)","147,260","(+/-5,993)","100,637","(+/-7,625)","123,381","(+/-5,570)","135,353","(+/-6,806)","123,051","(+/-3,709)","117,816","(+/-5,655)","146,355","(+/-2,171)","130,599","(+/-3,635)","108,887","(+/-3,651)","149,310","(+/-3,047)","147,140","(+/-4,086)","136,604","(+/-3,497)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","49,174","(+/-4,085)","49,486","(+/-4,154)","30,698","(+/-3,307)","30,258","(+/-2,987)","30,475","(+/-2,784)","39,513","(+/-3,204)","34,762","(+/-3,119)","36,034","(+/-2,938)","39,425","(+/-3,790)","32,783","(+/-2,723)","29,600","(+/-2,767)","54,189","(+/-2,370)","43,970","(+/-2,688)","34,494","(+/-2,723)","47,974","(+/-2,682)","42,813","(+/-2,571)","47,598","(+/-2,563)"
People,"Residence 1 Year Ago","Population 1 year and over","743,484","(+/-21,597)","712,356","(+/-16,620)","712,403","(+/-21,158)","697,412","(+/-18,269)","746,540","(+/-16,050)","718,583","(+/-11,758)","726,428","(+/-23,123)","723,658","(+/-11,096)","735,158","(+/-16,954)","739,903","(+/-8,036)","754,857","(+/-11,646)","743,340","(+/-5,131)","717,079","(+/-10,679)","747,971","(+/-8,468)","737,920","(+/-9,506)","748,268","(+/-10,549)","721,831","(+/-7,523)"
People,"Residence 1 Year Ago","Same house","679,870","(+/-21,486)","645,869","(+/-16,470)","629,425","(+/-21,844)","652,852","(+/-18,013)","629,750","(+/-15,662)","652,022","(+/-12,743)","608,103","(+/-24,429)","659,270","(+/-14,058)","643,619","(+/-16,180)","664,841","(+/-11,077)","681,398","(+/-12,435)","655,043","(+/-8,134)","619,992","(+/-10,702)","678,358","(+/-10,140)","668,316","(+/-10,008)","687,125","(+/-11,926)","627,103","(+/-8,342)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","63,614","(+/-8,161)","66,487","(+/-8,052)","82,978","(+/-9,384)","44,560","(+/-5,332)","116,790","(+/-9,733)","66,561","(+/-6,797)","118,325","(+/-12,187)","64,388","(+/-7,664)","91,539","(+/-8,462)","75,062","(+/-8,428)","73,459","(+/-6,360)","88,297","(+/-7,534)","97,087","(+/-6,110)","69,613","(+/-7,064)","69,604","(+/-5,940)","61,143","(+/-6,496)","94,728","(+/-6,265)"
People,"Residence 1 Year Ago","Different house in the U.S.","59,155","(+/-7,785)","63,102","(+/-7,762)","69,295","(+/-7,740)","41,377","(+/-4,974)","110,011","(+/-9,193)","64,062","(+/-6,449)","109,282","(+/-12,013)","54,893","(+/-6,628)","83,089","(+/-7,695)","65,515","(+/-7,089)","67,189","(+/-5,874)","86,592","(+/-7,508)","91,565","(+/-6,027)","64,080","(+/-5,909)","66,880","(+/-5,880)","59,145","(+/-6,123)","91,141","(+/-6,197)"
People,"Residence 1 Year Ago","Same county","42,007","(+/-7,163)","44,630","(+/-6,216)","46,071","(+/-5,529)","34,562","(+/-4,518)","80,944","(+/-7,932)","40,602","(+/-5,970)","75,607","(+/-9,720)","33,138","(+/-5,967)","57,918","(+/-6,878)","35,119","(+/-5,860)","27,320","(+/-4,610)","46,473","(+/-6,049)","54,604","(+/-6,516)","27,371","(+/-5,205)","34,000","(+/-4,880)","33,220","(+/-5,421)","46,858","(+/-4,587)"
People,"Residence 1 Year Ago","Different county","17,148","(+/-2,758)","18,472","(+/-3,513)","23,224","(+/-5,006)","6,815","(+/-2,409)","29,067","(+/-4,001)","23,460","(+/-3,744)","33,675","(+/-5,824)","21,755","(+/-3,159)","25,171","(+/-3,674)","30,396","(+/-4,099)","39,869","(+/-4,162)","40,119","(+/-3,791)","36,961","(+/-4,161)","36,709","(+/-4,117)","32,880","(+/-3,193)","25,925","(+/-2,882)","44,283","(+/-4,629)"
People,"Residence 1 Year Ago","Same state","8,604","(+/-2,104)","9,404","(+/-1,777)","10,482","(+/-2,785)","3,532","(+/-1,897)","9,558","(+/-2,229)","16,264","(+/-3,061)","8,036","(+/-2,543)","16,885","(+/-3,055)","7,931","(+/-2,076)","13,504","(+/-2,467)","31,474","(+/-4,242)","26,382","(+/-2,786)","20,203","(+/-2,617)","27,868","(+/-3,520)","25,534","(+/-2,738)","17,597","(+/-2,058)","28,913","(+/-3,478)"
People,"Residence 1 Year Ago","Different state","8,544","(+/-1,896)","9,068","(+/-3,045)","12,742","(+/-3,822)","3,283","(+/-1,279)","19,509","(+/-3,031)","7,196","(+/-2,044)","25,639","(+/-5,470)","4,870","(+/-1,248)","17,240","(+/-2,754)","16,892","(+/-2,902)","8,395","(+/-2,176)","13,737","(+/-2,405)","16,758","(+/-3,100)","8,841","(+/-2,316)","7,346","(+/-1,584)","8,328","(+/-2,110)","15,370","(+/-2,847)"
People,"Residence 1 Year Ago",Abroad,"4,459","(+/-1,974)","3,385","(+/-2,261)","13,683","(+/-4,848)","3,183","(+/-1,272)","6,779","(+/-2,721)","2,499","(+/-1,017)","9,043","(+/-3,064)","9,495","(+/-3,420)","8,450","(+/-4,203)","9,547","(+/-3,263)","6,270","(+/-2,320)","1,705",(+/-899),"5,522","(+/-2,018)","5,533","(+/-2,867)","2,724","(+/-1,052)","1,998","(+/-1,235)","3,587","(+/-1,898)"
Workers,"Employment Status","Population 16 years and over","598,471","(+/-15,537)","569,099","(+/-12,421)","588,851","(+/-17,440)","570,803","(+/-15,529)","627,426","(+/-13,154)","592,576","(+/-9,724)","618,685","(+/-18,462)","591,537","(+/-11,693)","617,719","(+/-13,823)","594,637","(+/-6,611)","607,213","(+/-9,220)","607,890","(+/-4,673)","601,398","(+/-7,983)","603,646","(+/-7,654)","605,153","(+/-7,207)","604,639","(+/-8,092)","592,436","(+/-6,306)"
Workers,"Employment Status","In labor force","375,133","(+/-14,113)","343,616","(+/-8,791)","409,655","(+/-13,718)","375,406","(+/-12,240)","461,854","(+/-12,118)","384,730","(+/-8,888)","428,655","(+/-14,070)","410,020","(+/-9,996)","410,351","(+/-11,934)","404,494","(+/-7,379)","421,930","(+/-8,877)","352,359","(+/-6,286)","360,729","(+/-7,435)","410,765","(+/-7,972)","364,322","(+/-7,803)","388,020","(+/-7,040)","363,075","(+/-7,047)"
Workers,"Employment Status","Civilian labor force","374,075","(+/-13,902)","343,612","(+/-8,790)","409,584","(+/-13,685)","375,108","(+/-12,207)","461,768","(+/-12,135)","384,608","(+/-8,881)","428,655","(+/-14,070)","409,448","(+/-10,002)","410,351","(+/-11,934)","393,070","(+/-7,592)","421,167","(+/-8,995)","348,670","(+/-6,248)","357,609","(+/-7,403)","410,516","(+/-7,986)","364,013","(+/-7,859)","387,807","(+/-6,980)","362,600","(+/-7,053)"
Workers,"Employment Status",Employed,"342,015","(+/-13,111)","322,025","(+/-9,154)","389,127","(+/-13,292)","353,986","(+/-12,493)","448,560","(+/-12,128)","368,386","(+/-8,854)","394,953","(+/-13,768)","395,286","(+/-10,279)","393,399","(+/-12,032)","375,777","(+/-8,265)","407,143","(+/-8,998)","334,813","(+/-6,450)","341,437","(+/-7,457)","392,872","(+/-8,246)","351,458","(+/-8,023)","373,526","(+/-6,704)","344,367","(+/-7,036)"
Workers,"Employment Status",Unemployed,"32,060","(+/-3,764)","21,587","(+/-2,847)","20,457","(+/-3,072)","21,122","(+/-3,136)","13,208","(+/-2,126)","16,222","(+/-2,615)","33,702","(+/-4,977)","14,162","(+/-2,686)","16,952","(+/-2,230)","17,293","(+/-2,544)","14,024","(+/-2,290)","13,857","(+/-2,092)","16,172","(+/-2,747)","17,644","(+/-2,363)","12,555","(+/-1,786)","14,281","(+/-1,926)","18,233","(+/-2,702)"
Workers,"Employment Status","Armed Forces","1,058",(+/-956),4,(+/-9),71,(+/-124),298,(+/-326),86,(+/-141),122,(+/-143),0,(+/-206),572,(+/-548),0,(+/-206),"11,424","(+/-1,188)",763,(+/-751),"3,689",(+/-999),"3,120","(+/-1,669)",249,(+/-240),309,(+/-246),213,(+/-201),475,(+/-448)
Workers,"Employment Status","Not in labor force","223,338","(+/-8,561)","225,483","(+/-9,519)","179,196","(+/-9,792)","195,397","(+/-8,461)","165,572","(+/-6,985)","207,846","(+/-7,441)","190,030","(+/-9,271)","181,517","(+/-5,540)","207,368","(+/-8,931)","190,143","(+/-6,439)","185,283","(+/-8,494)","255,531","(+/-5,881)","240,669","(+/-6,869)","192,881","(+/-6,273)","240,831","(+/-5,541)","216,619","(+/-6,961)","229,361","(+/-6,034)"
Workers,"Employment Status","Civilian labor force","374,075","(+/-13,902)","343,612","(+/-8,790)","409,584","(+/-13,685)","375,108","(+/-12,207)","461,768","(+/-12,135)","384,608","(+/-8,881)","428,655","(+/-14,070)","409,448","(+/-10,002)","410,351","(+/-11,934)","393,070","(+/-7,592)","421,167","(+/-8,995)","348,670","(+/-6,248)","357,609","(+/-7,403)","410,516","(+/-7,986)","364,013","(+/-7,859)","387,807","(+/-6,980)","362,600","(+/-7,053)"
Workers,"Employment Status","Unemployment Rate",8.6,(+/-0.9),6.3,(+/-0.8),5.0,(+/-0.7),5.6,(+/-0.9),2.9,(+/-0.5),4.2,(+/-0.7),7.9,(+/-1.1),3.5,(+/-0.7),4.1,(+/-0.6),4.4,(+/-0.7),3.3,(+/-0.5),4.0,(+/-0.6),4.5,(+/-0.8),4.3,(+/-0.6),3.4,(+/-0.5),3.7,(+/-0.5),5.0,(+/-0.7)
Workers,"Commuting to Work","Workers 16 years and over","335,244","(+/-13,640)","313,369","(+/-9,250)","380,566","(+/-13,382)","348,005","(+/-12,410)","439,947","(+/-12,336)","360,071","(+/-8,513)","386,184","(+/-14,042)","389,369","(+/-9,957)","384,685","(+/-11,526)","379,178","(+/-8,162)","402,624","(+/-8,765)","332,412","(+/-6,608)","338,736","(+/-7,546)","384,472","(+/-8,487)","346,714","(+/-8,044)","369,068","(+/-6,707)","338,152","(+/-6,857)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","221,902","(+/-9,727)","223,491","(+/-8,031)","228,195","(+/-9,761)","206,102","(+/-8,591)","199,335","(+/-9,111)","248,491","(+/-7,852)","153,349","(+/-9,150)","284,076","(+/-9,463)","207,786","(+/-9,343)","245,857","(+/-7,768)","275,097","(+/-7,804)","265,783","(+/-6,497)","258,827","(+/-7,130)","284,670","(+/-8,210)","273,377","(+/-7,696)","291,114","(+/-7,155)","257,814","(+/-6,202)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","26,107","(+/-4,328)","28,808","(+/-3,942)","36,923","(+/-4,955)","42,544","(+/-4,581)","22,019","(+/-3,120)","25,488","(+/-3,781)","30,903","(+/-5,245)","37,231","(+/-5,106)","25,162","(+/-3,748)","34,874","(+/-4,051)","28,800","(+/-3,286)","27,498","(+/-2,786)","23,522","(+/-2,867)","36,959","(+/-5,319)","27,384","(+/-3,225)","28,162","(+/-3,008)","32,034","(+/-3,356)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","33,726","(+/-4,443)","19,441","(+/-2,841)","42,701","(+/-4,136)","42,971","(+/-6,108)","77,358","(+/-5,252)","19,295","(+/-2,262)","67,606","(+/-7,662)","9,387","(+/-1,882)","51,177","(+/-5,032)","13,994","(+/-2,320)","12,745","(+/-2,090)","1,243",(+/-554),"6,440","(+/-1,842)","6,747","(+/-1,300)",841,(+/-440),"1,254",(+/-494),"3,980","(+/-1,132)"
Workers,"Commuting to Work",Walked,"8,202","(+/-1,319)","7,790","(+/-2,005)","8,425","(+/-1,889)","11,497","(+/-2,441)","18,719","(+/-2,953)","5,899","(+/-1,645)","44,016","(+/-5,188)","4,051","(+/-1,340)","16,757","(+/-2,683)","7,739","(+/-1,516)","6,389","(+/-1,570)","5,744","(+/-1,119)","10,163","(+/-1,899)","3,582","(+/-1,139)","9,978","(+/-1,681)","4,521","(+/-1,050)","9,832","(+/-1,517)"
Workers,"Commuting to Work","Other means","7,648","(+/-1,784)","6,046","(+/-2,097)","10,950","(+/-2,202)","5,013","(+/-1,480)","11,975","(+/-1,823)","6,870","(+/-1,852)","16,014","(+/-3,541)","6,110","(+/-1,254)","9,217","(+/-2,068)","6,791","(+/-1,759)","6,142","(+/-1,469)","4,650",(+/-917),"4,617","(+/-1,039)","5,812","(+/-1,385)","4,225",(+/-976),"4,199","(+/-1,184)","4,661","(+/-1,158)"
Workers,"Commuting to Work","Worked from home","37,659","(+/-4,334)","27,793","(+/-2,768)","53,372","(+/-3,986)","39,878","(+/-4,483)","110,541","(+/-6,794)","54,028","(+/-4,058)","74,296","(+/-7,430)","48,514","(+/-3,944)","74,586","(+/-5,140)","69,923","(+/-4,481)","73,451","(+/-5,715)","27,494","(+/-2,739)","35,167","(+/-3,694)","46,702","(+/-3,412)","30,909","(+/-2,377)","39,818","(+/-3,211)","29,831","(+/-2,791)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",33.1,(+/-1.0),30.4,(+/-0.9),31.5,(+/-0.8),32.0,(+/-1.1),32.3,(+/-0.7),30.6,(+/-0.8),29.8,(+/-1.1),28.0,(+/-0.7),30.8,(+/-0.8),28.9,(+/-0.9),29.7,(+/-0.8),24.2,(+/-0.7),21.5,(+/-0.7),29.7,(+/-0.9),22.0,(+/-0.5),23.3,(+/-0.6),20.0,(+/-0.6)
Workers,Occupation,"Civilian employed population 16 years and over","342,015","(+/-13,111)","322,025","(+/-9,154)","389,127","(+/-13,292)","353,986","(+/-12,493)","448,560","(+/-12,128)","368,386","(+/-8,854)","394,953","(+/-13,768)","395,286","(+/-10,279)","393,399","(+/-12,032)","375,777","(+/-8,265)","407,143","(+/-8,998)","334,813","(+/-6,450)","341,437","(+/-7,457)","392,872","(+/-8,246)","351,458","(+/-8,023)","373,526","(+/-6,704)","344,367","(+/-7,036)"
Workers,Occupation,"Management, business, science, and arts occupations","135,085","(+/-7,076)","109,160","(+/-7,355)","160,282","(+/-8,213)","112,772","(+/-6,300)","287,276","(+/-9,125)","177,607","(+/-7,406)","212,630","(+/-10,439)","167,016","(+/-7,572)","217,077","(+/-9,345)","178,350","(+/-7,286)","194,031","(+/-6,116)","124,593","(+/-4,637)","139,438","(+/-6,106)","150,647","(+/-5,583)","132,539","(+/-6,636)","153,859","(+/-5,445)","119,423","(+/-5,051)"
Workers,Occupation,"Service occupations","67,075","(+/-5,984)","55,619","(+/-4,991)","63,955","(+/-5,619)","68,690","(+/-6,031)","41,674","(+/-4,970)","49,181","(+/-3,608)","60,080","(+/-7,155)","58,533","(+/-5,462)","57,614","(+/-6,520)","51,958","(+/-4,469)","52,393","(+/-5,209)","59,313","(+/-3,051)","64,292","(+/-4,441)","62,117","(+/-4,465)","59,304","(+/-3,619)","53,983","(+/-3,524)","65,008","(+/-3,793)"
Workers,Occupation,"Sales and office occupations","68,012","(+/-5,859)","64,450","(+/-5,110)","74,063","(+/-5,578)","62,204","(+/-5,160)","77,256","(+/-5,523)","73,314","(+/-5,093)","65,197","(+/-5,120)","81,108","(+/-5,532)","70,796","(+/-5,229)","73,231","(+/-4,515)","83,201","(+/-4,991)","59,718","(+/-3,250)","67,393","(+/-4,605)","82,546","(+/-3,973)","66,712","(+/-3,033)","72,195","(+/-3,174)","65,428","(+/-3,475)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","22,802","(+/-3,002)","22,913","(+/-2,530)","28,185","(+/-3,731)","34,142","(+/-3,428)","15,067","(+/-2,388)","24,377","(+/-2,949)","16,899","(+/-3,120)","23,650","(+/-2,990)","13,394","(+/-1,918)","22,583","(+/-2,681)","25,255","(+/-2,872)","36,386","(+/-2,741)","22,735","(+/-2,473)","28,722","(+/-3,095)","35,005","(+/-2,825)","32,567","(+/-2,809)","26,224","(+/-2,302)"
Workers,Occupation,"Production, transportation, and material moving occupations","49,041","(+/-5,111)","69,883","(+/-5,101)","62,642","(+/-4,653)","76,178","(+/-6,368)","27,287","(+/-3,800)","43,907","(+/-4,233)","40,147","(+/-4,612)","64,979","(+/-5,042)","34,518","(+/-4,743)","49,655","(+/-4,317)","52,263","(+/-4,020)","54,803","(+/-3,305)","47,579","(+/-3,718)","68,840","(+/-4,232)","57,898","(+/-3,142)","60,922","(+/-4,602)","68,284","(+/-4,448)"
Workers,Industry,"Civilian employed population 16 years and over","342,015","(+/-13,111)","322,025","(+/-9,154)","389,127","(+/-13,292)","353,986","(+/-12,493)","448,560","(+/-12,128)","368,386","(+/-8,854)","394,953","(+/-13,768)","395,286","(+/-10,279)","393,399","(+/-12,032)","375,777","(+/-8,265)","407,143","(+/-8,998)","334,813","(+/-6,450)","341,437","(+/-7,457)","392,872","(+/-8,246)","351,458","(+/-8,023)","373,526","(+/-6,704)","344,367","(+/-7,036)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","2,504","(+/-1,150)","3,577",(+/-953),929,(+/-346),433,(+/-318),565,(+/-292),832,(+/-401),688,(+/-543),"1,751",(+/-827),"1,166",(+/-643),"1,351",(+/-645),"2,117",(+/-587),"13,342","(+/-2,003)","3,775",(+/-941),"3,865","(+/-1,039)","16,577","(+/-1,546)","9,103","(+/-1,670)","5,050","(+/-1,119)"
