Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Accommodation and food services","24,480",G,"26,036",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","8,113",G,"9,225",G
Business,"Paid employees for pay period including March 12","Industries not classified",15,J,23,G
Business,"Annual payroll ($1,000)","Total for all sectors","12,130,624",G,"13,111,984",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","1,228",H,"7,120",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","6,304",G,"4,938",J
Business,"Annual payroll ($1,000)",Utilities,"119,372",J,"43,553",G
Business,"Annual payroll ($1,000)",Construction,"821,420",G,"778,883",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,244,222",G,"1,462,875",G
Business,"Annual payroll ($1,000)","Wholesale trade","727,050",G,"868,761",H
Business,"Annual payroll ($1,000)","Retail trade","732,902",G,"1,071,216",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","243,694",G,"331,005",G
Business,"Annual payroll ($1,000)",Information,"148,259",G,"381,236",H
Business,"Annual payroll ($1,000)","Finance and insurance","1,779,442",H,"1,466,398",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","171,791",G,"162,082",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","908,439",G,"974,401",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","480,868",H,"481,681",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","541,297",G,"634,817",G
Business,"Annual payroll ($1,000)","Educational services","979,983",H,"366,368",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,082,164",G,"2,784,934",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","119,736",G,"156,811",G
Business,"Annual payroll ($1,000)","Accommodation and food services","688,935",G,"718,915",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","333,094",G,"415,435",G
Business,"Annual payroll ($1,000)","Industries not classified",424,G,555,J
Business,"Total Establishments","Total for all sectors","13,588",X,"15,477",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",14,X,25,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",6,X,7,X
Business,"Total Establishments",Utilities,21,X,23,X
Business,"Total Establishments",Construction,"1,571",X,"1,902",X
Business,"Total Establishments",Manufacturing,605,X,601,X
Business,"Total Establishments","Wholesale trade",557,X,650,X
Business,"Total Establishments","Retail trade","1,646",X,"1,942",X
Business,"Total Establishments","Transportation and warehousing",396,X,430,X
Business,"Total Establishments",Information,179,X,227,X
Business,"Total Establishments","Finance and insurance",630,X,806,X
Business,"Total Establishments","Real estate and rental and leasing",620,X,642,X
Business,"Total Establishments","Professional, scientific, and technical services","1,348",X,"1,641",X
Business,"Total Establishments","Management of companies and enterprises",66,X,76,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",804,X,"1,085",X
Business,"Total Establishments","Educational services",219,X,219,X
Business,"Total Establishments","Health care and social assistance","1,578",X,"1,566",X
Business,"Total Establishments","Arts, entertainment, and recreation",296,X,327,X
Business,"Total Establishments","Accommodation and food services","1,531",X,"1,700",X
Business,"Total Establishments","Other services (except public administration)","1,488",X,"1,600",X
Business,"Total Establishments","Industries not classified",13,X,8,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
