Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","3,528",(+/-893),"6,251",(+/-900),"12,279","(+/-1,216)","2,396",(+/-825),"4,937","(+/-1,214)","9,506","(+/-1,327)","12,600","(+/-1,171)","8,448","(+/-1,334)"
Workers,Industry,Construction,"21,978","(+/-2,809)","22,867","(+/-2,143)","26,813","(+/-1,893)","15,863","(+/-2,073)","27,984","(+/-2,715)","27,225","(+/-2,513)","30,473","(+/-2,451)","25,885","(+/-2,130)"
Workers,Industry,Manufacturing,"74,814","(+/-4,021)","45,312","(+/-3,428)","57,803","(+/-2,996)","57,765","(+/-3,693)","76,121","(+/-4,303)","95,244","(+/-4,149)","64,262","(+/-2,899)","83,799","(+/-4,439)"
Workers,Industry,"Wholesale trade","9,664","(+/-1,794)","5,961","(+/-1,102)","7,573","(+/-1,203)","6,669","(+/-1,550)","9,733","(+/-1,494)","8,391","(+/-1,475)","7,113",(+/-988),"10,177","(+/-1,649)"
Workers,Industry,"Retail trade","44,003","(+/-3,865)","41,122","(+/-3,389)","47,036","(+/-3,021)","37,754","(+/-3,995)","45,493","(+/-3,396)","38,255","(+/-3,052)","39,701","(+/-2,659)","39,072","(+/-3,634)"
Workers,Industry,"Transportation and warehousing, and utilities","25,775","(+/-2,950)","12,064","(+/-1,794)","21,444","(+/-2,285)","17,390","(+/-2,573)","16,246","(+/-1,871)","16,811","(+/-1,733)","20,196","(+/-1,748)","21,243","(+/-2,303)"
Workers,Industry,Information,"3,408",(+/-985),"8,561","(+/-1,763)","4,849","(+/-1,039)","5,078","(+/-1,354)","4,692","(+/-1,101)","2,750",(+/-601),"3,650",(+/-629),"4,185","(+/-1,082)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","21,279","(+/-2,505)","25,367","(+/-2,538)","20,829","(+/-2,178)","19,911","(+/-2,424)","31,255","(+/-2,571)","20,742","(+/-2,133)","19,850","(+/-1,568)","23,888","(+/-1,821)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","36,987","(+/-3,119)","68,255","(+/-4,232)","25,904","(+/-2,057)","40,935","(+/-3,180)","41,748","(+/-3,731)","32,365","(+/-2,657)","23,983","(+/-1,880)","31,192","(+/-2,864)"
Workers,Industry,"Educational services, and health care and social assistance","79,556","(+/-5,010)","116,682","(+/-4,394)","89,126","(+/-3,895)","95,218","(+/-4,604)","89,372","(+/-4,147)","74,947","(+/-3,604)","87,447","(+/-3,061)","81,135","(+/-3,871)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","27,600","(+/-2,547)","29,958","(+/-3,155)","30,538","(+/-2,507)","31,473","(+/-2,726)","23,758","(+/-3,091)","24,273","(+/-2,158)","24,860","(+/-2,196)","26,942","(+/-2,837)"
Workers,Industry,"Other services, except public administration","14,688","(+/-2,449)","18,090","(+/-2,472)","15,324","(+/-1,847)","15,202","(+/-2,019)","16,410","(+/-2,265)","15,118","(+/-1,443)","17,367","(+/-1,529)","15,988","(+/-2,086)"
Workers,Industry,"Public administration","12,326","(+/-2,020)","19,772","(+/-2,154)","15,091","(+/-1,526)","10,297","(+/-1,661)","12,615","(+/-2,200)","14,448","(+/-1,626)","14,731","(+/-1,391)","11,477","(+/-1,692)"
Workers,"Class of Worker","Civilian employed population 16 years and over","375,606","(+/-6,557)","420,262","(+/-6,029)","374,609","(+/-4,567)","355,951","(+/-7,212)","400,364","(+/-5,531)","380,075","(+/-4,407)","366,233","(+/-5,263)","383,431","(+/-4,990)"
Workers,"Class of Worker","Private wage and salary workers","314,655","(+/-6,839)","322,094","(+/-6,204)","302,631","(+/-5,103)","303,090","(+/-7,145)","342,549","(+/-6,581)","317,166","(+/-4,988)","290,308","(+/-5,256)","322,315","(+/-5,686)"
Workers,"Class of Worker","Government workers","44,422","(+/-3,991)","78,851","(+/-4,354)","50,696","(+/-3,440)","39,962","(+/-2,717)","41,741","(+/-3,333)","43,927","(+/-3,177)","48,842","(+/-2,728)","43,030","(+/-3,299)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","15,808","(+/-2,190)","18,583","(+/-2,611)","20,467","(+/-1,893)","11,858","(+/-1,792)","15,659","(+/-1,443)","18,526","(+/-1,906)","26,230","(+/-2,010)","17,735","(+/-2,004)"
Workers,"Class of Worker","Unpaid family workers",721,(+/-372),734,(+/-319),815,(+/-285),"1,041",(+/-681),415,(+/-273),456,(+/-261),853,(+/-354),351,(+/-155)
Housing,"Housing Occupancy","Total housing units","326,366","(+/-3,244)","346,601","(+/-1,466)","338,840","(+/-1,636)","332,399","(+/-3,285)","323,383","(+/-2,513)","340,672","(+/-1,139)","425,605","(+/-1,564)","353,522",(+/-777)
Housing,"Housing Occupancy","Occupied housing units","301,396","(+/-4,182)","331,538","(+/-2,686)","305,714","(+/-2,619)","299,754","(+/-4,384)","307,864","(+/-3,699)","310,947","(+/-2,881)","326,727","(+/-3,535)","311,599","(+/-2,817)"
Housing,"Housing Occupancy","Vacant housing units","24,970","(+/-3,337)","15,063","(+/-2,240)","33,126","(+/-2,501)","32,645","(+/-2,967)","15,519","(+/-2,488)","29,725","(+/-2,942)","98,878","(+/-3,288)","41,923","(+/-2,679)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.4,(+/-0.3),0.8,(+/-0.5),0.5,(+/-0.3),0.6,(+/-0.4),0.6,(+/-0.3),0.5,(+/-0.3),0.2,(+/-0.1),0.7,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",4.7,(+/-1.4),2.6,(+/-0.9),3.8,(+/-1.2),7.3,(+/-1.2),4.1,(+/-1.4),5.8,(+/-2.0),4.7,(+/-1.5),2.0,(+/-1.0)
Housing,"Housing Tenure","Occupied housing units","301,396","(+/-4,182)","331,538","(+/-2,686)","305,714","(+/-2,619)","299,754","(+/-4,384)","307,864","(+/-3,699)","310,947","(+/-2,881)","326,727","(+/-3,535)","311,599","(+/-2,817)"
Housing,"Housing Tenure",Owner-occupied,"205,753","(+/-4,190)","198,086","(+/-3,769)","214,492","(+/-3,793)","144,390","(+/-3,836)","228,775","(+/-3,928)","223,552","(+/-3,257)","256,139","(+/-4,230)","223,561","(+/-3,436)"
Housing,"Housing Tenure",Renter-occupied,"95,643","(+/-3,912)","133,452","(+/-3,934)","91,222","(+/-3,341)","155,364","(+/-4,643)","79,089","(+/-3,928)","87,395","(+/-3,503)","70,588","(+/-3,424)","88,038","(+/-3,198)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.52,(+/-0.05),2.49,(+/-0.03),2.46,(+/-0.03),2.59,(+/-0.06),2.58,(+/-0.03),2.49,(+/-0.03),2.36,(+/-0.03),2.49,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.07,(+/-0.08),1.77,(+/-0.05),2.00,(+/-0.06),2.12,(+/-0.06),1.85,(+/-0.07),1.82,(+/-0.06),1.84,(+/-0.06),1.93,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units","301,396","(+/-4,182)","331,538","(+/-2,686)","305,714","(+/-2,619)","299,754","(+/-4,384)","307,864","(+/-3,699)","310,947","(+/-2,881)","326,727","(+/-3,535)","311,599","(+/-2,817)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","68,918","(+/-4,163)","107,535","(+/-4,219)","74,449","(+/-3,679)","95,230","(+/-4,751)","65,731","(+/-3,763)","66,026","(+/-3,204)","59,079","(+/-3,099)","69,427","(+/-3,702)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","54,551","(+/-3,632)","57,633","(+/-3,832)","52,029","(+/-3,488)","62,515","(+/-3,829)","52,681","(+/-2,590)","53,139","(+/-3,116)","58,536","(+/-3,150)","53,842","(+/-3,428)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","63,984","(+/-3,845)","66,541","(+/-3,709)","61,733","(+/-3,086)","58,779","(+/-3,757)","69,580","(+/-3,596)","68,990","(+/-2,919)","73,075","(+/-3,041)","69,462","(+/-2,958)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","50,593","(+/-2,998)","47,633","(+/-2,461)","47,665","(+/-2,497)","35,374","(+/-2,376)","52,278","(+/-2,643)","51,628","(+/-2,775)","60,059","(+/-2,577)","52,455","(+/-2,756)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","32,124","(+/-2,653)","26,960","(+/-1,950)","32,200","(+/-1,796)","23,841","(+/-1,969)","34,923","(+/-2,483)","36,400","(+/-2,184)","35,751","(+/-1,903)","33,506","(+/-2,428)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","31,226","(+/-2,033)","25,236","(+/-1,501)","37,638","(+/-2,049)","24,015","(+/-1,926)","32,671","(+/-2,019)","34,764","(+/-2,276)","40,227","(+/-1,943)","32,907","(+/-2,109)"
Housing,Value,"Owner-occupied units","205,753","(+/-4,190)","198,086","(+/-3,769)","214,492","(+/-3,793)","144,390","(+/-3,836)","228,775","(+/-3,928)","223,552","(+/-3,257)","256,139","(+/-4,230)","223,561","(+/-3,436)"
Housing,Value,"Less than $50,000","6,828",(+/-986),"5,431","(+/-1,017)","12,849","(+/-1,304)","6,721","(+/-1,106)","5,865",(+/-982),"9,706","(+/-1,430)","13,731","(+/-1,226)","8,823","(+/-1,394)"
Housing,Value,"$50,000 to $99,999","7,551","(+/-1,483)","3,770",(+/-743),"13,425","(+/-1,286)","11,701","(+/-1,640)","4,283","(+/-1,204)","11,776","(+/-1,658)","21,600","(+/-1,777)","10,531","(+/-1,422)"
Housing,Value,"$100,000 to $149,999","15,968","(+/-2,122)","5,685",(+/-949),"23,603","(+/-1,758)","18,745","(+/-2,266)","6,141","(+/-1,036)","26,192","(+/-2,316)","31,778","(+/-2,044)","22,237","(+/-1,578)"
Housing,Value,"$150,000 to $199,999","30,280","(+/-2,883)","13,840","(+/-1,979)","31,918","(+/-2,220)","27,863","(+/-2,503)","15,214","(+/-1,905)","34,759","(+/-2,283)","37,893","(+/-1,970)","34,018","(+/-2,476)"
Housing,Value,"$200,000 to $299,999","61,056","(+/-3,319)","39,157","(+/-2,204)","58,998","(+/-2,759)","40,894","(+/-3,216)","49,372","(+/-2,738)","60,138","(+/-2,866)","60,860","(+/-2,516)","61,344","(+/-3,068)"
Housing,Value,"$300,000 to $499,999","61,530","(+/-3,256)","80,989","(+/-3,315)","54,344","(+/-2,790)","25,406","(+/-1,904)","97,475","(+/-3,471)","56,212","(+/-2,846)","60,389","(+/-2,555)","63,293","(+/-2,981)"
Housing,Value,"$500,000 to $999,999","20,338","(+/-1,930)","44,265","(+/-2,330)","16,729","(+/-1,501)","9,673","(+/-1,164)","44,919","(+/-2,475)","21,600","(+/-1,622)","25,917","(+/-1,472)","20,135","(+/-1,453)"
Housing,Value,"$1,000,000 or more","2,202",(+/-732),"4,949",(+/-772),"2,626",(+/-632),"3,387",(+/-747),"5,506",(+/-818),"3,169",(+/-724),"3,971",(+/-659),"3,180",(+/-929)
Housing,Value,"Median (dollars)","268,000","(+/-4,533)","363,700","(+/-5,248)","243,800","(+/-5,190)","214,600","(+/-5,156)","357,500","(+/-4,076)","245,000","(+/-4,321)","236,200","(+/-3,793)","256,800","(+/-5,066)"
Housing,"Mortgage Status","Owner-occupied units","205,753","(+/-4,190)","198,086","(+/-3,769)","214,492","(+/-3,793)","144,390","(+/-3,836)","228,775","(+/-3,928)","223,552","(+/-3,257)","256,139","(+/-4,230)","223,561","(+/-3,436)"
Housing,"Mortgage Status","Housing units with a mortgage","131,444","(+/-4,497)","128,343","(+/-4,256)","121,296","(+/-3,291)","95,893","(+/-3,397)","145,735","(+/-4,067)","133,169","(+/-2,942)","143,262","(+/-3,475)","131,795","(+/-3,617)"
Housing,"Mortgage Status","Housing units without a mortgage","74,309","(+/-3,363)","69,743","(+/-2,926)","93,196","(+/-2,836)","48,497","(+/-3,204)","83,040","(+/-2,905)","90,383","(+/-2,770)","112,877","(+/-3,129)","91,766","(+/-3,042)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","131,444","(+/-4,497)","128,343","(+/-4,256)","121,296","(+/-3,291)","95,893","(+/-3,397)","145,735","(+/-4,067)","133,169","(+/-2,942)","143,262","(+/-3,475)","131,795","(+/-3,617)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",552,(+/-336),385,(+/-232),"1,193",(+/-386),71,(+/-86),499,(+/-378),"1,104",(+/-534),"1,623",(+/-404),868,(+/-509)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","14,936","(+/-1,849)","7,874","(+/-1,285)","19,794","(+/-1,874)","10,565","(+/-1,706)","8,215","(+/-1,365)","18,323","(+/-1,708)","28,815","(+/-1,658)","20,476","(+/-2,061)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","41,935","(+/-3,035)","22,216","(+/-2,190)","39,788","(+/-2,294)","29,708","(+/-2,689)","31,375","(+/-2,413)","47,162","(+/-2,707)","47,713","(+/-2,707)","45,583","(+/-2,450)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","36,109","(+/-2,917)","32,349","(+/-2,475)","30,244","(+/-2,243)","28,282","(+/-2,650)","40,572","(+/-2,593)","32,903","(+/-2,244)","32,360","(+/-2,137)","33,890","(+/-2,477)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","20,313","(+/-2,119)","28,724","(+/-2,140)","15,663","(+/-1,643)","12,718","(+/-1,779)","29,335","(+/-2,412)","17,821","(+/-1,723)","16,063","(+/-1,495)","16,062","(+/-1,414)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","9,143","(+/-1,492)","18,012","(+/-2,068)","7,115","(+/-1,079)","5,801","(+/-1,055)","17,298","(+/-1,758)","7,264","(+/-1,013)","7,915",(+/-998),"6,906","(+/-1,199)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","8,456","(+/-1,291)","18,783","(+/-1,890)","7,499","(+/-1,042)","8,748","(+/-1,345)","18,441","(+/-1,988)","8,592","(+/-1,144)","8,773",(+/-989),"8,010","(+/-1,187)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,603",(+/-30),"2,023",(+/-48),"1,498",(+/-28),"1,612",(+/-34),"1,906",(+/-32),"1,500",(+/-28),"1,429",(+/-23),"1,489",(+/-25)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","74,309","(+/-3,363)","69,743","(+/-2,926)","93,196","(+/-2,836)","48,497","(+/-3,204)","83,040","(+/-2,905)","90,383","(+/-2,770)","112,877","(+/-3,129)","91,766","(+/-3,042)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","2,257",(+/-762),"1,313",(+/-467),"3,323",(+/-678),955,(+/-571),847,(+/-346),"2,133",(+/-659),"5,287",(+/-761),"2,670",(+/-605)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","4,713","(+/-1,036)","3,513",(+/-688),"11,590","(+/-1,150)","3,414",(+/-894),"3,917",(+/-731),"9,558","(+/-1,085)","19,182","(+/-1,390)","11,722","(+/-1,206)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","19,600","(+/-2,105)","10,949","(+/-1,220)","32,397","(+/-1,802)","12,729","(+/-1,667)","21,844","(+/-2,220)","31,012","(+/-1,881)","39,758","(+/-1,959)","32,985","(+/-2,179)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","24,215","(+/-1,927)","20,469","(+/-2,057)","25,628","(+/-1,570)","14,909","(+/-1,791)","27,942","(+/-1,792)","24,530","(+/-1,770)","26,873","(+/-1,716)","23,565","(+/-1,863)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","12,151","(+/-1,477)","15,148","(+/-1,441)","10,808","(+/-1,267)","6,165","(+/-1,205)","14,385","(+/-1,886)","12,317","(+/-1,486)","10,437",(+/-823),"10,975","(+/-1,267)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","11,373","(+/-1,554)","18,351","(+/-1,810)","9,450","(+/-1,221)","10,325","(+/-1,361)","14,105","(+/-1,478)","10,833","(+/-1,473)","11,340","(+/-1,181)","9,849","(+/-1,077)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",672,(+/-12),785,(+/-17),596,(+/-10),690,(+/-22),706,(+/-17),616,(+/-11),562,(+/-9),592,(+/-10)
Housing,"Gross Rent","Occupied units paying rent","92,617","(+/-3,873)","129,754","(+/-3,883)","85,406","(+/-3,157)","151,240","(+/-4,800)","76,287","(+/-3,786)","83,582","(+/-3,471)","63,975","(+/-3,382)","84,492","(+/-3,346)"
Housing,"Gross Rent","Less than $500","5,164","(+/-1,083)","4,435","(+/-1,088)","7,219","(+/-1,151)","9,807","(+/-1,751)","3,856","(+/-1,150)","5,904","(+/-1,145)","9,213","(+/-1,140)","6,778","(+/-1,294)"
Housing,"Gross Rent","$500 to $999","32,813","(+/-2,746)","23,012","(+/-2,758)","43,498","(+/-3,262)","54,848","(+/-3,504)","19,569","(+/-2,416)","44,741","(+/-2,884)","27,814","(+/-2,097)","36,550","(+/-2,838)"
Housing,"Gross Rent","$1,000 to $1,499","34,195","(+/-2,619)","54,873","(+/-3,872)","23,260","(+/-2,283)","56,314","(+/-4,776)","30,991","(+/-2,969)","24,812","(+/-2,400)","18,954","(+/-2,308)","29,998","(+/-2,651)"
Housing,"Gross Rent","$1,500 to $1,999","14,469","(+/-2,044)","34,943","(+/-3,417)","8,955","(+/-1,559)","21,491","(+/-2,281)","14,723","(+/-1,794)","4,385","(+/-1,027)","5,810","(+/-1,233)","7,753","(+/-1,500)"
Housing,"Gross Rent","$2,000 to $2,499","4,421",(+/-979),"7,235","(+/-1,552)","1,326",(+/-559),"4,484","(+/-1,033)","3,664",(+/-846),"1,887",(+/-816),"1,295",(+/-625),"1,911",(+/-833)
Housing,"Gross Rent","$2,500 to $2,999",527,(+/-316),"2,095",(+/-911),385,(+/-243),"1,770",(+/-649),"2,211",(+/-686),281,(+/-231),96,(+/-113),228,(+/-207)
Housing,"Gross Rent","$3,000 or more","1,028",(+/-546),"3,161",(+/-940),763,(+/-470),"2,526",(+/-590),"1,273",(+/-495),"1,572",(+/-530),793,(+/-384),"1,274",(+/-619)
Housing,"Gross Rent","Median (dollars)","1,100",(+/-29),"1,327",(+/-30),911,(+/-25),"1,074",(+/-21),"1,190",(+/-26),918,(+/-21),915,(+/-29),987,(+/-26)
Housing,"Gross Rent","No rent paid","3,026",(+/-948),"3,698","(+/-1,302)","5,816","(+/-1,090)","4,124","(+/-1,076)","2,802","(+/-1,150)","3,813",(+/-676),"6,613",(+/-893),"3,546",(+/-800)
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","301,396","(+/-4,182)","331,538","(+/-2,686)","305,714","(+/-2,619)","299,754","(+/-4,384)","307,864","(+/-3,699)","310,947","(+/-2,881)","326,727","(+/-3,535)","311,599","(+/-2,817)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","14,701","(+/-1,877)","14,634","(+/-1,911)","11,145","(+/-1,615)","23,012","(+/-2,722)","11,933","(+/-1,819)","11,915","(+/-1,731)","13,145","(+/-1,345)","12,804","(+/-1,921)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","10,185","(+/-1,767)","8,240","(+/-1,517)","11,181","(+/-1,839)","16,867","(+/-2,172)","6,804","(+/-1,074)","9,078","(+/-1,419)","11,058","(+/-1,305)","8,318","(+/-1,427)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","17,907","(+/-2,416)","18,866","(+/-2,267)","21,991","(+/-2,115)","23,572","(+/-2,768)","17,157","(+/-2,085)","19,034","(+/-2,079)","22,961","(+/-1,906)","20,682","(+/-2,109)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","19,996","(+/-2,372)","21,812","(+/-2,133)","22,064","(+/-1,879)","25,711","(+/-2,648)","15,226","(+/-2,067)","22,538","(+/-2,152)","24,844","(+/-1,942)","19,842","(+/-2,070)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","32,713","(+/-2,840)","32,568","(+/-2,839)","42,583","(+/-2,607)","37,923","(+/-3,043)","25,474","(+/-2,301)","37,074","(+/-2,921)","39,236","(+/-1,938)","36,570","(+/-2,863)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","54,539","(+/-3,573)","56,426","(+/-3,504)","56,172","(+/-2,902)","50,462","(+/-3,755)","47,147","(+/-2,696)","58,741","(+/-3,430)","61,483","(+/-3,001)","55,433","(+/-3,069)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","40,646","(+/-3,338)","44,147","(+/-3,013)","42,421","(+/-2,872)","36,956","(+/-3,316)","43,851","(+/-3,401)","44,435","(+/-2,582)","47,629","(+/-2,423)","43,895","(+/-2,651)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","58,255","(+/-3,940)","63,439","(+/-2,826)","58,392","(+/-3,065)","43,761","(+/-3,384)","63,789","(+/-3,547)","57,558","(+/-3,059)","59,047","(+/-2,383)","65,217","(+/-3,513)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","27,567","(+/-2,702)","35,027","(+/-2,834)","21,219","(+/-1,979)","20,654","(+/-2,262)","35,045","(+/-2,585)","26,492","(+/-1,904)","25,411","(+/-1,841)","25,510","(+/-2,103)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","24,887","(+/-2,196)","36,379","(+/-3,097)","18,546","(+/-1,634)","20,836","(+/-2,097)","41,438","(+/-2,533)","24,082","(+/-1,838)","21,913","(+/-1,767)","23,328","(+/-2,071)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","75,369","(+/-2,478)","82,081","(+/-1,854)","69,286","(+/-2,047)","59,499","(+/-2,130)","91,718","(+/-2,043)","73,636","(+/-1,744)","71,320","(+/-1,439)","75,932","(+/-1,728)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","96,822","(+/-3,011)","108,125","(+/-2,730)","88,519","(+/-2,184)","85,089","(+/-2,440)","119,766","(+/-3,207)","97,205","(+/-2,241)","90,619","(+/-2,158)","96,265","(+/-2,373)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","722,957","(+/-5,885)","743,216","(+/-3,199)","729,495","(+/-5,025)","715,039","(+/-5,554)","742,644","(+/-4,649)","723,180","(+/-3,243)","739,224","(+/-4,919)","735,512","(+/-1,908)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","686,377","(+/-7,333)","715,676","(+/-4,979)","688,477","(+/-5,859)","661,821","(+/-7,212)","724,465","(+/-5,216)","691,672","(+/-4,705)","694,810","(+/-6,001)","703,805","(+/-4,033)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","516,390","(+/-9,595)","608,162","(+/-7,374)","528,926","(+/-7,690)","407,414","(+/-11,048)","606,076","(+/-7,263)","537,231","(+/-8,532)","526,938","(+/-6,991)","527,922","(+/-7,313)"
Socioeconomic,"Health Insurance Coverage","With public coverage","269,244","(+/-9,011)","204,692","(+/-7,213)","272,756","(+/-7,042)","314,411","(+/-11,668)","220,395","(+/-6,174)","260,404","(+/-7,126)","294,413","(+/-5,223)","269,730","(+/-6,791)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","36,580","(+/-5,144)","27,540","(+/-4,119)","41,018","(+/-3,843)","53,218","(+/-4,940)","18,179","(+/-2,724)","31,508","(+/-3,951)","44,414","(+/-3,802)","31,707","(+/-3,452)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","165,541","(+/-3,587)","160,073","(+/-1,994)","163,575","(+/-3,192)","185,357","(+/-3,707)","163,014","(+/-3,308)","158,072","(+/-1,899)","159,850","(+/-2,852)","169,684","(+/-2,120)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","5,191","(+/-2,372)","5,942","(+/-1,834)","11,425","(+/-1,980)","5,702","(+/-1,763)","3,275","(+/-1,241)","6,611","(+/-1,840)","11,629","(+/-1,723)","4,463","(+/-1,096)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.0,(+/-1.0),4.2,(+/-0.8),6.1,(+/-0.7),14.6,(+/-1.3),4.8,(+/-0.8),5.1,(+/-0.9),6.3,(+/-0.7),6.1,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.7,(+/-2.0),6.5,(+/-1.6),10.3,(+/-1.5),23.3,(+/-2.5),6.0,(+/-1.3),8.9,(+/-2.0),10.6,(+/-1.4),9.2,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.3,(+/-4.2),6.8,(+/-3.7),9.2,(+/-3.7),23.2,(+/-6.5),8.3,(+/-5.1),8.2,(+/-4.5),11.5,(+/-3.4),6.7,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.7,(+/-0.8),2.1,(+/-0.5),3.3,(+/-0.5),5.4,(+/-1.2),3.0,(+/-0.6),2.3,(+/-0.5),3.7,(+/-0.6),3.6,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.1,(+/-1.9),2.2,(+/-0.9),4.6,(+/-1.2),7.2,(+/-2.3),1.8,(+/-0.7),2.5,(+/-0.8),4.2,(+/-1.1),3.2,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.8,(+/-4.4),3.3,(+/-3.0),3.0,(+/-1.8),2.0,(+/-2.9),2.7,(+/-3.2),1.6,(+/-1.3),2.7,(+/-1.8),0.5,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",19.7,(+/-3.5),16.2,(+/-4.7),20.5,(+/-3.8),30.7,(+/-3.5),21.5,(+/-5.2),19.2,(+/-5.3),22.0,(+/-3.9),20.8,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",28.5,(+/-5.7),20.9,(+/-6.8),28.3,(+/-5.3),40.2,(+/-4.7),30.4,(+/-7.7),27.2,(+/-7.5),30.6,(+/-5.8),27.4,(+/-5.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.8,(+/-12.9),19.7,(+/-16.0),27.8,(+/-12.6),48.3,(+/-13.7),39.5,(+/-24.7),36.1,(+/-20.9),49.8,(+/-15.0),33.8,(+/-17.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.8,(+/-1.1),9.8,(+/-0.8),11.7,(+/-0.9),19.2,(+/-1.2),6.8,(+/-0.7),8.9,(+/-0.9),9.6,(+/-0.7),8.9,(+/-0.9)
