Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Workers,Occupation,"Management, business, science, and arts occupations","193,619","(+/-6,493)","154,760","(+/-6,051)","195,032","(+/-7,455)","180,426","(+/-7,186)","122,790","(+/-6,433)","142,969","(+/-7,793)","219,658","(+/-8,473)","129,176","(+/-7,506)","165,174","(+/-7,777)","252,206","(+/-11,600)","149,842","(+/-7,500)","344,703","(+/-12,720)","144,240","(+/-8,781)","124,207","(+/-7,217)","76,872","(+/-6,010)","202,031","(+/-7,696)","193,357","(+/-8,034)","162,492","(+/-5,742)","152,955","(+/-6,111)","199,339","(+/-6,096)","133,555","(+/-5,624)","168,406","(+/-6,194)","150,980","(+/-4,570)","134,154","(+/-5,429)","181,119","(+/-5,514)","159,926","(+/-7,131)"
Workers,Occupation,"Service occupations","59,067","(+/-3,979)","70,585","(+/-4,767)","50,827","(+/-4,478)","58,001","(+/-4,807)","94,824","(+/-6,030)","89,604","(+/-5,437)","72,666","(+/-5,946)","86,783","(+/-6,175)","81,448","(+/-5,767)","51,945","(+/-5,316)","76,286","(+/-5,064)","24,517","(+/-3,609)","100,135","(+/-6,777)","93,766","(+/-6,561)","106,516","(+/-8,791)","71,701","(+/-5,804)","57,835","(+/-4,536)","65,210","(+/-4,743)","64,631","(+/-4,021)","60,903","(+/-4,517)","66,188","(+/-4,031)","66,765","(+/-4,091)","61,801","(+/-4,359)","62,748","(+/-3,406)","66,016","(+/-5,137)","66,051","(+/-4,921)"
Workers,Occupation,"Sales and office occupations","83,516","(+/-3,829)","84,397","(+/-5,470)","78,635","(+/-5,542)","80,013","(+/-5,982)","65,512","(+/-4,801)","62,456","(+/-5,046)","68,646","(+/-5,558)","59,199","(+/-5,653)","57,867","(+/-4,258)","55,192","(+/-5,036)","62,232","(+/-4,768)","59,040","(+/-6,461)","54,226","(+/-6,283)","62,208","(+/-5,611)","60,645","(+/-5,868)","64,604","(+/-5,383)","68,898","(+/-4,814)","75,031","(+/-4,463)","63,161","(+/-3,507)","74,259","(+/-4,107)","73,302","(+/-3,966)","70,667","(+/-3,624)","69,404","(+/-4,071)","69,934","(+/-3,812)","71,664","(+/-4,255)","76,433","(+/-4,791)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","29,530","(+/-3,942)","37,263","(+/-3,195)","20,370","(+/-2,712)","26,932","(+/-2,816)","25,648","(+/-2,934)","24,825","(+/-3,712)","19,142","(+/-3,225)","18,580","(+/-3,176)","16,989","(+/-3,009)","11,646","(+/-2,096)","25,959","(+/-3,470)","3,480","(+/-1,821)","14,998","(+/-2,950)","32,118","(+/-4,710)","12,939","(+/-3,118)","23,758","(+/-2,977)","30,959","(+/-3,184)","32,196","(+/-2,810)","29,515","(+/-2,704)","21,581","(+/-2,607)","36,527","(+/-2,527)","21,743","(+/-2,813)","31,701","(+/-2,517)","41,495","(+/-3,287)","23,770","(+/-3,139)","21,903","(+/-2,654)"
Workers,Occupation,"Production, transportation, and material moving occupations","27,878","(+/-3,097)","51,742","(+/-4,639)","27,814","(+/-3,304)","31,033","(+/-3,363)","42,559","(+/-4,134)","35,570","(+/-3,712)","26,210","(+/-3,176)","30,326","(+/-3,516)","30,742","(+/-4,178)","19,441","(+/-2,959)","39,364","(+/-3,802)","9,842","(+/-2,667)","30,186","(+/-4,763)","38,368","(+/-4,654)","36,904","(+/-4,384)","25,765","(+/-3,474)","25,321","(+/-2,917)","41,979","(+/-4,292)","43,333","(+/-3,211)","39,395","(+/-4,175)","48,112","(+/-3,368)","41,932","(+/-3,467)","48,091","(+/-2,753)","52,872","(+/-3,298)","38,776","(+/-3,745)","49,623","(+/-3,632)"
Workers,Industry,"Civilian employed population 16 years and over","393,610","(+/-7,991)","398,747","(+/-8,863)","372,678","(+/-10,943)","376,405","(+/-7,596)","351,333","(+/-11,561)","355,424","(+/-11,739)","406,322","(+/-12,528)","324,064","(+/-11,567)","352,220","(+/-11,142)","390,430","(+/-13,181)","353,683","(+/-9,997)","441,582","(+/-10,724)","343,785","(+/-12,302)","350,667","(+/-14,447)","293,876","(+/-12,008)","387,859","(+/-6,746)","376,370","(+/-7,039)","376,908","(+/-7,669)","353,595","(+/-8,175)","395,477","(+/-6,751)","357,684","(+/-6,370)","369,513","(+/-5,058)","361,977","(+/-7,220)","361,203","(+/-6,173)","381,345","(+/-6,215)","373,936","(+/-8,110)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","1,434",(+/-808),"1,074",(+/-588),333,(+/-293),"1,312",(+/-955),199,(+/-238),474,(+/-548),327,(+/-277),894,(+/-796),259,(+/-267),354,(+/-329),545,(+/-429),347,(+/-498),283,(+/-288),760,(+/-813),219,(+/-260),627,(+/-347),"1,138",(+/-822),"4,283","(+/-1,409)","4,400","(+/-1,130)","1,243",(+/-509),"5,744","(+/-1,204)","3,371",(+/-884),"4,868","(+/-1,041)","11,049","(+/-2,025)","1,295",(+/-435),"1,147",(+/-634)
Workers,Industry,Construction,"30,498","(+/-3,442)","31,153","(+/-3,325)","20,483","(+/-2,542)","23,943","(+/-2,687)","21,727","(+/-3,018)","23,311","(+/-3,667)","18,166","(+/-3,494)","14,838","(+/-3,183)","14,142","(+/-2,899)","11,576","(+/-1,992)","22,747","(+/-3,211)","4,973","(+/-1,810)","11,398","(+/-2,594)","31,133","(+/-4,880)","12,041","(+/-3,114)","24,228","(+/-3,213)","28,846","(+/-3,163)","23,848","(+/-2,775)","22,251","(+/-2,415)","17,531","(+/-2,439)","28,220","(+/-2,251)","18,405","(+/-2,489)","21,543","(+/-2,507)","27,099","(+/-2,596)","17,185","(+/-2,407)","18,007","(+/-2,802)"
Workers,Industry,Manufacturing,"22,363","(+/-2,552)","29,062","(+/-3,046)","13,432","(+/-2,253)","15,565","(+/-2,047)","8,724","(+/-1,765)","11,120","(+/-2,201)","13,805","(+/-2,515)","8,558","(+/-1,652)","8,549","(+/-2,020)","12,112","(+/-2,524)","12,256","(+/-2,034)","14,288","(+/-3,239)","9,914","(+/-3,154)","9,194","(+/-1,918)","10,944","(+/-2,227)","12,458","(+/-2,785)","18,564","(+/-2,202)","23,867","(+/-3,161)","32,415","(+/-2,412)","31,947","(+/-3,113)","34,460","(+/-2,924)","33,845","(+/-2,689)","47,224","(+/-3,121)","47,732","(+/-3,306)","42,076","(+/-3,547)","40,858","(+/-4,049)"
Workers,Industry,"Wholesale trade","8,383","(+/-1,591)","8,957","(+/-1,697)","9,152","(+/-1,944)","6,174","(+/-1,793)","4,406","(+/-1,149)","5,231","(+/-1,192)","4,413","(+/-1,346)","5,055","(+/-1,378)","4,708","(+/-1,160)","5,840","(+/-1,423)","6,634","(+/-1,370)","6,231","(+/-2,081)","4,157","(+/-1,570)","5,354","(+/-1,606)","4,237","(+/-1,360)","7,088","(+/-1,844)","6,331","(+/-1,495)","8,882","(+/-1,551)","7,058","(+/-1,432)","7,915","(+/-1,623)","5,319","(+/-1,017)","5,756","(+/-1,039)","4,815","(+/-1,065)","7,290","(+/-1,195)","7,049","(+/-1,276)","7,594","(+/-1,574)"
Workers,Industry,"Retail trade","36,251","(+/-3,678)","43,696","(+/-4,126)","38,124","(+/-4,050)","35,378","(+/-3,620)","30,632","(+/-3,724)","30,091","(+/-3,735)","36,341","(+/-4,093)","24,012","(+/-3,401)","29,534","(+/-3,590)","27,820","(+/-3,695)","27,421","(+/-3,816)","25,198","(+/-3,821)","28,149","(+/-4,274)","32,055","(+/-4,258)","31,125","(+/-4,177)","29,820","(+/-3,469)","34,948","(+/-3,013)","45,265","(+/-4,425)","35,367","(+/-2,735)","37,334","(+/-3,903)","40,259","(+/-3,437)","40,417","(+/-3,363)","37,267","(+/-2,796)","42,096","(+/-3,449)","39,131","(+/-3,082)","39,210","(+/-3,511)"
Workers,Industry,"Transportation and warehousing, and utilities","19,068","(+/-2,405)","29,991","(+/-3,579)","19,659","(+/-2,403)","23,115","(+/-2,898)","37,013","(+/-3,479)","28,976","(+/-3,342)","22,722","(+/-3,011)","29,315","(+/-3,455)","23,226","(+/-2,766)","10,129","(+/-2,330)","23,706","(+/-2,904)","6,842","(+/-1,941)","21,860","(+/-4,594)","28,079","(+/-4,667)","29,794","(+/-3,902)","20,372","(+/-3,083)","17,554","(+/-2,134)","20,958","(+/-2,809)","15,338","(+/-2,018)","17,872","(+/-2,732)","20,437","(+/-2,611)","19,957","(+/-2,200)","15,916","(+/-2,185)","17,313","(+/-1,717)","16,351","(+/-2,149)","21,938","(+/-2,498)"
Workers,Industry,Information,"7,568","(+/-1,315)","8,267","(+/-1,542)","8,997","(+/-1,468)","9,969","(+/-1,988)","7,380","(+/-1,643)","6,640","(+/-1,431)","24,045","(+/-3,464)","9,403","(+/-1,711)","14,581","(+/-2,605)","25,399","(+/-3,039)","7,355","(+/-1,534)","29,631","(+/-4,186)","13,037","(+/-2,672)","9,084","(+/-1,940)","4,308","(+/-1,413)","9,729","(+/-1,490)","9,256","(+/-1,382)","9,967","(+/-1,587)","6,376","(+/-1,322)","8,387","(+/-1,475)","4,853","(+/-1,036)","6,113","(+/-1,357)","4,463","(+/-1,044)","4,963","(+/-1,069)","7,227","(+/-1,236)","4,522","(+/-1,268)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","32,998","(+/-3,415)","24,824","(+/-2,664)","40,214","(+/-3,278)","35,328","(+/-4,102)","21,851","(+/-2,773)","33,204","(+/-3,606)","38,573","(+/-4,480)","18,701","(+/-2,652)","21,978","(+/-3,299)","58,449","(+/-5,262)","33,264","(+/-3,264)","81,799","(+/-6,542)","23,978","(+/-3,700)","23,104","(+/-2,760)","16,097","(+/-2,567)","36,851","(+/-3,570)","30,297","(+/-3,372)","20,124","(+/-2,622)","17,675","(+/-2,158)","30,277","(+/-2,902)","14,925","(+/-1,597)","23,530","(+/-2,857)","21,408","(+/-2,431)","18,635","(+/-2,141)","20,104","(+/-2,685)","29,128","(+/-2,828)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","55,576","(+/-5,039)","44,806","(+/-4,512)","58,839","(+/-4,073)","47,188","(+/-3,760)","38,742","(+/-3,831)","39,478","(+/-3,761)","87,243","(+/-7,403)","46,130","(+/-4,162)","49,523","(+/-4,530)","93,009","(+/-6,330)","43,727","(+/-3,277)","124,653","(+/-8,395)","43,691","(+/-5,250)","44,696","(+/-4,563)","27,951","(+/-3,861)","54,597","(+/-4,695)","53,842","(+/-3,829)","40,877","(+/-3,464)","37,575","(+/-3,639)","48,309","(+/-4,514)","28,745","(+/-2,313)","39,090","(+/-3,038)","30,193","(+/-2,802)","32,201","(+/-2,536)","47,466","(+/-3,511)","42,093","(+/-3,495)"
Workers,Industry,"Educational services, and health care and social assistance","116,752","(+/-5,222)","109,778","(+/-5,759)","104,348","(+/-5,200)","118,026","(+/-5,569)","120,224","(+/-6,586)","93,978","(+/-6,059)","83,556","(+/-5,554)","109,822","(+/-5,945)","122,776","(+/-6,464)","81,164","(+/-5,366)","110,695","(+/-6,500)","93,857","(+/-6,184)","113,045","(+/-7,747)","93,767","(+/-5,814)","100,123","(+/-6,146)","127,217","(+/-6,612)","115,269","(+/-6,446)","111,559","(+/-5,647)","110,789","(+/-5,448)","106,241","(+/-5,109)","98,261","(+/-3,929)","114,427","(+/-5,032)","106,112","(+/-4,515)","89,719","(+/-4,650)","123,647","(+/-5,420)","105,099","(+/-5,325)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","28,319","(+/-3,552)","27,978","(+/-3,510)","28,842","(+/-3,572)","26,595","(+/-3,263)","26,335","(+/-3,500)","42,910","(+/-4,869)","43,555","(+/-4,611)","25,984","(+/-3,309)","28,606","(+/-4,158)","38,253","(+/-3,836)","29,355","(+/-3,210)","25,399","(+/-3,978)","40,526","(+/-4,624)","39,707","(+/-3,764)","31,979","(+/-4,457)","31,307","(+/-4,344)","25,778","(+/-2,813)","29,449","(+/-4,125)","31,504","(+/-2,964)","29,512","(+/-3,503)","28,017","(+/-3,118)","30,681","(+/-3,091)","32,178","(+/-2,948)","28,268","(+/-2,827)","30,361","(+/-2,942)","30,793","(+/-3,364)"
Workers,Industry,"Other services, except public administration","16,552","(+/-2,439)","19,635","(+/-2,902)","14,841","(+/-2,272)","14,440","(+/-2,557)","17,001","(+/-2,449)","27,469","(+/-3,709)","21,738","(+/-2,978)","15,381","(+/-2,481)","18,557","(+/-2,758)","15,991","(+/-2,845)","16,887","(+/-2,191)","16,093","(+/-3,489)","22,122","(+/-3,902)","18,848","(+/-2,466)","15,690","(+/-2,780)","16,781","(+/-2,567)","18,638","(+/-2,737)","18,074","(+/-2,082)","16,672","(+/-2,120)","18,951","(+/-2,063)","17,531","(+/-1,860)","15,562","(+/-2,219)","17,001","(+/-1,865)","15,031","(+/-1,727)","16,238","(+/-2,259)","16,904","(+/-2,373)"
Workers,Industry,"Public administration","17,848","(+/-2,407)","19,526","(+/-2,627)","15,414","(+/-2,662)","19,372","(+/-2,830)","17,099","(+/-2,138)","12,542","(+/-2,259)","11,838","(+/-2,492)","15,971","(+/-2,853)","15,781","(+/-2,919)","10,334","(+/-1,715)","19,091","(+/-2,237)","12,271","(+/-3,093)","11,625","(+/-2,655)","14,886","(+/-2,524)","9,368","(+/-2,281)","16,784","(+/-2,451)","15,909","(+/-2,354)","19,755","(+/-2,528)","16,175","(+/-1,831)","39,958","(+/-3,392)","30,913","(+/-2,602)","18,359","(+/-2,166)","18,989","(+/-2,069)","19,807","(+/-2,299)","13,215","(+/-2,353)","16,643","(+/-2,263)"
Workers,"Class of Worker","Civilian employed population 16 years and over","393,610","(+/-7,991)","398,747","(+/-8,863)","372,678","(+/-10,943)","376,405","(+/-7,596)","351,333","(+/-11,561)","355,424","(+/-11,739)","406,322","(+/-12,528)","324,064","(+/-11,567)","352,220","(+/-11,142)","390,430","(+/-13,181)","353,683","(+/-9,997)","441,582","(+/-10,724)","343,785","(+/-12,302)","350,667","(+/-14,447)","293,876","(+/-12,008)","387,859","(+/-6,746)","376,370","(+/-7,039)","376,908","(+/-7,669)","353,595","(+/-8,175)","395,477","(+/-6,751)","357,684","(+/-6,370)","369,513","(+/-5,058)","361,977","(+/-7,220)","361,203","(+/-6,173)","381,345","(+/-6,215)","373,936","(+/-8,110)"
Workers,"Class of Worker","Private wage and salary workers","296,882","(+/-8,864)","308,308","(+/-8,094)","293,611","(+/-9,607)","287,501","(+/-7,605)","271,970","(+/-10,261)","286,215","(+/-11,128)","342,026","(+/-10,562)","254,180","(+/-9,380)","274,056","(+/-10,910)","330,670","(+/-11,797)","268,975","(+/-9,107)","377,825","(+/-11,448)","274,179","(+/-11,543)","277,837","(+/-11,240)","241,456","(+/-11,540)","302,784","(+/-7,219)","285,798","(+/-7,374)","291,341","(+/-7,744)","256,038","(+/-6,835)","292,301","(+/-8,654)","253,303","(+/-5,988)","279,138","(+/-6,164)","272,088","(+/-7,057)","273,789","(+/-6,306)","309,591","(+/-7,001)","299,783","(+/-8,160)"
Workers,"Class of Worker","Government workers","75,876","(+/-4,620)","73,814","(+/-4,601)","62,662","(+/-4,552)","70,849","(+/-3,987)","58,467","(+/-3,975)","45,615","(+/-4,440)","40,028","(+/-4,818)","53,190","(+/-4,964)","55,717","(+/-5,648)","33,099","(+/-2,819)","65,632","(+/-4,487)","30,557","(+/-4,213)","45,101","(+/-4,836)","47,538","(+/-4,777)","36,613","(+/-4,122)","63,368","(+/-4,595)","61,332","(+/-3,784)","65,626","(+/-4,493)","72,926","(+/-4,652)","86,447","(+/-4,850)","81,594","(+/-4,146)","71,252","(+/-4,774)","69,178","(+/-3,305)","64,768","(+/-3,502)","53,805","(+/-3,896)","58,421","(+/-4,010)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","20,069","(+/-2,333)","15,928","(+/-2,619)","16,290","(+/-2,162)","17,692","(+/-2,921)","19,800","(+/-2,731)","23,091","(+/-2,562)","23,811","(+/-3,169)","16,356","(+/-3,151)","21,336","(+/-2,989)","25,676","(+/-3,001)","18,714","(+/-2,480)","31,825","(+/-4,454)","23,058","(+/-3,303)","23,840","(+/-4,270)","15,099","(+/-2,681)","21,198","(+/-3,001)","28,910","(+/-4,451)","19,456","(+/-2,460)","24,290","(+/-2,637)","16,273","(+/-1,994)","22,222","(+/-2,348)","18,767","(+/-2,376)","20,080","(+/-2,111)","22,032","(+/-2,615)","16,754","(+/-2,439)","14,398","(+/-2,039)"
Workers,"Class of Worker","Unpaid family workers",783,(+/-497),697,(+/-581),115,(+/-146),363,(+/-305),"1,096",(+/-748),503,(+/-321),457,(+/-573),338,(+/-234),"1,111",(+/-720),985,(+/-732),362,(+/-225),"1,375","(+/-1,057)","1,447","(+/-1,030)","1,452",(+/-802),708,(+/-572),509,(+/-337),330,(+/-219),485,(+/-341),341,(+/-212),456,(+/-265),565,(+/-308),356,(+/-341),631,(+/-308),614,(+/-337),"1,195",(+/-692),"1,334",(+/-852)
Housing,"Housing Occupancy","Total housing units","329,339","(+/-4,746)","262,129","(+/-4,839)","284,112","(+/-6,725)","260,800","(+/-4,305)","269,518","(+/-6,157)","303,407","(+/-6,785)","332,263","(+/-8,482)","321,527","(+/-6,600)","310,513","(+/-7,233)","359,791","(+/-9,714)","289,862","(+/-4,627)","479,267","(+/-9,768)","338,894","(+/-10,067)","302,925","(+/-8,318)","300,189","(+/-6,664)","306,388","(+/-4,717)","279,083","(+/-3,789)","310,674","(+/-2,326)","405,830","(+/-2,460)","366,875","(+/-2,175)","405,635","(+/-2,552)","349,082","(+/-1,754)","375,054","(+/-4,150)","369,906","(+/-2,472)","349,279",(+/-904),"368,890","(+/-4,443)"
Housing,"Housing Occupancy","Occupied housing units","273,763","(+/-4,076)","244,256","(+/-4,577)","271,209","(+/-6,285)","247,404","(+/-4,028)","254,974","(+/-5,960)","285,275","(+/-6,651)","313,403","(+/-7,637)","299,723","(+/-6,947)","287,102","(+/-7,380)","316,452","(+/-9,167)","267,029","(+/-4,958)","393,204","(+/-9,166)","312,338","(+/-9,830)","286,668","(+/-8,702)","286,551","(+/-6,670)","289,122","(+/-4,728)","263,409","(+/-3,579)","285,745","(+/-3,780)","323,274","(+/-4,543)","335,666","(+/-3,469)","334,100","(+/-4,101)","322,404","(+/-3,090)","325,352","(+/-4,693)","325,875","(+/-3,742)","324,993","(+/-3,309)","339,976","(+/-4,975)"
Housing,"Housing Occupancy","Vacant housing units","55,576","(+/-3,563)","17,873","(+/-1,931)","12,903","(+/-2,593)","13,396","(+/-2,357)","14,544","(+/-2,185)","18,132","(+/-3,370)","18,860","(+/-2,902)","21,804","(+/-2,658)","23,411","(+/-2,649)","43,339","(+/-5,089)","22,833","(+/-2,966)","86,063","(+/-9,409)","26,556","(+/-3,667)","16,257","(+/-2,124)","13,638","(+/-2,401)","17,266","(+/-2,774)","15,674","(+/-2,282)","24,929","(+/-3,158)","82,556","(+/-4,660)","31,209","(+/-3,181)","71,535","(+/-3,633)","26,678","(+/-2,682)","49,702","(+/-3,657)","44,031","(+/-3,323)","24,286","(+/-3,235)","28,914","(+/-3,223)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.4,(+/-0.3),0.2,(+/-0.2),1.8,(+/-0.7),0.9,(+/-0.5),1.1,(+/-0.4),1.1,(+/-0.6),0.7,(+/-0.8),1.6,(+/-0.7),1.3,(+/-0.8),1.6,(+/-1.0),2.1,(+/-0.6),3.7,(+/-1.6),2.0,(+/-1.4),2.2,(+/-1.1),2.6,(+/-1.5),1.1,(+/-0.6),0.9,(+/-0.5),0.5,(+/-0.3),1.5,(+/-0.5),0.8,(+/-0.4),1.0,(+/-0.4),0.6,(+/-0.3),0.9,(+/-0.4),0.4,(+/-0.2),0.3,(+/-0.2),0.8,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",3.4,(+/-1.7),7.6,(+/-2.0),4.6,(+/-1.9),4.3,(+/-1.6),2.6,(+/-0.8),3.3,(+/-1.1),2.2,(+/-0.6),2.8,(+/-0.7),3.4,(+/-0.7),3.0,(+/-0.9),2.9,(+/-1.0),4.8,(+/-1.1),2.4,(+/-0.6),1.6,(+/-0.5),2.1,(+/-0.6),2.0,(+/-0.8),2.7,(+/-1.2),3.9,(+/-1.3),7.1,(+/-1.6),3.9,(+/-1.0),3.5,(+/-1.0),4.1,(+/-1.1),5.9,(+/-1.6),3.9,(+/-1.5),6.3,(+/-1.5),3.9,(+/-1.1)
Housing,"Housing Tenure","Occupied housing units","273,763","(+/-4,076)","244,256","(+/-4,577)","271,209","(+/-6,285)","247,404","(+/-4,028)","254,974","(+/-5,960)","285,275","(+/-6,651)","313,403","(+/-7,637)","299,723","(+/-6,947)","287,102","(+/-7,380)","316,452","(+/-9,167)","267,029","(+/-4,958)","393,204","(+/-9,166)","312,338","(+/-9,830)","286,668","(+/-8,702)","286,551","(+/-6,670)","289,122","(+/-4,728)","263,409","(+/-3,579)","285,745","(+/-3,780)","323,274","(+/-4,543)","335,666","(+/-3,469)","334,100","(+/-4,101)","322,404","(+/-3,090)","325,352","(+/-4,693)","325,875","(+/-3,742)","324,993","(+/-3,309)","339,976","(+/-4,975)"
Housing,"Housing Tenure",Owner-occupied,"229,444","(+/-3,906)","192,045","(+/-5,130)","215,550","(+/-5,606)","199,724","(+/-4,800)","136,337","(+/-5,244)","125,975","(+/-6,107)","69,071","(+/-4,343)","90,484","(+/-5,005)","76,876","(+/-3,965)","99,253","(+/-5,660)","149,996","(+/-4,416)","127,452","(+/-6,614)","39,847","(+/-4,008)","82,337","(+/-5,380)","45,604","(+/-4,079)","160,127","(+/-5,688)","195,954","(+/-4,483)","195,401","(+/-5,256)","225,654","(+/-3,935)","206,022","(+/-5,324)","241,377","(+/-4,305)","215,663","(+/-4,166)","244,979","(+/-4,689)","244,970","(+/-4,416)","206,030","(+/-4,022)","205,497","(+/-5,075)"
Housing,"Housing Tenure",Renter-occupied,"44,319","(+/-3,913)","52,211","(+/-4,133)","55,659","(+/-3,914)","47,680","(+/-4,061)","118,637","(+/-5,801)","159,300","(+/-6,437)","244,332","(+/-6,825)","209,239","(+/-6,700)","210,226","(+/-6,961)","217,199","(+/-8,175)","117,033","(+/-5,529)","265,752","(+/-9,797)","272,491","(+/-9,475)","204,331","(+/-8,086)","240,947","(+/-7,997)","128,995","(+/-5,339)","67,455","(+/-4,215)","90,344","(+/-4,769)","97,620","(+/-4,543)","129,644","(+/-5,500)","92,723","(+/-4,037)","106,741","(+/-4,162)","80,373","(+/-4,531)","80,905","(+/-3,775)","118,963","(+/-4,489)","134,479","(+/-5,540)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.82,(+/-0.05),3.29,(+/-0.07),2.84,(+/-0.06),3.17,(+/-0.06),3.08,(+/-0.07),2.52,(+/-0.08),2.62,(+/-0.15),2.82,(+/-0.11),2.86,(+/-0.12),2.39,(+/-0.08),3.02,(+/-0.06),1.93,(+/-0.07),2.10,(+/-0.14),2.65,(+/-0.09),2.46,(+/-0.16),2.74,(+/-0.07),2.87,(+/-0.05),2.73,(+/-0.05),2.35,(+/-0.04),2.45,(+/-0.04),2.30,(+/-0.03),2.45,(+/-0.03),2.42,(+/-0.04),2.36,(+/-0.03),2.43,(+/-0.04),2.35,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.42,(+/-0.17),2.65,(+/-0.13),2.49,(+/-0.14),2.56,(+/-0.14),2.53,(+/-0.08),2.39,(+/-0.07),2.16,(+/-0.06),2.24,(+/-0.05),2.36,(+/-0.07),2.09,(+/-0.07),2.48,(+/-0.08),1.74,(+/-0.06),2.23,(+/-0.07),2.47,(+/-0.07),2.37,(+/-0.05),2.40,(+/-0.08),2.79,(+/-0.10),2.30,(+/-0.11),1.93,(+/-0.06),1.88,(+/-0.05),1.87,(+/-0.06),1.80,(+/-0.05),1.84,(+/-0.07),1.94,(+/-0.06),1.99,(+/-0.06),1.95,(+/-0.06)
Housing,"Year Householder Moved into Unit","Occupied housing units","273,763","(+/-4,076)","244,256","(+/-4,577)","271,209","(+/-6,285)","247,404","(+/-4,028)","254,974","(+/-5,960)","285,275","(+/-6,651)","313,403","(+/-7,637)","299,723","(+/-6,947)","287,102","(+/-7,380)","316,452","(+/-9,167)","267,029","(+/-4,958)","393,204","(+/-9,166)","312,338","(+/-9,830)","286,668","(+/-8,702)","286,551","(+/-6,670)","289,122","(+/-4,728)","263,409","(+/-3,579)","285,745","(+/-3,780)","323,274","(+/-4,543)","335,666","(+/-3,469)","334,100","(+/-4,101)","322,404","(+/-3,090)","325,352","(+/-4,693)","325,875","(+/-3,742)","324,993","(+/-3,309)","339,976","(+/-4,975)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","38,885","(+/-3,606)","40,703","(+/-3,128)","38,352","(+/-3,613)","37,090","(+/-4,103)","39,710","(+/-4,058)","59,247","(+/-4,615)","103,371","(+/-6,175)","59,869","(+/-4,477)","63,659","(+/-4,869)","104,600","(+/-7,155)","44,870","(+/-3,437)","138,620","(+/-7,142)","74,726","(+/-5,810)","61,346","(+/-5,511)","53,924","(+/-4,991)","59,984","(+/-4,238)","47,536","(+/-4,097)","64,373","(+/-4,739)","72,671","(+/-4,104)","89,162","(+/-4,629)","67,877","(+/-3,590)","69,805","(+/-3,683)","60,219","(+/-3,455)","67,734","(+/-3,159)","78,166","(+/-3,602)","81,200","(+/-5,111)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","42,806","(+/-3,502)","37,881","(+/-2,983)","37,405","(+/-2,690)","34,811","(+/-3,450)","42,705","(+/-4,286)","44,139","(+/-3,799)","61,357","(+/-4,766)","49,302","(+/-4,545)","47,265","(+/-3,737)","44,141","(+/-4,126)","40,622","(+/-3,524)","64,464","(+/-6,110)","42,107","(+/-4,963)","46,407","(+/-3,964)","49,948","(+/-5,169)","47,457","(+/-4,076)","38,564","(+/-3,283)","48,055","(+/-3,775)","54,928","(+/-4,224)","60,611","(+/-4,250)","50,632","(+/-3,365)","53,460","(+/-3,686)","46,307","(+/-3,217)","49,177","(+/-2,752)","57,734","(+/-4,155)","58,970","(+/-4,167)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","58,401","(+/-4,425)","49,353","(+/-3,483)","57,753","(+/-3,453)","50,928","(+/-4,358)","57,172","(+/-4,922)","68,160","(+/-5,274)","64,822","(+/-4,902)","70,364","(+/-5,491)","62,871","(+/-4,690)","60,187","(+/-5,760)","65,311","(+/-4,003)","67,791","(+/-6,208)","66,008","(+/-6,049)","72,776","(+/-5,974)","77,939","(+/-6,035)","68,931","(+/-5,159)","57,801","(+/-3,449)","56,891","(+/-3,593)","62,570","(+/-3,541)","69,407","(+/-4,892)","74,474","(+/-3,530)","69,909","(+/-3,799)","73,161","(+/-3,715)","69,773","(+/-4,058)","67,759","(+/-3,560)","71,111","(+/-4,492)"
