Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","39,024","(+/-2,874)","35,376","(+/-2,358)","32,531","(+/-2,519)","29,047","(+/-2,362)","38,804","(+/-2,816)","30,662","(+/-2,576)","34,851","(+/-2,791)","19,402","(+/-2,306)","25,946","(+/-2,492)","23,291","(+/-2,354)","34,755","(+/-2,537)","24,287","(+/-2,624)"
Housing,Value,"Owner-occupied units","206,323","(+/-5,211)","235,618","(+/-5,238)","227,572","(+/-4,843)","234,983","(+/-4,804)","209,815","(+/-5,235)","167,965","(+/-4,893)","234,408","(+/-4,702)","84,526","(+/-4,589)","134,603","(+/-5,233)","124,053","(+/-5,731)","209,300","(+/-4,754)","186,286","(+/-4,979)"
Housing,Value,"Less than $50,000","6,974","(+/-1,495)","9,392","(+/-1,732)","5,874","(+/-1,197)","7,648","(+/-1,801)","3,070","(+/-1,062)","3,923","(+/-1,320)","3,926",(+/-973),"3,427","(+/-1,093)","3,436","(+/-1,195)","3,895","(+/-1,161)","3,326",(+/-906),"4,453","(+/-1,197)"
Housing,Value,"$50,000 to $99,999","7,352","(+/-1,316)","9,308","(+/-1,621)","3,117",(+/-968),"7,575","(+/-1,541)","1,977",(+/-636),"2,301",(+/-660),"1,098",(+/-439),966,(+/-672),"2,621","(+/-1,082)","1,860",(+/-780),"1,832",(+/-754),"2,836",(+/-883)
Housing,Value,"$100,000 to $149,999","10,224","(+/-1,742)","10,915","(+/-1,612)","3,841","(+/-1,149)","4,977","(+/-1,385)","3,058",(+/-915),"1,893",(+/-568),"2,466",(+/-683),593,(+/-502),"1,051",(+/-568),"3,087","(+/-1,242)","1,842",(+/-806),"3,826","(+/-1,225)"
Housing,Value,"$150,000 to $199,999","20,736","(+/-2,628)","22,354","(+/-3,033)","11,769","(+/-1,783)","7,650","(+/-1,454)","3,087",(+/-847),"1,798",(+/-888),"4,987","(+/-1,262)","1,390",(+/-937),"1,742",(+/-752),"3,040","(+/-1,204)","2,158","(+/-1,039)","5,729","(+/-1,447)"
Housing,Value,"$200,000 to $299,999","61,104","(+/-4,206)","50,149","(+/-3,627)","39,899","(+/-2,987)","25,587","(+/-3,164)","15,629","(+/-1,882)","10,419","(+/-1,801)","20,891","(+/-2,760)","7,421","(+/-1,588)","10,940","(+/-1,941)","11,721","(+/-2,169)","8,207","(+/-1,393)","15,259","(+/-2,080)"
Housing,Value,"$300,000 to $499,999","73,636","(+/-3,467)","76,223","(+/-3,796)","84,036","(+/-4,194)","73,137","(+/-3,674)","56,998","(+/-3,178)","71,274","(+/-3,922)","77,651","(+/-3,444)","25,171","(+/-2,763)","50,759","(+/-4,158)","53,048","(+/-4,088)","57,888","(+/-3,453)","66,709","(+/-4,361)"
Housing,Value,"$500,000 to $999,999","23,662","(+/-2,099)","44,788","(+/-3,640)","70,320","(+/-4,139)","87,378","(+/-3,826)","99,067","(+/-4,337)","63,848","(+/-3,830)","98,943","(+/-3,960)","35,226","(+/-3,367)","57,766","(+/-3,590)","43,994","(+/-3,593)","106,029","(+/-4,089)","75,393","(+/-3,147)"
Housing,Value,"$1,000,000 or more","2,635",(+/-979),"12,489","(+/-1,420)","8,716","(+/-1,602)","21,031","(+/-2,183)","26,929","(+/-2,379)","12,509","(+/-1,966)","24,446","(+/-1,979)","10,332","(+/-1,661)","6,288","(+/-1,445)","3,408","(+/-1,206)","28,018","(+/-2,118)","12,081","(+/-1,626)"
Housing,Value,"Median (dollars)","295,300","(+/-5,167)","334,400","(+/-9,542)","405,100","(+/-9,817)","473,900","(+/-9,007)","578,200","(+/-11,489)","482,100","(+/-6,813)","522,700","(+/-11,082)","535,800","(+/-25,265)","489,900","(+/-9,704)","451,500","(+/-9,304)","608,000","(+/-10,512)","483,700","(+/-8,022)"
Housing,"Mortgage Status","Owner-occupied units","206,323","(+/-5,211)","235,618","(+/-5,238)","227,572","(+/-4,843)","234,983","(+/-4,804)","209,815","(+/-5,235)","167,965","(+/-4,893)","234,408","(+/-4,702)","84,526","(+/-4,589)","134,603","(+/-5,233)","124,053","(+/-5,731)","209,300","(+/-4,754)","186,286","(+/-4,979)"
Housing,"Mortgage Status","Housing units with a mortgage","134,856","(+/-4,414)","142,878","(+/-5,607)","148,623","(+/-5,029)","140,586","(+/-5,120)","129,926","(+/-4,855)","107,482","(+/-4,509)","155,179","(+/-4,739)","55,631","(+/-4,058)","84,346","(+/-4,936)","86,989","(+/-5,055)","134,633","(+/-4,428)","120,223","(+/-4,616)"
Housing,"Mortgage Status","Housing units without a mortgage","71,467","(+/-3,941)","92,740","(+/-3,928)","78,949","(+/-3,597)","94,397","(+/-4,158)","79,889","(+/-4,241)","60,483","(+/-3,456)","79,229","(+/-3,736)","28,895","(+/-2,735)","50,257","(+/-3,976)","37,064","(+/-3,399)","74,667","(+/-4,502)","66,063","(+/-4,002)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","134,856","(+/-4,414)","142,878","(+/-5,607)","148,623","(+/-5,029)","140,586","(+/-5,120)","129,926","(+/-4,855)","107,482","(+/-4,509)","155,179","(+/-4,739)","55,631","(+/-4,058)","84,346","(+/-4,936)","86,989","(+/-5,055)","134,633","(+/-4,428)","120,223","(+/-4,616)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",227,(+/-199),717,(+/-383),643,(+/-338),783,(+/-538),484,(+/-334),214,(+/-137),464,(+/-401),713,(+/-513),658,(+/-387),525,(+/-411),758,(+/-608),529,(+/-304)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","3,424",(+/-932),"4,079",(+/-999),"3,268",(+/-969),"4,460","(+/-1,050)","1,513",(+/-650),"1,634",(+/-632),"1,517",(+/-569),"1,692",(+/-922),"2,488","(+/-1,106)","1,027",(+/-597),"1,556",(+/-823),"2,258","(+/-1,119)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","17,070","(+/-2,371)","22,901","(+/-2,924)","14,633","(+/-1,720)","18,833","(+/-2,117)","5,189","(+/-1,040)","4,813","(+/-1,202)","9,228","(+/-1,506)","1,706",(+/-779),"2,745",(+/-858),"4,130","(+/-1,254)","3,966","(+/-1,004)","6,770","(+/-1,598)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","34,995","(+/-3,086)","37,134","(+/-3,256)","28,451","(+/-2,745)","24,497","(+/-2,616)","13,434","(+/-1,973)","15,143","(+/-2,030)","17,401","(+/-2,292)","4,153","(+/-1,248)","9,032","(+/-1,762)","10,244","(+/-2,232)","9,112","(+/-1,497)","14,088","(+/-2,241)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","35,839","(+/-3,187)","32,905","(+/-3,469)","32,031","(+/-3,279)","26,493","(+/-3,092)","17,629","(+/-2,283)","22,477","(+/-2,483)","23,847","(+/-2,572)","5,884","(+/-1,380)","12,780","(+/-1,804)","16,764","(+/-2,582)","17,285","(+/-2,584)","24,130","(+/-2,799)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","20,977","(+/-2,538)","19,803","(+/-2,505)","23,114","(+/-2,628)","21,761","(+/-2,566)","19,898","(+/-2,005)","24,171","(+/-2,583)","29,136","(+/-2,437)","9,056","(+/-1,761)","15,946","(+/-2,004)","18,541","(+/-2,685)","24,674","(+/-2,420)","20,451","(+/-2,528)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","22,324","(+/-2,422)","25,339","(+/-2,275)","46,483","(+/-2,953)","43,759","(+/-3,410)","71,779","(+/-4,401)","39,030","(+/-2,994)","73,586","(+/-3,325)","32,427","(+/-2,928)","40,697","(+/-3,246)","35,758","(+/-3,027)","77,282","(+/-3,681)","51,997","(+/-3,736)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,163",(+/-43),"2,100",(+/-39),"2,426",(+/-40),"2,410",(+/-55),"3,184",(+/-76),"2,696",(+/-53),"2,931",(+/-47),"3,288",(+/-134),"2,954",(+/-68),"2,791",(+/-63),"3,238",(+/-63),"2,802",(+/-69)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","71,467","(+/-3,941)","92,740","(+/-3,928)","78,949","(+/-3,597)","94,397","(+/-4,158)","79,889","(+/-4,241)","60,483","(+/-3,456)","79,229","(+/-3,736)","28,895","(+/-2,735)","50,257","(+/-3,976)","37,064","(+/-3,399)","74,667","(+/-4,502)","66,063","(+/-4,002)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","1,542",(+/-733),"1,585",(+/-666),914,(+/-437),"2,935",(+/-757),710,(+/-398),"1,617",(+/-783),696,(+/-424),"1,018",(+/-556),"1,074",(+/-626),"1,446",(+/-854),770,(+/-588),676,(+/-482)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","2,978",(+/-915),"4,544","(+/-1,527)","1,855",(+/-743),"4,621","(+/-1,268)","1,360",(+/-580),792,(+/-475),964,(+/-431),"1,068",(+/-637),"1,393",(+/-524),"1,481",(+/-729),"1,013",(+/-606),"1,343",(+/-688)
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","5,387","(+/-1,475)","8,554","(+/-1,327)","6,144","(+/-1,529)","11,775","(+/-1,970)","2,945",(+/-923),"2,308",(+/-835),"3,281",(+/-955),823,(+/-466),919,(+/-488),"1,983",(+/-812),"1,858",(+/-667),"3,480","(+/-1,032)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","10,615","(+/-1,830)","16,509","(+/-2,055)","10,359","(+/-1,410)","13,409","(+/-1,848)","3,640",(+/-993),"4,481",(+/-951),"5,062","(+/-1,229)","1,425",(+/-840),"1,834",(+/-647),"2,644",(+/-906),"2,992","(+/-1,015)","5,038","(+/-1,425)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","15,156","(+/-1,910)","21,319","(+/-2,062)","15,236","(+/-1,899)","15,464","(+/-2,048)","6,836","(+/-1,384)","10,691","(+/-1,883)","11,145","(+/-1,669)","4,007","(+/-1,083)","4,814","(+/-1,108)","4,662","(+/-1,144)","7,324","(+/-1,344)","10,406","(+/-1,984)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","35,789","(+/-2,595)","40,229","(+/-2,827)","44,441","(+/-3,098)","46,193","(+/-2,795)","64,398","(+/-3,704)","40,594","(+/-2,967)","58,081","(+/-3,307)","20,554","(+/-2,524)","40,223","(+/-3,148)","24,848","(+/-2,775)","60,710","(+/-3,933)","45,120","(+/-3,535)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,001",(+/-26),935,(+/-25),"1,064",(+/-32),986,(+/-31),"1,414",(+/-35),"1,155",(+/-30),"1,280",(+/-29),"1,310",(+/-92),"1,268",(+/-29),"1,210",(+/-49),"1,409",(+/-35),"1,206",(+/-51)
Housing,"Gross Rent","Occupied units paying rent","89,680","(+/-4,945)","73,907","(+/-4,131)","64,124","(+/-3,858)","58,144","(+/-4,151)","76,743","(+/-4,598)","115,488","(+/-5,297)","61,958","(+/-4,103)","225,891","(+/-6,242)","137,646","(+/-5,308)","167,072","(+/-5,750)","75,731","(+/-5,016)","95,910","(+/-4,342)"
Housing,"Gross Rent","Less than $500","6,680","(+/-1,610)","7,314","(+/-1,906)","1,783",(+/-779),"3,035","(+/-1,288)","3,207",(+/-978),"6,481","(+/-1,484)","1,929",(+/-854),"12,890","(+/-2,313)","5,525","(+/-1,144)","16,796","(+/-2,487)","2,785",(+/-842),"5,661","(+/-1,337)"
Housing,"Gross Rent","$500 to $999","15,890","(+/-2,471)","13,756","(+/-2,157)","5,624","(+/-1,255)","3,831","(+/-1,275)","3,892","(+/-1,301)","6,961","(+/-1,601)","3,706",(+/-850),"18,021","(+/-2,594)","9,806","(+/-1,680)","24,139","(+/-3,179)","2,695","(+/-1,128)","8,543","(+/-1,835)"
Housing,"Gross Rent","$1,000 to $1,499","28,382","(+/-3,898)","23,649","(+/-2,856)","18,142","(+/-2,633)","15,120","(+/-2,386)","12,401","(+/-2,183)","22,995","(+/-2,497)","14,296","(+/-2,134)","55,779","(+/-4,281)","39,273","(+/-3,706)","48,356","(+/-3,806)","11,603","(+/-2,180)","22,853","(+/-2,515)"
Housing,"Gross Rent","$1,500 to $1,999","24,943","(+/-3,186)","17,692","(+/-2,818)","16,575","(+/-2,504)","19,465","(+/-2,908)","24,622","(+/-2,906)","34,559","(+/-3,909)","18,391","(+/-2,721)","53,393","(+/-5,275)","47,988","(+/-4,474)","41,894","(+/-4,172)","24,939","(+/-3,183)","26,918","(+/-2,670)"
Housing,"Gross Rent","$2,000 to $2,499","9,636","(+/-1,846)","7,033","(+/-1,879)","11,224","(+/-1,982)","8,002","(+/-1,552)","11,529","(+/-2,179)","26,875","(+/-3,024)","11,776","(+/-1,936)","31,474","(+/-4,119)","19,562","(+/-2,663)","23,925","(+/-3,301)","14,268","(+/-2,277)","16,979","(+/-2,372)"
Housing,"Gross Rent","$2,500 to $2,999","1,846",(+/-786),"2,928","(+/-1,343)","5,075","(+/-1,641)","3,269","(+/-1,051)","7,651","(+/-1,855)","10,733","(+/-2,196)","5,634","(+/-1,213)","18,454","(+/-2,439)","8,126","(+/-1,740)","7,111","(+/-1,715)","10,073","(+/-2,285)","7,384","(+/-1,711)"
Housing,"Gross Rent","$3,000 or more","2,303",(+/-879),"1,535",(+/-876),"5,701","(+/-1,441)","5,422","(+/-1,426)","13,441","(+/-2,497)","6,884","(+/-1,402)","6,226","(+/-1,424)","35,880","(+/-3,520)","7,366","(+/-1,763)","4,851","(+/-1,093)","9,368","(+/-1,831)","7,572","(+/-2,145)"
Housing,"Gross Rent","Median (dollars)","1,398",(+/-38),"1,331",(+/-52),"1,696",(+/-66),"1,682",(+/-49),"1,883",(+/-44),"1,808",(+/-39),"1,800",(+/-44),"1,746",(+/-37),"1,648",(+/-29),"1,439",(+/-38),"1,917",(+/-42),"1,702",(+/-47)
Housing,"Gross Rent","No rent paid","3,061",(+/-937),"6,012","(+/-1,255)","2,269",(+/-897),"4,074","(+/-1,177)","3,254","(+/-1,245)","2,227",(+/-755),"2,242",(+/-661),"3,794","(+/-1,285)","3,154","(+/-1,306)","4,137","(+/-1,212)","2,884",(+/-825),"3,603","(+/-1,320)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","299,064","(+/-3,448)","315,537","(+/-4,477)","293,965","(+/-4,149)","297,201","(+/-4,326)","289,812","(+/-4,326)","285,680","(+/-4,521)","298,608","(+/-4,599)","314,211","(+/-5,775)","275,403","(+/-5,309)","295,262","(+/-6,305)","287,915","(+/-5,057)","285,799","(+/-5,034)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","15,330","(+/-2,324)","15,585","(+/-2,385)","7,990","(+/-1,593)","10,034","(+/-1,722)","8,699","(+/-1,903)","11,818","(+/-2,100)","8,573","(+/-1,908)","18,296","(+/-2,674)","13,558","(+/-2,584)","21,353","(+/-3,026)","7,746","(+/-1,306)","13,724","(+/-2,537)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","8,792","(+/-1,656)","10,429","(+/-1,665)","6,366","(+/-1,809)","6,734","(+/-1,413)","5,565","(+/-1,410)","7,428","(+/-1,505)","3,320",(+/-940),"13,031","(+/-2,818)","10,002","(+/-1,940)","14,189","(+/-2,841)","4,654","(+/-1,196)","7,058","(+/-1,526)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","17,897","(+/-2,894)","16,656","(+/-2,080)","10,512","(+/-1,930)","15,324","(+/-2,210)","10,752","(+/-1,737)","16,849","(+/-2,185)","9,306","(+/-1,690)","19,399","(+/-3,137)","19,550","(+/-2,496)","20,493","(+/-2,646)","10,594","(+/-1,939)","11,687","(+/-1,808)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","19,280","(+/-2,998)","22,024","(+/-3,209)","13,714","(+/-2,078)","17,669","(+/-2,274)","11,150","(+/-1,632)","13,493","(+/-2,252)","9,868","(+/-1,514)","17,260","(+/-2,933)","14,744","(+/-2,340)","19,789","(+/-3,144)","11,166","(+/-2,083)","12,987","(+/-2,170)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","26,226","(+/-3,035)","28,581","(+/-2,910)","24,200","(+/-2,664)","28,179","(+/-2,719)","16,430","(+/-2,287)","19,125","(+/-2,716)","16,742","(+/-2,179)","32,920","(+/-4,228)","24,327","(+/-2,921)","28,667","(+/-3,288)","14,030","(+/-2,153)","21,708","(+/-2,848)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","43,127","(+/-3,546)","48,787","(+/-3,915)","36,475","(+/-3,036)","42,396","(+/-2,988)","32,709","(+/-3,095)","38,154","(+/-3,677)","31,879","(+/-2,869)","43,384","(+/-4,656)","39,352","(+/-3,368)","45,711","(+/-4,884)","29,098","(+/-2,965)","35,552","(+/-3,397)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","39,998","(+/-3,869)","42,993","(+/-3,905)","32,603","(+/-2,888)","37,542","(+/-2,915)","33,776","(+/-3,096)","33,110","(+/-3,092)","29,899","(+/-3,275)","37,117","(+/-4,247)","32,015","(+/-3,299)","34,575","(+/-4,057)","28,351","(+/-3,102)","30,172","(+/-3,125)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","55,972","(+/-4,046)","57,888","(+/-4,198)","59,831","(+/-4,200)","52,956","(+/-3,838)","50,956","(+/-3,795)","53,568","(+/-3,560)","54,631","(+/-3,688)","51,027","(+/-4,347)","53,457","(+/-4,137)","46,809","(+/-4,338)","51,112","(+/-4,113)","50,874","(+/-3,580)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","33,094","(+/-3,196)","34,883","(+/-3,258)","38,175","(+/-3,240)","31,832","(+/-2,779)","37,924","(+/-3,043)","36,702","(+/-2,938)","41,876","(+/-2,989)","27,620","(+/-3,324)","26,177","(+/-2,927)","24,187","(+/-2,981)","36,529","(+/-2,909)","34,416","(+/-3,374)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","39,348","(+/-3,132)","37,711","(+/-3,043)","64,099","(+/-3,770)","54,535","(+/-3,362)","81,851","(+/-4,260)","55,433","(+/-3,433)","92,514","(+/-3,286)","54,157","(+/-4,126)","42,221","(+/-3,013)","39,489","(+/-3,068)","94,635","(+/-4,193)","67,621","(+/-3,436)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","85,653","(+/-4,389)","83,257","(+/-2,039)","107,879","(+/-3,089)","93,402","(+/-3,633)","123,326","(+/-3,455)","102,014","(+/-3,367)","133,593","(+/-3,426)","82,118","(+/-3,599)","86,044","(+/-4,486)","73,615","(+/-3,366)","134,648","(+/-5,576)","106,709","(+/-4,226)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","110,437","(+/-3,145)","110,015","(+/-3,510)","143,161","(+/-3,358)","130,002","(+/-4,213)","173,906","(+/-5,601)","132,735","(+/-3,265)","177,842","(+/-4,399)","122,470","(+/-5,353)","117,037","(+/-3,484)","107,207","(+/-4,924)","190,399","(+/-5,901)","146,163","(+/-4,738)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","771,634","(+/-6,580)","774,538","(+/-6,819)","767,956","(+/-7,589)","789,472","(+/-7,684)","760,697","(+/-10,028)","759,653","(+/-9,306)","772,939","(+/-11,241)","746,019","(+/-12,795)","768,267","(+/-12,231)","758,150","(+/-14,510)","770,965","(+/-9,201)","763,847","(+/-8,311)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","730,653","(+/-7,623)","727,838","(+/-8,773)","736,802","(+/-8,447)","754,699","(+/-7,546)","727,706","(+/-10,813)","693,082","(+/-10,727)","744,435","(+/-11,590)","632,615","(+/-12,513)","685,693","(+/-12,756)","675,210","(+/-16,344)","742,179","(+/-8,691)","691,362","(+/-9,942)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","542,525","(+/-12,422)","523,020","(+/-11,377)","609,437","(+/-12,285)","545,003","(+/-11,504)","597,335","(+/-12,972)","535,564","(+/-11,955)","641,673","(+/-12,230)","417,627","(+/-12,067)","443,757","(+/-14,693)","429,237","(+/-14,411)","632,129","(+/-8,804)","537,104","(+/-10,554)"
Socioeconomic,"Health Insurance Coverage","With public coverage","285,823","(+/-10,062)","329,092","(+/-8,371)","238,567","(+/-8,594)","326,775","(+/-9,580)","218,659","(+/-8,282)","234,425","(+/-7,620)","198,348","(+/-7,870)","259,615","(+/-10,752)","310,658","(+/-10,456)","313,277","(+/-15,021)","192,535","(+/-8,455)","232,592","(+/-10,527)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","40,981","(+/-5,100)","46,700","(+/-5,697)","31,154","(+/-4,658)","34,773","(+/-4,725)","32,991","(+/-4,992)","66,571","(+/-6,562)","28,504","(+/-5,015)","113,404","(+/-7,886)","82,574","(+/-7,697)","82,940","(+/-8,950)","28,786","(+/-3,810)","72,485","(+/-6,022)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","176,128","(+/-3,425)","171,759","(+/-4,365)","176,890","(+/-4,680)","209,728","(+/-4,777)","165,124","(+/-5,347)","166,709","(+/-6,122)","169,073","(+/-5,669)","164,981","(+/-8,328)","183,733","(+/-7,117)","184,375","(+/-7,303)","176,937","(+/-6,039)","180,001","(+/-6,064)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","5,724","(+/-2,060)","5,769","(+/-1,645)","6,257","(+/-2,154)","3,972","(+/-1,294)","4,764","(+/-1,731)","8,781","(+/-2,108)","4,184","(+/-1,547)","10,612","(+/-2,286)","9,101","(+/-2,294)","12,304","(+/-2,906)","4,117","(+/-1,536)","12,151","(+/-3,120)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.2,(+/-1.2),8.2,(+/-1.1),4.9,(+/-1.0),6.0,(+/-1.1),3.5,(+/-0.7),7.3,(+/-1.1),2.7,(+/-0.6),12.8,(+/-1.7),11.8,(+/-1.5),12.6,(+/-1.8),3.2,(+/-0.9),6.0,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",13.0,(+/-2.3),13.3,(+/-2.3),8.0,(+/-2.1),9.8,(+/-2.4),4.0,(+/-1.3),10.4,(+/-2.2),3.6,(+/-0.9),20.0,(+/-3.1),17.2,(+/-2.8),18.5,(+/-3.0),4.0,(+/-1.3),7.0,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.6,(+/-3.0),9.0,(+/-4.8),7.4,(+/-4.7),10.9,(+/-5.4),4.6,(+/-2.9),9.8,(+/-4.0),1.6,(+/-1.7),11.3,(+/-4.5),9.7,(+/-4.6),13.9,(+/-6.0),3.8,(+/-3.9),6.0,(+/-3.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.5,(+/-0.8),4.7,(+/-1.0),2.0,(+/-0.6),4.5,(+/-1.1),2.1,(+/-0.6),3.3,(+/-0.8),1.6,(+/-0.5),7.3,(+/-1.8),6.1,(+/-1.1),5.1,(+/-1.4),1.9,(+/-0.8),3.9,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.2,(+/-1.4),6.1,(+/-2.1),2.0,(+/-0.8),6.7,(+/-2.3),1.4,(+/-0.7),3.1,(+/-1.3),1.4,(+/-0.7),10.6,(+/-3.2),7.4,(+/-2.0),6.9,(+/-2.5),0.8,(+/-0.5),3.1,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.3,(+/-2.1),5.0,(+/-4.6),0.3,(+/-0.5),6.0,(+/-4.4),1.7,(+/-1.8),1.3,(+/-1.5),0.3,(+/-0.6),3.6,(+/-2.7),8.1,(+/-5.5),7.8,(+/-5.7),0.3,(+/-0.5),2.0,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.8,(+/-3.8),21.2,(+/-4.9),17.0,(+/-4.7),14.4,(+/-4.9),11.9,(+/-3.8),19.6,(+/-4.0),9.0,(+/-2.8),25.8,(+/-3.8),28.5,(+/-4.7),25.1,(+/-4.2),9.7,(+/-3.8),14.4,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",35.7,(+/-5.9),30.4,(+/-7.4),26.7,(+/-8.0),23.6,(+/-9.2),18.7,(+/-6.7),25.9,(+/-6.6),14.2,(+/-5.0),37.5,(+/-6.1),37.4,(+/-6.1),35.4,(+/-6.6),17.8,(+/-7.2),19.0,(+/-6.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.3,(+/-10.5),20.3,(+/-14.4),25.1,(+/-15.9),34.5,(+/-19.9),25.5,(+/-18.0),23.8,(+/-11.3),11.1,(+/-13.7),25.2,(+/-12.6),16.1,(+/-9.5),27.5,(+/-15.2),50.1,(+/-31.9),22.8,(+/-18.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.5,(+/-1.2),11.1,(+/-1.1),6.4,(+/-0.9),9.4,(+/-1.3),5.2,(+/-0.7),9.6,(+/-1.2),4.6,(+/-0.7),15.5,(+/-1.5),13.4,(+/-1.4),16.2,(+/-1.6),5.1,(+/-0.7),8.7,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",15.8,(+/-3.1),14.5,(+/-3.0),9.2,(+/-2.2),13.4,(+/-2.9),4.5,(+/-1.4),12.7,(+/-2.6),4.4,(+/-1.3),23.1,(+/-3.8),19.6,(+/-3.4),22.2,(+/-3.8),4.9,(+/-1.5),9.4,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",15.5,(+/-3.1),14.2,(+/-3.0),9.1,(+/-2.2),12.8,(+/-2.9),3.9,(+/-1.3),12.4,(+/-2.6),4.2,(+/-1.3),22.8,(+/-3.9),19.4,(+/-3.4),21.8,(+/-3.9),4.5,(+/-1.5),8.8,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",13.6,(+/-4.5),15.2,(+/-4.0),12.4,(+/-4.9),14.3,(+/-4.1),4.3,(+/-2.1),16.5,(+/-4.3),2.9,(+/-2.3),17.5,(+/-4.9),19.1,(+/-4.8),17.8,(+/-5.2),4.0,(+/-2.4),9.6,(+/-3.9)
