Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","6,335","(+/-2,047)","1,952",(+/-533),"10,739","(+/-2,284)","7,657","(+/-3,026)","1,533",(+/-694),"4,817","(+/-1,850)","5,475","(+/-1,649)","2,441","(+/-1,080)",914,(+/-711)
Workers,"Commuting to Work",Walked,"5,577","(+/-1,769)","12,795","(+/-2,421)","7,163","(+/-2,063)","9,382","(+/-2,612)","4,456","(+/-1,329)","3,984",(+/-994),"6,266","(+/-1,819)","4,904","(+/-1,925)","3,035",(+/-945)
Workers,"Commuting to Work","Other means","8,798","(+/-1,853)","7,823","(+/-1,862)","11,217","(+/-2,557)","14,760","(+/-3,022)","9,369","(+/-2,088)","6,142","(+/-1,562)","8,543","(+/-1,714)","5,488","(+/-1,604)","7,435","(+/-1,609)"
Workers,"Commuting to Work","Worked from home","103,526","(+/-5,767)","50,431","(+/-4,330)","49,011","(+/-5,492)","80,671","(+/-5,864)","95,829","(+/-6,252)","51,513","(+/-5,013)","41,161","(+/-5,230)","73,891","(+/-5,479)","59,380","(+/-5,731)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24.0,(+/-0.9),24.3,(+/-1.1),25.8,(+/-0.6),24.1,(+/-0.8),27.9,(+/-0.7),25.7,(+/-0.9),24.2,(+/-0.6),28.0,(+/-0.9),27.8,(+/-1.0)
Workers,Occupation,"Civilian employed population 16 years and over","429,770","(+/-14,550)","328,673","(+/-8,337)","402,611","(+/-13,557)","441,961","(+/-10,850)","429,015","(+/-11,897)","348,188","(+/-10,816)","364,803","(+/-11,475)","373,757","(+/-13,421)","374,765","(+/-11,087)"
Workers,Occupation,"Management, business, science, and arts occupations","227,081","(+/-8,450)","123,641","(+/-6,210)","122,311","(+/-7,193)","200,479","(+/-8,937)","216,199","(+/-8,489)","159,349","(+/-7,711)","120,659","(+/-7,435)","158,319","(+/-6,962)","142,260","(+/-7,553)"
Workers,Occupation,"Service occupations","55,360","(+/-4,681)","64,234","(+/-4,791)","80,755","(+/-6,151)","69,503","(+/-5,262)","59,123","(+/-5,617)","57,287","(+/-4,578)","78,046","(+/-5,698)","61,001","(+/-6,137)","62,716","(+/-5,268)"
Workers,Occupation,"Sales and office occupations","93,403","(+/-5,544)","68,845","(+/-5,237)","75,610","(+/-5,923)","97,849","(+/-5,941)","89,901","(+/-5,562)","66,676","(+/-4,984)","76,254","(+/-6,097)","83,389","(+/-4,836)","78,911","(+/-5,579)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","21,956","(+/-3,435)","34,623","(+/-3,433)","50,373","(+/-5,962)","32,192","(+/-4,259)","27,841","(+/-3,505)","30,479","(+/-3,837)","45,781","(+/-5,106)","28,917","(+/-3,594)","38,028","(+/-3,746)"
Workers,Occupation,"Production, transportation, and material moving occupations","31,970","(+/-5,282)","37,330","(+/-3,865)","73,562","(+/-6,479)","41,938","(+/-4,147)","35,951","(+/-3,862)","34,397","(+/-3,263)","44,063","(+/-4,716)","42,131","(+/-4,504)","52,850","(+/-5,651)"
Workers,Industry,"Civilian employed population 16 years and over","429,770","(+/-14,550)","328,673","(+/-8,337)","402,611","(+/-13,557)","441,961","(+/-10,850)","429,015","(+/-11,897)","348,188","(+/-10,816)","364,803","(+/-11,475)","373,757","(+/-13,421)","374,765","(+/-11,087)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","2,314","(+/-1,275)","8,471","(+/-1,835)","1,393",(+/-671),"2,205","(+/-1,048)","2,252","(+/-1,015)","7,263","(+/-1,632)","8,903","(+/-1,784)","1,322",(+/-865),"6,651","(+/-1,466)"
Workers,Industry,Construction,"29,293","(+/-4,578)","28,197","(+/-3,248)","47,656","(+/-5,480)","31,303","(+/-4,262)","28,642","(+/-3,604)","17,861","(+/-2,450)","32,919","(+/-4,138)","27,426","(+/-3,741)","33,496","(+/-3,480)"
Workers,Industry,Manufacturing,"25,949","(+/-3,161)","18,428","(+/-2,479)","31,831","(+/-3,792)","42,954","(+/-4,231)","44,701","(+/-3,798)","30,233","(+/-3,519)","22,952","(+/-3,132)","23,002","(+/-3,112)","26,947","(+/-4,280)"
Workers,Industry,"Wholesale trade","7,931","(+/-1,888)","4,286","(+/-1,625)","7,810","(+/-1,964)","8,874","(+/-1,877)","10,017","(+/-2,016)","3,826","(+/-1,184)","5,826","(+/-1,647)","7,982","(+/-1,711)","7,007","(+/-1,835)"
Workers,Industry,"Retail trade","47,480","(+/-4,655)","35,447","(+/-3,904)","46,898","(+/-4,286)","48,933","(+/-4,720)","43,312","(+/-4,168)","39,492","(+/-3,570)","42,454","(+/-5,160)","46,584","(+/-3,990)","49,428","(+/-4,216)"
Workers,Industry,"Transportation and warehousing, and utilities","19,930","(+/-3,009)","17,849","(+/-2,330)","29,218","(+/-3,527)","20,689","(+/-2,941)","21,484","(+/-2,966)","18,810","(+/-2,721)","26,518","(+/-3,658)","21,701","(+/-3,141)","26,114","(+/-3,149)"
Workers,Industry,Information,"11,678","(+/-2,826)","5,612","(+/-1,519)","5,818","(+/-1,703)","8,503","(+/-1,953)","8,512","(+/-1,972)","5,224","(+/-1,359)","3,966","(+/-1,273)","5,959","(+/-1,339)","4,617","(+/-1,323)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","58,661","(+/-5,498)","19,114","(+/-2,821)","26,018","(+/-3,298)","42,650","(+/-4,416)","46,667","(+/-4,179)","16,744","(+/-2,211)","20,825","(+/-2,747)","46,929","(+/-3,850)","28,661","(+/-3,792)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","70,881","(+/-4,535)","29,716","(+/-3,426)","53,482","(+/-4,585)","62,285","(+/-4,472)","56,471","(+/-5,046)","41,756","(+/-4,019)","40,770","(+/-4,120)","47,717","(+/-4,720)","35,744","(+/-3,453)"
Workers,Industry,"Educational services, and health care and social assistance","89,462","(+/-6,411)","85,512","(+/-5,099)","75,893","(+/-5,370)","96,600","(+/-5,682)","92,170","(+/-6,235)","95,261","(+/-6,707)","78,803","(+/-6,300)","81,182","(+/-5,416)","84,293","(+/-6,217)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","36,716","(+/-3,835)","39,315","(+/-4,502)","38,126","(+/-4,273)","41,595","(+/-3,692)","40,112","(+/-4,942)","31,553","(+/-3,373)","40,316","(+/-4,903)","30,541","(+/-4,346)","32,029","(+/-4,070)"
Workers,Industry,"Other services, except public administration","16,638","(+/-3,105)","14,240","(+/-2,487)","22,150","(+/-2,969)","20,450","(+/-3,211)","18,063","(+/-2,892)","18,499","(+/-2,769)","17,381","(+/-2,661)","18,748","(+/-2,792)","16,222","(+/-2,398)"
Workers,Industry,"Public administration","12,837","(+/-2,200)","22,486","(+/-2,683)","16,318","(+/-2,674)","14,920","(+/-2,768)","16,612","(+/-2,226)","21,666","(+/-3,030)","23,170","(+/-3,495)","14,664","(+/-2,237)","23,556","(+/-3,298)"
Workers,"Class of Worker","Civilian employed population 16 years and over","429,770","(+/-14,550)","328,673","(+/-8,337)","402,611","(+/-13,557)","441,961","(+/-10,850)","429,015","(+/-11,897)","348,188","(+/-10,816)","364,803","(+/-11,475)","373,757","(+/-13,421)","374,765","(+/-11,087)"
Workers,"Class of Worker","Private wage and salary workers","359,287","(+/-12,854)","235,468","(+/-8,187)","327,892","(+/-12,836)","363,276","(+/-11,758)","354,615","(+/-10,840)","266,750","(+/-9,820)","274,899","(+/-9,067)","307,632","(+/-12,273)","291,204","(+/-10,323)"
Workers,"Class of Worker","Government workers","40,445","(+/-4,487)","70,133","(+/-5,213)","46,414","(+/-5,037)","52,980","(+/-4,445)","50,944","(+/-4,967)","59,653","(+/-5,560)","65,086","(+/-5,558)","43,476","(+/-4,039)","61,108","(+/-5,819)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","28,683","(+/-3,942)","22,521","(+/-3,326)","27,355","(+/-3,731)","24,846","(+/-3,297)","22,952","(+/-3,197)","21,481","(+/-2,811)","24,483","(+/-4,225)","22,428","(+/-3,521)","21,238","(+/-3,476)"
Workers,"Class of Worker","Unpaid family workers","1,355",(+/-778),551,(+/-397),950,(+/-721),859,(+/-489),504,(+/-422),304,(+/-240),335,(+/-263),221,(+/-227),"1,215",(+/-773)
Housing,"Housing Occupancy","Total housing units","412,711","(+/-8,255)","396,607","(+/-2,661)","291,829","(+/-7,297)","360,026","(+/-7,797)","329,615","(+/-6,887)","390,434","(+/-5,914)","325,132","(+/-5,822)","349,543","(+/-8,555)","383,577","(+/-6,830)"
Housing,"Housing Occupancy","Occupied housing units","363,896","(+/-8,232)","330,340","(+/-4,925)","271,513","(+/-6,848)","327,230","(+/-6,913)","306,737","(+/-5,924)","355,180","(+/-6,325)","296,600","(+/-6,026)","323,320","(+/-7,793)","332,198","(+/-7,179)"
Housing,"Housing Occupancy","Vacant housing units","48,815","(+/-4,228)","66,267","(+/-4,617)","20,316","(+/-3,089)","32,796","(+/-4,198)","22,878","(+/-3,700)","35,254","(+/-3,636)","28,532","(+/-3,096)","26,223","(+/-3,681)","51,379","(+/-3,848)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.3,(+/-0.6),0.5,(+/-0.3),0.4,(+/-0.3),0.8,(+/-0.5),0.8,(+/-0.4),0.9,(+/-0.4),0.9,(+/-0.5),1.1,(+/-0.4),1.5,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",8.2,(+/-1.6),5.4,(+/-1.5),4.6,(+/-1.2),9.4,(+/-1.9),7.3,(+/-2.2),7.3,(+/-1.6),5.4,(+/-1.3),8.9,(+/-2.2),7.7,(+/-2.3)
Housing,"Housing Tenure","Occupied housing units","363,896","(+/-8,232)","330,340","(+/-4,925)","271,513","(+/-6,848)","327,230","(+/-6,913)","306,737","(+/-5,924)","355,180","(+/-6,325)","296,600","(+/-6,026)","323,320","(+/-7,793)","332,198","(+/-7,179)"
Housing,"Housing Tenure",Owner-occupied,"231,286","(+/-6,513)","245,454","(+/-5,609)","136,561","(+/-6,395)","191,581","(+/-6,810)","240,583","(+/-5,836)","247,460","(+/-5,838)","186,800","(+/-5,624)","231,013","(+/-5,829)","256,966","(+/-7,629)"
Housing,"Housing Tenure",Renter-occupied,"132,610","(+/-6,821)","84,886","(+/-4,791)","134,952","(+/-6,129)","135,649","(+/-6,154)","66,154","(+/-4,530)","107,720","(+/-4,744)","109,800","(+/-5,549)","92,307","(+/-6,166)","75,232","(+/-4,728)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.29,(+/-0.05),2.46,(+/-0.05),3.17,(+/-0.10),2.48,(+/-0.06),2.83,(+/-0.05),2.34,(+/-0.04),2.76,(+/-0.06),2.51,(+/-0.05),2.59,(+/-0.06)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.01,(+/-0.08),2.32,(+/-0.11),2.66,(+/-0.10),2.37,(+/-0.09),2.60,(+/-0.13),2.02,(+/-0.08),2.40,(+/-0.10),2.28,(+/-0.10),2.59,(+/-0.12)
Housing,"Year Householder Moved into Unit","Occupied housing units","363,896","(+/-8,232)","330,340","(+/-4,925)","271,513","(+/-6,848)","327,230","(+/-6,913)","306,737","(+/-5,924)","355,180","(+/-6,325)","296,600","(+/-6,026)","323,320","(+/-7,793)","332,198","(+/-7,179)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","113,349","(+/-6,374)","89,337","(+/-5,193)","92,155","(+/-5,457)","111,951","(+/-5,916)","87,374","(+/-5,369)","103,955","(+/-4,599)","88,632","(+/-5,246)","81,257","(+/-6,148)","99,986","(+/-5,816)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","74,015","(+/-5,129)","65,944","(+/-4,557)","53,421","(+/-3,914)","69,673","(+/-4,875)","77,386","(+/-4,620)","72,937","(+/-5,509)","56,900","(+/-4,640)","68,979","(+/-4,156)","73,229","(+/-4,705)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","82,748","(+/-4,376)","78,376","(+/-4,429)","63,457","(+/-5,071)","69,410","(+/-4,590)","79,467","(+/-3,790)","79,134","(+/-4,765)","69,835","(+/-4,948)","84,643","(+/-4,479)","84,760","(+/-5,463)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","45,417","(+/-3,558)","49,486","(+/-3,514)","34,138","(+/-3,050)","34,451","(+/-2,896)","46,317","(+/-3,670)","54,548","(+/-3,259)","40,085","(+/-3,422)","49,865","(+/-3,688)","50,740","(+/-4,156)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","32,045","(+/-2,908)","24,354","(+/-2,649)","15,526","(+/-2,182)","25,582","(+/-2,559)","12,849","(+/-1,550)","26,211","(+/-2,391)","22,476","(+/-2,578)","25,485","(+/-3,136)","16,272","(+/-2,170)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","16,322","(+/-1,721)","22,843","(+/-1,960)","12,816","(+/-1,955)","16,163","(+/-2,041)","3,344",(+/-888),"18,395","(+/-1,903)","18,672","(+/-2,361)","13,091","(+/-1,771)","7,211","(+/-1,330)"
Housing,Value,"Owner-occupied units","231,286","(+/-6,513)","245,454","(+/-5,609)","136,561","(+/-6,395)","191,581","(+/-6,810)","240,583","(+/-5,836)","247,460","(+/-5,838)","186,800","(+/-5,624)","231,013","(+/-5,829)","256,966","(+/-7,629)"
Housing,Value,"Less than $50,000","6,602","(+/-1,446)","25,939","(+/-2,251)","9,825","(+/-1,883)","10,357","(+/-1,904)","9,748","(+/-1,546)","11,923","(+/-1,484)","18,770","(+/-2,605)","8,851","(+/-1,862)","14,401","(+/-1,780)"
Housing,Value,"$50,000 to $99,999","2,770","(+/-1,124)","16,542","(+/-2,257)","3,137",(+/-972),"6,343","(+/-1,481)","5,976","(+/-1,587)","9,085","(+/-1,775)","8,671","(+/-1,514)","2,285",(+/-759),"10,228","(+/-1,680)"
Housing,Value,"$100,000 to $149,999","1,244",(+/-702),"10,653","(+/-1,760)","1,671",(+/-811),"3,498","(+/-1,081)","2,443",(+/-828),"8,244","(+/-1,582)","11,119","(+/-1,795)","2,845",(+/-818),"10,815","(+/-2,168)"
Housing,Value,"$150,000 to $199,999","1,969",(+/-787),"12,412","(+/-1,998)","3,351","(+/-1,117)","4,908","(+/-1,406)","3,565","(+/-1,156)","11,746","(+/-1,862)","20,643","(+/-2,651)","5,995","(+/-1,430)","12,886","(+/-1,969)"
Housing,Value,"$200,000 to $299,999","9,912","(+/-2,074)","28,051","(+/-3,492)","21,670","(+/-2,810)","19,191","(+/-2,312)","11,814","(+/-1,782)","46,263","(+/-3,226)","54,002","(+/-4,273)","26,757","(+/-3,331)","33,068","(+/-4,034)"
Housing,Value,"$300,000 to $499,999","54,319","(+/-3,794)","82,367","(+/-4,461)","69,340","(+/-5,321)","83,086","(+/-5,703)","72,050","(+/-4,498)","102,512","(+/-4,144)","58,850","(+/-3,663)","107,477","(+/-4,549)","106,688","(+/-5,550)"
Housing,Value,"$500,000 to $999,999","97,551","(+/-4,634)","58,466","(+/-3,371)","24,092","(+/-3,050)","58,346","(+/-3,823)","117,735","(+/-4,978)","50,711","(+/-3,387)","12,861","(+/-1,723)","69,229","(+/-4,228)","64,098","(+/-4,873)"
Housing,Value,"$1,000,000 or more","56,919","(+/-3,481)","11,024","(+/-1,772)","3,475",(+/-920),"5,852","(+/-1,179)","17,252","(+/-2,327)","6,976","(+/-1,006)","1,884",(+/-710),"7,574","(+/-1,571)","4,782","(+/-1,391)"
Housing,Value,"Median (dollars)","662,500","(+/-13,699)","363,800","(+/-8,656)","365,600","(+/-8,276)","431,800","(+/-7,581)","543,600","(+/-12,436)","359,500","(+/-5,180)","265,600","(+/-5,404)","427,900","(+/-6,916)","389,000","(+/-8,052)"
Housing,"Mortgage Status","Owner-occupied units","231,286","(+/-6,513)","245,454","(+/-5,609)","136,561","(+/-6,395)","191,581","(+/-6,810)","240,583","(+/-5,836)","247,460","(+/-5,838)","186,800","(+/-5,624)","231,013","(+/-5,829)","256,966","(+/-7,629)"
Housing,"Mortgage Status","Housing units with a mortgage","145,251","(+/-6,317)","124,473","(+/-5,505)","88,090","(+/-5,694)","121,604","(+/-5,491)","166,464","(+/-5,252)","140,242","(+/-4,552)","109,388","(+/-4,723)","143,407","(+/-6,178)","163,702","(+/-6,829)"
Housing,"Mortgage Status","Housing units without a mortgage","86,035","(+/-4,348)","120,981","(+/-4,610)","48,471","(+/-4,643)","69,977","(+/-4,700)","74,119","(+/-4,328)","107,218","(+/-4,897)","77,412","(+/-3,969)","87,606","(+/-4,858)","93,264","(+/-4,128)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","145,251","(+/-6,317)","124,473","(+/-5,505)","88,090","(+/-5,694)","121,604","(+/-5,491)","166,464","(+/-5,252)","140,242","(+/-4,552)","109,388","(+/-4,723)","143,407","(+/-6,178)","163,702","(+/-6,829)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,465",(+/-954),"1,333",(+/-579),490,(+/-331),941,(+/-525),"1,416",(+/-605),950,(+/-429),965,(+/-506),"1,644",(+/-696),"1,405",(+/-487)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","7,597","(+/-1,439)","16,666","(+/-2,695)","12,395","(+/-2,204)","11,171","(+/-1,782)","8,407","(+/-1,536)","16,365","(+/-2,259)","22,867","(+/-2,335)","15,238","(+/-2,416)","19,925","(+/-2,658)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","21,969","(+/-2,623)","32,138","(+/-3,689)","28,278","(+/-3,263)","31,745","(+/-3,161)","28,637","(+/-2,917)","41,181","(+/-3,029)","36,237","(+/-3,403)","35,029","(+/-3,713)","42,457","(+/-3,899)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","32,018","(+/-2,983)","35,516","(+/-3,395)","21,203","(+/-2,796)","33,600","(+/-3,404)","40,780","(+/-3,416)","36,022","(+/-3,388)","27,082","(+/-3,366)","38,377","(+/-3,430)","42,121","(+/-3,835)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","23,346","(+/-2,981)","16,910","(+/-2,325)","14,240","(+/-2,676)","22,403","(+/-2,583)","36,172","(+/-3,812)","21,726","(+/-2,788)","12,954","(+/-2,088)","26,498","(+/-3,076)","30,797","(+/-3,412)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","18,907","(+/-2,435)","10,009","(+/-2,329)","5,621","(+/-1,427)","8,963","(+/-1,619)","19,325","(+/-2,150)","10,706","(+/-1,606)","6,091","(+/-1,535)","10,993","(+/-1,972)","12,265","(+/-2,433)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","39,949","(+/-4,063)","11,901","(+/-1,834)","5,863","(+/-1,419)","12,781","(+/-2,024)","31,727","(+/-2,542)","13,292","(+/-1,532)","3,192",(+/-873),"15,628","(+/-2,483)","14,732","(+/-2,596)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,205",(+/-68),"1,655",(+/-51),"1,555",(+/-56),"1,718",(+/-37),"2,055",(+/-53),"1,654",(+/-38),"1,418",(+/-48),"1,770",(+/-47),"1,697",(+/-36)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","86,035","(+/-4,348)","120,981","(+/-4,610)","48,471","(+/-4,643)","69,977","(+/-4,700)","74,119","(+/-4,328)","107,218","(+/-4,897)","77,412","(+/-3,969)","87,606","(+/-4,858)","93,264","(+/-4,128)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","3,341","(+/-1,052)","23,978","(+/-2,171)","5,282","(+/-1,341)","4,550","(+/-1,218)","6,055","(+/-1,357)","9,305","(+/-1,905)","10,206","(+/-1,836)","5,975","(+/-1,325)","14,443","(+/-1,858)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","10,849","(+/-1,649)","32,206","(+/-3,145)","13,737","(+/-2,105)","16,481","(+/-2,540)","9,838","(+/-1,581)","19,944","(+/-2,222)","22,738","(+/-2,633)","21,602","(+/-2,775)","25,837","(+/-1,999)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","21,848","(+/-2,457)","34,601","(+/-3,103)","14,919","(+/-2,424)","22,368","(+/-2,633)","24,533","(+/-2,906)","35,325","(+/-2,755)","24,296","(+/-2,894)","32,434","(+/-2,977)","26,874","(+/-2,448)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","19,206","(+/-2,437)","16,542","(+/-1,657)","8,332","(+/-1,883)","10,914","(+/-1,784)","15,149","(+/-1,959)","23,172","(+/-1,993)","10,141","(+/-1,909)","14,661","(+/-2,138)","15,293","(+/-2,134)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","11,063","(+/-2,011)","6,870","(+/-1,499)","2,509",(+/-958),"7,588","(+/-1,418)","9,818","(+/-1,749)","9,339","(+/-1,623)","6,076","(+/-1,607)","6,749","(+/-1,619)","6,086","(+/-1,280)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","19,728","(+/-2,109)","6,784","(+/-1,381)","3,692","(+/-1,148)","8,076","(+/-1,597)","8,726","(+/-2,034)","10,133","(+/-1,612)","3,955","(+/-1,066)","6,185","(+/-1,280)","4,731","(+/-1,184)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",661,(+/-22),425,(+/-13),462,(+/-22),519,(+/-21),574,(+/-18),538,(+/-13),438,(+/-16),494,(+/-13),441,(+/-11)
Housing,"Gross Rent","Occupied units paying rent","129,007","(+/-6,750)","78,314","(+/-4,775)","132,039","(+/-6,111)","131,966","(+/-6,004)","64,463","(+/-4,418)","103,538","(+/-4,691)","103,739","(+/-5,467)","87,550","(+/-5,872)","70,174","(+/-4,444)"
Housing,"Gross Rent","Less than $500","1,301",(+/-535),"8,442","(+/-1,512)","7,366","(+/-2,216)","1,131",(+/-452),732,(+/-502),"3,465",(+/-948),"8,305","(+/-1,673)","3,919","(+/-1,530)","3,090",(+/-865)
Housing,"Gross Rent","$500 to $999","8,824","(+/-1,804)","17,469","(+/-2,421)","15,127","(+/-2,602)","7,981","(+/-1,702)","3,394","(+/-1,047)","23,673","(+/-2,880)","29,762","(+/-3,531)","5,982","(+/-1,640)","13,437","(+/-2,231)"
Housing,"Gross Rent","$1,000 to $1,499","25,820","(+/-3,243)","19,237","(+/-2,990)","38,823","(+/-3,209)","28,810","(+/-3,693)","5,977","(+/-1,810)","38,434","(+/-3,561)","33,509","(+/-4,010)","23,638","(+/-3,711)","16,709","(+/-2,837)"
Housing,"Gross Rent","$1,500 to $1,999","43,239","(+/-4,383)","15,678","(+/-2,595)","40,417","(+/-4,500)","52,551","(+/-4,774)","18,961","(+/-2,529)","23,202","(+/-2,830)","19,842","(+/-3,123)","28,867","(+/-3,287)","16,220","(+/-2,541)"
Housing,"Gross Rent","$2,000 to $2,499","26,374","(+/-3,211)","11,781","(+/-2,373)","19,289","(+/-3,402)","28,438","(+/-3,295)","19,092","(+/-2,692)","7,537","(+/-1,775)","9,681","(+/-2,273)","13,742","(+/-2,378)","12,984","(+/-2,555)"
Housing,"Gross Rent","$2,500 to $2,999","12,070","(+/-2,454)","2,899","(+/-1,036)","9,039","(+/-2,048)","8,747","(+/-2,026)","11,266","(+/-2,169)","2,833","(+/-1,108)","1,354",(+/-772),"6,599","(+/-1,687)","5,398","(+/-1,510)"
Housing,"Gross Rent","$3,000 or more","11,379","(+/-1,600)","2,808","(+/-1,053)","1,978",(+/-873),"4,308","(+/-1,309)","5,041","(+/-1,368)","4,394","(+/-1,255)","1,286",(+/-895),"4,803","(+/-1,401)","2,336",(+/-950)
Housing,"Gross Rent","Median (dollars)","1,830",(+/-35),"1,346",(+/-58),"1,558",(+/-42),"1,767",(+/-28),"2,083",(+/-60),"1,303",(+/-41),"1,170",(+/-34),"1,677",(+/-44),"1,557",(+/-79)
Housing,"Gross Rent","No rent paid","3,603","(+/-1,033)","6,572","(+/-1,120)","2,913",(+/-929),"3,683","(+/-1,271)","1,691",(+/-782),"4,182","(+/-1,271)","6,061","(+/-1,433)","4,757","(+/-1,369)","5,058","(+/-1,429)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","363,896","(+/-8,232)","330,340","(+/-4,925)","271,513","(+/-6,848)","327,230","(+/-6,913)","306,737","(+/-5,924)","355,180","(+/-6,325)","296,600","(+/-6,026)","323,320","(+/-7,793)","332,198","(+/-7,179)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","14,685","(+/-2,042)","26,087","(+/-2,436)","22,072","(+/-3,160)","16,810","(+/-2,688)","8,882","(+/-1,682)","21,907","(+/-2,921)","19,143","(+/-2,817)","16,076","(+/-2,712)","14,789","(+/-2,579)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","6,477","(+/-1,693)","13,556","(+/-1,915)","10,781","(+/-2,475)","7,914","(+/-1,842)","4,175","(+/-1,259)","12,075","(+/-2,328)","12,040","(+/-2,328)","8,243","(+/-2,046)","10,022","(+/-1,986)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","15,298","(+/-2,034)","21,611","(+/-2,278)","14,990","(+/-2,496)","13,992","(+/-2,380)","8,801","(+/-1,615)","25,232","(+/-3,006)","28,865","(+/-2,890)","20,153","(+/-2,522)","22,434","(+/-2,944)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","21,916","(+/-3,637)","29,413","(+/-3,033)","19,626","(+/-2,471)","19,236","(+/-2,462)","12,267","(+/-1,846)","26,324","(+/-2,961)","24,827","(+/-3,296)","18,291","(+/-2,181)","22,544","(+/-3,020)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","33,585","(+/-3,897)","39,260","(+/-3,864)","33,452","(+/-3,564)","36,180","(+/-4,327)","22,584","(+/-2,791)","36,872","(+/-3,319)","37,474","(+/-3,629)","38,900","(+/-3,538)","35,592","(+/-3,719)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","57,985","(+/-5,059)","58,035","(+/-3,506)","46,959","(+/-3,768)","55,051","(+/-4,008)","39,247","(+/-3,296)","59,121","(+/-3,784)","55,906","(+/-4,045)","52,888","(+/-4,200)","58,826","(+/-4,305)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","43,627","(+/-4,543)","44,916","(+/-3,669)","37,483","(+/-4,050)","45,124","(+/-4,117)","48,104","(+/-4,165)","42,915","(+/-3,647)","39,390","(+/-3,291)","42,105","(+/-3,962)","47,924","(+/-3,968)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","59,761","(+/-4,983)","51,733","(+/-3,887)","47,084","(+/-4,776)","65,165","(+/-4,390)","65,688","(+/-4,090)","64,268","(+/-3,677)","46,689","(+/-4,149)","57,466","(+/-4,325)","66,536","(+/-4,565)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","35,368","(+/-3,140)","23,083","(+/-2,820)","18,204","(+/-2,333)","33,267","(+/-3,304)","42,340","(+/-3,666)","31,820","(+/-3,169)","19,529","(+/-2,878)","33,524","(+/-3,538)","29,232","(+/-3,500)"
